"survey","site","atlas","period","group","species_pool_size","group_richness","hotspot_threshold","is_hotspot"
"GE43_1","GE43","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GE44_1","GE44","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF00_1","GF00","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF01_1","GF01","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF02_1","GF02","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF03_1","GF03","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF04_1","GF04","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF05_1","GF05","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE26_1","BE26","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF06_1","GF06","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GF07_1","GF07","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF08_1","GF08","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF09_1","GF09","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF12_1","GF12","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF13_1","GF13","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF14_1","GF14","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF15_1","GF15","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF16_1","GF16","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GF17_1","GF17","1","1970s","Aquatic pursuers",10,3,3,TRUE
"BE27_1","BE27","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF18_1","GF18","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF19_1","GF19","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF23_1","GF23","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF24_1","GF24","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF25_1","GF25","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF26_1","GF26","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF27_1","GF27","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF28_1","GF28","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF29_1","GF29","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF33_1","GF33","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE28_1","BE28","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF34_1","GF34","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF35_1","GF35","1","1970s","Aquatic pursuers",10,4,3,TRUE
"GF36_1","GF36","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GF37_1","GF37","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF38_1","GF38","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GF39_1","GF39","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GF42_1","GF42","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF43_1","GF43","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF44_1","GF44","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF45_1","GF45","1","1970s","Aquatic pursuers",10,2,3,FALSE
"BE29_1","BE29","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF46_1","GF46","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GF47_1","GF47","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GF48_1","GF48","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF49_1","GF49","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF52_1","GF52","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF53_1","GF53","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF54_1","GF54","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF55_1","GF55","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF56_1","GF56","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF57_1","GF57","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE30_1","BE30","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF63_1","GF63","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF64_1","GF64","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF65_1","GF65","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF66_1","GF66","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GF73_1","GF73","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GF74_1","GF74","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GF75_1","GF75","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GG00_1","GG00","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG01_1","GG01","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GG02_1","GG02","1","1970s","Aquatic pursuers",10,2,3,FALSE
"BE31_1","BE31","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GG04_1","GG04","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG05_1","GG05","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GG06_1","GG06","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG07_1","GG07","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG08_1","GG08","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GG09_1","GG09","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GG10_1","GG10","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GG11_1","GG11","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GG15_1","GG15","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GG16_1","GG16","1","1970s","Aquatic pursuers",10,0,3,FALSE
"AF81_1","AF81","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE32_1","BE32","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG17_1","GG17","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG18_1","GG18","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG19_1","GG19","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG20_1","GG20","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG25_1","GG25","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG26_1","GG26","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG27_1","GG27","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG28_1","GG28","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GG30_1","GG30","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG35_1","GG35","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE33_1","BE33","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG36_1","GG36","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GG37_1","GG37","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GG38_1","GG38","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG40_1","GG40","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GG50_1","GG50","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GH05_1","GH05","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GH06_1","GH06","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GH07_1","GH07","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GH08_1","GH08","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GH09_1","GH09","1","1970s","Aquatic pursuers",10,2,3,FALSE
"BE34_1","BE34","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GH17_1","GH17","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GH18_1","GH18","1","1970s","Aquatic pursuers",10,1,3,FALSE
"GH19_1","GH19","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GH29_1","GH29","1","1970s","Aquatic pursuers",10,2,3,FALSE
"GH39_1","GH39","1","1970s","Aquatic pursuers",10,0,3,FALSE
"GH49_1","GH49","1","1970s","Aquatic pursuers",10,3,3,TRUE
"GH59_1","GH59","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA03_1","HA03","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA04_1","HA04","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA05_1","HA05","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE35_1","BE35","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA06_1","HA06","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA07_1","HA07","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA08_1","HA08","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA12_1","HA12","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA13_1","HA13","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA14_1","HA14","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA15_1","HA15","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA16_1","HA16","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA17_1","HA17","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA18_1","HA18","1","1970s","Aquatic pursuers",10,1,3,FALSE
"BE36_1","BE36","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA22_1","HA22","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA23_1","HA23","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA24_1","HA24","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA25_1","HA25","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA26_1","HA26","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA27_1","HA27","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA31_1","HA31","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA32_1","HA32","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA33_1","HA33","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA34_1","HA34","1","1970s","Aquatic pursuers",10,2,3,FALSE
"BE37_1","BE37","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA35_1","HA35","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA36_1","HA36","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA41_1","HA41","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA42_1","HA42","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA43_1","HA43","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA44_1","HA44","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA45_1","HA45","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA46_1","HA46","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA51_1","HA51","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA52_1","HA52","1","1970s","Aquatic pursuers",10,2,3,FALSE
"BE38_1","BE38","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA53_1","HA53","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA54_1","HA54","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA55_1","HA55","1","1970s","Aquatic pursuers",10,1,3,FALSE
"HA63_1","HA63","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA64_1","HA64","1","1970s","Aquatic pursuers",10,0,3,FALSE
"HA69_1","HA69","1","1970s","Aquatic pursuers",10,3,3,TRUE
"AD90_2","AD90","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AD91_2","AD91","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AD92_2","AD92","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AD93_2","AD93","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE39_1","BE39","1","1970s","Aquatic pursuers",10,0,3,FALSE
"AD94_2","AD94","2","1990s","Aquatic pursuers",10,4,3,TRUE
"AD95_2","AD95","2","1990s","Aquatic pursuers",10,2,3,FALSE
"AD96_2","AD96","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AE81_2","AE81","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AE82_2","AE82","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AE83_2","AE83","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AE90_2","AE90","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AE91_2","AE91","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AE92_2","AE92","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AE93_2","AE93","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE40_1","BE40","1","1970s","Aquatic pursuers",10,0,3,FALSE
"AE94_2","AE94","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AE95_2","AE95","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AE96_2","AE96","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AE97_2","AE97","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AE98_2","AE98","2","1990s","Aquatic pursuers",10,2,3,FALSE
"AE99_2","AE99","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AF81_2","AF81","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AF82_2","AF82","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AF90_2","AF90","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AF91_2","AF91","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE41_1","BE41","1","1970s","Aquatic pursuers",10,0,3,FALSE
"AF92_2","AF92","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AF93_2","AF93","2","1990s","Aquatic pursuers",10,2,3,FALSE
"AF94_2","AF94","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AF95_2","AF95","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AF96_2","AF96","2","1990s","Aquatic pursuers",10,2,3,FALSE
"AF97_2","AF97","2","1990s","Aquatic pursuers",10,2,3,FALSE
"AF98_2","AF98","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AF99_2","AF99","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BC10_2","BC10","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC11_2","BC11","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AF82_1","AF82","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE42_1","BE42","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BC20_2","BC20","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC21_2","BC21","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BC22_2","BC22","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC23_2","BC23","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC30_2","BC30","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC31_2","BC31","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BC32_2","BC32","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC33_2","BC33","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC34_2","BC34","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC40_2","BC40","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE43_1","BE43","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BC41_2","BC41","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC42_2","BC42","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC43_2","BC43","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC44_2","BC44","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC45_2","BC45","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC50_2","BC50","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC51_2","BC51","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC52_2","BC52","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC53_2","BC53","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC54_2","BC54","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE44_1","BE44","1","1970s","Aquatic pursuers",10,1,3,FALSE
"BC55_2","BC55","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BC56_2","BC56","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC60_2","BC60","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC61_2","BC61","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC62_2","BC62","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC63_2","BC63","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC64_2","BC64","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC65_2","BC65","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC70_2","BC70","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC71_2","BC71","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE45_1","BE45","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BC72_2","BC72","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC73_2","BC73","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC74_2","BC74","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC75_2","BC75","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC80_2","BC80","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC81_2","BC81","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC82_2","BC82","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC83_2","BC83","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BC84_2","BC84","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BC85_2","BC85","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE46_1","BE46","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BC86_2","BC86","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC91_2","BC91","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC92_2","BC92","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC93_2","BC93","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BC94_2","BC94","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BC95_2","BC95","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BC96_2","BC96","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD00_2","BD00","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD01_2","BD01","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD02_2","BD02","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE47_1","BE47","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BD03_2","BD03","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD04_2","BD04","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD05_2","BD05","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD06_2","BD06","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BD07_2","BD07","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD08_2","BD08","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD09_2","BD09","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD10_2","BD10","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD11_2","BD11","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD12_2","BD12","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE48_1","BE48","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BD13_2","BD13","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD14_2","BD14","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD16_2","BD16","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD17_2","BD17","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD18_2","BD18","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BD19_2","BD19","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD20_2","BD20","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD21_2","BD21","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD22_2","BD22","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD23_2","BD23","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE49_1","BE49","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BD24_2","BD24","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD26_2","BD26","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD27_2","BD27","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD28_2","BD28","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD29_2","BD29","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD30_2","BD30","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD31_2","BD31","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD32_2","BD32","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD33_2","BD33","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD34_2","BD34","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE50_1","BE50","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BD35_2","BD35","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD36_2","BD36","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD37_2","BD37","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD38_2","BD38","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD39_2","BD39","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD40_2","BD40","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD41_2","BD41","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD42_2","BD42","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD43_2","BD43","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD44_2","BD44","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE51_1","BE51","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BD45_2","BD45","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD46_2","BD46","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD47_2","BD47","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD48_2","BD48","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD49_2","BD49","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BD50_2","BD50","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD51_2","BD51","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD52_2","BD52","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD53_2","BD53","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD54_2","BD54","2","1990s","Aquatic pursuers",10,1,3,FALSE
"AF90_1","AF90","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE52_1","BE52","1","1970s","Aquatic pursuers",10,1,3,FALSE
"BD55_2","BD55","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD56_2","BD56","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD57_2","BD57","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD58_2","BD58","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD59_2","BD59","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD60_2","BD60","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD61_2","BD61","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD62_2","BD62","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD63_2","BD63","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BD64_2","BD64","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE53_1","BE53","1","1970s","Aquatic pursuers",10,1,3,FALSE
"BD65_2","BD65","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD66_2","BD66","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD67_2","BD67","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD68_2","BD68","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD69_2","BD69","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD70_2","BD70","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD71_2","BD71","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD72_2","BD72","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BD73_2","BD73","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD74_2","BD74","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE54_1","BE54","1","1970s","Aquatic pursuers",10,1,3,FALSE
"BD75_2","BD75","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD76_2","BD76","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD77_2","BD77","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD78_2","BD78","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD79_2","BD79","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD80_2","BD80","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BD81_2","BD81","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD82_2","BD82","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BD83_2","BD83","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD84_2","BD84","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE55_1","BE55","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BD85_2","BD85","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD86_2","BD86","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BD87_2","BD87","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD88_2","BD88","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD89_2","BD89","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD90_2","BD90","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BD91_2","BD91","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD92_2","BD92","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BD93_2","BD93","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD94_2","BD94","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE56_1","BE56","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BD95_2","BD95","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD96_2","BD96","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD97_2","BD97","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD98_2","BD98","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BD99_2","BD99","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE02_2","BE02","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE03_2","BE03","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE04_2","BE04","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE05_2","BE05","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE06_2","BE06","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE57_1","BE57","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE07_2","BE07","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE08_2","BE08","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE09_2","BE09","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE10_2","BE10","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE11_2","BE11","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BE12_2","BE12","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE13_2","BE13","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE14_2","BE14","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE15_2","BE15","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE16_2","BE16","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE58_1","BE58","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE17_2","BE17","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE18_2","BE18","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE19_2","BE19","2","1990s","Aquatic pursuers",10,0,3,FALSE
