"survey","site","atlas","period","group","species_pool_size","group_richness","hotspot_threshold","is_hotspot"
"DF39_1","DF39","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF40_1","DF40","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF41_1","DF41","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF42_1","DF42","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF43_1","DF43","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD54_1","BD54","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF47_1","DF47","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF48_1","DF48","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF49_1","DF49","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF50_1","DF50","1","1970s","Dabbling ducks",8,0,3,FALSE
"DF51_1","DF51","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF52_1","DF52","1","1970s","Dabbling ducks",8,0,3,FALSE
"DF55_1","DF55","1","1970s","Dabbling ducks",8,3,3,TRUE
"DF58_1","DF58","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF59_1","DF59","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF60_1","DF60","1","1970s","Dabbling ducks",8,0,3,FALSE
"BD55_1","BD55","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF61_1","DF61","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF62_1","DF62","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF65_1","DF65","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF66_1","DF66","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF69_1","DF69","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF70_1","DF70","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF71_1","DF71","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF72_1","DF72","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF77_1","DF77","1","1970s","Dabbling ducks",8,0,3,FALSE
"DF80_1","DF80","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD56_1","BD56","1","1970s","Dabbling ducks",8,4,3,TRUE
"DF81_1","DF81","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF90_1","DF90","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF91_1","DF91","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF96_1","DF96","1","1970s","Dabbling ducks",8,2,3,FALSE
"DF97_1","DF97","1","1970s","Dabbling ducks",8,1,3,FALSE
"DF98_1","DF98","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG00_1","DG00","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG05_1","DG05","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG06_1","DG06","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG07_1","DG07","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD57_1","BD57","1","1970s","Dabbling ducks",8,5,3,TRUE
"DG08_1","DG08","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG09_1","DG09","1","1970s","Dabbling ducks",8,4,3,TRUE
"DG14_1","DG14","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG15_1","DG15","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG16_1","DG16","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG17_1","DG17","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG18_1","DG18","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG19_1","DG19","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG21_1","DG21","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG22_1","DG22","1","1970s","Dabbling ducks",8,5,3,TRUE
"BD58_1","BD58","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG23_1","DG23","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG24_1","DG24","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG25_1","DG25","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG26_1","DG26","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG27_1","DG27","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG28_1","DG28","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG29_1","DG29","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG30_1","DG30","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG31_1","DG31","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG32_1","DG32","1","1970s","Dabbling ducks",8,4,3,TRUE
"BD59_1","BD59","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG33_1","DG33","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG34_1","DG34","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG35_1","DG35","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG36_1","DG36","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG37_1","DG37","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG38_1","DG38","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG39_1","DG39","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG40_1","DG40","1","1970s","Dabbling ducks",8,5,3,TRUE
"DG41_1","DG41","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG42_1","DG42","1","1970s","Dabbling ducks",8,2,3,FALSE
"AE93_1","AE93","1","1970s","Dabbling ducks",8,0,3,FALSE
"BD60_1","BD60","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG43_1","DG43","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG44_1","DG44","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG45_1","DG45","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG46_1","DG46","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG47_1","DG47","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG48_1","DG48","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG49_1","DG49","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG50_1","DG50","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG51_1","DG51","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG52_1","DG52","1","1970s","Dabbling ducks",8,1,3,FALSE
"BD61_1","BD61","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG53_1","DG53","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG54_1","DG54","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG55_1","DG55","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG56_1","DG56","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG57_1","DG57","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG58_1","DG58","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG59_1","DG59","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG60_1","DG60","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG61_1","DG61","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG62_1","DG62","1","1970s","Dabbling ducks",8,4,3,TRUE
"BD62_1","BD62","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG63_1","DG63","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG64_1","DG64","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG65_1","DG65","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG66_1","DG66","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG67_1","DG67","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG68_1","DG68","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG69_1","DG69","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG70_1","DG70","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG71_1","DG71","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG72_1","DG72","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD63_1","BD63","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG73_1","DG73","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG74_1","DG74","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG75_1","DG75","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG76_1","DG76","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG77_1","DG77","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG78_1","DG78","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG79_1","DG79","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG80_1","DG80","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG81_1","DG81","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG82_1","DG82","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD64_1","BD64","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG83_1","DG83","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG84_1","DG84","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG85_1","DG85","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG86_1","DG86","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG87_1","DG87","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG88_1","DG88","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG89_1","DG89","1","1970s","Dabbling ducks",8,4,3,TRUE
"DG90_1","DG90","1","1970s","Dabbling ducks",8,3,3,TRUE
"DG91_1","DG91","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG92_1","DG92","1","1970s","Dabbling ducks",8,1,3,FALSE
"BD65_1","BD65","1","1970s","Dabbling ducks",8,4,3,TRUE
"DG93_1","DG93","1","1970s","Dabbling ducks",8,0,3,FALSE
"DG94_1","DG94","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG95_1","DG95","1","1970s","Dabbling ducks",8,1,3,FALSE
"DG96_1","DG96","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG97_1","DG97","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG98_1","DG98","1","1970s","Dabbling ducks",8,2,3,FALSE
"DG99_1","DG99","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH06_1","DH06","1","1970s","Dabbling ducks",8,1,3,FALSE
"DH07_1","DH07","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH08_1","DH08","1","1970s","Dabbling ducks",8,0,3,FALSE
"BD66_1","BD66","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH09_1","DH09","1","1970s","Dabbling ducks",8,0,3,FALSE
"DH16_1","DH16","1","1970s","Dabbling ducks",8,5,3,TRUE
"DH17_1","DH17","1","1970s","Dabbling ducks",8,4,3,TRUE
"DH18_1","DH18","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH19_1","DH19","1","1970s","Dabbling ducks",8,0,3,FALSE
"DH25_1","DH25","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH26_1","DH26","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH27_1","DH27","1","1970s","Dabbling ducks",8,3,3,TRUE
"DH28_1","DH28","1","1970s","Dabbling ducks",8,1,3,FALSE
"DH29_1","DH29","1","1970s","Dabbling ducks",8,0,3,FALSE
"BD67_1","BD67","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH36_1","DH36","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH37_1","DH37","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH38_1","DH38","1","1970s","Dabbling ducks",8,0,3,FALSE
"DH49_1","DH49","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH57_1","DH57","1","1970s","Dabbling ducks",8,0,3,FALSE
"DH58_1","DH58","1","1970s","Dabbling ducks",8,1,3,FALSE
"DH59_1","DH59","1","1970s","Dabbling ducks",8,4,3,TRUE
"DH66_1","DH66","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH67_1","DH67","1","1970s","Dabbling ducks",8,4,3,TRUE
"DH69_1","DH69","1","1970s","Dabbling ducks",8,4,3,TRUE
"BD68_1","BD68","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH75_1","DH75","1","1970s","Dabbling ducks",8,3,3,TRUE
"DH76_1","DH76","1","1970s","Dabbling ducks",8,4,3,TRUE
"DH77_1","DH77","1","1970s","Dabbling ducks",8,0,3,FALSE
"DH78_1","DH78","1","1970s","Dabbling ducks",8,4,3,TRUE
"DH79_1","DH79","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH85_1","DH85","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH86_1","DH86","1","1970s","Dabbling ducks",8,6,3,TRUE
"DH87_1","DH87","1","1970s","Dabbling ducks",8,0,3,FALSE
"DH88_1","DH88","1","1970s","Dabbling ducks",8,4,3,TRUE
"DH89_1","DH89","1","1970s","Dabbling ducks",8,6,3,TRUE
"BD69_1","BD69","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH95_1","DH95","1","1970s","Dabbling ducks",8,1,3,FALSE
"DH96_1","DH96","1","1970s","Dabbling ducks",8,2,3,FALSE
"DH97_1","DH97","1","1970s","Dabbling ducks",8,4,3,TRUE
"DH98_1","DH98","1","1970s","Dabbling ducks",8,4,3,TRUE
"DH99_1","DH99","1","1970s","Dabbling ducks",8,3,3,TRUE
"ED00_1","ED00","1","1970s","Dabbling ducks",8,0,3,FALSE
"ED01_1","ED01","1","1970s","Dabbling ducks",8,4,3,TRUE
"ED02_1","ED02","1","1970s","Dabbling ducks",8,1,3,FALSE
"ED03_1","ED03","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE08_1","EE08","1","1970s","Dabbling ducks",8,2,3,FALSE
"AE94_1","AE94","1","1970s","Dabbling ducks",8,1,3,FALSE
"BD70_1","BD70","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE09_1","EE09","1","1970s","Dabbling ducks",8,1,3,FALSE
"EB01_1","EB01","1","1970s","Dabbling ducks",8,2,3,FALSE
"EB02_1","EB02","1","1970s","Dabbling ducks",8,1,3,FALSE
"EB03_1","EB03","1","1970s","Dabbling ducks",8,2,3,FALSE
"EB04_1","EB04","1","1970s","Dabbling ducks",8,2,3,FALSE
"EB05_1","EB05","1","1970s","Dabbling ducks",8,1,3,FALSE
"EB06_1","EB06","1","1970s","Dabbling ducks",8,3,3,TRUE
"EB07_1","EB07","1","1970s","Dabbling ducks",8,2,3,FALSE
"EB08_1","EB08","1","1970s","Dabbling ducks",8,2,3,FALSE
"EB09_1","EB09","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD71_1","BD71","1","1970s","Dabbling ducks",8,0,3,FALSE
"EB10_1","EB10","1","1970s","Dabbling ducks",8,3,3,TRUE
"EB11_1","EB11","1","1970s","Dabbling ducks",8,1,3,FALSE
"EB12_1","EB12","1","1970s","Dabbling ducks",8,2,3,FALSE
"EB13_1","EB13","1","1970s","Dabbling ducks",8,0,3,FALSE
"EB14_1","EB14","1","1970s","Dabbling ducks",8,0,3,FALSE
"ED10_1","ED10","1","1970s","Dabbling ducks",8,1,3,FALSE
"ED11_1","ED11","1","1970s","Dabbling ducks",8,0,3,FALSE
"ED12_1","ED12","1","1970s","Dabbling ducks",8,1,3,FALSE
"ED13_1","ED13","1","1970s","Dabbling ducks",8,1,3,FALSE
"ED20_1","ED20","1","1970s","Dabbling ducks",8,0,3,FALSE
"BD72_1","BD72","1","1970s","Dabbling ducks",8,0,3,FALSE
"ED21_1","ED21","1","1970s","Dabbling ducks",8,0,3,FALSE
"ED22_1","ED22","1","1970s","Dabbling ducks",8,1,3,FALSE
"ED23_1","ED23","1","1970s","Dabbling ducks",8,2,3,FALSE
"ED30_1","ED30","1","1970s","Dabbling ducks",8,0,3,FALSE
"ED31_1","ED31","1","1970s","Dabbling ducks",8,1,3,FALSE
"ED32_1","ED32","1","1970s","Dabbling ducks",8,0,3,FALSE
"ED41_1","ED41","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE04_1","EE04","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE05_1","EE05","1","1970s","Dabbling ducks",8,0,3,FALSE
"EE06_1","EE06","1","1970s","Dabbling ducks",8,0,3,FALSE
"BD73_1","BD73","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE07_1","EE07","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE14_1","EE14","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE15_1","EE15","1","1970s","Dabbling ducks",8,0,3,FALSE
"EE16_1","EE16","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE17_1","EE17","1","1970s","Dabbling ducks",8,2,3,FALSE
"EE18_1","EE18","1","1970s","Dabbling ducks",8,0,3,FALSE
"EE19_1","EE19","1","1970s","Dabbling ducks",8,0,3,FALSE
"EE20_1","EE20","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE24_1","EE24","1","1970s","Dabbling ducks",8,2,3,FALSE
"EE26_1","EE26","1","1970s","Dabbling ducks",8,0,3,FALSE
"BD74_1","BD74","1","1970s","Dabbling ducks",8,0,3,FALSE
"EE27_1","EE27","1","1970s","Dabbling ducks",8,2,3,FALSE
"EE28_1","EE28","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE29_1","EE29","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE38_1","EE38","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE39_1","EE39","1","1970s","Dabbling ducks",8,1,3,FALSE
"EE81_1","EE81","1","1970s","Dabbling ducks",8,0,3,FALSE
"EE90_1","EE90","1","1970s","Dabbling ducks",8,2,3,FALSE
"EE91_1","EE91","1","1970s","Dabbling ducks",8,0,3,FALSE
"EF00_1","EF00","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF01_1","EF01","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD75_1","BD75","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF02_1","EF02","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF06_1","EF06","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF07_1","EF07","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF08_1","EF08","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF09_1","EF09","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF10_1","EF10","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF11_1","EF11","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF19_1","EF19","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF20_1","EF20","1","1970s","Dabbling ducks",8,3,3,TRUE
"EF35_1","EF35","1","1970s","Dabbling ducks",8,0,3,FALSE
"BD76_1","BD76","1","1970s","Dabbling ducks",8,4,3,TRUE
"EF44_1","EF44","1","1970s","Dabbling ducks",8,0,3,FALSE
"EF45_1","EF45","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF53_1","EF53","1","1970s","Dabbling ducks",8,0,3,FALSE
"EF54_1","EF54","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF55_1","EF55","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF60_1","EF60","1","1970s","Dabbling ducks",8,0,3,FALSE
"EF61_1","EF61","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF63_1","EF63","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF64_1","EF64","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF65_1","EF65","1","1970s","Dabbling ducks",8,1,3,FALSE
"BD77_1","BD77","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF66_1","EF66","1","1970s","Dabbling ducks",8,4,3,TRUE
"EF68_1","EF68","1","1970s","Dabbling ducks",8,0,3,FALSE
"EF69_1","EF69","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF70_1","EF70","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF71_1","EF71","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF72_1","EF72","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF73_1","EF73","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF74_1","EF74","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF75_1","EF75","1","1970s","Dabbling ducks",8,5,3,TRUE
"EF76_1","EF76","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD78_1","BD78","1","1970s","Dabbling ducks",8,4,3,TRUE
"EF78_1","EF78","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF79_1","EF79","1","1970s","Dabbling ducks",8,0,3,FALSE
"EF80_1","EF80","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF81_1","EF81","1","1970s","Dabbling ducks",8,3,3,TRUE
"EF82_1","EF82","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF83_1","EF83","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF84_1","EF84","1","1970s","Dabbling ducks",8,3,3,TRUE
"EF85_1","EF85","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF86_1","EF86","1","1970s","Dabbling ducks",8,4,3,TRUE
"EF87_1","EF87","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD79_1","BD79","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF90_1","EF90","1","1970s","Dabbling ducks",8,3,3,TRUE
"EF91_1","EF91","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF92_1","EF92","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF93_1","EF93","1","1970s","Dabbling ducks",8,3,3,TRUE
"EF94_1","EF94","1","1970s","Dabbling ducks",8,2,3,FALSE
"EF95_1","EF95","1","1970s","Dabbling ducks",8,1,3,FALSE
"EF96_1","EF96","1","1970s","Dabbling ducks",8,0,3,FALSE
"EF97_1","EF97","1","1970s","Dabbling ducks",8,0,3,FALSE
"EF98_1","EF98","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG00_1","EG00","1","1970s","Dabbling ducks",8,1,3,FALSE
"AE95_1","AE95","1","1970s","Dabbling ducks",8,3,3,TRUE
"BD80_1","BD80","1","1970s","Dabbling ducks",8,0,3,FALSE
"EG01_1","EG01","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG02_1","EG02","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG03_1","EG03","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG04_1","EG04","1","1970s","Dabbling ducks",8,4,3,TRUE
"EG05_1","EG05","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG06_1","EG06","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG07_1","EG07","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG08_1","EG08","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG09_1","EG09","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG10_1","EG10","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD81_1","BD81","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG11_1","EG11","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG12_1","EG12","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG13_1","EG13","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG14_1","EG14","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG15_1","EG15","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG16_1","EG16","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG17_1","EG17","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG18_1","EG18","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG19_1","EG19","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG21_1","EG21","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD82_1","BD82","1","1970s","Dabbling ducks",8,4,3,TRUE
"EG22_1","EG22","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG23_1","EG23","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG24_1","EG24","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG25_1","EG25","1","1970s","Dabbling ducks",8,5,3,TRUE
"EG26_1","EG26","1","1970s","Dabbling ducks",8,5,3,TRUE
"EG27_1","EG27","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG30_1","EG30","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG31_1","EG31","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG33_1","EG33","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG34_1","EG34","1","1970s","Dabbling ducks",8,1,3,FALSE
"BD83_1","BD83","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG35_1","EG35","1","1970s","Dabbling ducks",8,7,3,TRUE
"EG36_1","EG36","1","1970s","Dabbling ducks",8,0,3,FALSE
"EG40_1","EG40","1","1970s","Dabbling ducks",8,0,3,FALSE
"EG41_1","EG41","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG42_1","EG42","1","1970s","Dabbling ducks",8,0,3,FALSE
"EG44_1","EG44","1","1970s","Dabbling ducks",8,0,3,FALSE
"EG46_1","EG46","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG67_1","EG67","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG72_1","EG72","1","1970s","Dabbling ducks",8,4,3,TRUE
"EG73_1","EG73","1","1970s","Dabbling ducks",8,5,3,TRUE
"BD84_1","BD84","1","1970s","Dabbling ducks",8,0,3,FALSE
"EG74_1","EG74","1","1970s","Dabbling ducks",8,4,3,TRUE
"EG76_1","EG76","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG77_1","EG77","1","1970s","Dabbling ducks",8,4,3,TRUE
"EG78_1","EG78","1","1970s","Dabbling ducks",8,0,3,FALSE
"EG79_1","EG79","1","1970s","Dabbling ducks",8,0,3,FALSE
"EG83_1","EG83","1","1970s","Dabbling ducks",8,4,3,TRUE
"EG84_1","EG84","1","1970s","Dabbling ducks",8,4,3,TRUE
"EG85_1","EG85","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG86_1","EG86","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG87_1","EG87","1","1970s","Dabbling ducks",8,3,3,TRUE
"BD85_1","BD85","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG88_1","EG88","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG89_1","EG89","1","1970s","Dabbling ducks",8,4,3,TRUE
"EG93_1","EG93","1","1970s","Dabbling ducks",8,6,3,TRUE
"EG94_1","EG94","1","1970s","Dabbling ducks",8,6,3,TRUE
"EG95_1","EG95","1","1970s","Dabbling ducks",8,0,3,FALSE
"EG96_1","EG96","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG97_1","EG97","1","1970s","Dabbling ducks",8,2,3,FALSE
"EG98_1","EG98","1","1970s","Dabbling ducks",8,1,3,FALSE
"EG99_1","EG99","1","1970s","Dabbling ducks",8,2,3,FALSE
"EH05_1","EH05","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD86_1","BD86","1","1970s","Dabbling ducks",8,3,3,TRUE
"EH06_1","EH06","1","1970s","Dabbling ducks",8,3,3,TRUE
"EH07_1","EH07","1","1970s","Dabbling ducks",8,3,3,TRUE
"EH08_1","EH08","1","1970s","Dabbling ducks",8,4,3,TRUE
"EH09_1","EH09","1","1970s","Dabbling ducks",8,2,3,FALSE
"EH13_1","EH13","1","1970s","Dabbling ducks",8,3,3,TRUE
"EH14_1","EH14","1","1970s","Dabbling ducks",8,3,3,TRUE
"EH15_1","EH15","1","1970s","Dabbling ducks",8,1,3,FALSE
"EH16_1","EH16","1","1970s","Dabbling ducks",8,3,3,TRUE
"EH17_1","EH17","1","1970s","Dabbling ducks",8,2,3,FALSE
"EH18_1","EH18","1","1970s","Dabbling ducks",8,2,3,FALSE
"BD87_1","BD87","1","1970s","Dabbling ducks",8,2,3,FALSE
"EH19_1","EH19","1","1970s","Dabbling ducks",8,1,3,FALSE
"EH23_1","EH23","1","1970s","Dabbling ducks",8,1,3,FALSE
"EH24_1","EH24","1","1970s","Dabbling ducks",8,1,3,FALSE
"EH25_1","EH25","1","1970s","Dabbling ducks",8,1,3,FALSE
"EH26_1","EH26","1","1970s","Dabbling ducks",8,3,3,TRUE
