"survey","site","atlas","period","guild_richness","species_richness"
"BE16_3","BE16","3","2010s",17,51
"BE17_3","BE17","3","2010s",20,62
"BE19_3","BE19","3","2010s",20,48
"BE20_3","BE20","3","2010s",24,62
"BE22_3","BE22","3","2010s",22,60
"BE24_3","BE24","3","2010s",24,68
"BE26_3","BE26","3","2010s",25,64
"BE27_3","BE27","3","2010s",22,61
"BE30_3","BE30","3","2010s",21,67
"BE32_3","BE32","3","2010s",16,49
"BE34_3","BE34","3","2010s",21,60
"BE35_3","BE35","3","2010s",23,63
"BE36_3","BE36","3","2010s",23,63
"BE37_3","BE37","3","2010s",28,74
"BE44_3","BE44","3","2010s",18,53
"BE45_3","BE45","3","2010s",19,57
"BE46_3","BE46","3","2010s",18,43
"BE47_3","BE47","3","2010s",21,56
"BE55_3","BE55","3","2010s",20,53
"BE58_3","BE58","3","2010s",20,60
"BE59_3","BE59","3","2010s",18,61
"BE61_3","BE61","3","2010s",22,47
"BE62_3","BE62","3","2010s",17,42
"BE63_3","BE63","3","2010s",20,45
"BE66_3","BE66","3","2010s",23,62
"BE69_3","BE69","3","2010s",21,65
"BE73_3","BE73","3","2010s",18,40
"BE76_3","BE76","3","2010s",22,65
"BE77_3","BE77","3","2010s",24,73
"BE78_3","BE78","3","2010s",21,62
"BE79_3","BE79","3","2010s",18,40
"BE80_3","BE80","3","2010s",27,73
"BE82_3","BE82","3","2010s",18,46
"BE83_3","BE83","3","2010s",18,44
"BE84_3","BE84","3","2010s",22,60
"BE86_3","BE86","3","2010s",26,72
"BE87_3","BE87","3","2010s",22,70
"BE88_3","BE88","3","2010s",28,81
"BE89_3","BE89","3","2010s",28,76
"BE92_3","BE92","3","2010s",18,50
"BE93_3","BE93","3","2010s",22,67
"BE94_3","BE94","3","2010s",21,60
"BE95_3","BE95","3","2010s",21,66
"BE96_3","BE96","3","2010s",22,62
"BE98_3","BE98","3","2010s",26,70
"BE99_3","BE99","3","2010s",22,60
"BF01_3","BF01","3","2010s",21,57
"BF02_3","BF02","3","2010s",26,83
"BF03_3","BF03","3","2010s",27,71
"BF04_3","BF04","3","2010s",29,96
"BF05_3","BF05","3","2010s",25,66
"BF06_3","BF06","3","2010s",23,65
"BF07_3","BF07","3","2010s",27,81
"BF08_3","BF08","3","2010s",23,55
"BF10_3","BF10","3","2010s",20,48
"BF11_3","BF11","3","2010s",24,68
"BF13_3","BF13","3","2010s",22,62
"BF16_3","BF16","3","2010s",24,64
"BF18_3","BF18","3","2010s",19,55
"BF20_3","BF20","3","2010s",26,71
"BF21_3","BF21","3","2010s",23,59
"BF25_3","BF25","3","2010s",22,69
"BF27_3","BF27","3","2010s",23,62
"BF28_3","BF28","3","2010s",23,64
"BF31_3","BF31","3","2010s",20,58
"BF32_3","BF32","3","2010s",28,86
"BF33_3","BF33","3","2010s",23,79
"BF34_3","BF34","3","2010s",19,59
"BF38_3","BF38","3","2010s",28,70
"BF48_3","BF48","3","2010s",18,48
"BF49_3","BF49","3","2010s",27,89
"BF50_3","BF50","3","2010s",18,47
"BF51_3","BF51","3","2010s",18,52
"BF56_3","BF56","3","2010s",20,55
"BF57_3","BF57","3","2010s",16,48
"BF58_3","BF58","3","2010s",21,49
"BF59_3","BF59","3","2010s",26,68
"BF60_3","BF60","3","2010s",21,59
"BF61_3","BF61","3","2010s",23,60
"BF66_3","BF66","3","2010s",24,59
"BF70_3","BF70","3","2010s",22,51
"BF72_3","BF72","3","2010s",20,52
"BF73_3","BF73","3","2010s",25,64
"BF76_3","BF76","3","2010s",16,41
"BF80_3","BF80","3","2010s",19,50
"BF81_3","BF81","3","2010s",19,51
"BF83_3","BF83","3","2010s",20,58
"BF85_3","BF85","3","2010s",21,57
"BF86_3","BF86","3","2010s",18,46
"BF87_3","BF87","3","2010s",19,57
"BF90_3","BF90","3","2010s",17,47
"BF91_3","BF91","3","2010s",18,48
"BF92_3","BF92","3","2010s",22,66
"BF93_3","BF93","3","2010s",19,52
"BF96_3","BF96","3","2010s",19,60
"BF97_3","BF97","3","2010s",20,52
"BF98_3","BF98","3","2010s",18,50
"BF99_3","BF99","3","2010s",21,53
"BG09_3","BG09","3","2010s",5,6
"BG19_3","BG19","3","2010s",12,21
"BG27_3","BG27","3","2010s",24,59
"BG28_3","BG28","3","2010s",24,60
"BG29_3","BG29","3","2010s",25,88
"BG30_3","BG30","3","2010s",15,38
"BG31_3","BG31","3","2010s",26,75
"BG32_3","BG32","3","2010s",26,70
"BG33_3","BG33","3","2010s",8,16
"BG36_3","BG36","3","2010s",19,44
"BG37_3","BG37","3","2010s",20,45
"BG40_3","BG40","3","2010s",20,55
"BG41_3","BG41","3","2010s",19,52
"BG42_3","BG42","3","2010s",21,59
"BG43_3","BG43","3","2010s",19,44
"BG48_3","BG48","3","2010s",17,31
"BG49_3","BG49","3","2010s",22,73
"BG55_3","BG55","3","2010s",25,68
"BG56_3","BG56","3","2010s",20,42
"BG57_3","BG57","3","2010s",24,52
"BG58_3","BG58","3","2010s",26,75
"BG59_3","BG59","3","2010s",17,54
"BG64_3","BG64","3","2010s",20,50
"BG65_3","BG65","3","2010s",23,74
"BG66_3","BG66","3","2010s",18,57
"BG67_3","BG67","3","2010s",21,59
"BG68_3","BG68","3","2010s",19,54
"BG70_3","BG70","3","2010s",18,53
"BG72_3","BG72","3","2010s",20,64
"BG73_3","BG73","3","2010s",27,79
"BG75_3","BG75","3","2010s",19,52
"BG76_3","BG76","3","2010s",25,79
"BG77_3","BG77","3","2010s",18,41
"BG78_3","BG78","3","2010s",21,62
"BG79_3","BG79","3","2010s",22,56
"BG86_3","BG86","3","2010s",18,51
"BG87_3","BG87","3","2010s",19,51
"BG90_3","BG90","3","2010s",19,59
"BG92_3","BG92","3","2010s",24,80
"BG93_3","BG93","3","2010s",26,84
"BG95_3","BG95","3","2010s",27,76
"BG98_3","BG98","3","2010s",21,51
"BH49_3","BH49","3","2010s",2,4
"BH57_3","BH57","3","2010s",24,49
"BH76_3","BH76","3","2010s",19,47
"BH77_3","BH77","3","2010s",26,72
"BH78_3","BH78","3","2010s",19,54
"BH79_3","BH79","3","2010s",23,69
"BH86_3","BH86","3","2010s",25,73
"BH87_3","BH87","3","2010s",25,82
"BH89_3","BH89","3","2010s",24,76
"BH98_3","BH98","3","2010s",20,61
"BH99_3","BH99","3","2010s",25,76
"CC01_3","CC01","3","2010s",11,19
"CC04_3","CC04","3","2010s",27,97
"CC05_3","CC05","3","2010s",28,79
"CC06_3","CC06","3","2010s",25,74
"CD03_3","CD03","3","2010s",26,88
"CD04_3","CD04","3","2010s",21,66
"CD05_3","CD05","3","2010s",24,63
"CD09_3","CD09","3","2010s",20,58
"CE01_3","CE01","3","2010s",25,73
"CE02_3","CE02","3","2010s",27,83
"CE06_3","CE06","3","2010s",20,46
"CF02_3","CF02","3","2010s",23,66
"CF06_3","CF06","3","2010s",21,60
"CF07_3","CF07","3","2010s",21,55
"CB80_3","CB80","3","2010s",23,62
"CB81_3","CB81","3","2010s",22,70
"CB91_3","CB91","3","2010s",18,44
"CB93_3","CB93","3","2010s",22,59
"CB94_3","CB94","3","2010s",15,42
"CC11_3","CC11","3","2010s",18,47
"CC14_3","CC14","3","2010s",24,66
"CC15_3","CC15","3","2010s",20,52
"CC16_3","CC16","3","2010s",21,57
"CC23_3","CC23","3","2010s",17,38
"CC24_3","CC24","3","2010s",24,60
"CC25_3","CC25","3","2010s",15,48
"CC30_3","CC30","3","2010s",28,71
"CC34_3","CC34","3","2010s",20,50
"CC35_3","CC35","3","2010s",21,58
"CC36_3","CC36","3","2010s",23,67
"CC41_3","CC41","3","2010s",22,62
"CC44_3","CC44","3","2010s",21,54
"CC46_3","CC46","3","2010s",27,81
"CC47_3","CC47","3","2010s",12,19
"CC52_3","CC52","3","2010s",24,55
"CC53_3","CC53","3","2010s",20,56
"CC54_3","CC54","3","2010s",21,62
"CC55_3","CC55","3","2010s",20,57
"CC61_3","CC61","3","2010s",28,86
"CC63_3","CC63","3","2010s",26,64
"CC64_3","CC64","3","2010s",22,53
"CC65_3","CC65","3","2010s",23,54
"CC66_3","CC66","3","2010s",24,55
"CC67_3","CC67","3","2010s",24,62
"CC68_3","CC68","3","2010s",18,45
"CC74_3","CC74","3","2010s",21,53
"CC75_3","CC75","3","2010s",27,86
"CC77_3","CC77","3","2010s",23,62
"CC80_3","CC80","3","2010s",26,88
"CC85_3","CC85","3","2010s",23,65
"CC86_3","CC86","3","2010s",25,62
"CC91_3","CC91","3","2010s",26,100
"CC92_3","CC92","3","2010s",24,65
"CC93_3","CC93","3","2010s",20,63
"CC94_3","CC94","3","2010s",22,61
"CC95_3","CC95","3","2010s",22,61
"CC97_3","CC97","3","2010s",22,70
"CC98_3","CC98","3","2010s",23,72
"CC99_3","CC99","3","2010s",21,53
"CD10_3","CD10","3","2010s",25,61
"CD11_3","CD11","3","2010s",21,62
"CD13_3","CD13","3","2010s",20,57
"CD14_3","CD14","3","2010s",23,62
"CD16_3","CD16","3","2010s",16,42
"CD17_3","CD17","3","2010s",24,68
"CD18_3","CD18","3","2010s",20,50
"CD21_3","CD21","3","2010s",24,69
"CD23_3","CD23","3","2010s",26,75
"CD24_3","CD24","3","2010s",22,62
"CD25_3","CD25","3","2010s",20,38
"CD29_3","CD29","3","2010s",19,56
"CD31_3","CD31","3","2010s",23,62
"CD32_3","CD32","3","2010s",23,70
"CD33_3","CD33","3","2010s",25,72
"CD34_3","CD34","3","2010s",21,64
"CD35_3","CD35","3","2010s",20,47
"CD40_3","CD40","3","2010s",22,70
"CD41_3","CD41","3","2010s",26,77
"CD42_3","CD42","3","2010s",21,55
"CD43_3","CD43","3","2010s",29,91
"CD44_3","CD44","3","2010s",20,56
"CD45_3","CD45","3","2010s",18,55
"CD47_3","CD47","3","2010s",23,65
"CD50_3","CD50","3","2010s",26,77
"CD51_3","CD51","3","2010s",25,67
"CD52_3","CD52","3","2010s",26,70
"CD54_3","CD54","3","2010s",25,77
"CD55_3","CD55","3","2010s",19,65
"CD56_3","CD56","3","2010s",22,61
"CD57_3","CD57","3","2010s",20,61
"CD60_3","CD60","3","2010s",27,86
"CD61_3","CD61","3","2010s",25,75
"CD62_3","CD62","3","2010s",24,65
"CD63_3","CD63","3","2010s",22,69
"CD64_3","CD64","3","2010s",19,52
"CD65_3","CD65","3","2010s",18,55
"CD66_3","CD66","3","2010s",25,69
"CD67_3","CD67","3","2010s",23,69
"CD68_3","CD68","3","2010s",19,45
"CD69_3","CD69","3","2010s",19,61
"CD70_3","CD70","3","2010s",24,73
"CD71_3","CD71","3","2010s",29,109
"CD72_3","CD72","3","2010s",26,78
"CD74_3","CD74","3","2010s",25,66
"CD75_3","CD75","3","2010s",22,62
"CD76_3","CD76","3","2010s",22,57
"CD80_3","CD80","3","2010s",22,72
"CD81_3","CD81","3","2010s",28,95
"CD82_3","CD82","3","2010s",21,58
"CD83_3","CD83","3","2010s",23,69
"CD84_3","CD84","3","2010s",25,77
"CD87_3","CD87","3","2010s",20,44
"CD88_3","CD88","3","2010s",22,64
"CD90_3","CD90","3","2010s",20,70
"CD91_3","CD91","3","2010s",25,95
"CD92_3","CD92","3","2010s",23,74
"CD95_3","CD95","3","2010s",28,90
"CD96_3","CD96","3","2010s",23,65
"CD98_3","CD98","3","2010s",20,68
"CE11_3","CE11","3","2010s",27,84
"CE13_3","CE13","3","2010s",25,78
"CE15_3","CE15","3","2010s",19,48
"CE16_3","CE16","3","2010s",20,58
"CE17_3","CE17","3","2010s",20,61
"CE19_3","CE19","3","2010s",24,55
"CE20_3","CE20","3","2010s",18,54
"CE21_3","CE21","3","2010s",25,76
"CE22_3","CE22","3","2010s",25,73
"CE23_3","CE23","3","2010s",24,61
"CE24_3","CE24","3","2010s",21,63
"CE27_3","CE27","3","2010s",22,64
"CE30_3","CE30","3","2010s",24,73
"CE31_3","CE31","3","2010s",23,64
"CE34_3","CE34","3","2010s",19,49
"CE35_3","CE35","3","2010s",25,68
"CE38_3","CE38","3","2010s",24,75
"CE42_3","CE42","3","2010s",24,66
"CE49_3","CE49","3","2010s",26,79
"CE51_3","CE51","3","2010s",25,72
"CE52_3","CE52","3","2010s",25,82
"CE54_3","CE54","3","2010s",18,50
"CE55_3","CE55","3","2010s",23,65
"CE57_3","CE57","3","2010s",19,49
"CE60_3","CE60","3","2010s",27,75
"CE61_3","CE61","3","2010s",25,80
"CE62_3","CE62","3","2010s",30,94
"CE63_3","CE63","3","2010s",20,71
"CE64_3","CE64","3","2010s",26,82
"CE65_3","CE65","3","2010s",24,77
"CE67_3","CE67","3","2010s",22,61
"CE69_3","CE69","3","2010s",23,58
"CE72_3","CE72","3","2010s",25,80
"CE74_3","CE74","3","2010s",25,82
"CE75_3","CE75","3","2010s",26,84
"CE77_3","CE77","3","2010s",20,54
"CE78_3","CE78","3","2010s",24,60
"CE80_3","CE80","3","2010s",26,87
"CE81_3","CE81","3","2010s",27,95
"CE82_3","CE82","3","2010s",29,101
"CE83_3","CE83","3","2010s",25,70
"CE84_3","CE84","3","2010s",22,62
"CE85_3","CE85","3","2010s",27,71
"CE86_3","CE86","3","2010s",25,82
"CE88_3","CE88","3","2010s",20,55
"CE89_3","CE89","3","2010s",20,60
"CE90_3","CE90","3","2010s",21,65
"CE91_3","CE91","3","2010s",21,55
"CE92_3","CE92","3","2010s",26,66
"CE93_3","CE93","3","2010s",21,54
"CE94_3","CE94","3","2010s",18,50
"CE95_3","CE95","3","2010s",16,40
"CE96_3","CE96","3","2010s",26,81
"CE99_3","CE99","3","2010s",20,67
"CF10_3","CF10","3","2010s",25,77
"CF13_3","CF13","3","2010s",26,76
"CF14_3","CF14","3","2010s",22,56
"CF15_3","CF15","3","2010s",14,44
"CF19_3","CF19","3","2010s",15,50
"CF21_3","CF21","3","2010s",19,50
"CF23_3","CF23","3","2010s",22,69
"CF25_3","CF25","3","2010s",20,66
"CF29_3","CF29","3","2010s",25,78
"CF31_3","CF31","3","2010s",24,69
"CF32_3","CF32","3","2010s",28,80
"CF33_3","CF33","3","2010s",26,76
"CF34_3","CF34","3","2010s",23,78
"CF36_3","CF36","3","2010s",19,57
"CF38_3","CF38","3","2010s",17,56
"CF40_3","CF40","3","2010s",26,82
"CF41_3","CF41","3","2010s",24,79
"CF42_3","CF42","3","2010s",21,58
"CF43_3","CF43","3","2010s",21,62
"CF44_3","CF44","3","2010s",24,73
"CF49_3","CF49","3","2010s",27,86
"CF50_3","CF50","3","2010s",25,79
"CF51_3","CF51","3","2010s",26,91
"CF52_3","CF52","3","2010s",21,62
"CF53_3","CF53","3","2010s",22,68
"CF54_3","CF54","3","2010s",26,77
"CF55_3","CF55","3","2010s",23,80
"CF56_3","CF56","3","2010s",20,70
"CF57_3","CF57","3","2010s",22,70
"CF58_3","CF58","3","2010s",22,68
"CF59_3","CF59","3","2010s",22,59
"CF60_3","CF60","3","2010s",21,72
"CF61_3","CF61","3","2010s",21,68
"CF62_3","CF62","3","2010s",23,77
"CF63_3","CF63","3","2010s",23,68
"CF64_3","CF64","3","2010s",24,81
"CF65_3","CF65","3","2010s",21,69
"CF66_3","CF66","3","2010s",20,59
"CF67_3","CF67","3","2010s",25,79
"CF68_3","CF68","3","2010s",22,66
"CF69_3","CF69","3","2010s",21,68
"CF70_3","CF70","3","2010s",24,74
"CF71_3","CF71","3","2010s",21,63
"CF72_3","CF72","3","2010s",23,64
"CF73_3","CF73","3","2010s",27,76
"CF74_3","CF74","3","2010s",22,79
"CF75_3","CF75","3","2010s",23,72
"CF77_3","CF77","3","2010s",21,53
"CF78_3","CF78","3","2010s",25,76
"CF79_3","CF79","3","2010s",23,61
"CF81_3","CF81","3","2010s",20,48
"CF82_3","CF82","3","2010s",25,72
"CF83_3","CF83","3","2010s",24,74
"CF84_3","CF84","3","2010s",25,72
"CF86_3","CF86","3","2010s",24,66
"CF87_3","CF87","3","2010s",21,63
"CF89_3","CF89","3","2010s",25,73
"CF90_3","CF90","3","2010s",19,60
"CF91_3","CF91","3","2010s",23,70
"CF92_3","CF92","3","2010s",29,81
"CF93_3","CF93","3","2010s",26,73
"CF95_3","CF95","3","2010s",23,75
"CF98_3","CF98","3","2010s",24,74
"CG05_3","CG05","3","2010s",27,92
"CG07_3","CG07","3","2010s",24,65
"CG09_3","CG09","3","2010s",22,74
"CG13_3","CG13","3","2010s",23,63
"CG17_3","CG17","3","2010s",20,56
"CG29_3","CG29","3","2010s",24,72
"CG39_3","CG39","3","2010s",28,89
"CG40_3","CG40","3","2010s",24,73
"CG42_3","CG42","3","2010s",25,71
"CG43_3","CG43","3","2010s",23,72
"CG44_3","CG44","3","2010s",25,85
"CG47_3","CG47","3","2010s",25,77
"CG48_3","CG48","3","2010s",24,78
"CG49_3","CG49","3","2010s",23,74
"CG50_3","CG50","3","2010s",24,73
"CG51_3","CG51","3","2010s",24,73
"CG52_3","CG52","3","2010s",23,67
"CG53_3","CG53","3","2010s",24,74
"CG54_3","CG54","3","2010s",29,101
"CG56_3","CG56","3","2010s",21,59
"CG57_3","CG57","3","2010s",21,59
"CG58_3","CG58","3","2010s",22,66
"CG59_3","CG59","3","2010s",22,75
"CG61_3","CG61","3","2010s",21,55
"CG63_3","CG63","3","2010s",22,61
"CG65_3","CG65","3","2010s",24,85
"CG66_3","CG66","3","2010s",20,63
"CG68_3","CG68","3","2010s",15,47
"CG69_3","CG69","3","2010s",25,66
"CG73_3","CG73","3","2010s",26,74
"CG75_3","CG75","3","2010s",26,71
"CG76_3","CG76","3","2010s",21,59
"CG78_3","CG78","3","2010s",21,69
"CG79_3","CG79","3","2010s",20,63
"CG80_3","CG80","3","2010s",18,47
"CG83_3","CG83","3","2010s",25,72
"CG84_3","CG84","3","2010s",24,76
"CG85_3","CG85","3","2010s",25,67
"CG86_3","CG86","3","2010s",23,54
"CG88_3","CG88","3","2010s",22,58
"CG89_3","CG89","3","2010s",20,60
"CG90_3","CG90","3","2010s",23,59
"CG94_3","CG94","3","2010s",26,66
"CG95_3","CG95","3","2010s",23,49
"CG98_3","CG98","3","2010s",24,54
"CH06_3","CH06","3","2010s",22,63
"CH07_3","CH07","3","2010s",21,53
"CH08_3","CH08","3","2010s",20,50
"CH25_3","CH25","3","2010s",14,25
"CH34_3","CH34","3","2010s",20,58
"CH35_3","CH35","3","2010s",27,82
"CH45_3","CH45","3","2010s",26,91
"CH46_3","CH46","3","2010s",27,73
"CH48_3","CH48","3","2010s",26,80
"CH49_3","CH49","3","2010s",19,61
"CH55_3","CH55","3","2010s",21,60
"CH56_3","CH56","3","2010s",27,85
"CH57_3","CH57","3","2010s",27,87
"CH58_3","CH58","3","2010s",24,73
"CH59_3","CH59","3","2010s",21,70
"CH66_3","CH66","3","2010s",19,58
"CH69_3","CH69","3","2010s",21,68
"CH76_3","CH76","3","2010s",23,50
"CH77_3","CH77","3","2010s",26,85
"CH79_3","CH79","3","2010s",23,67
"CH85_3","CH85","3","2010s",16,34
"CH86_3","CH86","3","2010s",24,65
"CH87_3","CH87","3","2010s",21,62
"CH88_3","CH88","3","2010s",21,61
"CH89_3","CH89","3","2010s",20,49
"CH95_3","CH95","3","2010s",22,61
"CH96_3","CH96","3","2010s",23,63
"CH97_3","CH97","3","2010s",26,72
"CH99_3","CH99","3","2010s",23,59
"DB04_3","DB04","3","2010s",22,63
"DB05_3","DB05","3","2010s",24,71
"DC07_3","DC07","3","2010s",26,69
"DC09_3","DC09","3","2010s",25,75
"DA80_3","DA80","3","2010s",23,62
"DA90_3","DA90","3","2010s",26,68
"DB10_3","DB10","3","2010s",19,49
"DB13_3","DB13","3","2010s",23,75
"DB14_3","DB14","3","2010s",22,58
"DB15_3","DB15","3","2010s",24,71
"DB16_3","DB16","3","2010s",26,74
"DB20_3","DB20","3","2010s",18,53
"DB22_3","DB22","3","2010s",25,68
"DB24_3","DB24","3","2010s",23,62
"DB34_3","DB34","3","2010s",22,71
"DB35_3","DB35","3","2010s",20,56
"DB36_3","DB36","3","2010s",27,88
"DB40_3","DB40","3","2010s",20,55
"DB42_3","DB42","3","2010s",25,80
"DB45_3","DB45","3","2010s",24,80
"DB46_3","DB46","3","2010s",26,88
"DB47_3","DB47","3","2010s",21,57
"DB50_3","DB50","3","2010s",22,56
"DB52_3","DB52","3","2010s",23,64
"DB54_3","DB54","3","2010s",24,76
"DB55_3","DB55","3","2010s",27,86
"DB61_3","DB61","3","2010s",20,60
"DB62_3","DB62","3","2010s",24,61
"DB63_3","DB63","3","2010s",20,62
"DB64_3","DB64","3","2010s",26,71
"DB65_3","DB65","3","2010s",26,71
"DB66_3","DB66","3","2010s",25,69
"DB67_3","DB67","3","2010s",28,86
"DB68_3","DB68","3","2010s",22,50
"DB72_3","DB72","3","2010s",24,63
"DB73_3","DB73","3","2010s",19,64
"DB74_3","DB74","3","2010s",25,66
"DB76_3","DB76","3","2010s",14,40
"DB77_3","DB77","3","2010s",25,69
"DB78_3","DB78","3","2010s",27,74
"DB79_3","DB79","3","2010s",23,54
"DB82_3","DB82","3","2010s",15,43
"DB83_3","DB83","3","2010s",24,73
"DB84_3","DB84","3","2010s",21,61
"DB89_3","DB89","3","2010s",23,67
"DB94_3","DB94","3","2010s",20,41
"DB99_3","DB99","3","2010s",14,36
"DC00_3","DC00","3","2010s",30,105
"DC01_3","DC01","3","2010s",28,99
"DC04_3","DC04","3","2010s",25,81
"DC05_3","DC05","3","2010s",22,64
"DC06_3","DC06","3","2010s",18,53
"DC10_3","DC10","3","2010s",24,70
"DC11_3","DC11","3","2010s",25,78
"DC12_3","DC12","3","2010s",21,65
"DC13_3","DC13","3","2010s",28,87
"DC14_3","DC14","3","2010s",27,85
"DC15_3","DC15","3","2010s",25,76
"DC16_3","DC16","3","2010s",23,62
"DC17_3","DC17","3","2010s",20,59
"DC18_3","DC18","3","2010s",22,61
"DC19_3","DC19","3","2010s",22,65
"DC23_3","DC23","3","2010s",21,66
"DC24_3","DC24","3","2010s",24,80
"DC25_3","DC25","3","2010s",24,70
"DC26_3","DC26","3","2010s",23,78
"DC27_3","DC27","3","2010s",21,60
"DC29_3","DC29","3","2010s",21,61
"DC32_3","DC32","3","2010s",20,55
"DC33_3","DC33","3","2010s",18,55
"DC34_3","DC34","3","2010s",22,63
"DC35_3","DC35","3","2010s",20,66
"DC36_3","DC36","3","2010s",24,72
"DC37_3","DC37","3","2010s",21,62
"DC38_3","DC38","3","2010s",20,56
"DC39_3","DC39","3","2010s",22,63
"DC40_3","DC40","3","2010s",29,96
"DC41_3","DC41","3","2010s",30,97
"DC42_3","DC42","3","2010s",28,87
"DC46_3","DC46","3","2010s",19,55
"DC47_3","DC47","3","2010s",21,60
"DC48_3","DC48","3","2010s",23,68
"DC49_3","DC49","3","2010s",24,76
"DC50_3","DC50","3","2010s",23,80
"DC52_3","DC52","3","2010s",19,58
"DC53_3","DC53","3","2010s",20,62
"DC54_3","DC54","3","2010s",23,65
"DC56_3","DC56","3","2010s",22,66
"DC57_3","DC57","3","2010s",24,77
"DC58_3","DC58","3","2010s",24,74
"DC63_3","DC63","3","2010s",26,72
"DC64_3","DC64","3","2010s",28,81
"DC65_3","DC65","3","2010s",24,70
"DC66_3","DC66","3","2010s",26,78
"DC67_3","DC67","3","2010s",20,57
"DC76_3","DC76","3","2010s",20,50
"DC77_3","DC77","3","2010s",22,62
"DC78_3","DC78","3","2010s",23,65
"DC88_3","DC88","3","2010s",25,81
"DC89_3","DC89","3","2010s",22,67
"DD00_3","DD00","3","2010s",18,54
"DD01_3","DD01","3","2010s",27,83
"DD02_3","DD02","3","2010s",26,82
"DD03_3","DD03","3","2010s",22,67
"DD04_3","DD04","3","2010s",20,58
"DD05_3","DD05","3","2010s",23,71
"DD06_3","DD06","3","2010s",24,62
"DD07_3","DD07","3","2010s",21,57
"DD08_3","DD08","3","2010s",23,73
"DD09_3","DD09","3","2010s",24,82
"DD10_3","DD10","3","2010s",22,68
"DD11_3","DD11","3","2010s",25,72
"DD12_3","DD12","3","2010s",25,63
"DD13_3","DD13","3","2010s",21,56
"DD14_3","DD14","3","2010s",23,63
"DD15_3","DD15","3","2010s",22,62
"DD16_3","DD16","3","2010s",26,75
"DD17_3","DD17","3","2010s",24,70
"DD18_3","DD18","3","2010s",26,85
"DD19_3","DD19","3","2010s",24,69
"DD21_3","DD21","3","2010s",29,86
"DD22_3","DD22","3","2010s",20,52
"DD24_3","DD24","3","2010s",27,69
"DD25_3","DD25","3","2010s",20,63
"DD26_3","DD26","3","2010s",24,76
"DD28_3","DD28","3","2010s",23,66
"DD29_3","DD29","3","2010s",23,79
"DD30_3","DD30","3","2010s",21,58
"DD31_3","DD31","3","2010s",26,80
"DD32_3","DD32","3","2010s",20,53
"DD35_3","DD35","3","2010s",26,82
"DD36_3","DD36","3","2010s",25,80
"DD37_3","DD37","3","2010s",24,79
"DD38_3","DD38","3","2010s",23,77
"DD39_3","DD39","3","2010s",21,69
"DD40_3","DD40","3","2010s",25,68
"DD41_3","DD41","3","2010s",22,76
"DD42_3","DD42","3","2010s",18,63
"DD43_3","DD43","3","2010s",23,68
"DD45_3","DD45","3","2010s",24,80
"DD46_3","DD46","3","2010s",23,71
"DD47_3","DD47","3","2010s",27,89
"DD48_3","DD48","3","2010s",22,74
"DD49_3","DD49","3","2010s",25,73
"DD50_3","DD50","3","2010s",20,56
"DD51_3","DD51","3","2010s",25,66
"DD52_3","DD52","3","2010s",23,58
"DD53_3","DD53","3","2010s",24,64
"DD54_3","DD54","3","2010s",21,62
"DD55_3","DD55","3","2010s",23,64
"DD56_3","DD56","3","2010s",24,70
"DD57_3","DD57","3","2010s",26,81
"DD58_3","DD58","3","2010s",25,71
"DD59_3","DD59","3","2010s",24,75
"DD60_3","DD60","3","2010s",19,52
"DD61_3","DD61","3","2010s",23,69
"DD63_3","DD63","3","2010s",20,55
"DD64_3","DD64","3","2010s",21,58
"DD65_3","DD65","3","2010s",28,83
"DD67_3","DD67","3","2010s",22,64
"DD70_3","DD70","3","2010s",26,76
"DD71_3","DD71","3","2010s",21,50
"DD72_3","DD72","3","2010s",18,52
"DD73_3","DD73","3","2010s",21,47
"DD80_3","DD80","3","2010s",22,73
"DD81_3","DD81","3","2010s",22,51
"DD82_3","DD82","3","2010s",24,69
"DD90_3","DD90","3","2010s",26,75
"DD91_3","DD91","3","2010s",22,55
"DD93_3","DD93","3","2010s",9,17
"DE01_3","DE01","3","2010s",25,65
"DE02_3","DE02","3","2010s",23,63
"DE03_3","DE03","3","2010s",23,61
"DE06_3","DE06","3","2010s",24,68
"DE07_3","DE07","3","2010s",27,78
"DE08_3","DE08","3","2010s",18,54
"DE09_3","DE09","3","2010s",23,75
"DE11_3","DE11","3","2010s",25,78
"DE12_3","DE12","3","2010s",22,71
"DE13_3","DE13","3","2010s",23,67
"DE14_3","DE14","3","2010s",22,67
"DE15_3","DE15","3","2010s",23,58
"DE16_3","DE16","3","2010s",27,81
"DE17_3","DE17","3","2010s",19,51
"DE18_3","DE18","3","2010s",22,68
"DE19_3","DE19","3","2010s",24,74
"DE21_3","DE21","3","2010s",22,57
"DE22_3","DE22","3","2010s",21,60
"DE23_3","DE23","3","2010s",22,69
"DE24_3","DE24","3","2010s",26,74
"DE25_3","DE25","3","2010s",26,79
"DE26_3","DE26","3","2010s",26,81
"DE27_3","DE27","3","2010s",19,44
"DE28_3","DE28","3","2010s",17,45
"DE29_3","DE29","3","2010s",23,67
"DE30_3","DE30","3","2010s",22,68
"DE31_3","DE31","3","2010s",18,52
"DE32_3","DE32","3","2010s",22,58
"DE34_3","DE34","3","2010s",28,90
"DE35_3","DE35","3","2010s",22,59
"DE36_3","DE36","3","2010s",23,74
"DE37_3","DE37","3","2010s",22,73
"DE38_3","DE38","3","2010s",18,49
"DE39_3","DE39","3","2010s",14,38
