"site","survey","atlas","period","species_richness","modelled_species_pool_size"
"DF52","DF52_3","3","2010s",56,157
"DF59","DF59_3","3","2010s",45,157
"DF60","DF60_3","3","2010s",51,157
"DF61","DF61_3","3","2010s",54,157
"DF62","DF62_3","3","2010s",80,157
"DF70","DF70_3","3","2010s",56,157
"DF71","DF71_3","3","2010s",70,157
"DF72","DF72_3","3","2010s",48,157
"DF80","DF80_3","3","2010s",77,157
"DF81","DF81_3","3","2010s",64,157
"DF96","DF96_3","3","2010s",64,157
"DF97","DF97_3","3","2010s",62,157
"DF98","DF98_3","3","2010s",52,157
"DG00","DG00_3","3","2010s",51,157
"DG07","DG07_3","3","2010s",80,157
"DG08","DG08_3","3","2010s",71,157
"DG09","DG09_3","3","2010s",64,157
"DG14","DG14_3","3","2010s",75,157
"DG15","DG15_3","3","2010s",78,157
"DG16","DG16_3","3","2010s",58,157
"DG17","DG17_3","3","2010s",64,157
"DG18","DG18_3","3","2010s",56,157
"DG19","DG19_3","3","2010s",45,157
"DG22","DG22_3","3","2010s",58,157
"DG23","DG23_3","3","2010s",81,157
"DG24","DG24_3","3","2010s",80,157
"DG25","DG25_3","3","2010s",72,157
"DG26","DG26_3","3","2010s",60,157
"DG27","DG27_3","3","2010s",60,157
"DG28","DG28_3","3","2010s",60,157
"DG29","DG29_3","3","2010s",62,157
"DG34","DG34_3","3","2010s",64,157
"DG35","DG35_3","3","2010s",58,157
"DG36","DG36_3","3","2010s",58,157
"DG37","DG37_3","3","2010s",71,157
"DG38","DG38_3","3","2010s",69,157
"DG39","DG39_3","3","2010s",48,157
"DG41","DG41_3","3","2010s",58,157
"DG42","DG42_3","3","2010s",66,157
"DG43","DG43_3","3","2010s",86,157
"DG44","DG44_3","3","2010s",58,157
"DG45","DG45_3","3","2010s",56,157
"DG46","DG46_3","3","2010s",59,157
"DG47","DG47_3","3","2010s",52,157
"DG48","DG48_3","3","2010s",71,157
"DG49","DG49_3","3","2010s",58,157
"DG51","DG51_3","3","2010s",87,157
"DG52","DG52_3","3","2010s",70,157
"DG53","DG53_3","3","2010s",65,157
"DG54","DG54_3","3","2010s",52,157
"DG56","DG56_3","3","2010s",57,157
"DG57","DG57_3","3","2010s",62,157
"DG58","DG58_3","3","2010s",62,157
"DG59","DG59_3","3","2010s",56,157
"DG60","DG60_3","3","2010s",62,157
"DG61","DG61_3","3","2010s",86,157
"DG62","DG62_3","3","2010s",98,157
"DG63","DG63_3","3","2010s",71,157
"DG64","DG64_3","3","2010s",71,157
"DG65","DG65_3","3","2010s",64,157
"DG66","DG66_3","3","2010s",53,157
"DG67","DG67_3","3","2010s",54,157
"DG68","DG68_3","3","2010s",60,157
"DG69","DG69_3","3","2010s",59,157
"DG70","DG70_3","3","2010s",81,157
"DG71","DG71_3","3","2010s",81,157
"DG72","DG72_3","3","2010s",94,157
"DG73","DG73_3","3","2010s",67,157
"DG74","DG74_3","3","2010s",60,157
"DG75","DG75_3","3","2010s",64,157
"DG76","DG76_3","3","2010s",63,157
"DG77","DG77_3","3","2010s",56,157
"DG78","DG78_3","3","2010s",68,157
"DG79","DG79_3","3","2010s",59,157
"DG81","DG81_3","3","2010s",81,157
"DG82","DG82_3","3","2010s",78,157
"DG83","DG83_3","3","2010s",84,157
"DG84","DG84_3","3","2010s",76,157
"DG85","DG85_3","3","2010s",61,157
"DG86","DG86_3","3","2010s",62,157
"DG87","DG87_3","3","2010s",82,157
"DG88","DG88_3","3","2010s",59,157
"DG89","DG89_3","3","2010s",65,157
"DG90","DG90_3","3","2010s",77,157
"DG91","DG91_3","3","2010s",76,157
"DG92","DG92_3","3","2010s",72,157
"DG93","DG93_3","3","2010s",63,157
"DG94","DG94_3","3","2010s",86,157
"DG95","DG95_3","3","2010s",87,157
"DG96","DG96_3","3","2010s",89,157
"DG97","DG97_3","3","2010s",72,157
"DG98","DG98_3","3","2010s",72,157
"DG99","DG99_3","3","2010s",52,157
"DH06","DH06_3","3","2010s",67,157
"DH07","DH07_3","3","2010s",70,157
"DH08","DH08_3","3","2010s",71,157
"DH09","DH09_3","3","2010s",58,157
"DH16","DH16_3","3","2010s",65,157
"DH17","DH17_3","3","2010s",71,157
"DH18","DH18_3","3","2010s",78,157
"DH19","DH19_3","3","2010s",62,157
"DH26","DH26_3","3","2010s",55,157
"DH27","DH27_3","3","2010s",62,157
"DH28","DH28_3","3","2010s",64,157
"DH36","DH36_3","3","2010s",54,157
"DH37","DH37_3","3","2010s",52,157
"DH67","DH67_3","3","2010s",79,157
"DH75","DH75_3","3","2010s",40,157
"DH76","DH76_3","3","2010s",57,157
"DH85","DH85_3","3","2010s",63,157
"DH86","DH86_3","3","2010s",66,157
"DH98","DH98_3","3","2010s",58,157
"DH99","DH99_3","3","2010s",72,157
"ED00","ED00_3","3","2010s",74,157
"ED01","ED01_3","3","2010s",61,157
"ED02","ED02_3","3","2010s",61,157
"ED03","ED03_3","3","2010s",46,157
"EE08","EE08_3","3","2010s",56,157
"EE09","EE09_3","3","2010s",63,157
"EB03","EB03_3","3","2010s",72,157
"EB04","EB04_3","3","2010s",76,157
"EB06","EB06_3","3","2010s",45,157
"EB07","EB07_3","3","2010s",75,157
"EB08","EB08_3","3","2010s",74,157
"EB10","EB10_3","3","2010s",64,157
"ED12","ED12_3","3","2010s",61,157
"ED13","ED13_3","3","2010s",59,157
"ED21","ED21_3","3","2010s",47,157
"ED22","ED22_3","3","2010s",71,157
"ED23","ED23_3","3","2010s",69,157
"ED30","ED30_3","3","2010s",64,157
"ED31","ED31_3","3","2010s",44,157
"EE05","EE05_3","3","2010s",72,157
"EE06","EE06_3","3","2010s",64,157
"EE07","EE07_3","3","2010s",75,157
"EE15","EE15_3","3","2010s",65,157
"EE16","EE16_3","3","2010s",75,157
"EE17","EE17_3","3","2010s",90,157
"EE18","EE18_3","3","2010s",61,157
"EE19","EE19_3","3","2010s",38,157
"EE27","EE27_3","3","2010s",66,157
"EE28","EE28_3","3","2010s",74,157
"EE29","EE29_3","3","2010s",45,157
"EE39","EE39_3","3","2010s",73,157
"EF00","EF00_3","3","2010s",52,157
"EF01","EF01_3","3","2010s",64,157
"EF02","EF02_3","3","2010s",82,157
"EF06","EF06_3","3","2010s",49,157
"EF07","EF07_3","3","2010s",48,157
"EF08","EF08_3","3","2010s",52,157
"EF09","EF09_3","3","2010s",67,157
"EF10","EF10_3","3","2010s",57,157
"EF11","EF11_3","3","2010s",51,157
"EF45","EF45_3","3","2010s",57,157
"EF54","EF54_3","3","2010s",49,157
"EF63","EF63_3","3","2010s",55,157
"EF64","EF64_3","3","2010s",64,157
"EF65","EF65_3","3","2010s",86,157
"EF69","EF69_3","3","2010s",53,157
"EF70","EF70_3","3","2010s",64,157
"EF71","EF71_3","3","2010s",74,157
"EF72","EF72_3","3","2010s",60,157
"EF73","EF73_3","3","2010s",48,157
"EF74","EF74_3","3","2010s",67,157
"EF75","EF75_3","3","2010s",73,157
"EF80","EF80_3","3","2010s",52,157
"EF81","EF81_3","3","2010s",73,157
"EF82","EF82_3","3","2010s",66,157
"EF83","EF83_3","3","2010s",40,157
"EF84","EF84_3","3","2010s",55,157
"EF85","EF85_3","3","2010s",63,157
"EF90","EF90_3","3","2010s",49,157
"EF91","EF91_3","3","2010s",78,157
"EF92","EF92_3","3","2010s",73,157
"EF93","EF93_3","3","2010s",111,157
"EF94","EF94_3","3","2010s",52,157
"EF95","EF95_3","3","2010s",48,157
"EF96","EF96_3","3","2010s",68,157
"EG00","EG00_3","3","2010s",64,157
"EG01","EG01_3","3","2010s",69,157
"EG02","EG02_3","3","2010s",66,157
"EG03","EG03_3","3","2010s",64,157
"EG04","EG04_3","3","2010s",83,157
"EG05","EG05_3","3","2010s",79,157
"EG06","EG06_3","3","2010s",64,157
"EG07","EG07_3","3","2010s",70,157
"EG08","EG08_3","3","2010s",67,157
"EG09","EG09_3","3","2010s",60,157
"EG10","EG10_3","3","2010s",87,157
"EG11","EG11_3","3","2010s",63,157
"EG12","EG12_3","3","2010s",79,157
"EG13","EG13_3","3","2010s",67,157
"EG14","EG14_3","3","2010s",67,157
"EG15","EG15_3","3","2010s",75,157
"EG16","EG16_3","3","2010s",70,157
"EG17","EG17_3","3","2010s",63,157
"EG18","EG18_3","3","2010s",55,157
"EG19","EG19_3","3","2010s",54,157
"EG21","EG21_3","3","2010s",47,157
"EG22","EG22_3","3","2010s",56,157
"EG23","EG23_3","3","2010s",58,157
"EG24","EG24_3","3","2010s",72,157
"EG25","EG25_3","3","2010s",81,157
"EG26","EG26_3","3","2010s",96,157
"EG30","EG30_3","3","2010s",54,157
"EG40","EG40_3","3","2010s",63,157
"EG41","EG41_3","3","2010s",67,157
"EG42","EG42_3","3","2010s",70,157
"EG76","EG76_3","3","2010s",61,157
"EG77","EG77_3","3","2010s",66,157
"EG84","EG84_3","3","2010s",86,157
"EG85","EG85_3","3","2010s",79,157
"EG86","EG86_3","3","2010s",58,157
"EG87","EG87_3","3","2010s",59,157
"EG88","EG88_3","3","2010s",61,157
"EG89","EG89_3","3","2010s",52,157
"EG94","EG94_3","3","2010s",81,157
"EG95","EG95_3","3","2010s",75,157
"EG96","EG96_3","3","2010s",56,157
"EG97","EG97_3","3","2010s",55,157
"EG98","EG98_3","3","2010s",59,157
"EG99","EG99_3","3","2010s",52,157
"EH08","EH08_3","3","2010s",63,157
"EH09","EH09_3","3","2010s",64,157
"EH13","EH13_3","3","2010s",73,157
"EH14","EH14_3","3","2010s",77,157
"EH15","EH15_3","3","2010s",67,157
"EH16","EH16_3","3","2010s",51,157
"EH17","EH17_3","3","2010s",50,157
"EH23","EH23_3","3","2010s",61,157
"EH24","EH24_3","3","2010s",62,157
"EH25","EH25_3","3","2010s",68,157
"EH26","EH26_3","3","2010s",61,157
"EH27","EH27_3","3","2010s",60,157
"EH28","EH28_3","3","2010s",59,157
"EH37","EH37_3","3","2010s",63,157
"EH38","EH38_3","3","2010s",58,157
"EH39","EH39_3","3","2010s",80,157
"EH49","EH49_3","3","2010s",58,157
"EH54","EH54_3","3","2010s",52,157
"EH64","EH64_3","3","2010s",60,157
"EH66","EH66_3","3","2010s",54,157
"EH67","EH67_3","3","2010s",47,157
"EH73","EH73_3","3","2010s",56,157
"EH74","EH74_3","3","2010s",44,157
"EH75","EH75_3","3","2010s",79,157
"EH77","EH77_3","3","2010s",43,157
"EH78","EH78_3","3","2010s",43,157
"EH83","EH83_3","3","2010s",43,157
"EH84","EH84_3","3","2010s",55,157
"EH85","EH85_3","3","2010s",46,157
"EH87","EH87_3","3","2010s",42,157
"EH88","EH88_3","3","2010s",44,157
"EH92","EH92_3","3","2010s",88,157
"EH93","EH93_3","3","2010s",59,157
"EH94","EH94_3","3","2010s",52,157
"EH95","EH95_3","3","2010s",53,157
"EH96","EH96_3","3","2010s",51,157
"EH97","EH97_3","3","2010s",60,157
"FE00","FE00_3","3","2010s",55,157
"FE10","FE10_3","3","2010s",66,157
"FE20","FE20_3","3","2010s",76,157
"FE30","FE30_3","3","2010s",104,157
"FE40","FE40_3","3","2010s",78,157
"FE60","FE60_3","3","2010s",81,157
"FE61","FE61_3","3","2010s",72,157
"FE71","FE71_3","3","2010s",78,157
"FE72","FE72_3","3","2010s",93,157
"FE80","FE80_3","3","2010s",81,157
"FE81","FE81_3","3","2010s",82,157
"FE82","FE82_3","3","2010s",99,157
"FE83","FE83_3","3","2010s",87,157
"FE90","FE90_3","3","2010s",73,157
"FE91","FE91_3","3","2010s",94,157
"FE92","FE92_3","3","2010s",66,157
"FE93","FE93_3","3","2010s",54,157
"FE94","FE94_3","3","2010s",61,157
"FF00","FF00_3","3","2010s",55,157
"FF01","FF01_3","3","2010s",64,157
"FF02","FF02_3","3","2010s",57,157
"FF03","FF03_3","3","2010s",52,157
"FF04","FF04_3","3","2010s",64,157
"FF05","FF05_3","3","2010s",44,157
"FF06","FF06_3","3","2010s",60,157
"FF07","FF07_3","3","2010s",61,157
"FF08","FF08_3","3","2010s",44,157
"FF10","FF10_3","3","2010s",65,157
"FF12","FF12_3","3","2010s",74,157
"FF13","FF13_3","3","2010s",62,157
"FF14","FF14_3","3","2010s",67,157
"FF15","FF15_3","3","2010s",57,157
"FF16","FF16_3","3","2010s",62,157
"FF17","FF17_3","3","2010s",46,157
"FF18","FF18_3","3","2010s",79,157
"FF19","FF19_3","3","2010s",56,157
"FF21","FF21_3","3","2010s",44,157
"FF22","FF22_3","3","2010s",65,157
"FF23","FF23_3","3","2010s",52,157
"FF24","FF24_3","3","2010s",84,157
"FF25","FF25_3","3","2010s",72,157
"FF26","FF26_3","3","2010s",81,157
"FF27","FF27_3","3","2010s",71,157
"FF29","FF29_3","3","2010s",66,157
"FF30","FF30_3","3","2010s",74,157
"FF31","FF31_3","3","2010s",62,157
"FF32","FF32_3","3","2010s",46,157
"FF33","FF33_3","3","2010s",63,157
"FF34","FF34_3","3","2010s",58,157
"FF35","FF35_3","3","2010s",65,157
"FF36","FF36_3","3","2010s",66,157
"FF37","FF37_3","3","2010s",57,157
"FF38","FF38_3","3","2010s",58,157
"FF39","FF39_3","3","2010s",75,157
"FF40","FF40_3","3","2010s",78,157
"FF41","FF41_3","3","2010s",56,157
"FF42","FF42_3","3","2010s",46,157
"FF43","FF43_3","3","2010s",57,157
"FF44","FF44_3","3","2010s",54,157
"FF45","FF45_3","3","2010s",64,157
"FF46","FF46_3","3","2010s",69,157
"FF50","FF50_3","3","2010s",75,157
"FF51","FF51_3","3","2010s",65,157
"FF52","FF52_3","3","2010s",50,157
"FF53","FF53_3","3","2010s",65,157
"FF54","FF54_3","3","2010s",80,157
"FF55","FF55_3","3","2010s",63,157
"FF57","FF57_3","3","2010s",64,157
"FF60","FF60_3","3","2010s",85,157
"FF61","FF61_3","3","2010s",84,157
"FF62","FF62_3","3","2010s",90,157
"FF63","FF63_3","3","2010s",63,157
"FF64","FF64_3","3","2010s",65,157
"FF65","FF65_3","3","2010s",37,157
"FF66","FF66_3","3","2010s",71,157
"FF67","FF67_3","3","2010s",71,157
"FF69","FF69_3","3","2010s",75,157
"FF70","FF70_3","3","2010s",83,157
"FF71","FF71_3","3","2010s",57,157
"FF72","FF72_3","3","2010s",53,157
"FF73","FF73_3","3","2010s",78,157
"FF74","FF74_3","3","2010s",73,157
"FF75","FF75_3","3","2010s",91,157
"FF76","FF76_3","3","2010s",78,157
"FF77","FF77_3","3","2010s",58,157
"FF78","FF78_3","3","2010s",77,157
"FF79","FF79_3","3","2010s",90,157
"FF80","FF80_3","3","2010s",61,157
"FF81","FF81_3","3","2010s",74,157
"FF82","FF82_3","3","2010s",70,157
"FF83","FF83_3","3","2010s",66,157
"FF84","FF84_3","3","2010s",88,157
"FF86","FF86_3","3","2010s",89,157
"FF87","FF87_3","3","2010s",64,157
"FF88","FF88_3","3","2010s",74,157
"FF89","FF89_3","3","2010s",64,157
"FF90","FF90_3","3","2010s",67,157
"FF91","FF91_3","3","2010s",52,157
"FF92","FF92_3","3","2010s",59,157
"FF93","FF93_3","3","2010s",69,157
"FF94","FF94_3","3","2010s",62,157
"FF95","FF95_3","3","2010s",51,157
"FF96","FF96_3","3","2010s",63,157
"FF97","FF97_3","3","2010s",75,157
"FF98","FF98_3","3","2010s",62,157
"FF99","FF99_3","3","2010s",60,157
"FG04","FG04_3","3","2010s",69,157
"FG06","FG06_3","3","2010s",59,157
"FG07","FG07_3","3","2010s",69,157
"FG08","FG08_3","3","2010s",83,157
"FG09","FG09_3","3","2010s",61,157
"FG14","FG14_3","3","2010s",69,157
"FG18","FG18_3","3","2010s",67,157
"FG19","FG19_3","3","2010s",65,157
"FG24","FG24_3","3","2010s",46,157
"FG26","FG26_3","3","2010s",58,157
"FG27","FG27_3","3","2010s",72,157
"FG28","FG28_3","3","2010s",85,157
"FG29","FG29_3","3","2010s",76,157
"FG33","FG33_3","3","2010s",62,157
"FG34","FG34_3","3","2010s",52,157
"FG35","FG35_3","3","2010s",45,157
"FG37","FG37_3","3","2010s",80,157
"FG38","FG38_3","3","2010s",59,157
"FG39","FG39_3","3","2010s",55,157
"FG43","FG43_3","3","2010s",65,157
"FG44","FG44_3","3","2010s",64,157
"FG45","FG45_3","3","2010s",61,157
"FG47","FG47_3","3","2010s",77,157
"FG48","FG48_3","3","2010s",66,157
"FG49","FG49_3","3","2010s",56,157
"FG51","FG51_3","3","2010s",73,157
"FG52","FG52_3","3","2010s",81,157
"FG53","FG53_3","3","2010s",85,157
"FG54","FG54_3","3","2010s",66,157
"FG55","FG55_3","3","2010s",60,157
"FG56","FG56_3","3","2010s",85,157
"FG57","FG57_3","3","2010s",61,157
"FG58","FG58_3","3","2010s",49,157
"FG59","FG59_3","3","2010s",57,157
"FG60","FG60_3","3","2010s",65,157
"FG62","FG62_3","3","2010s",56,157
"FG63","FG63_3","3","2010s",80,157
"FG64","FG64_3","3","2010s",47,157
"FG65","FG65_3","3","2010s",63,157
"FG66","FG66_3","3","2010s",87,157
"FG68","FG68_3","3","2010s",47,157
"FG69","FG69_3","3","2010s",46,157
"FG70","FG70_3","3","2010s",75,157
"FG71","FG71_3","3","2010s",47,157
"FG72","FG72_3","3","2010s",60,157
"FG73","FG73_3","3","2010s",40,157
"FG74","FG74_3","3","2010s",45,157
"FG75","FG75_3","3","2010s",60,157
"FG76","FG76_3","3","2010s",67,157
"FG77","FG77_3","3","2010s",78,157
"FG78","FG78_3","3","2010s",57,157
"FG79","FG79_3","3","2010s",54,157
"FG80","FG80_3","3","2010s",63,157
"FG81","FG81_3","3","2010s",52,157
"FG82","FG82_3","3","2010s",51,157
"FG83","FG83_3","3","2010s",41,157
"FG84","FG84_3","3","2010s",36,157
"FG85","FG85_3","3","2010s",41,157
"FG86","FG86_3","3","2010s",59,157
"FG87","FG87_3","3","2010s",49,157
"FG88","FG88_3","3","2010s",51,157
"FG89","FG89_3","3","2010s",57,157
"FG92","FG92_3","3","2010s",88,157
"FG93","FG93_3","3","2010s",59,157
"FG94","FG94_3","3","2010s",68,157
"FG95","FG95_3","3","2010s",42,157
"FG97","FG97_3","3","2010s",42,157
"FG98","FG98_3","3","2010s",43,157
"FG99","FG99_3","3","2010s",52,157
"FH01","FH01_3","3","2010s",78,157
"FH02","FH02_3","3","2010s",51,157
"FH04","FH04_3","3","2010s",55,157
"FH05","FH05_3","3","2010s",70,157
"FH06","FH06_3","3","2010s",61,157
"FH07","FH07_3","3","2010s",73,157
"FH08","FH08_3","3","2010s",73,157
"FH11","FH11_3","3","2010s",86,157
"FH12","FH12_3","3","2010s",62,157
"FH13","FH13_3","3","2010s",59,157
"FH14","FH14_3","3","2010s",58,157
"FH15","FH15_3","3","2010s",59,157
"FH16","FH16_3","3","2010s",58,157
"FH18","FH18_3","3","2010s",61,157
"FH21","FH21_3","3","2010s",74,157
"FH22","FH22_3","3","2010s",52,157
"FH23","FH23_3","3","2010s",74,157
"FH24","FH24_3","3","2010s",94,157
"FH25","FH25_3","3","2010s",63,157
"FH29","FH29_3","3","2010s",47,157
"FH32","FH32_3","3","2010s",67,157
"FH33","FH33_3","3","2010s",76,157
"FH34","FH34_3","3","2010s",56,157
"FH35","FH35_3","3","2010s",70,157
"FH36","FH36_3","3","2010s",73,157
"FH42","FH42_3","3","2010s",55,157
"FH43","FH43_3","3","2010s",56,157
"FH44","FH44_3","3","2010s",68,157
"FH45","FH45_3","3","2010s",60,157
"FH46","FH46_3","3","2010s",78,157
"FH52","FH52_3","3","2010s",68,157
"FH53","FH53_3","3","2010s",34,157
"FH54","FH54_3","3","2010s",68,157
"FH55","FH55_3","3","2010s",59,157
"FH56","FH56_3","3","2010s",72,157
"FH57","FH57_3","3","2010s",71,157
"FH58","FH58_3","3","2010s",68,157
"FH62","FH62_3","3","2010s",79,157
"FH63","FH63_3","3","2010s",79,157
"FH64","FH64_3","3","2010s",73,157
"FH65","FH65_3","3","2010s",48,157
"FH71","FH71_3","3","2010s",80,157
"FH72","FH72_3","3","2010s",55,157
"FH73","FH73_3","3","2010s",69,157
"FH74","FH74_3","3","2010s",77,157
"FH75","FH75_3","3","2010s",62,157
"FH76","FH76_3","3","2010s",57,157
"FH79","FH79_3","3","2010s",75,157
"FH80","FH80_3","3","2010s",66,157
"FH81","FH81_3","3","2010s",61,157
"FH83","FH83_3","3","2010s",66,157
"FH84","FH84_3","3","2010s",56,157
"FH85","FH85_3","3","2010s",58,157
"FH86","FH86_3","3","2010s",71,157
"FH87","FH87_3","3","2010s",66,157
"FH88","FH88_3","3","2010s",64,157
"FH89","FH89_3","3","2010s",73,157
"FG90","FG90_3","3","2010s",62,157
"FG91","FG91_3","3","2010s",63,157
"FH95","FH95_3","3","2010s",55,157
"FH96","FH96_3","3","2010s",55,157
"FH98","FH98_3","3","2010s",66,157
"FH99","FH99_3","3","2010s",76,157
"GE00","GE00_3","3","2010s",77,157
"GE01","GE01_3","3","2010s",103,157
"GE02","GE02_3","3","2010s",82,157
"GE03","GE03_3","3","2010s",66,157
"GE04","GE04_3","3","2010s",51,157
"GE10","GE10_3","3","2010s",85,157
"GE11","GE11_3","3","2010s",95,157
"GE12","GE12_3","3","2010s",85,157
"GE13","GE13_3","3","2010s",93,157
"GE14","GE14_3","3","2010s",67,157
"GE20","GE20_3","3","2010s",76,157
"GE21","GE21_3","3","2010s",90,157
"GE22","GE22_3","3","2010s",75,157
"GE23","GE23_3","3","2010s",101,157
"GE24","GE24_3","3","2010s",66,157
"GE30","GE30_3","3","2010s",89,157
"GE31","GE31_3","3","2010s",70,157
"GE32","GE32_3","3","2010s",92,157
"GE33","GE33_3","3","2010s",79,157
"GE34","GE34_3","3","2010s",40,157
"GE42","GE42_3","3","2010s",67,157
"GE43","GE43_3","3","2010s",88,157
"GF00","GF00_3","3","2010s",87,157
"GF01","GF01_3","3","2010s",71,157
"GF02","GF02_3","3","2010s",61,157
"GF03","GF03_3","3","2010s",82,157
"GF04","GF04_3","3","2010s",58,157
"GF05","GF05_3","3","2010s",70,157
"GF06","GF06_3","3","2010s",71,157
"GF07","GF07_3","3","2010s",75,157
"GF08","GF08_3","3","2010s",82,157
"GF09","GF09_3","3","2010s",79,157
"GF12","GF12_3","3","2010s",32,157
"GF13","GF13_3","3","2010s",72,157
"GF14","GF14_3","3","2010s",56,157
"GF15","GF15_3","3","2010s",67,157
"GF16","GF16_3","3","2010s",77,157
"GF17","GF17_3","3","2010s",91,157
"GF18","GF18_3","3","2010s",84,157
"GF19","GF19_3","3","2010s",76,157
"GF23","GF23_3","3","2010s",76,157
"GF24","GF24_3","3","2010s",65,157
"GF25","GF25_3","3","2010s",81,157
"GF26","GF26_3","3","2010s",76,157
"GF27","GF27_3","3","2010s",83,157
"GF28","GF28_3","3","2010s",79,157
"GF29","GF29_3","3","2010s",72,157
"GF33","GF33_3","3","2010s",61,157
"GF34","GF34_3","3","2010s",70,157
"GF35","GF35_3","3","2010s",70,157
"GF36","GF36_3","3","2010s",69,157
"GF37","GF37_3","3","2010s",76,157
"GF38","GF38_3","3","2010s",91,157
"GF39","GF39_3","3","2010s",84,157
"GF43","GF43_3","3","2010s",81,157
"GF44","GF44_3","3","2010s",65,157
"GF45","GF45_3","3","2010s",52,157
"GF46","GF46_3","3","2010s",69,157
"GF47","GF47_3","3","2010s",67,157
"GF48","GF48_3","3","2010s",66,157
"GF49","GF49_3","3","2010s",59,157
"GF52","GF52_3","3","2010s",81,157
"GF53","GF53_3","3","2010s",65,157
"GF54","GF54_3","3","2010s",61,157
"GF55","GF55_3","3","2010s",55,157
"GF63","GF63_3","3","2010s",52,157
"GF74","GF74_3","3","2010s",39,157
"GG00","GG00_3","3","2010s",74,157
"GG02","GG02_3","3","2010s",62,157
"GG05","GG05_3","3","2010s",34,157
"GG06","GG06_3","3","2010s",44,157
"GG07","GG07_3","3","2010s",37,157
"GG08","GG08_3","3","2010s",52,157
"GG09","GG09_3","3","2010s",73,157
"GG10","GG10_3","3","2010s",75,157
"GG15","GG15_3","3","2010s",36,157
"GG16","GG16_3","3","2010s",60,157
"GG17","GG17_3","3","2010s",62,157
"GG18","GG18_3","3","2010s",67,157
"GG20","GG20_3","3","2010s",60,157
"GG25","GG25_3","3","2010s",71,157
"GG26","GG26_3","3","2010s",60,157
"GG27","GG27_3","3","2010s",68,157
"GG28","GG28_3","3","2010s",70,157
"GG30","GG30_3","3","2010s",53,157
"GG36","GG36_3","3","2010s",61,157
"GG37","GG37_3","3","2010s",73,157
"GG40","GG40_3","3","2010s",54,157
"GH06","GH06_3","3","2010s",38,157
"GH07","GH07_3","3","2010s",89,157
"GH08","GH08_3","3","2010s",55,157
"GH09","GH09_3","3","2010s",55,157
"GH17","GH17_3","3","2010s",61,157
"GH18","GH18_3","3","2010s",57,157
"GH19","GH19_3","3","2010s",75,157
"GH29","GH29_3","3","2010s",64,157
"GH39","GH39_3","3","2010s",57,157
"GH49","GH49_3","3","2010s",79,157
"GH59","GH59_3","3","2010s",74,157
"HA03","HA03_3","3","2010s",67,157
"HA04","HA04_3","3","2010s",59,157
"HA05","HA05_3","3","2010s",78,157
"HA06","HA06_3","3","2010s",56,157
"HA07","HA07_3","3","2010s",88,157
"HA13","HA13_3","3","2010s",61,157
"HA14","HA14_3","3","2010s",54,157
"HA15","HA15_3","3","2010s",52,157
"HA16","HA16_3","3","2010s",58,157
"HA17","HA17_3","3","2010s",60,157
"HA22","HA22_3","3","2010s",48,157
"HA23","HA23_3","3","2010s",65,157
"HA24","HA24_3","3","2010s",82,157
"HA25","HA25_3","3","2010s",67,157
"HA26","HA26_3","3","2010s",69,157
"HA32","HA32_3","3","2010s",74,157
"HA33","HA33_3","3","2010s",54,157
"HA34","HA34_3","3","2010s",83,157
"HA35","HA35_3","3","2010s",56,157
"HA36","HA36_3","3","2010s",49,157
"HA42","HA42_3","3","2010s",60,157
"HA43","HA43_3","3","2010s",64,157
"HA44","HA44_3","3","2010s",60,157
"HA45","HA45_3","3","2010s",49,157
"HA52","HA52_3","3","2010s",70,157
