"site","survey","atlas","period","species_richness","modelled_species_pool_size"
"DB53","DB53_2","2","1990s",53,157
"DB54","DB54_2","2","1990s",69,157
"DB55","DB55_2","2","1990s",78,157
"DB56","DB56_2","2","1990s",50,157
"DB57","DB57_2","2","1990s",51,157
"DB60","DB60_2","2","1990s",52,157
"DB62","DB62_2","2","1990s",47,157
"DB63","DB63_2","2","1990s",72,157
"DB64","DB64_2","2","1990s",79,157
"DB65","DB65_2","2","1990s",61,157
"DB66","DB66_2","2","1990s",53,157
"DB67","DB67_2","2","1990s",61,157
"DB68","DB68_2","2","1990s",66,157
"DB70","DB70_2","2","1990s",48,157
"DB72","DB72_2","2","1990s",66,157
"DB73","DB73_2","2","1990s",74,157
"DB74","DB74_2","2","1990s",55,157
"DB75","DB75_2","2","1990s",40,157
"DB77","DB77_2","2","1990s",55,157
"DB78","DB78_2","2","1990s",69,157
"DB79","DB79_2","2","1990s",63,157
"DB80","DB80_2","2","1990s",42,157
"DB81","DB81_2","2","1990s",47,157
"DB82","DB82_2","2","1990s",46,157
"DB83","DB83_2","2","1990s",76,157
"DB89","DB89_2","2","1990s",62,157
"DC00","DC00_2","2","1990s",92,157
"DC01","DC01_2","2","1990s",73,157
"DC02","DC02_2","2","1990s",46,157
"DC03","DC03_2","2","1990s",40,157
"DC04","DC04_2","2","1990s",72,157
"DC05","DC05_2","2","1990s",75,157
"DC10","DC10_2","2","1990s",60,157
"DC11","DC11_2","2","1990s",68,157
"DC12","DC12_2","2","1990s",48,157
"DC13","DC13_2","2","1990s",75,157
"DC14","DC14_2","2","1990s",76,157
"DC15","DC15_2","2","1990s",75,157
"DC16","DC16_2","2","1990s",62,157
"DC17","DC17_2","2","1990s",65,157
"DC18","DC18_2","2","1990s",63,157
"DC19","DC19_2","2","1990s",59,157
"DC20","DC20_2","2","1990s",42,157
"DC21","DC21_2","2","1990s",46,157
"DC22","DC22_2","2","1990s",46,157
"DC23","DC23_2","2","1990s",67,157
"DC24","DC24_2","2","1990s",49,157
"DC25","DC25_2","2","1990s",63,157
"DC26","DC26_2","2","1990s",71,157
"DC27","DC27_2","2","1990s",63,157
"DC28","DC28_2","2","1990s",61,157
"DC30","DC30_2","2","1990s",58,157
"DC31","DC31_2","2","1990s",47,157
"DC32","DC32_2","2","1990s",51,157
"DC33","DC33_2","2","1990s",57,157
"DC34","DC34_2","2","1990s",52,157
"DC35","DC35_2","2","1990s",68,157
"DC36","DC36_2","2","1990s",71,157
"DC37","DC37_2","2","1990s",80,157
"DC39","DC39_2","2","1990s",69,157
"DC40","DC40_2","2","1990s",94,157
"DC41","DC41_2","2","1990s",71,157
"DC42","DC42_2","2","1990s",70,157
"DC43","DC43_2","2","1990s",60,157
"DC45","DC45_2","2","1990s",52,157
"DC48","DC48_2","2","1990s",54,157
"DC49","DC49_2","2","1990s",68,157
"DC50","DC50_2","2","1990s",68,157
"DC51","DC51_2","2","1990s",58,157
"DC52","DC52_2","2","1990s",74,157
"DC53","DC53_2","2","1990s",68,157
"DC56","DC56_2","2","1990s",75,157
"DC57","DC57_2","2","1990s",88,157
"DC58","DC58_2","2","1990s",77,157
"DC59","DC59_2","2","1990s",48,157
"DC64","DC64_2","2","1990s",80,157
"DC65","DC65_2","2","1990s",75,157
"DC69","DC69_2","2","1990s",57,157
"DC79","DC79_2","2","1990s",46,157
"DC89","DC89_2","2","1990s",68,157
"DD00","DD00_2","2","1990s",57,157
"DD01","DD01_2","2","1990s",88,157
"DD02","DD02_2","2","1990s",65,157
"DD03","DD03_2","2","1990s",81,157
"DD04","DD04_2","2","1990s",54,157
"DD05","DD05_2","2","1990s",73,157
"DD06","DD06_2","2","1990s",69,157
"DD07","DD07_2","2","1990s",62,157
"DD08","DD08_2","2","1990s",83,157
"DD09","DD09_2","2","1990s",70,157
"DD10","DD10_2","2","1990s",64,157
"DD11","DD11_2","2","1990s",73,157
"DD12","DD12_2","2","1990s",69,157
"DD13","DD13_2","2","1990s",54,157
"DD14","DD14_2","2","1990s",66,157
"DD16","DD16_2","2","1990s",59,157
"DD17","DD17_2","2","1990s",62,157
"DD18","DD18_2","2","1990s",96,157
"DD19","DD19_2","2","1990s",73,157
"DD20","DD20_2","2","1990s",48,157
"DD21","DD21_2","2","1990s",81,157
"DD22","DD22_2","2","1990s",51,157
"DD24","DD24_2","2","1990s",73,157
"DD26","DD26_2","2","1990s",68,157
"DD27","DD27_2","2","1990s",55,157
"DD28","DD28_2","2","1990s",72,157
"DD29","DD29_2","2","1990s",65,157
"DD30","DD30_2","2","1990s",68,157
"DD31","DD31_2","2","1990s",81,157
"DD35","DD35_2","2","1990s",61,157
"DD37","DD37_2","2","1990s",76,157
"DD38","DD38_2","2","1990s",76,157
"DD39","DD39_2","2","1990s",64,157
"DD40","DD40_2","2","1990s",75,157
"DD41","DD41_2","2","1990s",80,157
"DD42","DD42_2","2","1990s",77,157
"DD43","DD43_2","2","1990s",75,157
"DD46","DD46_2","2","1990s",71,157
"DD47","DD47_2","2","1990s",88,157
"DD48","DD48_2","2","1990s",75,157
"DD49","DD49_2","2","1990s",77,157
"DD50","DD50_2","2","1990s",63,157
"DD51","DD51_2","2","1990s",78,157
"DD52","DD52_2","2","1990s",76,157
"DD53","DD53_2","2","1990s",72,157
"DD54","DD54_2","2","1990s",66,157
"DD57","DD57_2","2","1990s",66,157
"DD59","DD59_2","2","1990s",74,157
"DD61","DD61_2","2","1990s",61,157
"DD62","DD62_2","2","1990s",47,157
"DD63","DD63_2","2","1990s",66,157
"DD64","DD64_2","2","1990s",64,157
"DD65","DD65_2","2","1990s",73,157
"DD70","DD70_2","2","1990s",78,157
"DD71","DD71_2","2","1990s",52,157
"DD72","DD72_2","2","1990s",60,157
"DD80","DD80_2","2","1990s",76,157
"DD81","DD81_2","2","1990s",53,157
"DD90","DD90_2","2","1990s",79,157
"DD91","DD91_2","2","1990s",72,157
"DD92","DD92_2","2","1990s",58,157
"DE00","DE00_2","2","1990s",55,157
"DE01","DE01_2","2","1990s",64,157
"DE02","DE02_2","2","1990s",81,157
"DE03","DE03_2","2","1990s",76,157
"DE04","DE04_2","2","1990s",50,157
"DE05","DE05_2","2","1990s",53,157
"DE07","DE07_2","2","1990s",75,157
"DE10","DE10_2","2","1990s",49,157
"DE11","DE11_2","2","1990s",90,157
"DE12","DE12_2","2","1990s",88,157
"DE13","DE13_2","2","1990s",73,157
"DE14","DE14_2","2","1990s",78,157
"DE15","DE15_2","2","1990s",69,157
"DE16","DE16_2","2","1990s",85,157
"DE17","DE17_2","2","1990s",75,157
"DE18","DE18_2","2","1990s",67,157
"DE19","DE19_2","2","1990s",82,157
"DE20","DE20_2","2","1990s",51,157
"DE21","DE21_2","2","1990s",61,157
"DE22","DE22_2","2","1990s",72,157
"DE23","DE23_2","2","1990s",68,157
"DE24","DE24_2","2","1990s",76,157
"DE25","DE25_2","2","1990s",68,157
"DE26","DE26_2","2","1990s",69,157
"DE27","DE27_2","2","1990s",72,157
"DE29","DE29_2","2","1990s",51,157
"DE30","DE30_2","2","1990s",63,157
"DE31","DE31_2","2","1990s",57,157
"DE32","DE32_2","2","1990s",56,157
"DE33","DE33_2","2","1990s",54,157
"DE34","DE34_2","2","1990s",90,157
"DE35","DE35_2","2","1990s",65,157
"DE36","DE36_2","2","1990s",79,157
"DE37","DE37_2","2","1990s",76,157
"DE38","DE38_2","2","1990s",71,157
"DE39","DE39_2","2","1990s",55,157
"DE40","DE40_2","2","1990s",60,157
"DE41","DE41_2","2","1990s",55,157
"DE42","DE42_2","2","1990s",57,157
"DE43","DE43_2","2","1990s",55,157
"DE44","DE44_2","2","1990s",64,157
"DE45","DE45_2","2","1990s",48,157
"DE46","DE46_2","2","1990s",52,157
"DE47","DE47_2","2","1990s",46,157
"DE49","DE49_2","2","1990s",76,157
"DE50","DE50_2","2","1990s",53,157
"DE51","DE51_2","2","1990s",82,157
"DE52","DE52_2","2","1990s",69,157
"DE53","DE53_2","2","1990s",75,157
"DE55","DE55_2","2","1990s",48,157
"DE56","DE56_2","2","1990s",51,157
"DE57","DE57_2","2","1990s",65,157
"DE66","DE66_2","2","1990s",37,157
"DE67","DE67_2","2","1990s",58,157
"DE68","DE68_2","2","1990s",87,157
"DE69","DE69_2","2","1990s",49,157
"DE75","DE75_2","2","1990s",54,157
"DE78","DE78_2","2","1990s",58,157
"DE79","DE79_2","2","1990s",79,157
"DE84","DE84_2","2","1990s",74,157
"DE85","DE85_2","2","1990s",65,157
"DE86","DE86_2","2","1990s",68,157
"DE87","DE87_2","2","1990s",83,157
"DE88","DE88_2","2","1990s",77,157
"DE89","DE89_2","2","1990s",81,157
"DE90","DE90_2","2","1990s",63,157
"DE94","DE94_2","2","1990s",62,157
"DE96","DE96_2","2","1990s",89,157
"DE97","DE97_2","2","1990s",85,157
"DE98","DE98_2","2","1990s",75,157
"DE99","DE99_2","2","1990s",57,157
"DF00","DF00_2","2","1990s",25,157
"DF01","DF01_2","2","1990s",41,157
"DF04","DF04_2","2","1990s",63,157
"DF05","DF05_2","2","1990s",50,157
"DF06","DF06_2","2","1990s",53,157
"DF07","DF07_2","2","1990s",48,157
"DF08","DF08_2","2","1990s",84,157
"DF09","DF09_2","2","1990s",66,157
"DF10","DF10_2","2","1990s",39,157
"DF14","DF14_2","2","1990s",46,157
"DF15","DF15_2","2","1990s",54,157
"DF16","DF16_2","2","1990s",69,157
"DF17","DF17_2","2","1990s",62,157
"DF18","DF18_2","2","1990s",77,157
"DF19","DF19_2","2","1990s",48,157
"DF20","DF20_2","2","1990s",71,157
"DF24","DF24_2","2","1990s",42,157
"DF25","DF25_2","2","1990s",64,157
"DF26","DF26_2","2","1990s",51,157
"DF27","DF27_2","2","1990s",56,157
"DF28","DF28_2","2","1990s",77,157
"DF29","DF29_2","2","1990s",59,157
"DF30","DF30_2","2","1990s",63,157
"DF31","DF31_2","2","1990s",78,157
"DF37","DF37_2","2","1990s",75,157
"DF38","DF38_2","2","1990s",93,157
"DF39","DF39_2","2","1990s",54,157
"DF40","DF40_2","2","1990s",61,157
"DF41","DF41_2","2","1990s",81,157
"DF48","DF48_2","2","1990s",86,157
"DF49","DF49_2","2","1990s",53,157
"DF51","DF51_2","2","1990s",58,157
"DF52","DF52_2","2","1990s",58,157
"DF59","DF59_2","2","1990s",74,157
"DF60","DF60_2","2","1990s",42,157
"DF61","DF61_2","2","1990s",58,157
"DF62","DF62_2","2","1990s",68,157
"DF70","DF70_2","2","1990s",56,157
"DF71","DF71_2","2","1990s",66,157
"DF72","DF72_2","2","1990s",60,157
"DF80","DF80_2","2","1990s",71,157
"DF81","DF81_2","2","1990s",57,157
"DF96","DF96_2","2","1990s",59,157
"DF97","DF97_2","2","1990s",63,157
"DF98","DF98_2","2","1990s",56,157
"DG00","DG00_2","2","1990s",51,157
"DG07","DG07_2","2","1990s",61,157
"DG08","DG08_2","2","1990s",72,157
"DG09","DG09_2","2","1990s",58,157
"DG14","DG14_2","2","1990s",44,157
"DG15","DG15_2","2","1990s",46,157
"DG16","DG16_2","2","1990s",53,157
"DG17","DG17_2","2","1990s",83,157
"DG18","DG18_2","2","1990s",45,157
"DG19","DG19_2","2","1990s",47,157
"DG22","DG22_2","2","1990s",55,157
"DG23","DG23_2","2","1990s",64,157
"DG24","DG24_2","2","1990s",37,157
"DG25","DG25_2","2","1990s",45,157
"DG26","DG26_2","2","1990s",44,157
"DG27","DG27_2","2","1990s",67,157
"DG28","DG28_2","2","1990s",71,157
"DG29","DG29_2","2","1990s",46,157
"DG34","DG34_2","2","1990s",68,157
"DG35","DG35_2","2","1990s",41,157
"DG36","DG36_2","2","1990s",50,157
"DG37","DG37_2","2","1990s",65,157
"DG38","DG38_2","2","1990s",53,157
"DG39","DG39_2","2","1990s",46,157
"DG41","DG41_2","2","1990s",68,157
"DG42","DG42_2","2","1990s",64,157
"DG43","DG43_2","2","1990s",59,157
"DG44","DG44_2","2","1990s",62,157
"DG45","DG45_2","2","1990s",65,157
"DG46","DG46_2","2","1990s",54,157
"DG47","DG47_2","2","1990s",74,157
"DG48","DG48_2","2","1990s",74,157
"DG49","DG49_2","2","1990s",61,157
"DG51","DG51_2","2","1990s",77,157
"DG52","DG52_2","2","1990s",52,157
"DG53","DG53_2","2","1990s",49,157
"DG54","DG54_2","2","1990s",47,157
"DG56","DG56_2","2","1990s",60,157
"DG57","DG57_2","2","1990s",63,157
"DG58","DG58_2","2","1990s",77,157
"DG59","DG59_2","2","1990s",45,157
"DG60","DG60_2","2","1990s",73,157
"DG61","DG61_2","2","1990s",91,157
"DG62","DG62_2","2","1990s",95,157
"DG63","DG63_2","2","1990s",71,157
"DG64","DG64_2","2","1990s",57,157
"DG65","DG65_2","2","1990s",45,157
"DG66","DG66_2","2","1990s",46,157
"DG67","DG67_2","2","1990s",54,157
"DG68","DG68_2","2","1990s",61,157
"DG69","DG69_2","2","1990s",75,157
"DG70","DG70_2","2","1990s",59,157
"DG71","DG71_2","2","1990s",91,157
"DG72","DG72_2","2","1990s",80,157
"DG73","DG73_2","2","1990s",74,157
"DG74","DG74_2","2","1990s",66,157
"DG75","DG75_2","2","1990s",55,157
"DG76","DG76_2","2","1990s",50,157
"DG77","DG77_2","2","1990s",52,157
"DG78","DG78_2","2","1990s",51,157
"DG79","DG79_2","2","1990s",66,157
"DG81","DG81_2","2","1990s",56,157
"DG82","DG82_2","2","1990s",74,157
"DG83","DG83_2","2","1990s",66,157
"DG84","DG84_2","2","1990s",61,157
"DG85","DG85_2","2","1990s",42,157
"DG86","DG86_2","2","1990s",49,157
"DG87","DG87_2","2","1990s",61,157
"DG88","DG88_2","2","1990s",55,157
"DG89","DG89_2","2","1990s",58,157
"DG90","DG90_2","2","1990s",60,157
"DG91","DG91_2","2","1990s",64,157
"DG92","DG92_2","2","1990s",62,157
"DG93","DG93_2","2","1990s",62,157
"DG94","DG94_2","2","1990s",67,157
"DG95","DG95_2","2","1990s",58,157
"DG96","DG96_2","2","1990s",82,157
"DG97","DG97_2","2","1990s",64,157
"DG98","DG98_2","2","1990s",53,157
"DG99","DG99_2","2","1990s",50,157
"DH06","DH06_2","2","1990s",62,157
"DH07","DH07_2","2","1990s",73,157
"DH08","DH08_2","2","1990s",65,157
"DH09","DH09_2","2","1990s",50,157
"DH16","DH16_2","2","1990s",74,157
"DH17","DH17_2","2","1990s",82,157
"DH18","DH18_2","2","1990s",72,157
"DH19","DH19_2","2","1990s",70,157
"DH26","DH26_2","2","1990s",52,157
"DH27","DH27_2","2","1990s",52,157
"DH28","DH28_2","2","1990s",57,157
"DH36","DH36_2","2","1990s",53,157
"DH37","DH37_2","2","1990s",27,157
"DH67","DH67_2","2","1990s",40,157
"DH75","DH75_2","2","1990s",37,157
"DH76","DH76_2","2","1990s",49,157
"DH85","DH85_2","2","1990s",43,157
"DH86","DH86_2","2","1990s",61,157
"DH98","DH98_2","2","1990s",52,157
"DH99","DH99_2","2","1990s",68,157
"ED00","ED00_2","2","1990s",69,157
"ED01","ED01_2","2","1990s",86,157
"ED02","ED02_2","2","1990s",65,157
"ED03","ED03_2","2","1990s",65,157
"EE08","EE08_2","2","1990s",59,157
"EE09","EE09_2","2","1990s",64,157
"EB03","EB03_2","2","1990s",50,157
"EB04","EB04_2","2","1990s",61,157
"EB06","EB06_2","2","1990s",51,157
"EB07","EB07_2","2","1990s",70,157
"EB08","EB08_2","2","1990s",71,157
"EB10","EB10_2","2","1990s",71,157
"ED12","ED12_2","2","1990s",58,157
"ED13","ED13_2","2","1990s",54,157
"ED21","ED21_2","2","1990s",48,157
"ED22","ED22_2","2","1990s",71,157
"ED23","ED23_2","2","1990s",89,157
"ED30","ED30_2","2","1990s",75,157
"ED31","ED31_2","2","1990s",58,157
"EE05","EE05_2","2","1990s",64,157
"EE06","EE06_2","2","1990s",54,157
"EE07","EE07_2","2","1990s",85,157
"EE15","EE15_2","2","1990s",67,157
"EE16","EE16_2","2","1990s",74,157
"EE17","EE17_2","2","1990s",92,157
"EE18","EE18_2","2","1990s",66,157
"EE19","EE19_2","2","1990s",61,157
"EE27","EE27_2","2","1990s",82,157
"EE28","EE28_2","2","1990s",76,157
"EE29","EE29_2","2","1990s",57,157
"EE39","EE39_2","2","1990s",72,157
"EF00","EF00_2","2","1990s",60,157
"EF01","EF01_2","2","1990s",76,157
"EF02","EF02_2","2","1990s",82,157
"EF06","EF06_2","2","1990s",71,157
"EF07","EF07_2","2","1990s",46,157
"EF08","EF08_2","2","1990s",69,157
"EF09","EF09_2","2","1990s",73,157
"EF10","EF10_2","2","1990s",66,157
"EF11","EF11_2","2","1990s",54,157
"EF45","EF45_2","2","1990s",48,157
"EF54","EF54_2","2","1990s",57,157
"EF63","EF63_2","2","1990s",23,157
"EF64","EF64_2","2","1990s",56,157
"EF65","EF65_2","2","1990s",77,157
"EF69","EF69_2","2","1990s",62,157
"EF70","EF70_2","2","1990s",65,157
"EF71","EF71_2","2","1990s",80,157
"EF72","EF72_2","2","1990s",54,157
"EF73","EF73_2","2","1990s",54,157
"EF74","EF74_2","2","1990s",62,157
"EF75","EF75_2","2","1990s",79,157
"EF80","EF80_2","2","1990s",59,157
"EF81","EF81_2","2","1990s",84,157
"EF82","EF82_2","2","1990s",80,157
"EF83","EF83_2","2","1990s",49,157
"EF84","EF84_2","2","1990s",38,157
"EF85","EF85_2","2","1990s",64,157
"EF90","EF90_2","2","1990s",81,157
"EF91","EF91_2","2","1990s",92,157
"EF92","EF92_2","2","1990s",95,157
"EF93","EF93_2","2","1990s",102,157
"EF94","EF94_2","2","1990s",94,157
"EF95","EF95_2","2","1990s",42,157
"EF96","EF96_2","2","1990s",50,157
"EG00","EG00_2","2","1990s",55,157
"EG01","EG01_2","2","1990s",58,157
"EG02","EG02_2","2","1990s",60,157
"EG03","EG03_2","2","1990s",50,157
"EG04","EG04_2","2","1990s",80,157
"EG05","EG05_2","2","1990s",60,157
"EG06","EG06_2","2","1990s",60,157
"EG07","EG07_2","2","1990s",48,157
"EG08","EG08_2","2","1990s",64,157
"EG09","EG09_2","2","1990s",49,157
"EG10","EG10_2","2","1990s",63,157
"EG11","EG11_2","2","1990s",56,157
"EG12","EG12_2","2","1990s",63,157
"EG13","EG13_2","2","1990s",64,157
"EG14","EG14_2","2","1990s",68,157
"EG15","EG15_2","2","1990s",69,157
"EG16","EG16_2","2","1990s",37,157
"EG17","EG17_2","2","1990s",66,157
"EG18","EG18_2","2","1990s",58,157
"EG19","EG19_2","2","1990s",74,157
"EG21","EG21_2","2","1990s",48,157
"EG22","EG22_2","2","1990s",61,157
"EG23","EG23_2","2","1990s",57,157
"EG24","EG24_2","2","1990s",62,157
"EG25","EG25_2","2","1990s",73,157
"EG26","EG26_2","2","1990s",69,157
"EG30","EG30_2","2","1990s",61,157
"EG40","EG40_2","2","1990s",50,157
"EG41","EG41_2","2","1990s",42,157
"EG42","EG42_2","2","1990s",66,157
"EG76","EG76_2","2","1990s",65,157
"EG77","EG77_2","2","1990s",60,157
"EG84","EG84_2","2","1990s",80,157
"EG85","EG85_2","2","1990s",84,157
"EG86","EG86_2","2","1990s",61,157
"EG87","EG87_2","2","1990s",51,157
"EG88","EG88_2","2","1990s",79,157
"EG89","EG89_2","2","1990s",42,157
"EG94","EG94_2","2","1990s",96,157
"EG95","EG95_2","2","1990s",66,157
"EG96","EG96_2","2","1990s",73,157
"EG97","EG97_2","2","1990s",38,157
"EG98","EG98_2","2","1990s",54,157
"EG99","EG99_2","2","1990s",82,157
"EH08","EH08_2","2","1990s",67,157
"EH09","EH09_2","2","1990s",60,157
"EH13","EH13_2","2","1990s",85,157
"EH14","EH14_2","2","1990s",97,157
"EH15","EH15_2","2","1990s",84,157
"EH16","EH16_2","2","1990s",71,157
"EH17","EH17_2","2","1990s",71,157
"EH23","EH23_2","2","1990s",96,157
"EH24","EH24_2","2","1990s",97,157
"EH25","EH25_2","2","1990s",98,157
"EH26","EH26_2","2","1990s",85,157
"EH27","EH27_2","2","1990s",57,157
"EH28","EH28_2","2","1990s",55,157
"EH37","EH37_2","2","1990s",31,157
"EH38","EH38_2","2","1990s",59,157
"EH39","EH39_2","2","1990s",79,157
"EH49","EH49_2","2","1990s",44,157
"EH54","EH54_2","2","1990s",57,157
"EH64","EH64_2","2","1990s",62,157
"EH66","EH66_2","2","1990s",72,157
"EH67","EH67_2","2","1990s",67,157
"EH73","EH73_2","2","1990s",63,157
"EH74","EH74_2","2","1990s",52,157
"EH75","EH75_2","2","1990s",88,157
"EH77","EH77_2","2","1990s",65,157
"EH78","EH78_2","2","1990s",62,157
"EH83","EH83_2","2","1990s",67,157
"EH84","EH84_2","2","1990s",46,157
"EH85","EH85_2","2","1990s",68,157
"EH87","EH87_2","2","1990s",57,157
"EH88","EH88_2","2","1990s",65,157
"EH92","EH92_2","2","1990s",65,157
"EH93","EH93_2","2","1990s",54,157
"EH94","EH94_2","2","1990s",48,157
"EH95","EH95_2","2","1990s",56,157
"EH96","EH96_2","2","1990s",72,157
"EH97","EH97_2","2","1990s",71,157
"FE00","FE00_2","2","1990s",35,157
"FE10","FE10_2","2","1990s",65,157
"FE20","FE20_2","2","1990s",74,157
"FE30","FE30_2","2","1990s",105,157
"FE40","FE40_2","2","1990s",75,157
"FE60","FE60_2","2","1990s",95,157
"FE61","FE61_2","2","1990s",88,157
"FE71","FE71_2","2","1990s",62,157
"FE72","FE72_2","2","1990s",68,157
"FE80","FE80_2","2","1990s",77,157
"FE81","FE81_2","2","1990s",69,157
"FE82","FE82_2","2","1990s",80,157
"FE83","FE83_2","2","1990s",73,157
"FE90","FE90_2","2","1990s",69,157
"FE91","FE91_2","2","1990s",82,157
"FE92","FE92_2","2","1990s",63,157
"FE93","FE93_2","2","1990s",55,157
"FE94","FE94_2","2","1990s",59,157
"FF00","FF00_2","2","1990s",51,157
"FF01","FF01_2","2","1990s",53,157
"FF02","FF02_2","2","1990s",86,157
"FF03","FF03_2","2","1990s",72,157
"FF04","FF04_2","2","1990s",57,157
"FF05","FF05_2","2","1990s",50,157
"FF06","FF06_2","2","1990s",45,157
"FF07","FF07_2","2","1990s",55,157
"FF08","FF08_2","2","1990s",36,157
"FF10","FF10_2","2","1990s",99,157
"FF12","FF12_2","2","1990s",86,157
"FF13","FF13_2","2","1990s",56,157
"FF14","FF14_2","2","1990s",71,157
"FF15","FF15_2","2","1990s",37,157
"FF16","FF16_2","2","1990s",39,157
"FF17","FF17_2","2","1990s",63,157
"FF18","FF18_2","2","1990s",71,157
"FF19","FF19_2","2","1990s",55,157
"FF21","FF21_2","2","1990s",62,157
"FF22","FF22_2","2","1990s",88,157
"FF23","FF23_2","2","1990s",60,157
"FF24","FF24_2","2","1990s",60,157
"FF25","FF25_2","2","1990s",57,157
"FF26","FF26_2","2","1990s",51,157
"FF27","FF27_2","2","1990s",67,157
"FF29","FF29_2","2","1990s",56,157
"FF30","FF30_2","2","1990s",71,157
"FF31","FF31_2","2","1990s",64,157
"FF32","FF32_2","2","1990s",62,157
"FF33","FF33_2","2","1990s",54,157
"FF34","FF34_2","2","1990s",45,157
"FF35","FF35_2","2","1990s",61,157
"FF36","FF36_2","2","1990s",58,157
"FF37","FF37_2","2","1990s",20,157
"FF38","FF38_2","2","1990s",60,157
"FF39","FF39_2","2","1990s",76,157
"FF40","FF40_2","2","1990s",76,157
"FF41","FF41_2","2","1990s",59,157
"FF42","FF42_2","2","1990s",52,157
"FF43","FF43_2","2","1990s",56,157
"FF44","FF44_2","2","1990s",47,157
"FF45","FF45_2","2","1990s",56,157
"FF46","FF46_2","2","1990s",52,157
"FF50","FF50_2","2","1990s",66,157
"FF51","FF51_2","2","1990s",56,157
"FF52","FF52_2","2","1990s",55,157
"FF53","FF53_2","2","1990s",57,157
"FF54","FF54_2","2","1990s",90,157
"FF55","FF55_2","2","1990s",54,157
"FF57","FF57_2","2","1990s",65,157
"FF60","FF60_2","2","1990s",68,157
"FF61","FF61_2","2","1990s",67,157
"FF62","FF62_2","2","1990s",81,157
"FF63","FF63_2","2","1990s",58,157
"FF64","FF64_2","2","1990s",67,157
"FF65","FF65_2","2","1990s",46,157
"FF66","FF66_2","2","1990s",68,157
"FF67","FF67_2","2","1990s",89,157
"FF69","FF69_2","2","1990s",85,157
"FF70","FF70_2","2","1990s",78,157
"FF71","FF71_2","2","1990s",61,157
"FF72","FF72_2","2","1990s",65,157
"FF73","FF73_2","2","1990s",69,157
"FF74","FF74_2","2","1990s",71,157
"FF75","FF75_2","2","1990s",64,157
"FF76","FF76_2","2","1990s",79,157
"FF77","FF77_2","2","1990s",55,157
"FF78","FF78_2","2","1990s",82,157
"FF79","FF79_2","2","1990s",99,157
"FF80","FF80_2","2","1990s",88,157
"FF81","FF81_2","2","1990s",73,157
"FF82","FF82_2","2","1990s",51,157
"FF83","FF83_2","2","1990s",66,157
"FF84","FF84_2","2","1990s",80,157
"FF86","FF86_2","2","1990s",96,157
"FF87","FF87_2","2","1990s",72,157
"FF88","FF88_2","2","1990s",60,157
"FF89","FF89_2","2","1990s",59,157
"FF90","FF90_2","2","1990s",78,157
"FF91","FF91_2","2","1990s",52,157
"FF92","FF92_2","2","1990s",50,157
"FF93","FF93_2","2","1990s",56,157
"FF94","FF94_2","2","1990s",45,157
"FF95","FF95_2","2","1990s",79,157
"FF96","FF96_2","2","1990s",68,157
"FF97","FF97_2","2","1990s",61,157
"FF98","FF98_2","2","1990s",67,157
"FF99","FF99_2","2","1990s",65,157
"FG04","FG04_2","2","1990s",61,157
"FG06","FG06_2","2","1990s",39,157
"FG07","FG07_2","2","1990s",45,157
"FG08","FG08_2","2","1990s",75,157
"FG09","FG09_2","2","1990s",51,157
"FG14","FG14_2","2","1990s",70,157
"FG18","FG18_2","2","1990s",70,157
"FG19","FG19_2","2","1990s",72,157
"FG24","FG24_2","2","1990s",48,157
"FG26","FG26_2","2","1990s",48,157
"FG27","FG27_2","2","1990s",67,157
"FG28","FG28_2","2","1990s",82,157
"FG29","FG29_2","2","1990s",79,157
"FG33","FG33_2","2","1990s",36,157
"FG34","FG34_2","2","1990s",49,157
"FG35","FG35_2","2","1990s",39,157
"FG37","FG37_2","2","1990s",83,157
"FG38","FG38_2","2","1990s",76,157
"FG39","FG39_2","2","1990s",51,157
"FG43","FG43_2","2","1990s",101,157
"FG44","FG44_2","2","1990s",75,157
"FG45","FG45_2","2","1990s",80,157
"FG47","FG47_2","2","1990s",70,157
"FG48","FG48_2","2","1990s",59,157
"FG49","FG49_2","2","1990s",51,157
"FG51","FG51_2","2","1990s",61,157
"FG52","FG52_2","2","1990s",40,157
"FG53","FG53_2","2","1990s",83,157
"FG54","FG54_2","2","1990s",75,157
"FG55","FG55_2","2","1990s",55,157
"FG56","FG56_2","2","1990s",76,157
"FG57","FG57_2","2","1990s",58,157
"FG58","FG58_2","2","1990s",66,157
"FG59","FG59_2","2","1990s",51,157
"FG60","FG60_2","2","1990s",58,157
"FG62","FG62_2","2","1990s",59,157
"FG63","FG63_2","2","1990s",66,157
"FG64","FG64_2","2","1990s",58,157
"FG65","FG65_2","2","1990s",61,157
"FG66","FG66_2","2","1990s",75,157
"FG68","FG68_2","2","1990s",67,157
"FG69","FG69_2","2","1990s",77,157
"FG70","FG70_2","2","1990s",74,157
"FG71","FG71_2","2","1990s",15,157
"FG72","FG72_2","2","1990s",59,157
"FG73","FG73_2","2","1990s",38,157
"FG74","FG74_2","2","1990s",69,157
"FG75","FG75_2","2","1990s",75,157
"FG76","FG76_2","2","1990s",79,157
"FG77","FG77_2","2","1990s",61,157
"FG78","FG78_2","2","1990s",50,157
"FG79","FG79_2","2","1990s",64,157
"FG80","FG80_2","2","1990s",69,157
"FG81","FG81_2","2","1990s",13,157
"FG82","FG82_2","2","1990s",55,157
"FG83","FG83_2","2","1990s",37,157
