"survey","site","atlas","period","species_richness","retained_species_pool_size"
"BD80_2","BD80","2","1990s",64,156
"BD81_2","BD81","2","1990s",70,156
"BD82_2","BD82","2","1990s",80,156
"BD83_2","BD83","2","1990s",81,156
"BD88_2","BD88","2","1990s",66,156
"BD90_2","BD90","2","1990s",58,156
"BD91_2","BD91","2","1990s",58,156
"BD92_2","BD92","2","1990s",62,156
"BD94_2","BD94","2","1990s",24,156
"BE03_2","BE03","2","1990s",68,156
"BE04_2","BE04","2","1990s",67,156
"BE06_2","BE06","2","1990s",76,156
"BE07_2","BE07","2","1990s",78,156
"BE08_2","BE08","2","1990s",78,156
"BE09_2","BE09","2","1990s",48,156
"BE11_2","BE11","2","1990s",69,156
"BE12_2","BE12","2","1990s",67,156
"BE13_2","BE13","2","1990s",61,156
"BE14_2","BE14","2","1990s",63,156
"BE15_2","BE15","2","1990s",57,156
"BE16_2","BE16","2","1990s",63,156
"BE17_2","BE17","2","1990s",71,156
"BE19_2","BE19","2","1990s",55,156
"BE20_2","BE20","2","1990s",63,156
"BE22_2","BE22","2","1990s",57,156
"BE24_2","BE24","2","1990s",67,156
"BE26_2","BE26","2","1990s",51,156
"BE27_2","BE27","2","1990s",54,156
"BE30_2","BE30","2","1990s",57,156
"BE32_2","BE32","2","1990s",56,156
"BE34_2","BE34","2","1990s",69,156
"BE35_2","BE35","2","1990s",57,156
"BE36_2","BE36","2","1990s",62,156
"BE37_2","BE37","2","1990s",68,156
"BE44_2","BE44","2","1990s",56,156
"BE45_2","BE45","2","1990s",52,156
"BE46_2","BE46","2","1990s",58,156
"BE47_2","BE47","2","1990s",60,156
"BE55_2","BE55","2","1990s",47,156
"BE58_2","BE58","2","1990s",74,156
"BE59_2","BE59","2","1990s",54,156
"BE61_2","BE61","2","1990s",49,156
"BE62_2","BE62","2","1990s",55,156
"BE63_2","BE63","2","1990s",63,156
"BE66_2","BE66","2","1990s",54,156
"BE69_2","BE69","2","1990s",76,156
"BE73_2","BE73","2","1990s",62,156
"BE76_2","BE76","2","1990s",54,156
"BE77_2","BE77","2","1990s",63,156
"BE78_2","BE78","2","1990s",58,156
"BE79_2","BE79","2","1990s",49,156
"BE80_2","BE80","2","1990s",79,156
"BE82_2","BE82","2","1990s",72,156
"BE83_2","BE83","2","1990s",66,156
"BE84_2","BE84","2","1990s",57,156
"BE86_2","BE86","2","1990s",56,156
"BE87_2","BE87","2","1990s",66,156
"BE88_2","BE88","2","1990s",73,156
"BE89_2","BE89","2","1990s",48,156
"BE92_2","BE92","2","1990s",70,156
"BE93_2","BE93","2","1990s",49,156
"BE94_2","BE94","2","1990s",68,156
"BE95_2","BE95","2","1990s",55,156
"BE96_2","BE96","2","1990s",56,156
"BE98_2","BE98","2","1990s",68,156
"BE99_2","BE99","2","1990s",80,156
"BF01_2","BF01","2","1990s",58,156
"BF02_2","BF02","2","1990s",83,156
"BF03_2","BF03","2","1990s",85,156
"BF04_2","BF04","2","1990s",91,156
"BF05_2","BF05","2","1990s",91,156
"BF06_2","BF06","2","1990s",64,156
"BF07_2","BF07","2","1990s",59,156
"BF08_2","BF08","2","1990s",58,156
"BF11_2","BF11","2","1990s",77,156
"BF13_2","BF13","2","1990s",53,156
"BF16_2","BF16","2","1990s",57,156
"BF18_2","BF18","2","1990s",48,156
"BF20_2","BF20","2","1990s",72,156
"BF21_2","BF21","2","1990s",65,156
"BF25_2","BF25","2","1990s",56,156
"BF27_2","BF27","2","1990s",43,156
"BF28_2","BF28","2","1990s",66,156
"BF31_2","BF31","2","1990s",61,156
"BF32_2","BF32","2","1990s",79,156
"BF33_2","BF33","2","1990s",73,156
"BF34_2","BF34","2","1990s",61,156
"BF38_2","BF38","2","1990s",72,156
"BF48_2","BF48","2","1990s",53,156
"BF49_2","BF49","2","1990s",69,156
"BF50_2","BF50","2","1990s",58,156
"BF51_2","BF51","2","1990s",61,156
"BF56_2","BF56","2","1990s",47,156
"BF57_2","BF57","2","1990s",47,156
"BF58_2","BF58","2","1990s",44,156
"BF59_2","BF59","2","1990s",57,156
"BF60_2","BF60","2","1990s",68,156
"BF61_2","BF61","2","1990s",60,156
"BF66_2","BF66","2","1990s",59,156
"BF70_2","BF70","2","1990s",49,156
"BF72_2","BF72","2","1990s",69,156
"BF73_2","BF73","2","1990s",54,156
"BF76_2","BF76","2","1990s",59,156
"BF80_2","BF80","2","1990s",56,156
"BF81_2","BF81","2","1990s",60,156
"BF83_2","BF83","2","1990s",69,156
"BF85_2","BF85","2","1990s",59,156
"BF86_2","BF86","2","1990s",63,156
"BF87_2","BF87","2","1990s",51,156
"BF90_2","BF90","2","1990s",71,156
"BF91_2","BF91","2","1990s",58,156
"BF92_2","BF92","2","1990s",68,156
"BF93_2","BF93","2","1990s",64,156
"BF96_2","BF96","2","1990s",60,156
"BF97_2","BF97","2","1990s",64,156
"BF98_2","BF98","2","1990s",54,156
"BF99_2","BF99","2","1990s",63,156
"BG27_2","BG27","2","1990s",61,156
"BG28_2","BG28","2","1990s",69,156
"BG29_2","BG29","2","1990s",76,156
"BG30_2","BG30","2","1990s",28,156
"BG31_2","BG31","2","1990s",99,156
"BG32_2","BG32","2","1990s",85,156
"BG33_2","BG33","2","1990s",23,156
"BG41_2","BG41","2","1990s",68,156
"BG42_2","BG42","2","1990s",65,156
"BG43_2","BG43","2","1990s",38,156
"BG49_2","BG49","2","1990s",64,156
"BG55_2","BG55","2","1990s",78,156
"BG57_2","BG57","2","1990s",44,156
"BG58_2","BG58","2","1990s",77,156
"BG59_2","BG59","2","1990s",47,156
"BG64_2","BG64","2","1990s",66,156
"BG65_2","BG65","2","1990s",73,156
"BG66_2","BG66","2","1990s",73,156
"BG67_2","BG67","2","1990s",55,156
"BG68_2","BG68","2","1990s",56,156
"BG70_2","BG70","2","1990s",57,156
"BG72_2","BG72","2","1990s",54,156
"BG73_2","BG73","2","1990s",71,156
"BG75_2","BG75","2","1990s",66,156
"BG76_2","BG76","2","1990s",68,156
"BG77_2","BG77","2","1990s",55,156
"BG78_2","BG78","2","1990s",42,156
"BG79_2","BG79","2","1990s",70,156
"BG86_2","BG86","2","1990s",61,156
"BG87_2","BG87","2","1990s",64,156
"BG90_2","BG90","2","1990s",65,156
"BG92_2","BG92","2","1990s",63,156
"BG93_2","BG93","2","1990s",63,156
"BG95_2","BG95","2","1990s",78,156
"BG98_2","BG98","2","1990s",60,156
"BH57_2","BH57","2","1990s",64,156
"BH76_2","BH76","2","1990s",44,156
"BH77_2","BH77","2","1990s",95,156
"BH78_2","BH78","2","1990s",66,156
"BH79_2","BH79","2","1990s",77,156
"BH86_2","BH86","2","1990s",82,156
"BH87_2","BH87","2","1990s",86,156
"BH89_2","BH89","2","1990s",84,156
"BH98_2","BH98","2","1990s",70,156
"BH99_2","BH99","2","1990s",101,156
"CB80_2","CB80","2","1990s",53,156
"CB81_2","CB81","2","1990s",39,156
"CB91_2","CB91","2","1990s",50,156
"CB93_2","CB93","2","1990s",46,156
"CC04_2","CC04","2","1990s",101,156
"CC05_2","CC05","2","1990s",89,156
"CC06_2","CC06","2","1990s",77,156
"CC14_2","CC14","2","1990s",84,156
"CC15_2","CC15","2","1990s",62,156
"CC16_2","CC16","2","1990s",63,156
"CC23_2","CC23","2","1990s",51,156
"CC24_2","CC24","2","1990s",54,156
"CC25_2","CC25","2","1990s",57,156
"CC30_2","CC30","2","1990s",67,156
"CC34_2","CC34","2","1990s",71,156
"CC35_2","CC35","2","1990s",78,156
"CC36_2","CC36","2","1990s",72,156
"CC41_2","CC41","2","1990s",58,156
"CC44_2","CC44","2","1990s",65,156
"CC46_2","CC46","2","1990s",82,156
"CC52_2","CC52","2","1990s",60,156
"CC53_2","CC53","2","1990s",78,156
"CC54_2","CC54","2","1990s",73,156
"CC55_2","CC55","2","1990s",72,156
"CC61_2","CC61","2","1990s",75,156
"CC63_2","CC63","2","1990s",67,156
"CC64_2","CC64","2","1990s",73,156
"CC65_2","CC65","2","1990s",72,156
"CC66_2","CC66","2","1990s",66,156
"CC67_2","CC67","2","1990s",71,156
"CC68_2","CC68","2","1990s",55,156
"CC75_2","CC75","2","1990s",91,156
"CC77_2","CC77","2","1990s",83,156
"CC80_2","CC80","2","1990s",81,156
"CC85_2","CC85","2","1990s",87,156
"CC86_2","CC86","2","1990s",72,156
"CC91_2","CC91","2","1990s",61,156
"CC92_2","CC92","2","1990s",67,156
"CC93_2","CC93","2","1990s",58,156
"CC94_2","CC94","2","1990s",69,156
"CC95_2","CC95","2","1990s",68,156
"CC97_2","CC97","2","1990s",60,156
"CC98_2","CC98","2","1990s",53,156
"CC99_2","CC99","2","1990s",45,156
"CD03_2","CD03","2","1990s",77,156
"CD04_2","CD04","2","1990s",73,156
"CD05_2","CD05","2","1990s",42,156
"CD09_2","CD09","2","1990s",56,156
"CD10_2","CD10","2","1990s",47,156
"CD11_2","CD11","2","1990s",56,156
"CD13_2","CD13","2","1990s",73,156
"CD14_2","CD14","2","1990s",35,156
"CD16_2","CD16","2","1990s",76,156
"CD17_2","CD17","2","1990s",68,156
"CD18_2","CD18","2","1990s",56,156
"CD21_2","CD21","2","1990s",78,156
"CD23_2","CD23","2","1990s",65,156
"CD24_2","CD24","2","1990s",74,156
"CD29_2","CD29","2","1990s",65,156
"CD31_2","CD31","2","1990s",75,156
"CD32_2","CD32","2","1990s",73,156
"CD33_2","CD33","2","1990s",62,156
"CD34_2","CD34","2","1990s",83,156
"CD40_2","CD40","2","1990s",70,156
"CD41_2","CD41","2","1990s",79,156
"CD42_2","CD42","2","1990s",74,156
"CD43_2","CD43","2","1990s",69,156
"CD44_2","CD44","2","1990s",49,156
"CD45_2","CD45","2","1990s",45,156
"CD47_2","CD47","2","1990s",53,156
"CD50_2","CD50","2","1990s",80,156
"CD51_2","CD51","2","1990s",67,156
"CD52_2","CD52","2","1990s",70,156
"CD54_2","CD54","2","1990s",66,156
"CD55_2","CD55","2","1990s",61,156
"CD56_2","CD56","2","1990s",63,156
"CD57_2","CD57","2","1990s",63,156
"CD60_2","CD60","2","1990s",66,156
"CD61_2","CD61","2","1990s",55,156
"CD62_2","CD62","2","1990s",67,156
"CD63_2","CD63","2","1990s",73,156
"CD64_2","CD64","2","1990s",46,156
"CD65_2","CD65","2","1990s",54,156
"CD66_2","CD66","2","1990s",57,156
"CD67_2","CD67","2","1990s",81,156
"CD68_2","CD68","2","1990s",60,156
"CD69_2","CD69","2","1990s",54,156
"CD70_2","CD70","2","1990s",49,156
"CD71_2","CD71","2","1990s",61,156
"CD72_2","CD72","2","1990s",50,156
"CD74_2","CD74","2","1990s",69,156
"CD75_2","CD75","2","1990s",59,156
"CD76_2","CD76","2","1990s",72,156
"CD80_2","CD80","2","1990s",45,156
"CD81_2","CD81","2","1990s",75,156
"CD82_2","CD82","2","1990s",64,156
"CD83_2","CD83","2","1990s",64,156
"CD84_2","CD84","2","1990s",69,156
"CD87_2","CD87","2","1990s",59,156
"CD88_2","CD88","2","1990s",52,156
"CD90_2","CD90","2","1990s",69,156
"CD91_2","CD91","2","1990s",78,156
"CD92_2","CD92","2","1990s",74,156
"CD95_2","CD95","2","1990s",75,156
"CD96_2","CD96","2","1990s",83,156
"CD98_2","CD98","2","1990s",72,156
"CE01_2","CE01","2","1990s",52,156
"CE02_2","CE02","2","1990s",75,156
"CE06_2","CE06","2","1990s",54,156
"CE11_2","CE11","2","1990s",69,156
"CE13_2","CE13","2","1990s",38,156
"CE15_2","CE15","2","1990s",66,156
"CE16_2","CE16","2","1990s",55,156
"CE17_2","CE17","2","1990s",64,156
"CE19_2","CE19","2","1990s",49,156
"CE20_2","CE20","2","1990s",77,156
"CE21_2","CE21","2","1990s",78,156
"CE22_2","CE22","2","1990s",73,156
"CE23_2","CE23","2","1990s",58,156
"CE24_2","CE24","2","1990s",69,156
"CE27_2","CE27","2","1990s",39,156
"CE30_2","CE30","2","1990s",65,156
"CE31_2","CE31","2","1990s",71,156
"CE34_2","CE34","2","1990s",39,156
"CE35_2","CE35","2","1990s",47,156
"CE38_2","CE38","2","1990s",67,156
"CE42_2","CE42","2","1990s",64,156
"CE49_2","CE49","2","1990s",72,156
"CE51_2","CE51","2","1990s",76,156
"CE52_2","CE52","2","1990s",80,156
"CE54_2","CE54","2","1990s",77,156
"CE55_2","CE55","2","1990s",62,156
"CE57_2","CE57","2","1990s",49,156
"CE60_2","CE60","2","1990s",72,156
"CE61_2","CE61","2","1990s",68,156
"CE62_2","CE62","2","1990s",72,156
"CE63_2","CE63","2","1990s",74,156
"CE64_2","CE64","2","1990s",91,156
"CE65_2","CE65","2","1990s",65,156
"CE67_2","CE67","2","1990s",57,156
"CE69_2","CE69","2","1990s",70,156
"CE72_2","CE72","2","1990s",77,156
"CE74_2","CE74","2","1990s",76,156
"CE75_2","CE75","2","1990s",74,156
"CE77_2","CE77","2","1990s",64,156
"CE78_2","CE78","2","1990s",84,156
"CE80_2","CE80","2","1990s",66,156
"CE81_2","CE81","2","1990s",58,156
"CE82_2","CE82","2","1990s",94,156
"CE83_2","CE83","2","1990s",68,156
"CE84_2","CE84","2","1990s",76,156
"CE85_2","CE85","2","1990s",70,156
"CE86_2","CE86","2","1990s",60,156
"CE88_2","CE88","2","1990s",90,156
"CE89_2","CE89","2","1990s",77,156
"CE90_2","CE90","2","1990s",59,156
"CE91_2","CE91","2","1990s",65,156
"CE92_2","CE92","2","1990s",69,156
"CE93_2","CE93","2","1990s",79,156
"CE94_2","CE94","2","1990s",67,156
"CE95_2","CE95","2","1990s",57,156
"CE96_2","CE96","2","1990s",56,156
"CE99_2","CE99","2","1990s",82,156
"CF02_2","CF02","2","1990s",65,156
"CF06_2","CF06","2","1990s",57,156
"CF07_2","CF07","2","1990s",41,156
"CF10_2","CF10","2","1990s",75,156
"CF13_2","CF13","2","1990s",78,156
"CF14_2","CF14","2","1990s",61,156
"CF15_2","CF15","2","1990s",64,156
"CF19_2","CF19","2","1990s",61,156
"CF21_2","CF21","2","1990s",68,156
"CF23_2","CF23","2","1990s",63,156
"CF25_2","CF25","2","1990s",56,156
"CF29_2","CF29","2","1990s",82,156
"CF31_2","CF31","2","1990s",71,156
"CF32_2","CF32","2","1990s",88,156
"CF33_2","CF33","2","1990s",81,156
"CF34_2","CF34","2","1990s",75,156
"CF36_2","CF36","2","1990s",67,156
"CF38_2","CF38","2","1990s",62,156
"CF40_2","CF40","2","1990s",75,156
"CF41_2","CF41","2","1990s",69,156
"CF42_2","CF42","2","1990s",56,156
"CF43_2","CF43","2","1990s",64,156
"CF44_2","CF44","2","1990s",74,156
"CF49_2","CF49","2","1990s",71,156
"CF50_2","CF50","2","1990s",90,156
"CF51_2","CF51","2","1990s",84,156
"CF52_2","CF52","2","1990s",69,156
"CF53_2","CF53","2","1990s",64,156
"CF54_2","CF54","2","1990s",86,156
"CF55_2","CF55","2","1990s",80,156
"CF56_2","CF56","2","1990s",64,156
"CF57_2","CF57","2","1990s",55,156
"CF58_2","CF58","2","1990s",52,156
"CF59_2","CF59","2","1990s",60,156
"CF60_2","CF60","2","1990s",77,156
"CF61_2","CF61","2","1990s",79,156
"CF62_2","CF62","2","1990s",73,156
"CF63_2","CF63","2","1990s",72,156
"CF64_2","CF64","2","1990s",87,156
"CF65_2","CF65","2","1990s",69,156
"CF66_2","CF66","2","1990s",64,156
"CF67_2","CF67","2","1990s",47,156
"CF68_2","CF68","2","1990s",62,156
"CF69_2","CF69","2","1990s",73,156
"CF70_2","CF70","2","1990s",78,156
"CF71_2","CF71","2","1990s",52,156
"CF72_2","CF72","2","1990s",61,156
"CF73_2","CF73","2","1990s",68,156
"CF74_2","CF74","2","1990s",59,156
"CF75_2","CF75","2","1990s",55,156
"CF77_2","CF77","2","1990s",51,156
"CF78_2","CF78","2","1990s",74,156
"CF79_2","CF79","2","1990s",56,156
"CF81_2","CF81","2","1990s",63,156
"CF82_2","CF82","2","1990s",92,156
"CF83_2","CF83","2","1990s",72,156
"CF84_2","CF84","2","1990s",50,156
"CF86_2","CF86","2","1990s",57,156
"CF87_2","CF87","2","1990s",66,156
"CF89_2","CF89","2","1990s",65,156
"CF90_2","CF90","2","1990s",53,156
"CF91_2","CF91","2","1990s",60,156
"CF92_2","CF92","2","1990s",58,156
"CF93_2","CF93","2","1990s",75,156
"CF95_2","CF95","2","1990s",63,156
"CF98_2","CF98","2","1990s",68,156
"CG05_2","CG05","2","1990s",77,156
"CG07_2","CG07","2","1990s",74,156
"CG09_2","CG09","2","1990s",74,156
"CG13_2","CG13","2","1990s",55,156
"CG17_2","CG17","2","1990s",67,156
"CG29_2","CG29","2","1990s",47,156
"CG39_2","CG39","2","1990s",81,156
"CG40_2","CG40","2","1990s",85,156
"CG42_2","CG42","2","1990s",64,156
"CG43_2","CG43","2","1990s",70,156
"CG44_2","CG44","2","1990s",92,156
"CG47_2","CG47","2","1990s",74,156
"CG48_2","CG48","2","1990s",76,156
"CG49_2","CG49","2","1990s",67,156
"CG50_2","CG50","2","1990s",74,156
"CG51_2","CG51","2","1990s",89,156
"CG52_2","CG52","2","1990s",80,156
"CG53_2","CG53","2","1990s",75,156
"CG54_2","CG54","2","1990s",94,156
"CG56_2","CG56","2","1990s",64,156
"CG57_2","CG57","2","1990s",71,156
"CG58_2","CG58","2","1990s",80,156
"CG59_2","CG59","2","1990s",80,156
"CG61_2","CG61","2","1990s",69,156
"CG63_2","CG63","2","1990s",62,156
"CG65_2","CG65","2","1990s",54,156
"CG66_2","CG66","2","1990s",68,156
"CG68_2","CG68","2","1990s",74,156
"CG69_2","CG69","2","1990s",70,156
"CG73_2","CG73","2","1990s",66,156
"CG75_2","CG75","2","1990s",57,156
"CG76_2","CG76","2","1990s",50,156
"CG78_2","CG78","2","1990s",72,156
"CG79_2","CG79","2","1990s",73,156
"CG80_2","CG80","2","1990s",56,156
"CG83_2","CG83","2","1990s",61,156
"CG84_2","CG84","2","1990s",75,156
"CG85_2","CG85","2","1990s",68,156
"CG89_2","CG89","2","1990s",73,156
"CG90_2","CG90","2","1990s",67,156
"CH06_2","CH06","2","1990s",59,156
"CH07_2","CH07","2","1990s",58,156
"CH08_2","CH08","2","1990s",62,156
"CH25_2","CH25","2","1990s",18,156
"CH34_2","CH34","2","1990s",74,156
"CH35_2","CH35","2","1990s",81,156
"CH45_2","CH45","2","1990s",80,156
"CH46_2","CH46","2","1990s",67,156
"CH48_2","CH48","2","1990s",75,156
"CH49_2","CH49","2","1990s",78,156
"CH55_2","CH55","2","1990s",61,156
"CH56_2","CH56","2","1990s",82,156
"CH57_2","CH57","2","1990s",92,156
"CH58_2","CH58","2","1990s",82,156
"CH59_2","CH59","2","1990s",81,156
"CH66_2","CH66","2","1990s",50,156
"CH69_2","CH69","2","1990s",64,156
"CH76_2","CH76","2","1990s",33,156
"CH77_2","CH77","2","1990s",77,156
"CH79_2","CH79","2","1990s",82,156
"CH86_2","CH86","2","1990s",51,156
"CH87_2","CH87","2","1990s",58,156
"CH88_2","CH88","2","1990s",60,156
"CH89_2","CH89","2","1990s",78,156
"CH95_2","CH95","2","1990s",37,156
"CH96_2","CH96","2","1990s",47,156
"CH97_2","CH97","2","1990s",79,156
"CH99_2","CH99","2","1990s",66,156
"DB04_2","DB04","2","1990s",67,156
"DB05_2","DB05","2","1990s",69,156
"DB10_2","DB10","2","1990s",60,156
"DB13_2","DB13","2","1990s",74,156
"DB14_2","DB14","2","1990s",53,156
"DB15_2","DB15","2","1990s",63,156
"DB16_2","DB16","2","1990s",46,156
"DB20_2","DB20","2","1990s",65,156
"DB22_2","DB22","2","1990s",67,156
"DB24_2","DB24","2","1990s",63,156
"DB34_2","DB34","2","1990s",74,156
"DB35_2","DB35","2","1990s",62,156
"DB36_2","DB36","2","1990s",66,156
"DB40_2","DB40","2","1990s",72,156
"DB42_2","DB42","2","1990s",66,156
"DB45_2","DB45","2","1990s",54,156
"DB46_2","DB46","2","1990s",69,156
"DB50_2","DB50","2","1990s",72,156
"DB52_2","DB52","2","1990s",59,156
"DB54_2","DB54","2","1990s",69,156
"DB55_2","DB55","2","1990s",78,156
"DB61_2","DB61","2","1990s",56,156
"DB62_2","DB62","2","1990s",47,156
"DB63_2","DB63","2","1990s",72,156
"DB64_2","DB64","2","1990s",79,156
"DB65_2","DB65","2","1990s",60,156
"DB66_2","DB66","2","1990s",53,156
"DB67_2","DB67","2","1990s",61,156
"DB68_2","DB68","2","1990s",65,156
"DB72_2","DB72","2","1990s",66,156
"DB73_2","DB73","2","1990s",74,156
"DB74_2","DB74","2","1990s",55,156
"DB77_2","DB77","2","1990s",54,156
"DB78_2","DB78","2","1990s",68,156
"DB79_2","DB79","2","1990s",62,156
"DB82_2","DB82","2","1990s",46,156
"DB83_2","DB83","2","1990s",75,156
"DB89_2","DB89","2","1990s",61,156
"DC00_2","DC00","2","1990s",92,156
"DC01_2","DC01","2","1990s",73,156
"DC04_2","DC04","2","1990s",72,156
"DC05_2","DC05","2","1990s",75,156
"DC06_2","DC06","2","1990s",83,156
"DC07_2","DC07","2","1990s",78,156
"DC09_2","DC09","2","1990s",58,156
"DC10_2","DC10","2","1990s",60,156
"DC11_2","DC11","2","1990s",68,156
"DC12_2","DC12","2","1990s",48,156
"DC13_2","DC13","2","1990s",75,156
"DC14_2","DC14","2","1990s",76,156
"DC15_2","DC15","2","1990s",75,156
"DC16_2","DC16","2","1990s",62,156
"DC17_2","DC17","2","1990s",65,156
"DC18_2","DC18","2","1990s",63,156
"DC19_2","DC19","2","1990s",59,156
"DC23_2","DC23","2","1990s",67,156
"DC24_2","DC24","2","1990s",49,156
"DC25_2","DC25","2","1990s",63,156
"DC26_2","DC26","2","1990s",71,156
"DC27_2","DC27","2","1990s",63,156
"DC29_2","DC29","2","1990s",68,156
"DC32_2","DC32","2","1990s",51,156
"DC33_2","DC33","2","1990s",57,156
"DC34_2","DC34","2","1990s",52,156
"DC35_2","DC35","2","1990s",68,156
"DC36_2","DC36","2","1990s",71,156
"DC37_2","DC37","2","1990s",80,156
"DC38_2","DC38","2","1990s",65,156
"DC39_2","DC39","2","1990s",69,156
"DC40_2","DC40","2","1990s",94,156
"DC41_2","DC41","2","1990s",71,156
"DC42_2","DC42","2","1990s",70,156
"DC46_2","DC46","2","1990s",74,156
"DC47_2","DC47","2","1990s",64,156
"DC48_2","DC48","2","1990s",54,156
"DC49_2","DC49","2","1990s",68,156
"DC50_2","DC50","2","1990s",68,156
"DC52_2","DC52","2","1990s",74,156
"DC53_2","DC53","2","1990s",68,156
"DC54_2","DC54","2","1990s",70,156
"DC56_2","DC56","2","1990s",75,156
"DC57_2","DC57","2","1990s",88,156
"DC58_2","DC58","2","1990s",77,156
"DC64_2","DC64","2","1990s",80,156
"DC65_2","DC65","2","1990s",75,156
"DC66_2","DC66","2","1990s",87,156
"DC67_2","DC67","2","1990s",51,156
"DC77_2","DC77","2","1990s",74,156
"DC78_2","DC78","2","1990s",82,156
"DC88_2","DC88","2","1990s",80,156
"DC89_2","DC89","2","1990s",68,156
"DD00_2","DD00","2","1990s",57,156
"DD01_2","DD01","2","1990s",88,156
"DD02_2","DD02","2","1990s",65,156
"DD03_2","DD03","2","1990s",81,156
"DD04_2","DD04","2","1990s",54,156
"DD05_2","DD05","2","1990s",73,156
"DD06_2","DD06","2","1990s",69,156
"DD07_2","DD07","2","1990s",62,156
"DD08_2","DD08","2","1990s",83,156
"DD09_2","DD09","2","1990s",70,156
"DD10_2","DD10","2","1990s",64,156
"DD11_2","DD11","2","1990s",73,156
"DD12_2","DD12","2","1990s",69,156
"DD13_2","DD13","2","1990s",54,156
"DD14_2","DD14","2","1990s",66,156
"DD15_2","DD15","2","1990s",62,156
"DD16_2","DD16","2","1990s",59,156
"DD17_2","DD17","2","1990s",62,156
"DD18_2","DD18","2","1990s",96,156
"DD19_2","DD19","2","1990s",73,156
"DD21_2","DD21","2","1990s",81,156
"DD22_2","DD22","2","1990s",51,156
"DD24_2","DD24","2","1990s",73,156
"DD25_2","DD25","2","1990s",67,156
"DD26_2","DD26","2","1990s",68,156
"DD28_2","DD28","2","1990s",72,156
"DD29_2","DD29","2","1990s",65,156
"DD30_2","DD30","2","1990s",68,156
"DD31_2","DD31","2","1990s",81,156
"DD32_2","DD32","2","1990s",60,156
"DD35_2","DD35","2","1990s",61,156
"DD36_2","DD36","2","1990s",68,156
"DD37_2","DD37","2","1990s",76,156
"DD38_2","DD38","2","1990s",76,156
"DD39_2","DD39","2","1990s",64,156
"DD40_2","DD40","2","1990s",75,156
"DD41_2","DD41","2","1990s",80,156
"DD42_2","DD42","2","1990s",77,156
"DD43_2","DD43","2","1990s",75,156
"DD45_2","DD45","2","1990s",72,156
"DD46_2","DD46","2","1990s",71,156
"DD47_2","DD47","2","1990s",88,156
"DD48_2","DD48","2","1990s",75,156
"DD49_2","DD49","2","1990s",77,156
"DD50_2","DD50","2","1990s",63,156
"DD51_2","DD51","2","1990s",78,156
"DD52_2","DD52","2","1990s",76,156
"DD53_2","DD53","2","1990s",72,156
"DD54_2","DD54","2","1990s",66,156
"DD55_2","DD55","2","1990s",59,156
"DD56_2","DD56","2","1990s",59,156
"DD57_2","DD57","2","1990s",66,156
"DD58_2","DD58","2","1990s",58,156
"DD59_2","DD59","2","1990s",74,156
"DD60_2","DD60","2","1990s",53,156
"DD61_2","DD61","2","1990s",61,156
"DD63_2","DD63","2","1990s",65,156
"DD64_2","DD64","2","1990s",63,156
"DD65_2","DD65","2","1990s",73,156
"DD70_2","DD70","2","1990s",78,156
"DD71_2","DD71","2","1990s",52,156
"DD72_2","DD72","2","1990s",60,156
"DD80_2","DD80","2","1990s",76,156
"DD81_2","DD81","2","1990s",53,156
"DD82_2","DD82","2","1990s",57,156
"DD90_2","DD90","2","1990s",79,156
"DD91_2","DD91","2","1990s",72,156
"DE01_2","DE01","2","1990s",64,156
"DE02_2","DE02","2","1990s",81,156
"DE03_2","DE03","2","1990s",76,156
"DE06_2","DE06","2","1990s",72,156
"DE07_2","DE07","2","1990s",75,156
"DE08_2","DE08","2","1990s",64,156
"DE09_2","DE09","2","1990s",73,156
"DE11_2","DE11","2","1990s",90,156
"DE12_2","DE12","2","1990s",88,156
"DE13_2","DE13","2","1990s",73,156
"DE14_2","DE14","2","1990s",78,156
"DE15_2","DE15","2","1990s",69,156
"DE16_2","DE16","2","1990s",85,156
"DE17_2","DE17","2","1990s",75,156
"DE18_2","DE18","2","1990s",67,156
"DE19_2","DE19","2","1990s",82,156
"DE21_2","DE21","2","1990s",61,156
"DE22_2","DE22","2","1990s",72,156
"DE23_2","DE23","2","1990s",68,156
"DE24_2","DE24","2","1990s",76,156
"DE25_2","DE25","2","1990s",68,156
"DE26_2","DE26","2","1990s",69,156
"DE27_2","DE27","2","1990s",72,156
"DE28_2","DE28","2","1990s",68,156
"DE29_2","DE29","2","1990s",51,156
"DE30_2","DE30","2","1990s",63,156
"DE31_2","DE31","2","1990s",57,156
"DE32_2","DE32","2","1990s",56,156
"DE34_2","DE34","2","1990s",90,156
"DE35_2","DE35","2","1990s",65,156
"DE36_2","DE36","2","1990s",79,156
"DE37_2","DE37","2","1990s",76,156
"DE38_2","DE38","2","1990s",71,156
"DE39_2","DE39","2","1990s",55,156
"DE40_2","DE40","2","1990s",60,156
"DE41_2","DE41","2","1990s",55,156
"DE42_2","DE42","2","1990s",57,156
"DE43_2","DE43","2","1990s",55,156
"DE44_2","DE44","2","1990s",64,156
"DE46_2","DE46","2","1990s",52,156
"DE48_2","DE48","2","1990s",62,156
"DE49_2","DE49","2","1990s",76,156
"DE50_2","DE50","2","1990s",53,156
"DE51_2","DE51","2","1990s",82,156
"DE52_2","DE52","2","1990s",69,156
"DE53_2","DE53","2","1990s",75,156
"DE55_2","DE55","2","1990s",48,156
"DE57_2","DE57","2","1990s",65,156
