"survey","site","atlas","period","species_richness","retained_species_pool_size"
"EG21_3","EG21","3","2010s",47,156
"EG22_3","EG22","3","2010s",56,156
"EG23_3","EG23","3","2010s",58,156
"EG24_3","EG24","3","2010s",72,156
"EG25_3","EG25","3","2010s",81,156
"EG26_3","EG26","3","2010s",96,156
"EG27_3","EG27","3","2010s",76,156
"EG30_3","EG30","3","2010s",54,156
"EG40_3","EG40","3","2010s",63,156
"EG41_3","EG41","3","2010s",67,156
"EG42_3","EG42","3","2010s",70,156
"EG76_3","EG76","3","2010s",61,156
"EG77_3","EG77","3","2010s",66,156
"EG84_3","EG84","3","2010s",86,156
"EG85_3","EG85","3","2010s",79,156
"EG86_3","EG86","3","2010s",58,156
"EG87_3","EG87","3","2010s",59,156
"EG88_3","EG88","3","2010s",61,156
"EG89_3","EG89","3","2010s",52,156
"EG94_3","EG94","3","2010s",81,156
"EG95_3","EG95","3","2010s",75,156
"EG96_3","EG96","3","2010s",56,156
"EG97_3","EG97","3","2010s",55,156
"EG98_3","EG98","3","2010s",59,156
"EG99_3","EG99","3","2010s",52,156
"EH08_3","EH08","3","2010s",63,156
"EH09_3","EH09","3","2010s",64,156
"EH13_3","EH13","3","2010s",72,156
"EH14_3","EH14","3","2010s",77,156
"EH15_3","EH15","3","2010s",67,156
"EH16_3","EH16","3","2010s",51,156
"EH17_3","EH17","3","2010s",50,156
"EH23_3","EH23","3","2010s",60,156
"EH24_3","EH24","3","2010s",62,156
"EH25_3","EH25","3","2010s",68,156
"EH26_3","EH26","3","2010s",61,156
"EH27_3","EH27","3","2010s",60,156
"EH28_3","EH28","3","2010s",59,156
"EH37_3","EH37","3","2010s",63,156
"EH38_3","EH38","3","2010s",58,156
"EH39_3","EH39","3","2010s",80,156
"EH49_3","EH49","3","2010s",58,156
"EH54_3","EH54","3","2010s",52,156
"EH64_3","EH64","3","2010s",60,156
"EH66_3","EH66","3","2010s",54,156
"EH67_3","EH67","3","2010s",47,156
"EH73_3","EH73","3","2010s",56,156
"EH74_3","EH74","3","2010s",44,156
"EH75_3","EH75","3","2010s",79,156
"EH76_3","EH76","3","2010s",39,156
"EH77_3","EH77","3","2010s",43,156
"EH78_3","EH78","3","2010s",43,156
"EH83_3","EH83","3","2010s",43,156
"EH84_3","EH84","3","2010s",55,156
"EH85_3","EH85","3","2010s",46,156
"EH86_3","EH86","3","2010s",52,156
"EH87_3","EH87","3","2010s",42,156
"EH88_3","EH88","3","2010s",44,156
"EH92_3","EH92","3","2010s",88,156
"EH93_3","EH93","3","2010s",59,156
"EH94_3","EH94","3","2010s",52,156
"EH95_3","EH95","3","2010s",53,156
"EH96_3","EH96","3","2010s",51,156
"EH97_3","EH97","3","2010s",60,156
"FE00_3","FE00","3","2010s",55,156
"FE10_3","FE10","3","2010s",66,156
"FE20_3","FE20","3","2010s",76,156
"FE30_3","FE30","3","2010s",104,156
"FE40_3","FE40","3","2010s",78,156
"FE60_3","FE60","3","2010s",81,156
"FE61_3","FE61","3","2010s",72,156
"FE71_3","FE71","3","2010s",78,156
"FE72_3","FE72","3","2010s",93,156
"FE80_3","FE80","3","2010s",81,156
"FE81_3","FE81","3","2010s",82,156
"FE82_3","FE82","3","2010s",99,156
"FE83_3","FE83","3","2010s",87,156
"FE90_3","FE90","3","2010s",73,156
"FE91_3","FE91","3","2010s",94,156
"FE92_3","FE92","3","2010s",66,156
"FE93_3","FE93","3","2010s",54,156
"FE94_3","FE94","3","2010s",61,156
"FF00_3","FF00","3","2010s",55,156
"FF01_3","FF01","3","2010s",64,156
"FF02_3","FF02","3","2010s",57,156
"FF03_3","FF03","3","2010s",52,156
"FF04_3","FF04","3","2010s",64,156
"FF05_3","FF05","3","2010s",44,156
"FF06_3","FF06","3","2010s",60,156
"FF07_3","FF07","3","2010s",61,156
"FF08_3","FF08","3","2010s",44,156
"FF10_3","FF10","3","2010s",65,156
"FF11_3","FF11","3","2010s",64,156
"FF12_3","FF12","3","2010s",74,156
"FF13_3","FF13","3","2010s",62,156
"FF14_3","FF14","3","2010s",67,156
"FF15_3","FF15","3","2010s",57,156
"FF16_3","FF16","3","2010s",62,156
"FF17_3","FF17","3","2010s",46,156
"FF18_3","FF18","3","2010s",79,156
"FF19_3","FF19","3","2010s",56,156
"FF20_3","FF20","3","2010s",66,156
"FF21_3","FF21","3","2010s",44,156
"FF22_3","FF22","3","2010s",65,156
"FF23_3","FF23","3","2010s",52,156
"FF24_3","FF24","3","2010s",84,156
"FF25_3","FF25","3","2010s",72,156
"FF26_3","FF26","3","2010s",81,156
"FF27_3","FF27","3","2010s",71,156
"FF28_3","FF28","3","2010s",47,156
"FF29_3","FF29","3","2010s",66,156
"FF30_3","FF30","3","2010s",74,156
"FF31_3","FF31","3","2010s",62,156
"FF32_3","FF32","3","2010s",46,156
"FF33_3","FF33","3","2010s",63,156
"FF34_3","FF34","3","2010s",58,156
"FF35_3","FF35","3","2010s",65,156
"FF36_3","FF36","3","2010s",66,156
"FF37_3","FF37","3","2010s",57,156
"FF38_3","FF38","3","2010s",58,156
"FF39_3","FF39","3","2010s",75,156
"FF40_3","FF40","3","2010s",78,156
"FF41_3","FF41","3","2010s",56,156
"FF42_3","FF42","3","2010s",46,156
"FF43_3","FF43","3","2010s",57,156
"FF44_3","FF44","3","2010s",54,156
"FF45_3","FF45","3","2010s",64,156
"FF46_3","FF46","3","2010s",69,156
"FF50_3","FF50","3","2010s",75,156
"FF51_3","FF51","3","2010s",65,156
"FF52_3","FF52","3","2010s",50,156
"FF53_3","FF53","3","2010s",65,156
"FF54_3","FF54","3","2010s",80,156
"FF55_3","FF55","3","2010s",63,156
"FF56_3","FF56","3","2010s",60,156
"FF57_3","FF57","3","2010s",64,156
"FF60_3","FF60","3","2010s",85,156
"FF61_3","FF61","3","2010s",84,156
"FF62_3","FF62","3","2010s",90,156
"FF63_3","FF63","3","2010s",63,156
"FF64_3","FF64","3","2010s",65,156
"FF65_3","FF65","3","2010s",37,156
"FF66_3","FF66","3","2010s",71,156
"FF67_3","FF67","3","2010s",71,156
"FF69_3","FF69","3","2010s",75,156
"FF70_3","FF70","3","2010s",83,156
"FF71_3","FF71","3","2010s",57,156
"FF72_3","FF72","3","2010s",53,156
"FF73_3","FF73","3","2010s",78,156
"FF74_3","FF74","3","2010s",73,156
"FF75_3","FF75","3","2010s",91,156
"FF76_3","FF76","3","2010s",78,156
"FF77_3","FF77","3","2010s",58,156
"FF78_3","FF78","3","2010s",77,156
"FF79_3","FF79","3","2010s",90,156
"FF80_3","FF80","3","2010s",61,156
"FF81_3","FF81","3","2010s",74,156
"FF82_3","FF82","3","2010s",70,156
"FF83_3","FF83","3","2010s",66,156
"FF84_3","FF84","3","2010s",88,156
"FF86_3","FF86","3","2010s",89,156
"FF87_3","FF87","3","2010s",64,156
"FF88_3","FF88","3","2010s",74,156
"FF89_3","FF89","3","2010s",64,156
"FF90_3","FF90","3","2010s",67,156
"FF91_3","FF91","3","2010s",52,156
"FF92_3","FF92","3","2010s",59,156
"FF93_3","FF93","3","2010s",69,156
"FF94_3","FF94","3","2010s",62,156
"FF95_3","FF95","3","2010s",51,156
"FF96_3","FF96","3","2010s",63,156
"FF97_3","FF97","3","2010s",75,156
"FF98_3","FF98","3","2010s",62,156
"FF99_3","FF99","3","2010s",60,156
"FG04_3","FG04","3","2010s",69,156
"FG05_3","FG05","3","2010s",49,156
"FG06_3","FG06","3","2010s",59,156
"FG07_3","FG07","3","2010s",69,156
"FG08_3","FG08","3","2010s",83,156
"FG09_3","FG09","3","2010s",61,156
"FG14_3","FG14","3","2010s",69,156
"FG15_3","FG15","3","2010s",58,156
"FG16_3","FG16","3","2010s",46,156
"FG17_3","FG17","3","2010s",70,156
"FG18_3","FG18","3","2010s",67,156
"FG19_3","FG19","3","2010s",65,156
"FG24_3","FG24","3","2010s",46,156
"FG25_3","FG25","3","2010s",45,156
"FG26_3","FG26","3","2010s",58,156
"FG27_3","FG27","3","2010s",72,156
"FG28_3","FG28","3","2010s",85,156
"FG29_3","FG29","3","2010s",76,156
"FG33_3","FG33","3","2010s",62,156
"FG34_3","FG34","3","2010s",52,156
"FG35_3","FG35","3","2010s",45,156
"FG36_3","FG36","3","2010s",60,156
"FG37_3","FG37","3","2010s",80,156
"FG38_3","FG38","3","2010s",59,156
"FG39_3","FG39","3","2010s",55,156
"FG43_3","FG43","3","2010s",65,156
"FG44_3","FG44","3","2010s",64,156
"FG45_3","FG45","3","2010s",61,156
"FG46_3","FG46","3","2010s",84,156
"FG47_3","FG47","3","2010s",77,156
"FG48_3","FG48","3","2010s",66,156
"FG49_3","FG49","3","2010s",56,156
"FG51_3","FG51","3","2010s",73,156
"FG52_3","FG52","3","2010s",81,156
"FG53_3","FG53","3","2010s",85,156
"FG54_3","FG54","3","2010s",66,156
"FG55_3","FG55","3","2010s",60,156
"FG56_3","FG56","3","2010s",85,156
"FG57_3","FG57","3","2010s",61,156
"FG58_3","FG58","3","2010s",49,156
"FG59_3","FG59","3","2010s",57,156
"FG60_3","FG60","3","2010s",65,156
"FG61_3","FG61","3","2010s",41,156
"FG62_3","FG62","3","2010s",56,156
"FG63_3","FG63","3","2010s",80,156
"FG64_3","FG64","3","2010s",47,156
"FG65_3","FG65","3","2010s",63,156
"FG66_3","FG66","3","2010s",87,156
"FG67_3","FG67","3","2010s",45,156
"FG68_3","FG68","3","2010s",47,156
"FG69_3","FG69","3","2010s",46,156
"FG70_3","FG70","3","2010s",75,156
"FG71_3","FG71","3","2010s",47,156
"FG72_3","FG72","3","2010s",60,156
"FG73_3","FG73","3","2010s",40,156
"FG74_3","FG74","3","2010s",45,156
"FG75_3","FG75","3","2010s",60,156
"FG76_3","FG76","3","2010s",67,156
"FG77_3","FG77","3","2010s",78,156
"FG78_3","FG78","3","2010s",57,156
"FG79_3","FG79","3","2010s",54,156
"FG80_3","FG80","3","2010s",63,156
"FG81_3","FG81","3","2010s",52,156
"FG82_3","FG82","3","2010s",51,156
"FG83_3","FG83","3","2010s",41,156
"FG84_3","FG84","3","2010s",36,156
"FG85_3","FG85","3","2010s",41,156
"FG86_3","FG86","3","2010s",59,156
"FG87_3","FG87","3","2010s",49,156
"FG88_3","FG88","3","2010s",51,156
"FG89_3","FG89","3","2010s",57,156
"FG90_3","FG90","3","2010s",62,156
"FG91_3","FG91","3","2010s",63,156
"FG92_3","FG92","3","2010s",88,156
"FG93_3","FG93","3","2010s",59,156
"FG94_3","FG94","3","2010s",68,156
"FG95_3","FG95","3","2010s",42,156
"FG96_3","FG96","3","2010s",39,156
"FG97_3","FG97","3","2010s",42,156
"FG98_3","FG98","3","2010s",43,156
"FG99_3","FG99","3","2010s",52,156
"FH01_3","FH01","3","2010s",78,156
"FH02_3","FH02","3","2010s",51,156
"FH03_3","FH03","3","2010s",44,156
"FH04_3","FH04","3","2010s",55,156
"FH05_3","FH05","3","2010s",70,156
"FH06_3","FH06","3","2010s",61,156
"FH07_3","FH07","3","2010s",73,156
"FH08_3","FH08","3","2010s",73,156
"FH11_3","FH11","3","2010s",85,156
"FH12_3","FH12","3","2010s",62,156
"FH13_3","FH13","3","2010s",59,156
"FH14_3","FH14","3","2010s",58,156
"FH15_3","FH15","3","2010s",59,156
"FH16_3","FH16","3","2010s",58,156
"FH18_3","FH18","3","2010s",61,156
"FH21_3","FH21","3","2010s",74,156
"FH22_3","FH22","3","2010s",52,156
"FH23_3","FH23","3","2010s",74,156
"FH24_3","FH24","3","2010s",94,156
"FH25_3","FH25","3","2010s",63,156
"FH29_3","FH29","3","2010s",47,156
"FH32_3","FH32","3","2010s",67,156
"FH33_3","FH33","3","2010s",76,156
"FH34_3","FH34","3","2010s",56,156
"FH35_3","FH35","3","2010s",70,156
"FH36_3","FH36","3","2010s",73,156
"FH42_3","FH42","3","2010s",55,156
"FH43_3","FH43","3","2010s",56,156
"FH44_3","FH44","3","2010s",68,156
"FH45_3","FH45","3","2010s",60,156
"FH46_3","FH46","3","2010s",78,156
"FH52_3","FH52","3","2010s",68,156
"FH53_3","FH53","3","2010s",34,156
"FH54_3","FH54","3","2010s",68,156
"FH55_3","FH55","3","2010s",59,156
"FH56_3","FH56","3","2010s",72,156
"FH57_3","FH57","3","2010s",71,156
"FH58_3","FH58","3","2010s",68,156
"FH62_3","FH62","3","2010s",79,156
"FH63_3","FH63","3","2010s",79,156
"FH64_3","FH64","3","2010s",73,156
"FH65_3","FH65","3","2010s",48,156
"FH66_3","FH66","3","2010s",67,156
"FH67_3","FH67","3","2010s",62,156
"FH68_3","FH68","3","2010s",57,156
"FH71_3","FH71","3","2010s",80,156
"FH72_3","FH72","3","2010s",55,156
"FH73_3","FH73","3","2010s",69,156
"FH74_3","FH74","3","2010s",77,156
"FH75_3","FH75","3","2010s",62,156
"FH76_3","FH76","3","2010s",57,156
"FH77_3","FH77","3","2010s",60,156
"FH79_3","FH79","3","2010s",75,156
"FH80_3","FH80","3","2010s",65,156
"FH81_3","FH81","3","2010s",61,156
"FH83_3","FH83","3","2010s",65,156
"FH84_3","FH84","3","2010s",56,156
"FH85_3","FH85","3","2010s",58,156
"FH86_3","FH86","3","2010s",71,156
"FH87_3","FH87","3","2010s",66,156
"FH88_3","FH88","3","2010s",64,156
"FH89_3","FH89","3","2010s",73,156
"FH95_3","FH95","3","2010s",55,156
"FH96_3","FH96","3","2010s",55,156
"FH97_3","FH97","3","2010s",54,156
"FH98_3","FH98","3","2010s",66,156
"FH99_3","FH99","3","2010s",76,156
"GE00_3","GE00","3","2010s",77,156
"GE01_3","GE01","3","2010s",103,156
"GE02_3","GE02","3","2010s",82,156
"GE03_3","GE03","3","2010s",66,156
"GE04_3","GE04","3","2010s",51,156
"GE10_3","GE10","3","2010s",85,156
"GE11_3","GE11","3","2010s",95,156
"GE12_3","GE12","3","2010s",85,156
"GE13_3","GE13","3","2010s",93,156
"GE14_3","GE14","3","2010s",67,156
"GE20_3","GE20","3","2010s",76,156
"GE21_3","GE21","3","2010s",90,156
"GE22_3","GE22","3","2010s",75,156
"GE23_3","GE23","3","2010s",101,156
"GE24_3","GE24","3","2010s",66,156
"GE30_3","GE30","3","2010s",89,156
"GE31_3","GE31","3","2010s",70,156
"GE32_3","GE32","3","2010s",92,156
"GE33_3","GE33","3","2010s",79,156
"GE34_3","GE34","3","2010s",40,156
"GE42_3","GE42","3","2010s",67,156
"GE43_3","GE43","3","2010s",88,156
"GF00_3","GF00","3","2010s",87,156
"GF01_3","GF01","3","2010s",71,156
"GF02_3","GF02","3","2010s",61,156
"GF03_3","GF03","3","2010s",82,156
"GF04_3","GF04","3","2010s",58,156
"GF05_3","GF05","3","2010s",70,156
"GF06_3","GF06","3","2010s",71,156
"GF07_3","GF07","3","2010s",75,156
"GF08_3","GF08","3","2010s",82,156
"GF09_3","GF09","3","2010s",79,156
"GF12_3","GF12","3","2010s",32,156
"GF13_3","GF13","3","2010s",72,156
"GF14_3","GF14","3","2010s",56,156
"GF15_3","GF15","3","2010s",67,156
"GF16_3","GF16","3","2010s",77,156
"GF17_3","GF17","3","2010s",91,156
"GF18_3","GF18","3","2010s",84,156
"GF19_3","GF19","3","2010s",76,156
"GF23_3","GF23","3","2010s",76,156
"GF24_3","GF24","3","2010s",65,156
"GF25_3","GF25","3","2010s",81,156
"GF26_3","GF26","3","2010s",76,156
"GF27_3","GF27","3","2010s",83,156
"GF28_3","GF28","3","2010s",79,156
"GF29_3","GF29","3","2010s",72,156
"GF33_3","GF33","3","2010s",61,156
"GF34_3","GF34","3","2010s",70,156
"GF35_3","GF35","3","2010s",70,156
"GF36_3","GF36","3","2010s",69,156
"GF37_3","GF37","3","2010s",76,156
"GF38_3","GF38","3","2010s",91,156
"GF39_3","GF39","3","2010s",84,156
"GF43_3","GF43","3","2010s",81,156
"GF44_3","GF44","3","2010s",65,156
"GF45_3","GF45","3","2010s",52,156
"GF46_3","GF46","3","2010s",69,156
"GF47_3","GF47","3","2010s",67,156
"GF48_3","GF48","3","2010s",66,156
"GF49_3","GF49","3","2010s",59,156
"GF52_3","GF52","3","2010s",81,156
"GF53_3","GF53","3","2010s",65,156
"GF54_3","GF54","3","2010s",61,156
"GF55_3","GF55","3","2010s",55,156
"GF63_3","GF63","3","2010s",52,156
"GF74_3","GF74","3","2010s",39,156
"GG00_3","GG00","3","2010s",74,156
"GG02_3","GG02","3","2010s",62,156
"GG05_3","GG05","3","2010s",34,156
"GG06_3","GG06","3","2010s",44,156
"GG07_3","GG07","3","2010s",37,156
"GG08_3","GG08","3","2010s",52,156
"GG09_3","GG09","3","2010s",73,156
"GG10_3","GG10","3","2010s",75,156
"GG15_3","GG15","3","2010s",36,156
"GG16_3","GG16","3","2010s",60,156
"GG17_3","GG17","3","2010s",62,156
"GG18_3","GG18","3","2010s",67,156
"GG20_3","GG20","3","2010s",60,156
"GG25_3","GG25","3","2010s",71,156
"GG26_3","GG26","3","2010s",60,156
"GG27_3","GG27","3","2010s",68,156
"GG28_3","GG28","3","2010s",70,156
"GG30_3","GG30","3","2010s",52,156
"GG36_3","GG36","3","2010s",61,156
"GG37_3","GG37","3","2010s",73,156
"GG40_3","GG40","3","2010s",54,156
"GH06_3","GH06","3","2010s",38,156
"GH07_3","GH07","3","2010s",89,156
"GH08_3","GH08","3","2010s",55,156
"GH09_3","GH09","3","2010s",55,156
"GH17_3","GH17","3","2010s",61,156
"GH18_3","GH18","3","2010s",57,156
"GH19_3","GH19","3","2010s",75,156
"GH29_3","GH29","3","2010s",64,156
"GH39_3","GH39","3","2010s",57,156
"GH49_3","GH49","3","2010s",79,156
"GH59_3","GH59","3","2010s",74,156
"HA03_3","HA03","3","2010s",67,156
"HA04_3","HA04","3","2010s",59,156
"HA05_3","HA05","3","2010s",78,156
"HA06_3","HA06","3","2010s",56,156
"HA07_3","HA07","3","2010s",87,156
"HA13_3","HA13","3","2010s",61,156
"HA14_3","HA14","3","2010s",54,156
"HA15_3","HA15","3","2010s",52,156
"HA16_3","HA16","3","2010s",58,156
"HA17_3","HA17","3","2010s",60,156
"HA22_3","HA22","3","2010s",48,156
"HA23_3","HA23","3","2010s",65,156
"HA24_3","HA24","3","2010s",82,156
"HA25_3","HA25","3","2010s",67,156
"HA26_3","HA26","3","2010s",69,156
"HA32_3","HA32","3","2010s",74,156
"HA33_3","HA33","3","2010s",54,156
"HA34_3","HA34","3","2010s",83,156
"HA35_3","HA35","3","2010s",56,156
"HA36_3","HA36","3","2010s",49,156
"HA42_3","HA42","3","2010s",59,156
"HA43_3","HA43","3","2010s",64,156
"HA44_3","HA44","3","2010s",60,156
"HA45_3","HA45","3","2010s",49,156
"HA52_3","HA52","3","2010s",69,156
"HA53_3","HA53","3","2010s",64,156
"HA54_3","HA54","3","2010s",71,156
