"site","survey","atlas","period","species_richness","retained_species_pool_size","pct_lnd"
"CD31","CD31_2","2","1990s",75,154,100
"CD32","CD32_2","2","1990s",73,154,98.5689230164375
"CD33","CD33_2","2","1990s",62,154,57.5618792524392
"CD40","CD40_2","2","1990s",70,154,100
"CD42","CD42_2","2","1990s",74,154,100
"CD43","CD43_2","2","1990s",69,154,71.4123372332504
"CD47","CD47_2","2","1990s",53,154,100
"CD50","CD50_2","2","1990s",80,154,100
"CD51","CD51_2","2","1990s",67,154,100
"CD54","CD54_2","2","1990s",66,154,100
"CD57","CD57_2","2","1990s",63,154,100
"CD60","CD60_2","2","1990s",66,154,100
"CD62","CD62_2","2","1990s",67,154,100
"CD63","CD63_2","2","1990s",73,154,100
"CD64","CD64_2","2","1990s",46,154,100
"CD67","CD67_2","2","1990s",81,154,100
"CD69","CD69_2","2","1990s",54,154,100
"CD70","CD70_2","2","1990s",49,154,100
"CD71","CD71_2","2","1990s",61,154,100
"CD74","CD74_2","2","1990s",69,154,100
"CD75","CD75_2","2","1990s",59,154,100
"CD80","CD80_2","2","1990s",45,154,100
"CD82","CD82_2","2","1990s",64,154,100
"CD83","CD83_2","2","1990s",64,154,100
"CD84","CD84_2","2","1990s",69,154,100
"CD90","CD90_2","2","1990s",69,154,100
"CD92","CD92_2","2","1990s",74,154,100
"CD95","CD95_2","2","1990s",75,154,98.5165148759155
"CD98","CD98_2","2","1990s",72,154,100
"CE11","CE11_2","2","1990s",69,154,100
"CE15","CE15_2","2","1990s",66,154,100
"CE17","CE17_2","2","1990s",64,154,100
"CE19","CE19_2","2","1990s",49,154,100
"CE20","CE20_2","2","1990s",77,154,100
"CE22","CE22_2","2","1990s",72,154,100
"CE27","CE27_2","2","1990s",39,154,100
"CE30","CE30_2","2","1990s",65,154,100
"CE31","CE31_2","2","1990s",71,154,100
"CE34","CE34_2","2","1990s",39,154,100
"CE35","CE35_2","2","1990s",47,154,100
"CE38","CE38_2","2","1990s",67,154,100
"CE42","CE42_2","2","1990s",64,154,100
"CE49","CE49_2","2","1990s",72,154,100
"CE51","CE51_2","2","1990s",76,154,100
"CE52","CE52_2","2","1990s",80,154,100
"CE60","CE60_2","2","1990s",72,154,100
"CE61","CE61_2","2","1990s",68,154,100
"CE62","CE62_2","2","1990s",72,154,100
"CE64","CE64_2","2","1990s",91,154,100
"CE67","CE67_2","2","1990s",57,154,100
"CE69","CE69_2","2","1990s",70,154,100
"CE72","CE72_2","2","1990s",77,154,100
"CE74","CE74_2","2","1990s",76,154,100
"CE75","CE75_2","2","1990s",74,154,100
"CE77","CE77_2","2","1990s",64,154,100
"CE78","CE78_2","2","1990s",84,154,100
"CE80","CE80_2","2","1990s",66,154,100
"CE81","CE81_2","2","1990s",58,154,100
"CE82","CE82_2","2","1990s",94,154,100
"CE84","CE84_2","2","1990s",76,154,100
"CE85","CE85_2","2","1990s",70,154,100
"CE86","CE86_2","2","1990s",60,154,100
"CE88","CE88_2","2","1990s",90,154,100
"CE89","CE89_2","2","1990s",77,154,100
"CE90","CE90_2","2","1990s",59,154,100
"CE91","CE91_2","2","1990s",65,154,100
"CE92","CE92_2","2","1990s",69,154,100
"CE99","CE99_2","2","1990s",82,154,100
"CF10","CF10_2","2","1990s",75,154,100
"CF13","CF13_2","2","1990s",77,154,100
"CF14","CF14_2","2","1990s",61,154,100
"CF15","CF15_2","2","1990s",64,154,100
"CF19","CF19_2","2","1990s",61,154,100
"CF23","CF23_2","2","1990s",62,154,100
"CF29","CF29_2","2","1990s",82,154,100
"CF32","CF32_2","2","1990s",88,154,100
"CF33","CF33_2","2","1990s",81,154,100
"CF34","CF34_2","2","1990s",75,154,100
"CF38","CF38_2","2","1990s",62,154,100
"CF40","CF40_2","2","1990s",75,154,100
"CF41","CF41_2","2","1990s",69,154,100
"CF42","CF42_2","2","1990s",56,154,100
"CF43","CF43_2","2","1990s",64,154,100
"CF44","CF44_2","2","1990s",74,154,100
"CF49","CF49_2","2","1990s",71,154,100
"CF50","CF50_2","2","1990s",90,154,100
"CF51","CF51_2","2","1990s",84,154,100
"CF52","CF52_2","2","1990s",69,154,100
"CF54","CF54_2","2","1990s",86,154,100
"CF55","CF55_2","2","1990s",80,154,100
"CF58","CF58_2","2","1990s",52,154,100
"CF59","CF59_2","2","1990s",60,154,100
"CF60","CF60_2","2","1990s",77,154,92.0834828807869
"CF61","CF61_2","2","1990s",79,154,100
"CF62","CF62_2","2","1990s",73,154,100
"CF64","CF64_2","2","1990s",87,154,99.6167626252403
"CF65","CF65_2","2","1990s",69,154,100
"CF69","CF69_2","2","1990s",73,154,100
"CF70","CF70_2","2","1990s",78,154,60.3246843376533
"CF71","CF71_2","2","1990s",52,154,100
"CF73","CF73_2","2","1990s",68,154,100
"CF75","CF75_2","2","1990s",55,154,100
"CF78","CF78_2","2","1990s",74,154,100
"CF79","CF79_2","2","1990s",56,154,100
"CF82","CF82_2","2","1990s",92,154,100
"CF84","CF84_2","2","1990s",50,154,45.778468813505
"CF86","CF86_2","2","1990s",57,154,100
"CF87","CF87_2","2","1990s",66,154,100
"CF89","CF89_2","2","1990s",65,154,100
"CF90","CF90_2","2","1990s",53,154,69.9975665197082
"CF91","CF91_2","2","1990s",60,154,57.4774977957222
"CF92","CF92_2","2","1990s",58,154,96.1572828099174
"CF95","CF95_2","2","1990s",63,154,100
"CF98","CF98_2","2","1990s",68,154,100
"CG05","CG05_2","2","1990s",77,154,100
"CG07","CG07_2","2","1990s",74,154,100
"CG09","CG09_2","2","1990s",74,154,100
"CG13","CG13_2","2","1990s",55,154,100
"CG29","CG29_2","2","1990s",47,154,100
"CG39","CG39_2","2","1990s",81,154,100
"CG40","CG40_2","2","1990s",85,154,100
"CG42","CG42_2","2","1990s",64,154,100
"CG44","CG44_2","2","1990s",92,154,100
"CG47","CG47_2","2","1990s",74,154,100
"CG48","CG48_2","2","1990s",76,154,100
"CG49","CG49_2","2","1990s",67,154,100
"CG50","CG50_2","2","1990s",74,154,99.1584277425785
"CG51","CG51_2","2","1990s",89,154,98.1631917676952
"CG53","CG53_2","2","1990s",75,154,100
"CG54","CG54_2","2","1990s",94,154,100
"CG56","CG56_2","2","1990s",64,154,100
"CG57","CG57_2","2","1990s",71,154,100
"CG58","CG58_2","2","1990s",80,154,100
"CG59","CG59_2","2","1990s",80,154,100
"CG61","CG61_2","2","1990s",69,154,52.1409196559562
"CG65","CG65_2","2","1990s",54,154,100
"CG66","CG66_2","2","1990s",68,154,100
"CG68","CG68_2","2","1990s",74,154,100
"CG69","CG69_2","2","1990s",70,154,91.1674889131165
"CG73","CG73_2","2","1990s",66,154,78.9572195756507
"CG75","CG75_2","2","1990s",57,154,94.8473016073833
"CG78","CG78_2","2","1990s",72,154,74.9055871154747
"CG79","CG79_2","2","1990s",73,154,95.1023000414998
"CG80","CG80_2","2","1990s",56,154,39.7331943091669
"CG83","CG83_2","2","1990s",61,154,68.6251113675168
"CG84","CG84_2","2","1990s",75,154,97.1407759693279
"CG85","CG85_2","2","1990s",68,154,36.0798460262285
"CG89","CG89_2","2","1990s",73,154,62.2756970943883
"CG90","CG90_2","2","1990s",67,154,84.3733515730968
"CH06","CH06_2","2","1990s",59,154,100
"CH34","CH34_2","2","1990s",74,154,100
"CH35","CH35_2","2","1990s",81,154,100
"CH45","CH45_2","2","1990s",80,154,100
"CH46","CH46_2","2","1990s",67,154,100
"CH48","CH48_2","2","1990s",75,154,100
"CH55","CH55_2","2","1990s",61,154,78.6857584092008
"CH56","CH56_2","2","1990s",82,154,100
"CH57","CH57_2","2","1990s",92,154,100
"CH58","CH58_2","2","1990s",82,154,100
"CH59","CH59_2","2","1990s",81,154,72.5486638212771
"CH66","CH66_2","2","1990s",50,154,86.6698695097351
"CH76","CH76_2","2","1990s",33,154,38.0357494214593
"CH77","CH77_2","2","1990s",77,154,90.3801940405882
"CH86","CH86_2","2","1990s",51,154,79.2983993075616
"CH87","CH87_2","2","1990s",58,154,77.0862822775507
"CH88","CH88_2","2","1990s",60,154,94.6629726327992
"CH95","CH95_2","2","1990s",37,154,35.9861429734359
"CH96","CH96_2","2","1990s",47,154,45.0894004803143
"CH97","CH97_2","2","1990s",79,154,88.9759729646184
"CH99","CH99_2","2","1990s",66,154,68.4978793406965
"DC07","DC07_2","2","1990s",78,154,100
"DC09","DC09_2","2","1990s",58,154,100
"DB14","DB14_2","2","1990s",53,154,100
"DB16","DB16_2","2","1990s",46,154,68.4738489270936
"DB24","DB24_2","2","1990s",63,154,100
"DB34","DB34_2","2","1990s",74,154,100
"DB35","DB35_2","2","1990s",62,154,100
"DB40","DB40_2","2","1990s",72,154,100
"DB45","DB45_2","2","1990s",54,154,100
"DB54","DB54_2","2","1990s",69,154,100
"DB55","DB55_2","2","1990s",78,154,100
"DB62","DB62_2","2","1990s",47,154,100
"DB64","DB64_2","2","1990s",79,154,100
"DB65","DB65_2","2","1990s",60,154,100
"DB68","DB68_2","2","1990s",65,154,44.8797192716513
"DB72","DB72_2","2","1990s",66,154,100
"DB74","DB74_2","2","1990s",55,154,97.711342876688
"DB78","DB78_2","2","1990s",68,154,80.5128080431074
"DB79","DB79_2","2","1990s",62,154,37.3209101112595
"DB82","DB82_2","2","1990s",46,154,27.7590016723747
"DB83","DB83_2","2","1990s",75,154,51.5230378670245
"DB89","DB89_2","2","1990s",61,154,62.4383355345561
"DC00","DC00_2","2","1990s",92,154,100
"DC01","DC01_2","2","1990s",73,154,100
"DC04","DC04_2","2","1990s",72,154,82.2589356993454
"DC10","DC10_2","2","1990s",60,154,100
"DC11","DC11_2","2","1990s",68,154,100
"DC15","DC15_2","2","1990s",75,154,89.0966632096471
"DC18","DC18_2","2","1990s",63,154,100
"DC19","DC19_2","2","1990s",59,154,100
"DC23","DC23_2","2","1990s",67,154,100
"DC25","DC25_2","2","1990s",63,154,81.8775625643873
"DC26","DC26_2","2","1990s",71,154,100
"DC27","DC27_2","2","1990s",63,154,100
"DC32","DC32_2","2","1990s",51,154,100
"DC33","DC33_2","2","1990s",57,154,95.0168834549084
"DC40","DC40_2","2","1990s",94,154,100
"DC41","DC41_2","2","1990s",71,154,100
"DC42","DC42_2","2","1990s",70,154,100
"DC53","DC53_2","2","1990s",68,154,76.0361843233583
"DC57","DC57_2","2","1990s",88,154,100
"DC89","DC89_2","2","1990s",68,154,68.9797278353176
"DD00","DD00_2","2","1990s",57,154,100
"DD01","DD01_2","2","1990s",88,154,100
"DD03","DD03_2","2","1990s",81,154,100
"DD05","DD05_2","2","1990s",73,154,83.8944270075288
"DD08","DD08_2","2","1990s",83,154,100
"DD09","DD09_2","2","1990s",70,154,100
"DD10","DD10_2","2","1990s",64,154,100
"DD11","DD11_2","2","1990s",73,154,100
"DD12","DD12_2","2","1990s",69,154,100
"DD13","DD13_2","2","1990s",54,154,100
"DD16","DD16_2","2","1990s",59,154,92.6023664013214
"DD17","DD17_2","2","1990s",62,154,100
"DD18","DD18_2","2","1990s",96,154,100
"DD19","DD19_2","2","1990s",73,154,100
"DD21","DD21_2","2","1990s",81,154,100
"DD26","DD26_2","2","1990s",68,154,64.4448669779563
"DD28","DD28_2","2","1990s",72,154,100
"DD29","DD29_2","2","1990s",65,154,100
"DD30","DD30_2","2","1990s",68,154,100
"DD37","DD37_2","2","1990s",76,154,91.4966982892208
"DD43","DD43_2","2","1990s",75,154,99.5718289426022
"DD47","DD47_2","2","1990s",88,154,79.4729357814585
"DD51","DD51_2","2","1990s",78,154,92.1588306145469
"DD52","DD52_2","2","1990s",76,154,87.3668468060065
"DD53","DD53_2","2","1990s",72,154,78.4304721993488
"DD57","DD57_2","2","1990s",66,154,73.7605593021301
"DD61","DD61_2","2","1990s",61,154,100
"DD63","DD63_2","2","1990s",65,154,93.5466207994595
"DD64","DD64_2","2","1990s",63,154,45.2918263511844
"DD70","DD70_2","2","1990s",78,154,100
"DD72","DD72_2","2","1990s",60,154,100
"DD80","DD80_2","2","1990s",76,154,100
"DD90","DD90_2","2","1990s",79,154,100
"DD91","DD91_2","2","1990s",72,154,100
"DE01","DE01_2","2","1990s",64,154,100
"DE03","DE03_2","2","1990s",76,154,100
"DE07","DE07_2","2","1990s",75,154,100
"DE11","DE11_2","2","1990s",90,154,100
"DE15","DE15_2","2","1990s",69,154,100
"DE16","DE16_2","2","1990s",85,154,100
"DE18","DE18_2","2","1990s",67,154,100
"DE21","DE21_2","2","1990s",61,154,100
"DE23","DE23_2","2","1990s",68,154,100
"DE24","DE24_2","2","1990s",76,154,100
"DE25","DE25_2","2","1990s",68,154,100
"DE30","DE30_2","2","1990s",63,154,100
"DE31","DE31_2","2","1990s",57,154,100
"DE34","DE34_2","2","1990s",90,154,100
"DE35","DE35_2","2","1990s",65,154,100
"DE36","DE36_2","2","1990s",79,154,100
"DE37","DE37_2","2","1990s",76,154,100
"DE38","DE38_2","2","1990s",71,154,100
"DE40","DE40_2","2","1990s",60,154,100
"DE43","DE43_2","2","1990s",55,154,100
"DE44","DE44_2","2","1990s",64,154,100
"DE50","DE50_2","2","1990s",53,154,75.292574882988
"DE51","DE51_2","2","1990s",82,154,69.3754361019859
"DE52","DE52_2","2","1990s",69,154,78.3188858735943
"DE53","DE53_2","2","1990s",75,154,49.4253962682819
"DE55","DE55_2","2","1990s",48,154,48.4601439776516
"DE68","DE68_2","2","1990s",87,154,100
"DE78","DE78_2","2","1990s",58,154,99.7182269714088
"DE79","DE79_2","2","1990s",79,154,100
"DE84","DE84_2","2","1990s",73,154,35.1543424754179
"DE86","DE86_2","2","1990s",68,154,75.3756436512183
"DE87","DE87_2","2","1990s",83,154,61.242966140989
"DE90","DE90_2","2","1990s",63,154,60.6042271812401
"DE94","DE94_2","2","1990s",61,154,31.5524768138695
"DE96","DE96_2","2","1990s",88,154,82.0333801747398
"DE97","DE97_2","2","1990s",85,154,100
"DE98","DE98_2","2","1990s",74,154,100
"DE99","DE99_2","2","1990s",57,154,100
"DF05","DF05_2","2","1990s",50,154,100
"DF08","DF08_2","2","1990s",84,154,95.8749272893791
"DF10","DF10_2","2","1990s",39,154,43.5799219549289
"DF14","DF14_2","2","1990s",46,154,54.0063024856634
"DF15","DF15_2","2","1990s",54,154,100
"DF16","DF16_2","2","1990s",69,154,100
"DF17","DF17_2","2","1990s",62,154,74.6081199100685
"DF18","DF18_2","2","1990s",77,154,70.9328282569563
"DF19","DF19_2","2","1990s",48,154,100
"DF20","DF20_2","2","1990s",71,154,87.8899248197605
"DF25","DF25_2","2","1990s",64,154,83.5574410901051
"DF28","DF28_2","2","1990s",77,154,43.3915841775848
"DF29","DF29_2","2","1990s",59,154,100
"DF30","DF30_2","2","1990s",63,154,100
"DF31","DF31_2","2","1990s",78,154,64.2877648217631
"DF37","DF37_2","2","1990s",75,154,26.5421913319952
"DF38","DF38_2","2","1990s",93,154,55.4711695882563
"DF41","DF41_2","2","1990s",81,154,97.8610774596184
"DF48","DF48_2","2","1990s",86,154,75.8996905837873
"DF49","DF49_2","2","1990s",53,154,100
"DF51","DF51_2","2","1990s",58,154,100
"DF59","DF59_2","2","1990s",74,154,59.3753642159204
"DF61","DF61_2","2","1990s",58,154,100
"DF71","DF71_2","2","1990s",66,154,100
"DF80","DF80_2","2","1990s",71,154,76.3140123142021
"DF96","DF96_2","2","1990s",58,154,46.1699303789047
"DF97","DF97_2","2","1990s",63,154,84.0002369062102
"DG00","DG00_2","2","1990s",51,154,39.4702399868395
"DG07","DG07_2","2","1990s",61,154,62.7458660521922
"DG08","DG08_2","2","1990s",72,154,67.4606067284632
"DG09","DG09_2","2","1990s",58,154,97.2226006122527
"DG16","DG16_2","2","1990s",53,154,78.1995318806875
"DG17","DG17_2","2","1990s",83,154,99.8446715739899
"DG22","DG22_2","2","1990s",55,154,31.842259892012
"DG23","DG23_2","2","1990s",64,154,30.8461752424905
"DG27","DG27_2","2","1990s",67,154,100
"DG28","DG28_2","2","1990s",71,154,100
"DG34","DG34_2","2","1990s",68,154,100
"DG35","DG35_2","2","1990s",41,154,100
"DG41","DG41_2","2","1990s",68,154,71.2525560393892
"DG42","DG42_2","2","1990s",64,154,41.4674239498275
"DG43","DG43_2","2","1990s",59,154,92.0382550341682
"DG47","DG47_2","2","1990s",74,154,100
"DG48","DG48_2","2","1990s",74,154,100
"DG49","DG49_2","2","1990s",61,154,100
"DG51","DG51_2","2","1990s",77,154,88.1740104933376
"DG56","DG56_2","2","1990s",60,154,100
"DG57","DG57_2","2","1990s",63,154,100
"DG58","DG58_2","2","1990s",77,154,100
"DG61","DG61_2","2","1990s",91,154,97.9923265305891
"DG62","DG62_2","2","1990s",95,154,100
"DG63","DG63_2","2","1990s",71,154,100
"DG64","DG64_2","2","1990s",57,154,100
"DG67","DG67_2","2","1990s",54,154,100
"DG69","DG69_2","2","1990s",75,154,100
"DG71","DG71_2","2","1990s",91,154,100
"DG72","DG72_2","2","1990s",80,154,100
"DG73","DG73_2","2","1990s",74,154,100
"DG74","DG74_2","2","1990s",66,154,100
"DG75","DG75_2","2","1990s",55,154,100
"DG76","DG76_2","2","1990s",50,154,100
"DG78","DG78_2","2","1990s",51,154,100
"DG79","DG79_2","2","1990s",66,154,100
"DG83","DG83_2","2","1990s",66,154,100
"DG85","DG85_2","2","1990s",42,154,100
"DG86","DG86_2","2","1990s",49,154,100
"DG87","DG87_2","2","1990s",61,154,100
"DG88","DG88_2","2","1990s",55,154,97.6514051232204
"DG89","DG89_2","2","1990s",58,154,35.6656827819701
"DG91","DG91_2","2","1990s",64,154,100
"DG92","DG92_2","2","1990s",62,154,100
"DG94","DG94_2","2","1990s",67,154,100
"DG95","DG95_2","2","1990s",58,154,100
"DG96","DG96_2","2","1990s",82,154,100
"DG97","DG97_2","2","1990s",64,154,100
"DH06","DH06_2","2","1990s",62,154,26.2665076818191
"DH07","DH07_2","2","1990s",73,154,84.6169154812907
"DH08","DH08_2","2","1990s",65,154,58.821813812655
"DH16","DH16_2","2","1990s",74,154,50.3746482314935
"DH17","DH17_2","2","1990s",82,154,98.1676952406166
"DH18","DH18_2","2","1990s",72,154,98.2161883631196
"DH19","DH19_2","2","1990s",70,154,59.1086735067987
"DH26","DH26_2","2","1990s",52,154,70.1801069324488
"DH86","DH86_2","2","1990s",61,154,44.5362405776554
"DH98","DH98_2","2","1990s",52,154,29.9231058462953
"DH99","DH99_2","2","1990s",68,154,38.1133942778564
"ED00","ED00_2","2","1990s",69,154,100
"ED01","ED01_2","2","1990s",86,154,100
"EE08","EE08_2","2","1990s",59,154,100
"EE09","EE09_2","2","1990s",64,154,100
"EB03","EB03_2","2","1990s",50,154,83.7991158207561
"EB04","EB04_2","2","1990s",61,154,51.6454991248007
"EB06","EB06_2","2","1990s",51,154,25.6472423803069
"EB07","EB07_2","2","1990s",70,154,94.9494599035673
"EB08","EB08_2","2","1990s",71,154,86.432964026578
"EB10","EB10_2","2","1990s",70,154,53.2136230718933
"ED13","ED13_2","2","1990s",53,154,42.2464186919146
"ED23","ED23_2","2","1990s",88,154,33.1718020687373
"ED30","ED30_2","2","1990s",75,154,73.6109358268201
"EE05","EE05_2","2","1990s",63,154,43.3173729530115
"EE07","EE07_2","2","1990s",85,154,100
"EE15","EE15_2","2","1990s",66,154,54.7152689138832
"EE16","EE16_2","2","1990s",74,154,67.9470438455257
"EE17","EE17_2","2","1990s",92,154,100
"EE19","EE19_2","2","1990s",61,154,100
"EE27","EE27_2","2","1990s",82,154,52.0571219084988
"EE39","EE39_2","2","1990s",72,154,65.5424783622665
"EF00","EF00_2","2","1990s",60,154,61.8218879905937
"EF01","EF01_2","2","1990s",76,154,56.956477979935
"EF02","EF02_2","2","1990s",81,154,30.5801879016525
"EF06","EF06_2","2","1990s",70,154,34.4333101033568
"EF07","EF07_2","2","1990s",46,154,57.3205370934334
"EF08","EF08_2","2","1990s",69,154,74.0642466834328
"EF09","EF09_2","2","1990s",73,154,30.8007596838825
"EF10","EF10_2","2","1990s",66,154,77.5058929486332
"EF11","EF11_2","2","1990s",54,154,32.3020209370346
"EF54","EF54_2","2","1990s",57,154,33.5592165053064
"EF70","EF70_2","2","1990s",65,154,62.3581741739755
"EF71","EF71_2","2","1990s",80,154,88.1282037871981
"EF74","EF74_2","2","1990s",62,154,99.6966385156517
"EF75","EF75_2","2","1990s",79,154,35.5510108750493
"EF81","EF81_2","2","1990s",84,154,100
"EF82","EF82_2","2","1990s",80,154,100
"EF83","EF83_2","2","1990s",49,154,100
"EF85","EF85_2","2","1990s",64,154,85.1169538443992
"EF90","EF90_2","2","1990s",81,154,100
"EF91","EF91_2","2","1990s",92,154,100
"EF92","EF92_2","2","1990s",95,154,100
"EF93","EF93_2","2","1990s",102,154,100
"EF94","EF94_2","2","1990s",94,154,100
"EG00","EG00_2","2","1990s",55,154,81.6471521551656
"EG01","EG01_2","2","1990s",58,154,100
"EG02","EG02_2","2","1990s",60,154,100
"EG04","EG04_2","2","1990s",80,154,100
"EG05","EG05_2","2","1990s",60,154,100
"EG06","EG06_2","2","1990s",60,154,100
"EG07","EG07_2","2","1990s",48,154,100
"EG08","EG08_2","2","1990s",64,154,99.2700886577149
"EG10","EG10_2","2","1990s",63,154,67.7756807348255
"EG11","EG11_2","2","1990s",56,154,100
"EG13","EG13_2","2","1990s",64,154,100
"EG14","EG14_2","2","1990s",68,154,100
"EG15","EG15_2","2","1990s",69,154,100
"EG17","EG17_2","2","1990s",66,154,100
"EG18","EG18_2","2","1990s",58,154,74.9619683081493
"EG19","EG19_2","2","1990s",74,154,34.7213643107285
"EG21","EG21_2","2","1990s",48,154,51.8002480524712
"EG22","EG22_2","2","1990s",61,154,76.7385525574608
"EG23","EG23_2","2","1990s",57,154,98.6752824263287
"EG24","EG24_2","2","1990s",62,154,97.836461386137
"EG25","EG25_2","2","1990s",73,154,74.8468408248863
"EG26","EG26_2","2","1990s",69,154,94.4997573675594
"EG30","EG30_2","2","1990s",61,154,27.1187275887049
"EG40","EG40_2","2","1990s",50,154,53.7826854879131
"EG42","EG42_2","2","1990s",65,154,47.9610699032044
"EG76","EG76_2","2","1990s",65,154,42.8188205238982
"EG84","EG84_2","2","1990s",80,154,38.5567027949315
"EG85","EG85_2","2","1990s",84,154,54.1640396202754
"EG88","EG88_2","2","1990s",79,154,97.9060476614943
"EG94","EG94_2","2","1990s",96,154,92.6634530431786
"EG95","EG95_2","2","1990s",66,154,98.8423378607349
"EG96","EG96_2","2","1990s",73,154,100
"EG99","EG99_2","2","1990s",82,154,100
"EH08","EH08_2","2","1990s",67,154,78.8757345424743
"EH13","EH13_2","2","1990s",84,154,36.4915050052731
"EH17","EH17_2","2","1990s",71,154,31.2683884456741
"EH23","EH23_2","2","1990s",95,154,25.8268068398342
"EH27","EH27_2","2","1990s",57,154,99.9989810020316
"EH37","EH37_2","2","1990s",31,154,41.7522153371239
"EH39","EH39_2","2","1990s",79,154,70.5325267096673
"EH49","EH49_2","2","1990s",44,154,28.6505274363041
"EH54","EH54_2","2","1990s",57,154,35.569869913017
"EH64","EH64_2","2","1990s",62,154,96.762216901783
"EH73","EH73_2","2","1990s",62,154,52.1623099528966
"EH75","EH75_2","2","1990s",88,154,95.0048548990741
"EH88","EH88_2","2","1990s",65,154,52.9201004889054
"EH92","EH92_2","2","1990s",65,154,43.9128777223096
"EH96","EH96_2","2","1990s",72,154,100
"FD02","FD02_2","2","1990s",62,154,66.7862257161482
"FE10","FE10_2","2","1990s",65,154,57.4591655666504
"FE20","FE20_2","2","1990s",74,154,76.947433829683
"FE30","FE30_2","2","1990s",105,154,65.834846331667
"FE40","FE40_2","2","1990s",75,154,48.8642347304904
"FE60","FE60_2","2","1990s",94,154,50.162563105579
"FE61","FE61_2","2","1990s",88,154,89.4323836586423
"FE80","FE80_2","2","1990s",76,154,95.9607381042452
"FE82","FE82_2","2","1990s",80,154,100
"FE83","FE83_2","2","1990s",73,154,67.0721831138885
"FE90","FE90_2","2","1990s",69,154,100
"FE91","FE91_2","2","1990s",82,154,100
"FF08","FF08_2","2","1990s",35,154,25.8581817708969
"FF10","FF10_2","2","1990s",99,154,100
"FF13","FF13_2","2","1990s",56,154,100
"FF14","FF14_2","2","1990s",71,154,100
"FF18","FF18_2","2","1990s",71,154,74.4883480456665
"FF19","FF19_2","2","1990s",55,154,39.5116336673613
"FF22","FF22_2","2","1990s",88,154,100
"FF23","FF23_2","2","1990s",60,154,100
"FF24","FF24_2","2","1990s",60,154,100
"FF25","FF25_2","2","1990s",57,154,100
"FF27","FF27_2","2","1990s",67,154,96.4887451093807
"FF29","FF29_2","2","1990s",56,154,100
"FF30","FF30_2","2","1990s",71,154,100
"FF31","FF31_2","2","1990s",64,154,100
"FF33","FF33_2","2","1990s",54,154,100
"FF36","FF36_2","2","1990s",58,154,90.9256330090149
"FF40","FF40_2","2","1990s",76,154,100
"FF41","FF41_2","2","1990s",59,154,100
"FF42","FF42_2","2","1990s",52,154,100
"FF43","FF43_2","2","1990s",56,154,100
"FF46","FF46_2","2","1990s",52,154,54.980214852666
"FF50","FF50_2","2","1990s",66,154,100
"FF53","FF53_2","2","1990s",57,154,100
"FF54","FF54_2","2","1990s",90,154,80.6008728678943
"FF55","FF55_2","2","1990s",54,154,36.2075703150992
"FF57","FF57_2","2","1990s",65,154,29.9698731801347
"FF62","FF62_2","2","1990s",81,154,100
"FF67","FF67_2","2","1990s",88,154,91.7931977429937
"FF69","FF69_2","2","1990s",84,154,32.4580014429829
"FF70","FF70_2","2","1990s",78,154,100
"FF72","FF72_2","2","1990s",64,154,100
"FF73","FF73_2","2","1990s",69,154,100
"FF74","FF74_2","2","1990s",71,154,82.4002368649199
"FF75","FF75_2","2","1990s",64,154,44.5704939510572
"FF76","FF76_2","2","1990s",79,154,94.3081213603745
"FF78","FF78_2","2","1990s",82,154,90.7472602602393
"FF79","FF79_2","2","1990s",98,154,66.3603100635503
"FF80","FF80_2","2","1990s",87,154,100
"FF81","FF81_2","2","1990s",73,154,100
"FF82","FF82_2","2","1990s",50,154,100
"FF83","FF83_2","2","1990s",66,154,100
"FF84","FF84_2","2","1990s",80,154,71.2109890172687
"FF86","FF86_2","2","1990s",95,154,55.172485710291
"FF87","FF87_2","2","1990s",72,154,66.0911589419255
"FF89","FF89_2","2","1990s",59,154,73.7817303008405
"FF90","FF90_2","2","1990s",78,154,100
"FF91","FF91_2","2","1990s",52,154,100
"FF92","FF92_2","2","1990s",50,154,100
"FF93","FF93_2","2","1990s",56,154,100
"FF95","FF95_2","2","1990s",79,154,97.0391639659104
"FF98","FF98_2","2","1990s",67,154,100
"FF99","FF99_2","2","1990s",65,154,100
"FG04","FG04_2","2","1990s",61,154,89.9795908798529
"FG08","FG08_2","2","1990s",75,154,100
"FG09","FG09_2","2","1990s",51,154,100
"FG14","FG14_2","2","1990s",70,154,83.6988253066244
"FG18","FG18_2","2","1990s",70,154,100
"FG19","FG19_2","2","1990s",72,154,100
"FG27","FG27_2","2","1990s",67,154,100
"FG28","FG28_2","2","1990s",82,154,100
"FG29","FG29_2","2","1990s",79,154,100
"FG37","FG37_2","2","1990s",83,154,100
"FG43","FG43_2","2","1990s",101,154,51.293234717225
"FG45","FG45_2","2","1990s",80,154,100
"FG47","FG47_2","2","1990s",70,154,100
"FG48","FG48_2","2","1990s",59,154,100
"FG53","FG53_2","2","1990s",83,154,91.9159887772465
"FG54","FG54_2","2","1990s",75,154,100
"FG56","FG56_2","2","1990s",76,154,100
"FG59","FG59_2","2","1990s",51,154,100
"FG60","FG60_2","2","1990s",58,154,80.4252482520783
"FG68","FG68_2","2","1990s",67,154,100
"FG70","FG70_2","2","1990s",74,154,100
"FG75","FG75_2","2","1990s",75,154,100
"FG76","FG76_2","2","1990s",79,154,100
"FG79","FG79_2","2","1990s",64,154,100
"FG82","FG82_2","2","1990s",55,154,89.4483681807482
