"site","survey","atlas","period","species_richness","retained_species_pool_size"
"DD70","DD70_2","2","1990s",78,156
"DD72","DD72_2","2","1990s",60,156
"DD80","DD80_2","2","1990s",76,156
"DD90","DD90_2","2","1990s",79,156
"DD91","DD91_2","2","1990s",72,156
"DE01","DE01_2","2","1990s",64,156
"DE03","DE03_2","2","1990s",76,156
"DE07","DE07_2","2","1990s",75,156
"DE11","DE11_2","2","1990s",90,156
"DE15","DE15_2","2","1990s",69,156
"DE16","DE16_2","2","1990s",85,156
"DE18","DE18_2","2","1990s",67,156
"DE21","DE21_2","2","1990s",61,156
"DE23","DE23_2","2","1990s",68,156
"DE24","DE24_2","2","1990s",76,156
"DE25","DE25_2","2","1990s",68,156
"DE30","DE30_2","2","1990s",63,156
"DE31","DE31_2","2","1990s",57,156
"DE34","DE34_2","2","1990s",90,156
"DE35","DE35_2","2","1990s",65,156
"DE36","DE36_2","2","1990s",79,156
"DE37","DE37_2","2","1990s",76,156
"DE38","DE38_2","2","1990s",71,156
"DE40","DE40_2","2","1990s",60,156
"DE43","DE43_2","2","1990s",55,156
"DE44","DE44_2","2","1990s",64,156
"DE50","DE50_2","2","1990s",53,156
"DE51","DE51_2","2","1990s",82,156
"DE52","DE52_2","2","1990s",69,156
"DE53","DE53_2","2","1990s",75,156
"DE55","DE55_2","2","1990s",48,156
"DE68","DE68_2","2","1990s",87,156
"DE78","DE78_2","2","1990s",58,156
"DE79","DE79_2","2","1990s",79,156
"DE84","DE84_2","2","1990s",73,156
"DE86","DE86_2","2","1990s",68,156
"DE87","DE87_2","2","1990s",83,156
"DE90","DE90_2","2","1990s",63,156
"DE94","DE94_2","2","1990s",61,156
"DE96","DE96_2","2","1990s",88,156
"DE97","DE97_2","2","1990s",85,156
"DE98","DE98_2","2","1990s",74,156
"DE99","DE99_2","2","1990s",57,156
"DF05","DF05_2","2","1990s",50,156
"DF08","DF08_2","2","1990s",84,156
"DF10","DF10_2","2","1990s",39,156
"DF14","DF14_2","2","1990s",46,156
"DF15","DF15_2","2","1990s",54,156
"DF16","DF16_2","2","1990s",69,156
"DF17","DF17_2","2","1990s",62,156
"DF18","DF18_2","2","1990s",77,156
"DF19","DF19_2","2","1990s",48,156
"DF20","DF20_2","2","1990s",71,156
"DF25","DF25_2","2","1990s",64,156
"DF28","DF28_2","2","1990s",77,156
"DF29","DF29_2","2","1990s",59,156
"DF30","DF30_2","2","1990s",63,156
"DF31","DF31_2","2","1990s",78,156
"DF37","DF37_2","2","1990s",75,156
"DF38","DF38_2","2","1990s",93,156
"DF41","DF41_2","2","1990s",81,156
"DF48","DF48_2","2","1990s",86,156
"DF49","DF49_2","2","1990s",53,156
"DF51","DF51_2","2","1990s",58,156
"DF59","DF59_2","2","1990s",74,156
"DF61","DF61_2","2","1990s",58,156
"DF71","DF71_2","2","1990s",66,156
"DF80","DF80_2","2","1990s",71,156
"DF96","DF96_2","2","1990s",58,156
"DF97","DF97_2","2","1990s",63,156
"DG00","DG00_2","2","1990s",51,156
"DG07","DG07_2","2","1990s",61,156
"DG08","DG08_2","2","1990s",72,156
"DG09","DG09_2","2","1990s",58,156
"DG16","DG16_2","2","1990s",53,156
"DG17","DG17_2","2","1990s",83,156
"DG22","DG22_2","2","1990s",55,156
"DG23","DG23_2","2","1990s",64,156
"DG27","DG27_2","2","1990s",67,156
"DG28","DG28_2","2","1990s",71,156
"DG34","DG34_2","2","1990s",68,156
"DG35","DG35_2","2","1990s",41,156
"DG41","DG41_2","2","1990s",68,156
"DG42","DG42_2","2","1990s",64,156
"DG43","DG43_2","2","1990s",59,156
"DG47","DG47_2","2","1990s",74,156
"DG48","DG48_2","2","1990s",74,156
"DG49","DG49_2","2","1990s",61,156
"DG51","DG51_2","2","1990s",77,156
"DG56","DG56_2","2","1990s",60,156
"DG57","DG57_2","2","1990s",63,156
"DG58","DG58_2","2","1990s",77,156
"DG61","DG61_2","2","1990s",91,156
"DG62","DG62_2","2","1990s",95,156
"DG63","DG63_2","2","1990s",71,156
"DG64","DG64_2","2","1990s",57,156
"DG67","DG67_2","2","1990s",54,156
"DG69","DG69_2","2","1990s",75,156
"DG71","DG71_2","2","1990s",91,156
"DG72","DG72_2","2","1990s",80,156
"DG73","DG73_2","2","1990s",74,156
"DG74","DG74_2","2","1990s",66,156
"DG75","DG75_2","2","1990s",55,156
"DG76","DG76_2","2","1990s",50,156
"DG78","DG78_2","2","1990s",51,156
"DG79","DG79_2","2","1990s",66,156
"DG83","DG83_2","2","1990s",66,156
"DG85","DG85_2","2","1990s",42,156
"DG86","DG86_2","2","1990s",49,156
"DG87","DG87_2","2","1990s",61,156
"DG88","DG88_2","2","1990s",55,156
"DG89","DG89_2","2","1990s",58,156
"DG91","DG91_2","2","1990s",64,156
"DG92","DG92_2","2","1990s",62,156
"DG94","DG94_2","2","1990s",67,156
"DG95","DG95_2","2","1990s",58,156
"DG96","DG96_2","2","1990s",82,156
"DG97","DG97_2","2","1990s",64,156
"DH06","DH06_2","2","1990s",62,156
"DH07","DH07_2","2","1990s",73,156
"DH08","DH08_2","2","1990s",65,156
"DH16","DH16_2","2","1990s",74,156
"DH17","DH17_2","2","1990s",82,156
"DH18","DH18_2","2","1990s",72,156
"DH19","DH19_2","2","1990s",70,156
"DH26","DH26_2","2","1990s",52,156
"DH86","DH86_2","2","1990s",61,156
"DH98","DH98_2","2","1990s",52,156
"DH99","DH99_2","2","1990s",68,156
"ED00","ED00_2","2","1990s",69,156
"ED01","ED01_2","2","1990s",86,156
"EE08","EE08_2","2","1990s",59,156
"EE09","EE09_2","2","1990s",64,156
"EB03","EB03_2","2","1990s",50,156
"EB04","EB04_2","2","1990s",61,156
"EB06","EB06_2","2","1990s",51,156
"EB07","EB07_2","2","1990s",70,156
"EB08","EB08_2","2","1990s",71,156
"EB10","EB10_2","2","1990s",70,156
"ED13","ED13_2","2","1990s",53,156
"ED23","ED23_2","2","1990s",88,156
"ED30","ED30_2","2","1990s",75,156
"EE05","EE05_2","2","1990s",63,156
"EE07","EE07_2","2","1990s",85,156
"EE15","EE15_2","2","1990s",66,156
"EE16","EE16_2","2","1990s",74,156
"EE17","EE17_2","2","1990s",92,156
"EE19","EE19_2","2","1990s",61,156
"EE27","EE27_2","2","1990s",82,156
"EE39","EE39_2","2","1990s",72,156
"EF00","EF00_2","2","1990s",60,156
"EF01","EF01_2","2","1990s",76,156
"EF02","EF02_2","2","1990s",81,156
"EF06","EF06_2","2","1990s",70,156
"EF07","EF07_2","2","1990s",46,156
"EF08","EF08_2","2","1990s",69,156
"EF09","EF09_2","2","1990s",73,156
"EF10","EF10_2","2","1990s",66,156
"EF11","EF11_2","2","1990s",54,156
"EF54","EF54_2","2","1990s",57,156
"EF70","EF70_2","2","1990s",65,156
"EF71","EF71_2","2","1990s",80,156
"EF74","EF74_2","2","1990s",62,156
"EF75","EF75_2","2","1990s",79,156
"EF81","EF81_2","2","1990s",84,156
"EF82","EF82_2","2","1990s",80,156
"EF83","EF83_2","2","1990s",49,156
"EF85","EF85_2","2","1990s",64,156
"EF90","EF90_2","2","1990s",81,156
"EF91","EF91_2","2","1990s",92,156
"EF92","EF92_2","2","1990s",95,156
"EF93","EF93_2","2","1990s",102,156
"EF94","EF94_2","2","1990s",94,156
"EG00","EG00_2","2","1990s",55,156
"EG01","EG01_2","2","1990s",58,156
"EG02","EG02_2","2","1990s",60,156
"EG04","EG04_2","2","1990s",80,156
"EG05","EG05_2","2","1990s",60,156
"EG06","EG06_2","2","1990s",60,156
"EG07","EG07_2","2","1990s",48,156
"EG08","EG08_2","2","1990s",64,156
"EG10","EG10_2","2","1990s",63,156
"EG11","EG11_2","2","1990s",56,156
"EG13","EG13_2","2","1990s",64,156
"EG14","EG14_2","2","1990s",68,156
"EG15","EG15_2","2","1990s",69,156
"EG17","EG17_2","2","1990s",66,156
"EG18","EG18_2","2","1990s",58,156
"EG19","EG19_2","2","1990s",74,156
"EG21","EG21_2","2","1990s",48,156
"EG22","EG22_2","2","1990s",61,156
"EG23","EG23_2","2","1990s",57,156
"EG24","EG24_2","2","1990s",62,156
"EG25","EG25_2","2","1990s",73,156
"EG26","EG26_2","2","1990s",69,156
"EG30","EG30_2","2","1990s",61,156
"EG40","EG40_2","2","1990s",50,156
"EG42","EG42_2","2","1990s",65,156
"EG76","EG76_2","2","1990s",65,156
"EG84","EG84_2","2","1990s",80,156
"EG85","EG85_2","2","1990s",84,156
"EG88","EG88_2","2","1990s",79,156
"EG94","EG94_2","2","1990s",96,156
"EG95","EG95_2","2","1990s",66,156
"EG96","EG96_2","2","1990s",73,156
"EG99","EG99_2","2","1990s",82,156
"EH08","EH08_2","2","1990s",67,156
"EH13","EH13_2","2","1990s",84,156
"EH17","EH17_2","2","1990s",71,156
"EH23","EH23_2","2","1990s",95,156
"EH27","EH27_2","2","1990s",57,156
"EH37","EH37_2","2","1990s",31,156
"EH39","EH39_2","2","1990s",79,156
"EH49","EH49_2","2","1990s",44,156
"EH54","EH54_2","2","1990s",57,156
"EH64","EH64_2","2","1990s",62,156
"EH73","EH73_2","2","1990s",62,156
"EH75","EH75_2","2","1990s",88,156
"EH88","EH88_2","2","1990s",65,156
"EH92","EH92_2","2","1990s",65,156
"EH96","EH96_2","2","1990s",72,156
"FE10","FE10_2","2","1990s",65,156
"FE20","FE20_2","2","1990s",74,156
"FE30","FE30_2","2","1990s",105,156
"FE40","FE40_2","2","1990s",75,156
"FE60","FE60_2","2","1990s",94,156
"FE61","FE61_2","2","1990s",88,156
"FE80","FE80_2","2","1990s",76,156
"FE82","FE82_2","2","1990s",80,156
"FE83","FE83_2","2","1990s",73,156
"FE90","FE90_2","2","1990s",69,156
"FE91","FE91_2","2","1990s",82,156
"FF08","FF08_2","2","1990s",35,156
"FF10","FF10_2","2","1990s",99,156
"FF13","FF13_2","2","1990s",56,156
"FF14","FF14_2","2","1990s",71,156
"FF18","FF18_2","2","1990s",71,156
"FF19","FF19_2","2","1990s",55,156
"FF22","FF22_2","2","1990s",88,156
"FF23","FF23_2","2","1990s",60,156
"FF24","FF24_2","2","1990s",60,156
"FF25","FF25_2","2","1990s",57,156
"FF27","FF27_2","2","1990s",67,156
"FF29","FF29_2","2","1990s",56,156
"FF30","FF30_2","2","1990s",71,156
"FF31","FF31_2","2","1990s",64,156
"FF33","FF33_2","2","1990s",54,156
"FF36","FF36_2","2","1990s",58,156
"FF40","FF40_2","2","1990s",76,156
"FF41","FF41_2","2","1990s",59,156
"FF42","FF42_2","2","1990s",52,156
"FF43","FF43_2","2","1990s",56,156
"FF46","FF46_2","2","1990s",52,156
"FF50","FF50_2","2","1990s",66,156
"FF53","FF53_2","2","1990s",57,156
"FF54","FF54_2","2","1990s",90,156
"FF55","FF55_2","2","1990s",54,156
"FF57","FF57_2","2","1990s",65,156
"FF62","FF62_2","2","1990s",81,156
"FF67","FF67_2","2","1990s",88,156
"FF69","FF69_2","2","1990s",84,156
"FF70","FF70_2","2","1990s",78,156
"FF72","FF72_2","2","1990s",65,156
"FF73","FF73_2","2","1990s",69,156
"FF74","FF74_2","2","1990s",71,156
"FF75","FF75_2","2","1990s",64,156
"FF76","FF76_2","2","1990s",79,156
"FF78","FF78_2","2","1990s",82,156
"FF79","FF79_2","2","1990s",98,156
"FF80","FF80_2","2","1990s",88,156
"FF81","FF81_2","2","1990s",73,156
"FF82","FF82_2","2","1990s",51,156
"FF83","FF83_2","2","1990s",66,156
"FF84","FF84_2","2","1990s",80,156
"FF86","FF86_2","2","1990s",95,156
"FF87","FF87_2","2","1990s",72,156
"FF89","FF89_2","2","1990s",59,156
"FF90","FF90_2","2","1990s",78,156
"FF91","FF91_2","2","1990s",52,156
"FF92","FF92_2","2","1990s",50,156
"FF93","FF93_2","2","1990s",56,156
"FF95","FF95_2","2","1990s",79,156
"FF98","FF98_2","2","1990s",67,156
"FF99","FF99_2","2","1990s",65,156
"FG04","FG04_2","2","1990s",61,156
"FG08","FG08_2","2","1990s",75,156
"FG09","FG09_2","2","1990s",51,156
"FG14","FG14_2","2","1990s",70,156
"FG18","FG18_2","2","1990s",70,156
"FG19","FG19_2","2","1990s",72,156
"FG27","FG27_2","2","1990s",67,156
"FG28","FG28_2","2","1990s",82,156
"FG29","FG29_2","2","1990s",79,156
"FG37","FG37_2","2","1990s",83,156
"FG43","FG43_2","2","1990s",101,156
"FG45","FG45_2","2","1990s",80,156
"FG47","FG47_2","2","1990s",70,156
"FG48","FG48_2","2","1990s",59,156
"FG53","FG53_2","2","1990s",83,156
"FG54","FG54_2","2","1990s",75,156
"FG56","FG56_2","2","1990s",76,156
"FG59","FG59_2","2","1990s",51,156
"FG60","FG60_2","2","1990s",58,156
"FG68","FG68_2","2","1990s",67,156
"FG70","FG70_2","2","1990s",74,156
"FG75","FG75_2","2","1990s",75,156
"FG76","FG76_2","2","1990s",79,156
"FG79","FG79_2","2","1990s",64,156
"FG82","FG82_2","2","1990s",55,156
"FG85","FG85_2","2","1990s",71,156
"FG86","FG86_2","2","1990s",87,156
"FG92","FG92_2","2","1990s",88,156
"FG93","FG93_2","2","1990s",78,156
"FG99","FG99_2","2","1990s",63,156
"FH01","FH01_2","2","1990s",67,156
"FH07","FH07_2","2","1990s",66,156
"FH08","FH08_2","2","1990s",57,156
"FH11","FH11_2","2","1990s",75,156
"FH12","FH12_2","2","1990s",56,156
"FH14","FH14_2","2","1990s",57,156
"FH15","FH15_2","2","1990s",58,156
"FH18","FH18_2","2","1990s",36,156
"FH21","FH21_2","2","1990s",76,156
"FH22","FH22_2","2","1990s",52,156
"FH23","FH23_2","2","1990s",92,156
"FH24","FH24_2","2","1990s",85,156
"FH25","FH25_2","2","1990s",64,156
"FH29","FH29_2","2","1990s",59,156
"FH32","FH32_2","2","1990s",76,156
"FH33","FH33_2","2","1990s",90,156
"FH34","FH34_2","2","1990s",63,156
"FH35","FH35_2","2","1990s",53,156
"FH36","FH36_2","2","1990s",61,156
"FH42","FH42_2","2","1990s",74,156
"FH43","FH43_2","2","1990s",72,156
"FH44","FH44_2","2","1990s",72,156
"FH45","FH45_2","2","1990s",49,156
"FH46","FH46_2","2","1990s",59,156
"FH52","FH52_2","2","1990s",71,156
"FH54","FH54_2","2","1990s",75,156
"FH55","FH55_2","2","1990s",63,156
"FH56","FH56_2","2","1990s",55,156
"FH58","FH58_2","2","1990s",75,156
"FH62","FH62_2","2","1990s",73,156
"FH65","FH65_2","2","1990s",68,156
"FH71","FH71_2","2","1990s",67,156
"FH72","FH72_2","2","1990s",52,156
"FH74","FH74_2","2","1990s",75,156
"FH75","FH75_2","2","1990s",67,156
"FH76","FH76_2","2","1990s",64,156
"FH79","FH79_2","2","1990s",60,156
"FH80","FH80_2","2","1990s",61,156
"FH81","FH81_2","2","1990s",66,156
"FH83","FH83_2","2","1990s",68,156
"FH84","FH84_2","2","1990s",59,156
"FH85","FH85_2","2","1990s",78,156
"FH86","FH86_2","2","1990s",75,156
"FH87","FH87_2","2","1990s",65,156
"FG91","FG91_2","2","1990s",75,156
"FH95","FH95_2","2","1990s",69,156
"FH96","FH96_2","2","1990s",52,156
"FH98","FH98_2","2","1990s",57,156
"GE00","GE00_2","2","1990s",74,156
"GE01","GE01_2","2","1990s",105,156
"GE02","GE02_2","2","1990s",84,156
"GE03","GE03_2","2","1990s",76,156
"GE04","GE04_2","2","1990s",73,156
"GE10","GE10_2","2","1990s",85,156
"GE11","GE11_2","2","1990s",86,156
"GE12","GE12_2","2","1990s",77,156
"GE13","GE13_2","2","1990s",83,156
"GE14","GE14_2","2","1990s",62,156
"GE20","GE20_2","2","1990s",75,156
"GE21","GE21_2","2","1990s",74,156
"GE24","GE24_2","2","1990s",65,156
"GE30","GE30_2","2","1990s",85,156
"GE32","GE32_2","2","1990s",93,156
"GE34","GE34_2","2","1990s",58,156
"GE43","GE43_2","2","1990s",83,156
"GF00","GF00_2","2","1990s",82,156
"GF01","GF01_2","2","1990s",67,156
"GF02","GF02_2","2","1990s",70,156
"GF03","GF03_2","2","1990s",63,156
"GF04","GF04_2","2","1990s",61,156
"GF06","GF06_2","2","1990s",77,156
"GF07","GF07_2","2","1990s",68,156
"GF08","GF08_2","2","1990s",78,156
"GF09","GF09_2","2","1990s",75,156
"GF12","GF12_2","2","1990s",54,156
"GF13","GF13_2","2","1990s",55,156
"GF15","GF15_2","2","1990s",75,156
"GF16","GF16_2","2","1990s",67,156
"GF17","GF17_2","2","1990s",83,156
"GF18","GF18_2","2","1990s",89,156
"GF19","GF19_2","2","1990s",76,156
"GF23","GF23_2","2","1990s",79,156
"GF25","GF25_2","2","1990s",75,156
"GF26","GF26_2","2","1990s",79,156
"GF27","GF27_2","2","1990s",78,156
"GF28","GF28_2","2","1990s",76,156
"GF29","GF29_2","2","1990s",83,156
"GF33","GF33_2","2","1990s",63,156
"GF34","GF34_2","2","1990s",61,156
"GF36","GF36_2","2","1990s",72,156
"GF37","GF37_2","2","1990s",73,156
"GF38","GF38_2","2","1990s",71,156
"GF43","GF43_2","2","1990s",72,156
"GF44","GF44_2","2","1990s",60,156
"GF45","GF45_2","2","1990s",48,156
"GF46","GF46_2","2","1990s",81,156
"GF47","GF47_2","2","1990s",70,156
"GF48","GF48_2","2","1990s",71,156
"GF49","GF49_2","2","1990s",59,156
"GF52","GF52_2","2","1990s",83,156
"GF53","GF53_2","2","1990s",72,156
"GF54","GF54_2","2","1990s",68,156
"GF55","GF55_2","2","1990s",54,156
"GF63","GF63_2","2","1990s",53,156
"GF74","GF74_2","2","1990s",62,156
"GG05","GG05_2","2","1990s",64,156
"GG06","GG06_2","2","1990s",64,156
"GG08","GG08_2","2","1990s",83,156
"GG09","GG09_2","2","1990s",80,156
"GG10","GG10_2","2","1990s",79,156
"GG15","GG15_2","2","1990s",72,156
"GG20","GG20_2","2","1990s",63,156
"GG25","GG25_2","2","1990s",80,156
"GG27","GG27_2","2","1990s",69,156
"GG28","GG28_2","2","1990s",87,156
"GG30","GG30_2","2","1990s",66,156
"GG36","GG36_2","2","1990s",51,156
"GG37","GG37_2","2","1990s",67,156
"GG40","GG40_2","2","1990s",60,156
"GH06","GH06_2","2","1990s",62,156
"GH07","GH07_2","2","1990s",68,156
"GH08","GH08_2","2","1990s",66,156
"GH09","GH09_2","2","1990s",55,156
"GH17","GH17_2","2","1990s",55,156
"GH18","GH18_2","2","1990s",56,156
"GH19","GH19_2","2","1990s",61,156
"GH39","GH39_2","2","1990s",60,156
"GH49","GH49_2","2","1990s",91,156
"GH59","GH59_2","2","1990s",80,156
"HA03","HA03_2","2","1990s",60,156
"HA04","HA04_2","2","1990s",64,156
"HA05","HA05_2","2","1990s",69,156
"HA06","HA06_2","2","1990s",63,156
"HA07","HA07_2","2","1990s",56,156
"HA13","HA13_2","2","1990s",73,156
"HA17","HA17_2","2","1990s",64,156
"HA22","HA22_2","2","1990s",47,156
"HA23","HA23_2","2","1990s",62,156
"HA24","HA24_2","2","1990s",65,156
"HA25","HA25_2","2","1990s",72,156
"HA26","HA26_2","2","1990s",70,156
"HA32","HA32_2","2","1990s",62,156
"HA33","HA33_2","2","1990s",43,156
"HA34","HA34_2","2","1990s",75,156
"HA35","HA35_2","2","1990s",62,156
"HA36","HA36_2","2","1990s",67,156
"HA43","HA43_2","2","1990s",58,156
"HA44","HA44_2","2","1990s",87,156
"HA45","HA45_2","2","1990s",61,156
"HA52","HA52_2","2","1990s",78,156
"HA53","HA53_2","2","1990s",66,156
"HA54","HA54_2","2","1990s",87,156
"AD93","AD93_3","3","2010s",42,156
"AD95","AD95_3","3","2010s",63,156
"AE98","AE98_3","3","2010s",77,156
"AF91","AF91_3","3","2010s",53,156
"AF92","AF92_3","3","2010s",51,156
"AF93","AF93_3","3","2010s",58,156
"AF94","AF94_3","3","2010s",57,156
"AF98","AF98_3","3","2010s",61,156
"AF99","AF99_3","3","2010s",65,156
"BC20","BC20_3","3","2010s",74,156
"BC32","BC32_3","3","2010s",59,156
"BC33","BC33_3","3","2010s",54,156
"BC44","BC44_3","3","2010s",62,156
"BC54","BC54_3","3","2010s",64,156
"BC60","BC60_3","3","2010s",42,156
"BC65","BC65_3","3","2010s",56,156
"BC72","BC72_3","3","2010s",58,156
"BC75","BC75_3","3","2010s",72,156
"BC82","BC82_3","3","2010s",68,156
"BC83","BC83_3","3","2010s",57,156
"BC84","BC84_3","3","2010s",75,156
"BC85","BC85_3","3","2010s",73,156
"BC94","BC94_3","3","2010s",89,156
"BC95","BC95_3","3","2010s",59,156
"BC96","BC96_3","3","2010s",63,156
"BD07","BD07_3","3","2010s",43,156
"BD08","BD08_3","3","2010s",58,156
"BD11","BD11_3","3","2010s",62,156
"BD12","BD12_3","3","2010s",64,156
"BD13","BD13_3","3","2010s",74,156
"BD19","BD19_3","3","2010s",61,156
"BD21","BD21_3","3","2010s",55,156
"BD35","BD35_3","3","2010s",58,156
"BD36","BD36_3","3","2010s",66,156
"BD39","BD39_3","3","2010s",50,156
"BD43","BD43_3","3","2010s",46,156
"BD45","BD45_3","3","2010s",60,156
"BD46","BD46_3","3","2010s",48,156
"BD49","BD49_3","3","2010s",52,156
"BD50","BD50_3","3","2010s",54,156
"BD51","BD51_3","3","2010s",61,156
"BD56","BD56_3","3","2010s",41,156
"BD57","BD57_3","3","2010s",48,156
"BD61","BD61_3","3","2010s",71,156
"BD66","BD66_3","3","2010s",40,156
"BD68","BD68_3","3","2010s",41,156
"BD70","BD70_3","3","2010s",63,156
"BD73","BD73_3","3","2010s",76,156
"BD76","BD76_3","3","2010s",62,156
"BD77","BD77_3","3","2010s",49,156
"BD80","BD80_3","3","2010s",61,156
"BD81","BD81_3","3","2010s",87,156
"BD82","BD82_3","3","2010s",78,156
"BD88","BD88_3","3","2010s",55,156
"BD91","BD91_3","3","2010s",62,156
"BE03","BE03_3","3","2010s",69,156
"BE07","BE07_3","3","2010s",71,156
"BE08","BE08_3","3","2010s",66,156
"BE09","BE09_3","3","2010s",47,156
"BE11","BE11_3","3","2010s",51,156
"BE12","BE12_3","3","2010s",56,156
"BE13","BE13_3","3","2010s",70,156
"BE14","BE14_3","3","2010s",62,156
"BE15","BE15_3","3","2010s",55,156
"BE16","BE16_3","3","2010s",49,156
"BE17","BE17_3","3","2010s",61,156
"BE20","BE20_3","3","2010s",61,156
"BE22","BE22_3","3","2010s",60,156
"BE27","BE27_3","3","2010s",60,156
"BE30","BE30_3","3","2010s",66,156
"BE32","BE32_3","3","2010s",48,156
"BE34","BE34_3","3","2010s",60,156
"BE36","BE36_3","3","2010s",63,156
"BE45","BE45_3","3","2010s",57,156
"BE55","BE55_3","3","2010s",53,156
"BE59","BE59_3","3","2010s",61,156
"BE62","BE62_3","3","2010s",42,156
"BE63","BE63_3","3","2010s",45,156
"BE78","BE78_3","3","2010s",62,156
"BE80","BE80_3","3","2010s",73,156
"BE82","BE82_3","3","2010s",46,156
"BE84","BE84_3","3","2010s",60,156
"BE86","BE86_3","3","2010s",72,156
"BE89","BE89_3","3","2010s",74,156
"BE92","BE92_3","3","2010s",50,156
"BE94","BE94_3","3","2010s",60,156
"BE95","BE95_3","3","2010s",66,156
"BE96","BE96_3","3","2010s",62,156
"BE99","BE99_3","3","2010s",60,156
"BF02","BF02_3","3","2010s",80,156
"BF03","BF03_3","3","2010s",68,156
"BF04","BF04_3","3","2010s",90,156
"BF05","BF05_3","3","2010s",60,156
"BF06","BF06_3","3","2010s",64,156
"BF07","BF07_3","3","2010s",76,156
"BF08","BF08_3","3","2010s",53,156
"BF11","BF11_3","3","2010s",68,156
"BF16","BF16_3","3","2010s",63,156
"BF18","BF18_3","3","2010s",54,156
"BF21","BF21_3","3","2010s",58,156
"BF31","BF31_3","3","2010s",58,156
"BF32","BF32_3","3","2010s",85,156
"BF33","BF33_3","3","2010s",77,156
"BF38","BF38_3","3","2010s",69,156
"BF49","BF49_3","3","2010s",87,156
"BF50","BF50_3","3","2010s",47,156
"BF58","BF58_3","3","2010s",48,156
"BF59","BF59_3","3","2010s",64,156
"BF60","BF60_3","3","2010s",59,156
"BF61","BF61_3","3","2010s",59,156
"BF72","BF72_3","3","2010s",52,156
"BF80","BF80_3","3","2010s",50,156
"BF81","BF81_3","3","2010s",51,156
"BF83","BF83_3","3","2010s",56,156
"BF97","BF97_3","3","2010s",52,156
"BG27","BG27_3","3","2010s",58,156
"BG28","BG28_3","3","2010s",60,156
"BG29","BG29_3","3","2010s",86,156
"BG30","BG30_3","3","2010s",36,156
"BG31","BG31_3","3","2010s",73,156
"BG32","BG32_3","3","2010s",68,156
"BG33","BG33_3","3","2010s",16,156
"BG41","BG41_3","3","2010s",52,156
"BG42","BG42_3","3","2010s",57,156
"BG43","BG43_3","3","2010s",43,156
"BG49","BG49_3","3","2010s",71,156
"BG55","BG55_3","3","2010s",65,156
"BG64","BG64_3","3","2010s",48,156
"BG65","BG65_3","3","2010s",70,156
"BG66","BG66_3","3","2010s",56,156
"BG70","BG70_3","3","2010s",52,156
"BG72","BG72_3","3","2010s",61,156
"BG73","BG73_3","3","2010s",76,156
"BG75","BG75_3","3","2010s",51,156
"BG76","BG76_3","3","2010s",77,156
"BG79","BG79_3","3","2010s",56,156
"BG86","BG86_3","3","2010s",50,156
"BG90","BG90_3","3","2010s",58,156
"BG92","BG92_3","3","2010s",77,156
"BG93","BG93_3","3","2010s",79,156
"BH57","BH57_3","3","2010s",47,156
"BH76","BH76_3","3","2010s",45,156
"BH77","BH77_3","3","2010s",70,156
"BH78","BH78_3","3","2010s",52,156
"BH79","BH79_3","3","2010s",65,156
"BH86","BH86_3","3","2010s",70,156
"BH87","BH87_3","3","2010s",77,156
"BH89","BH89_3","3","2010s",72,156
"BH99","BH99_3","3","2010s",72,156
"CC04","CC04_3","3","2010s",94,156
"CC05","CC05_3","3","2010s",76,156
"CC06","CC06_3","3","2010s",71,156
"CD03","CD03_3","3","2010s",87,156
"CD04","CD04_3","3","2010s",66,156
"CD09","CD09_3","3","2010s",58,156
"CE02","CE02_3","3","2010s",82,156
"CF07","CF07_3","3","2010s",55,156
"CC14","CC14_3","3","2010s",64,156
"CC16","CC16_3","3","2010s",55,156
"CC23","CC23_3","3","2010s",38,156
"CC24","CC24_3","3","2010s",60,156
"CC25","CC25_3","3","2010s",48,156
"CC35","CC35_3","3","2010s",58,156
"CC36","CC36_3","3","2010s",65,156
"CC41","CC41_3","3","2010s",62,156
"CC46","CC46_3","3","2010s",76,156
"CC53","CC53_3","3","2010s",56,156
"CC54","CC54_3","3","2010s",62,156
"CC61","CC61_3","3","2010s",86,156
"CC64","CC64_3","3","2010s",53,156
"CC65","CC65_3","3","2010s",54,156
"CC68","CC68_3","3","2010s",44,156
"CC75","CC75_3","3","2010s",84,156
"CC77","CC77_3","3","2010s",61,156
"CC80","CC80_3","3","2010s",87,156
"CC85","CC85_3","3","2010s",64,156
"CC86","CC86_3","3","2010s",61,156
"CC92","CC92_3","3","2010s",65,156
"CC93","CC93_3","3","2010s",62,156
"CC94","CC94_3","3","2010s",61,156
"CC95","CC95_3","3","2010s",61,156
"CC97","CC97_3","3","2010s",69,156
"CC98","CC98_3","3","2010s",69,156
"CD11","CD11_3","3","2010s",62,156
"CD17","CD17_3","3","2010s",68,156
"CD18","CD18_3","3","2010s",50,156
"CD21","CD21_3","3","2010s",68,156
"CD31","CD31_3","3","2010s",62,156
"CD32","CD32_3","3","2010s",70,156
"CD33","CD33_3","3","2010s",72,156
"CD40","CD40_3","3","2010s",69,156
"CD42","CD42_3","3","2010s",54,156
"CD43","CD43_3","3","2010s",90,156
"CD47","CD47_3","3","2010s",65,156
"CD50","CD50_3","3","2010s",77,156
"CD51","CD51_3","3","2010s",67,156
"CD54","CD54_3","3","2010s",76,156
"CD57","CD57_3","3","2010s",61,156
"CD60","CD60_3","3","2010s",83,156
