base_site,site_from,site_to,X,Y,predictor,predictor_label,coefficient,local_t,abs_local_t,direction,local_r2,trait_family,trait_value,n_species,model_set,supported,dominant_driver,dominant_direction
BD68,BD68,BD68,482500.01980244165,6292499.718820099,perc_cropland,Cropland,-0.0021471889098969277,-5.305198949966446,5.305198949966446,Negative,0.2738754956044397,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD69,BD69,BD69,482500.0410989809,6297499.710512316,perc_cropland,Cropland,-0.0022711216385671493,-5.466245474238387,5.466245474238387,Negative,0.2746729707889619,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD70,BD70,BD70,487500.0817826781,6252499.672654292,perc_cropland,Cropland,-0.0012436911709245268,-3.8814390130546745,3.8814390130546745,Negative,0.27877968123611663,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD71,BD71,BD71,487500.07274000347,6257499.676720983,perc_cropland,Cropland,-0.0013461864608028135,-4.10719857399719,4.10719857399719,Negative,0.27570305525412153,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD72,BD72,BD72,487500.10657854204,6262499.717117674,perc_cropland,Cropland,-0.001459237484374976,-4.34274881233247,4.34274881233247,Negative,0.2730292323948475,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD73,BD73,BD73,487500.0600253826,6267499.6828794535,perc_cropland,Cropland,-0.0015793353996525748,-4.577891020455334,4.577891020455334,Negative,0.27076894963781223,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD74,BD74,BD74,487500.05668077216,6272499.684921809,perc_cropland,Cropland,-0.001702914835416058,-4.799613249168809,4.799613249168809,Negative,0.2689770064906455,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD75,BD75,BD75,487500.09656343656,6277499.723220508,perc_cropland,Cropland,-0.0018281458481483382,-5.007405151442748,5.007405151442748,Negative,0.2675631005347551,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD76,BD76,BD76,487500.05683605693,6282499.686808519,perc_cropland,Cropland,-0.001953458925551297,-5.205887652042484,5.205887652042484,Negative,0.26646374205599505,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD77,BD77,BD77,487500.0606638972,6287499.686602905,perc_cropland,Cropland,-0.002075506573479162,-5.385979599810724,5.385979599810724,Negative,0.2657879451239522,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD78,BD78,BD78,487500.04695056047,6292499.722763024,perc_cropland,Cropland,-0.0021915664381509884,-5.541773782229794,5.541773782229794,Negative,0.2655746291894219,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD79,BD79,BD79,487500.0155984107,6297499.6839520885,perc_cropland,Cropland,-0.0023122873783520733,-5.6912424722827755,5.6912424722827755,Negative,0.2657925035296407,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD80,BD80,BD80,492500.052342845,6252499.689303762,perc_cropland,Cropland,-0.0012586051873939145,-4.024327930011153,4.024327930011153,Negative,0.2705537362515705,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD81,BD81,BD81,492500.0663517555,6257499.67318747,perc_cropland,Cropland,-0.0013653648473919925,-4.270289840239717,4.270289840239717,Negative,0.2676314005615136,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD82,BD82,BD82,492500.0446139241,6262499.693544938,perc_cropland,Cropland,-0.0014810724634270016,-4.519501861763119,4.519501861763119,Negative,0.2650457291047578,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD83,BD83,BD83,492500.04863837245,6267499.638934148,perc_cropland,Cropland,-0.0016026745401271267,-4.76272449286431,4.76272449286431,Negative,0.26283579990753353,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD84,BD84,BD84,492500.0788364224,6272499.731946048,perc_cropland,Cropland,-0.0017275739941406605,-4.988446259325584,4.988446259325584,Negative,0.26104394171029754,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD85,BD85,BD85,492500.0734845984,6277499.750050906,perc_cropland,Cropland,-0.0018543387243003576,-5.1957904462435085,5.1957904462435085,Negative,0.2595874471827527,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD86,BD86,BD86,492500.0328117953,6282499.693222406,perc_cropland,Cropland,-0.0019813201525582026,-5.390977391493826,5.390977391493826,Negative,0.2583647001120037,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD87,BD87,BD87,492500.0796249006,6287499.672523582,perc_cropland,Cropland,-0.0021058563369615543,-5.5719635718041305,5.5719635718041305,Negative,0.2573456230667709,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD88,BD88,BD88,492500.0303709486,6292499.688262614,perc_cropland,Cropland,-0.002222111197107226,-5.722826274960173,5.722826274960173,Negative,0.2566177338998901,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD89,BD89,BD89,492500.00758350815,6297499.740193662,perc_cropland,Cropland,-0.0023385908159945412,-5.858195866225622,5.858195866225622,Negative,0.256270328783495,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD90,BD90,BD90,497500.0588251114,6252499.698183741,perc_cropland,Cropland,-0.0012644542828262244,-4.125962901980793,4.125962901980793,Negative,0.2612146290164233,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD91,BD91,BD91,497500.03416951664,6257499.671954378,perc_cropland,Cropland,-0.0013741886240120531,-4.388063424326829,4.388063424326829,Negative,0.25841266491596,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD92,BD92,BD92,497500.0799421015,6262499.6820673505,perc_cropland,Cropland,-0.001492155966306863,-4.649661407455401,4.649661407455401,Negative,0.2559366431512627,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD93,BD93,BD93,497500.07296910265,6267499.728574473,perc_cropland,Cropland,-0.0016157946307019072,-4.901520673971207,4.901520673971207,Negative,0.2538304297308977,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD94,BD94,BD94,497500.0748110663,6272499.700105536,perc_cropland,Cropland,-0.0017421760617546613,-5.131512952667938,5.131512952667938,Negative,0.2520834072995899,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD95,BD95,BD95,497500.02420617704,6277499.707981611,perc_cropland,Cropland,-0.0018697792965607183,-5.337068936706517,5.337068936706517,Negative,0.2506272286087567,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD96,BD96,BD96,497500.0438990338,6282499.752103166,perc_cropland,Cropland,-0.001998103231427818,-5.527268550679701,5.527268550679701,Negative,0.2493270178810538,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD97,BD97,BD97,497500.0724178304,6287499.721172826,perc_cropland,Cropland,-0.0021230632153206373,-5.7021462237338305,5.7021462237338305,Negative,0.24810101630462927,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD98,BD98,BD98,497500.04871990596,6292499.726513864,perc_cropland,Cropland,-0.0022395910564399443,-5.84862276218703,5.84862276218703,Negative,0.24698065045924758,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BD99,BD99,BD99,497500.0340011228,6297499.6567514995,perc_cropland,Cropland,-0.0023519760473116598,-5.971140407073057,5.971140407073057,Negative,0.2461868523009261,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE03,BE03,BE03,452500.11633685895,6217499.746191076,perc_grass_shrub,Grass/Shrubland,6.883845933133141e-4,2.183674215477505,2.183674215477505,Positive,0.3353615580397658,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE04,BE04,BE04,452500.11632998136,6222499.685172294,perc_grass_shrub,Grass/Shrubland,7.255424719058192e-4,2.2759377059435892,2.2759377059435892,Positive,0.3298094320439278,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE05,BE05,BE05,452500.15106356906,6227499.661355034,perc_grass_shrub,Grass/Shrubland,7.601432101023887e-4,2.3492956661369173,2.3492956661369173,Positive,0.32371138945389016,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE06,BE06,BE06,452500.1590520394,6232499.675403499,perc_grass_shrub,Grass/Shrubland,7.924665173469611e-4,2.403563127237955,2.403563127237955,Positive,0.3172778767771031,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE07,BE07,BE07,452500.1397759422,6237499.615993101,perc_grass_shrub,Grass/Shrubland,8.24758724380429e-4,2.446699982691518,2.446699982691518,Positive,0.310813576808127,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE08,BE08,BE08,452500.095196037,6242499.594395928,perc_grass_shrub,Grass/Shrubland,8.611481964229294e-4,2.4928809420195934,2.4928809420195934,Positive,0.30468825564410196,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE09,BE09,BE09,452500.0878081365,6247499.609894695,perc_grass_shrub,Grass/Shrubland,9.06427566326971e-4,2.556541538720542,2.556541538720542,Positive,0.29938736797598503,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE11,BE11,BE11,457500.10127285187,6207499.743524788,perc_cropland,Cropland,-7.055146326061839e-4,-2.037965343444874,2.037965343444874,Negative,0.3416838513173408,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE12,BE12,BE12,457500.1500305779,6212499.741318243,perc_cropland,Cropland,-7.438604547130194e-4,-2.1382799166870523,2.1382799166870523,Negative,0.3389757850134824,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE13,BE13,BE13,457500.15345753945,6217499.776981724,perc_cropland,Cropland,-7.781092475911602e-4,-2.219882664920748,2.219882664920748,Negative,0.3355380823552857,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE14,BE14,BE14,457500.1111617552,6222499.739193365,perc_grass_shrub,Grass/Shrubland,7.043763159221961e-4,2.2851571388991485,2.2851571388991485,Positive,0.32836262004410766,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE15,BE15,BE15,457500.1490842873,6227499.737989361,perc_grass_shrub,Grass/Shrubland,7.362886583793172e-4,2.3555051193559917,2.3555051193559917,Positive,0.3225694984991436,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE16,BE16,BE16,457500.14241573645,6232499.663280108,perc_grass_shrub,Grass/Shrubland,7.671435303560695e-4,2.4109163726098894,2.4109163726098894,Positive,0.3163184899764305,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE17,BE17,BE17,457500.0929771521,6237499.626338543,perc_grass_shrub,Grass/Shrubland,7.985683956270868e-4,2.4569880781792244,2.4569880781792244,Positive,0.30994566855376626,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Grass/Shrubland,Positive
BE18,BE18,BE18,457500.12517345103,6242499.625902592,perc_cropland,Cropland,-9.59076584920987e-4,-2.520113193673335,2.520113193673335,Negative,0.3109997607946744,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE19,BE19,BE19,457500.1157411464,6247499.663183419,perc_cropland,Cropland,-0.0010199794041738106,-2.616458071543507,2.616458071543507,Negative,0.3064420420478352,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE20,BE20,BE20,462500.11838367645,6202499.747712504,perc_cropland,Cropland,-6.85066642520557e-4,-2.0556213919510964,2.0556213919510964,Negative,0.34088865200471147,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE21,BE21,BE21,462500.0952010719,6207499.74191438,perc_cropland,Cropland,-7.273729872929474e-4,-2.179791861910728,2.179791861910728,Negative,0.3391872865652675,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE22,BE22,BE22,462500.1342590039,6212499.772833126,perc_cropland,Cropland,-7.637552887437176e-4,-2.280119155494961,2.280119155494961,Negative,0.33673439594651067,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE23,BE23,BE23,462500.11044103146,6217499.730235226,perc_cropland,Cropland,-7.954442530272497e-4,-2.3588837134192673,2.3588837134192673,Negative,0.33355598315868934,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE24,BE24,BE24,462500.1496938069,6222499.724303068,perc_cropland,Cropland,-8.223213944781692e-4,-2.415363001382423,2.415363001382423,Negative,0.3296460525006327,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE25,BE25,BE25,462500.12816557044,6227499.756101517,perc_cropland,Cropland,-8.483692008853051e-4,-2.460884787480074,2.460884787480074,Negative,0.32512397944132015,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE26,BE26,BE26,462500.1075739042,6232499.713761374,perc_cropland,Cropland,-8.812195121883251e-4,-2.5165187715047503,2.5165187715047503,Negative,0.32019386169198366,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE27,BE27,BE27,462500.0893851709,6237499.708556035,perc_cropland,Cropland,-9.222444563118995e-4,-2.5847863716683146,2.5847863716683146,Negative,0.31506644442920795,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE28,BE28,BE28,462500.13495159394,6242499.628613053,perc_cropland,Cropland,-9.72521581218594e-4,-2.6674899939775747,2.6674899939775747,Negative,0.31001122523225816,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE29,BE29,BE29,462500.12296665786,6247499.697601233,perc_cropland,Cropland,-0.0010338614227908465,-2.7697873394180252,2.7697873394180252,Negative,0.30533353678532055,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE30,BE30,BE30,467500.10730380483,6202499.828305079,perc_cropland,Cropland,-7.021420096900176e-4,-2.1737419708563177,2.1737419708563177,Negative,0.33714210627485264,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE31,BE31,BE31,467500.0896561928,6207499.754043788,perc_cropland,Cropland,-7.450088186042805e-4,-2.3057248697711485,2.3057248697711485,Negative,0.3356281175358168,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE32,BE32,BE32,467500.1185248302,6212499.827834143,perc_cropland,Cropland,-7.822968426664438e-4,-2.414336817178936,2.414336817178936,Negative,0.3334053090060789,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE33,BE33,BE33,467500.1294375103,6217499.716232078,perc_cropland,Cropland,-8.142355695632622e-4,-2.4989583083298976,2.4989583083298976,Negative,0.3303992040319584,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE34,BE34,BE34,467500.1254063341,6222499.7531053685,perc_cropland,Cropland,-8.408737379490975e-4,-2.5587816078337227,2.5587816078337227,Negative,0.32660343559049193,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE35,BE35,BE35,467500.1052226283,6227499.715833131,perc_cropland,Cropland,-8.668786548816301e-4,-2.608179433240673,2.608179433240673,Negative,0.3222645917212351,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE36,BE36,BE36,467500.1322030665,6232499.715216365,perc_cropland,Cropland,-8.993378868661717e-4,-2.6669803055848766,2.6669803055848766,Negative,0.31761283923928485,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE37,BE37,BE37,467500.08192916744,6237499.640875189,perc_cropland,Cropland,-9.418582103774023e-4,-2.7448405777136777,2.7448405777136777,Negative,0.3127427658351229,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE38,BE38,BE38,467500.0804897086,6242499.714440874,perc_cropland,Cropland,-9.947003500830232e-4,-2.8404453463836177,2.8404453463836177,Negative,0.3078166732566711,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE39,BE39,BE39,467500.1255944229,6247499.601982121,perc_cropland,Cropland,-0.0010578897239460114,-2.953291492405962,2.953291492405962,Negative,0.3031717218928214,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE40,BE40,BE40,472500.1127389596,6202499.801765352,perc_cropland,Cropland,-7.119044408848545e-4,-2.264610175795266,2.264610175795266,Negative,0.3325438952724417,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE41,BE41,BE41,472500.10111836577,6207499.780096917,perc_cropland,Cropland,-7.551477335528969e-4,-2.4037312550172327,2.4037312550172327,Negative,0.33113729636567096,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE42,BE42,BE42,472500.118605587,6212499.79520641,perc_cropland,Cropland,-7.946147329005675e-4,-2.5252575246289517,2.5252575246289517,Negative,0.32899297577049874,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE43,BE43,BE43,472500.102536274,6217499.736171087,perc_cropland,Cropland,-8.288766628328916e-4,-2.622544439476069,2.622544439476069,Negative,0.3260562464256079,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE44,BE44,BE44,472500.11623195955,6222499.713864509,perc_cropland,Cropland,-8.587957245842181e-4,-2.697291339974403,2.697291339974403,Negative,0.32235280441215486,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
BE45,BE45,BE45,472500.0978888087,6227499.728662689,perc_cropland,Cropland,-8.880007313950612e-4,-2.7610377262512222,2.7610377262512222,Negative,0.31815732897904825,Foraging guild,Aquatic pursuers,6,single_predictor,TRUE,Cropland,Negative
