site,atlas,year,easting,northing,n_top_negative_species_present,top_negative_species_present,any_top_negative_species_present
BF33,3,2014,467500.09141173307,6167499.831571815,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BF34,3,2014,467500.07979854086,6172499.830867704,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BF35,3,2014,467500.11046438524,6177499.755797745,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BF36,3,2014,467500.05907752085,6182499.718568934,2,Periparus ater; Regulus regulus,TRUE
BF37,3,2014,467500.11425610323,6187499.71774681,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF38,3,2014,467500.08834202494,6192499.754719362,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BF39,3,2014,467500.1070246964,6197499.8285216,3,Periparus ater; Regulus regulus; Calidris pugnax,TRUE
BF40,3,2014,472500.05446232,6152499.831390551,3,Lullula arborea; Regulus regulus; Columba oenas,TRUE
BF41,3,2014,472500.085972153,6157499.883806649,1,Regulus regulus,TRUE
BF42,3,2014,472500.07961185457,6162499.862346774,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BF43,3,2014,472500.098778225,6167499.766588567,2,Periparus ater; Regulus regulus,TRUE
BF44,3,2014,472500.0822753295,6172499.819486889,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BF45,3,2014,472500.09195236844,6177499.798039483,2,Periparus ater; Regulus regulus,TRUE
BF46,3,2014,472500.06605603127,6182499.813911805,2,Periparus ater; Regulus regulus,TRUE
BF47,3,2014,472500.06699141755,6187499.755388988,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF48,3,2014,472500.0957205096,6192499.73373965,2,Lullula arborea; Regulus regulus,TRUE
BF49,3,2014,472500.0900039778,6197499.749339143,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF50,3,2014,477500.08187685715,6152499.846936376,1,Regulus regulus,TRUE
BF51,3,2014,477500.02976028406,6157499.8520273,1,Regulus regulus,TRUE
BF52,3,2014,477500.049981805,6162499.782522364,2,Periparus ater; Regulus regulus,TRUE
BF53,3,2014,477500.08021795313,6167499.7500125235,4,Caprimulgus europaeus; Periparus ater; Regulus regulus; Columba oenas,TRUE
BF54,3,2014,477500.057860584,6172499.75480094,4,Caprimulgus europaeus; Periparus ater; Regulus regulus; Columba oenas,TRUE
BF55,3,2014,477500.0461591174,6177499.796539538,1,Regulus regulus,TRUE
BF56,3,2014,477500.10749606375,6182499.763586155,1,Regulus regulus,TRUE
BF57,3,2014,477500.05456016917,6187499.768187857,2,Periparus ater; Regulus regulus,TRUE
BF58,3,2014,477500.0757376356,6192499.809343387,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BF59,3,2014,477500.10798379144,6197499.776060057,2,Caprimulgus europaeus; Periparus ater,TRUE
BF60,3,2014,482500.0368470739,6152499.882651542,2,Periparus ater; Regulus regulus,TRUE
BF61,3,2014,482500.0271999943,6157499.849245702,2,Periparus ater; Regulus regulus,TRUE
BF62,3,2014,482500.07425727736,6162499.852593689,2,Periparus ater; Regulus regulus,TRUE
BF63,3,2014,482500.0517386565,6167499.781888844,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BF64,3,2014,482500.08626133483,6172499.7478915425,2,Periparus ater; Regulus regulus,TRUE
BF65,3,2014,482500.0522818646,6177499.751086633,1,Regulus regulus,TRUE
BF66,3,2014,482500.0756826632,6182499.790944238,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
BF67,3,2014,482500.09339765523,6187499.756401075,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF68,3,2014,482500.106118653,6192499.758727317,5,Tringa glareola; Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF69,3,2014,482500.11408775987,6197499.797900253,5,Tringa glareola; Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF70,3,2014,487500.0613181969,6152499.826749672,1,Regulus regulus,TRUE
BF71,3,2014,487500.03120470024,6157499.875939318,1,Regulus regulus,TRUE
BF72,3,2014,487500.0414117519,6162499.85063891,2,Periparus ater; Regulus regulus,TRUE
BF73,3,2014,487500.02902736043,6167499.751005261,2,Periparus ater; Regulus regulus,TRUE
BF74,3,2014,487500.0577833784,6172499.799416764,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BF75,3,2014,487500.06427121063,6177499.773449097,2,Periparus ater; Regulus regulus,TRUE
BF76,3,2014,487500.0490462398,6182499.784371457,2,Periparus ater; Regulus regulus,TRUE
BF77,3,2014,487500.0746598672,6187499.7206850415,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF78,3,2014,487500.07920825994,6192499.805137645,2,Periparus ater; Regulus regulus,TRUE
BF79,3,2014,487500.06227952236,6197499.815116662,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF80,3,2014,492500.0457424066,6152499.90235705,1,Regulus regulus,TRUE
BF81,3,2014,492500.0575680637,6157499.820932193,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF82,3,2014,492500.03082487086,6162499.776445566,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF83,3,2014,492500.0286680475,6167499.768765947,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF84,3,2014,492500.0511084942,6172499.797871274,2,Periparus ater; Regulus regulus,TRUE
BF85,3,2014,492500.0351787714,6177499.752555744,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF86,3,2014,492500.04401167773,6182499.743979233,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF87,3,2014,492500.07761814806,6187499.77211941,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF88,3,2014,492500.07324634277,6192499.725767915,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF89,3,2014,492500.0313184269,6197499.716196409,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
BF90,3,2014,497500.06872812915,6152499.8867905075,2,Periparus ater; Regulus regulus,TRUE
BF91,3,2014,497500.05965140025,6157499.795699069,2,Periparus ater; Regulus regulus,TRUE
BF92,3,2014,497500.05900778656,6162499.852742528,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF93,3,2014,497500.06666914717,6167499.835318215,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF94,3,2014,497500.0197826457,6172499.743439123,2,Periparus ater; Regulus regulus,TRUE
BF95,3,2014,497500.0442688116,6177499.79959253,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF96,3,2014,497500.077070528,6182499.781207959,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF97,3,2014,497500.0556179109,6187499.799593099,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF98,3,2014,497500.0426321929,6192499.743392498,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BF99,3,2014,497500.03818358126,6197499.723877846,2,Periparus ater; Lullula arborea,TRUE
BG27,3,2014,462500.03912906913,6137499.887313023,4,Caprimulgus europaeus; Periparus ater; Regulus regulus; Columba oenas,TRUE
BG28,3,2014,462500.0656512389,6142499.951349777,3,Caprimulgus europaeus; Periparus ater; Columba oenas,TRUE
BG29,3,2014,462500.0848712415,6147499.9416772155,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BG30,3,2014,467499.9967437505,6102499.680064469,2,Periparus ater; Regulus regulus,TRUE
BG31,3,2014,467499.9036355267,6107499.750328558,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BG32,3,2014,467499.9121467563,6112499.746075479,3,Limosa limosa; Periparus ater; Regulus regulus,TRUE
BG33,3,2014,467499.8958406751,6117499.779495673,1,Limosa limosa,TRUE
BG39,3,2014,467500.05551854515,6147499.874007825,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BG41,3,2014,472499.9268347365,6107499.810952676,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BG42,3,2014,472499.93091908237,6112499.750577684,4,Limosa limosa; Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BG43,3,2014,472499.9588106177,6117499.838705269,1,Limosa limosa,TRUE
BG45,3,2014,472500.0200716098,6127499.904365897,3,Limosa limosa; Somateria mollissima; Calidris pugnax,TRUE
BG49,3,2014,472500.049228468,6147499.927300755,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BG50,3,2014,477499.9973141816,6102499.728152928,2,Lullula arborea; Regulus regulus,TRUE
BG54,3,2014,477500.0126907495,6122499.818980278,1,Limosa limosa,TRUE
BG55,3,2014,477500.03509173164,6127499.82340314,2,Periparus ater; Lullula arborea,TRUE
BG57,3,2014,477500.0412068564,6137499.9440165525,0,,FALSE
BG58,3,2014,477500.0244174642,6142499.837590013,0,,FALSE
BG59,3,2014,477500.0804408138,6147499.879212277,2,Periparus ater; Regulus regulus,TRUE
BG60,3,2014,482499.9798820725,6102499.8077321,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BG61,3,2014,482499.98409018014,6107499.848415741,3,Limosa limosa; Periparus ater; Regulus regulus,TRUE
BG62,3,2014,482499.97930829576,6112499.815047499,3,Limosa limosa; Periparus ater; Regulus regulus,TRUE
BG63,3,2014,482500.02986176877,6117499.818634525,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BG64,3,2014,482500.00862455415,6122499.859659715,2,Periparus ater; Regulus regulus,TRUE
BG65,3,2014,482500.0426166273,6127499.826312609,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BG66,3,2014,482500.00588300487,6132499.941644865,1,Limosa limosa,TRUE
BG67,3,2014,482500.02427016397,6137499.871273607,1,Limosa limosa,TRUE
BG68,3,2014,482500.03539951664,6142499.837998828,2,Periparus ater; Regulus regulus,TRUE
BG69,3,2014,482500.039511587,6147499.841798756,1,Regulus regulus,TRUE
BG70,3,2014,487500.0348421291,6102499.812978593,1,Regulus regulus,TRUE
BG71,3,2014,487499.98586005956,6107499.825717422,2,Periparus ater; Regulus regulus,TRUE
BG72,3,2014,487500.04020037403,6112499.875297073,4,Caprimulgus europaeus; Periparus ater; Regulus regulus; Columba oenas,TRUE
BG73,3,2014,487500.0064094621,6117499.850954274,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BG74,3,2014,487500.0124000873,6122499.863588602,2,Periparus ater; Regulus regulus,TRUE
BG75,3,2014,487500.058190043,6127499.913178598,2,Periparus ater; Regulus regulus,TRUE
BG76,3,2014,487500.01661631186,6132499.888778622,1,Periparus ater,TRUE
BG77,3,2014,487500.0151634949,6137499.901289857,1,Regulus regulus,TRUE
BG78,3,2014,487500.05353123834,6142499.839403261,2,Periparus ater; Regulus regulus,TRUE
BG79,3,2014,487500.069157074,6147499.925851864,1,Regulus regulus,TRUE
BG80,3,2014,492500.05033699406,6102499.744442296,2,Periparus ater; Regulus regulus,TRUE
BG81,3,2014,492500.01211780054,6107499.849601752,2,Periparus ater; Regulus regulus,TRUE
BG82,3,2014,492500.06132339203,6112499.880421333,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BG83,3,2014,492500.0068079907,6117499.837203838,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BG84,3,2014,492500.03992750257,6122499.830883491,1,Regulus regulus,TRUE
BG85,3,2014,492500.03347061033,6127499.861656778,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BG86,3,2014,492500.0510949549,6132499.929393534,1,Regulus regulus,TRUE
BG87,3,2014,492500.02925978525,6137499.922894773,2,Periparus ater; Regulus regulus,TRUE
BG88,3,2014,492500.0314784392,6142499.842027559,1,Regulus regulus,TRUE
BG89,3,2014,492500.05814519007,6147499.909344381,1,Regulus regulus,TRUE
BG90,3,2014,497500.04236272007,6102499.824620573,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BG91,3,2014,497500.01451139763,6107499.808974277,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
BG92,3,2014,497500.05856603594,6112499.830354991,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
BG93,3,2014,497500.04702172836,6117499.888816063,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
BG94,3,2014,497500.04360713303,6122499.873015075,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BG95,3,2014,497500.0483908097,6127499.894213497,5,Tringa glareola; Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
BG96,3,2014,497500.0613110999,6132499.841104226,1,Regulus regulus,TRUE
BG97,3,2014,497500.0191423166,6137499.936274155,2,Periparus ater; Regulus regulus,TRUE
BG98,3,2014,497500.04848340026,6142499.845767268,1,Regulus regulus,TRUE
BG99,3,2014,497500.0228864452,6147499.903496731,1,Regulus regulus,TRUE
BH57,3,2014,477500.0575189135,6087499.717403076,1,Limosa limosa,TRUE
BH58,3,2014,477500.0309492611,6092499.683684505,0,,FALSE
BH59,3,2014,477500.0107989607,6097499.687274866,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
BH66,3,2014,482500.0001891313,6082499.794663963,1,Limosa limosa,TRUE
BH67,3,2014,482500.0408449325,6087499.686214566,1,Limosa limosa,TRUE
BH68,3,2014,482500.0724313329,6092499.726358123,1,Regulus regulus,TRUE
BH69,3,2014,482500.03038015234,6097499.692768536,2,Periparus ater; Columba oenas,TRUE
BH76,3,2014,487500.048187175,6082499.800443771,0,,FALSE
BH77,3,2014,487500.03415061906,6087499.77562375,1,Columba oenas,TRUE
BH78,3,2014,487500.0592190939,6092499.787910184,1,Periparus ater,TRUE
BH79,3,2014,487500.0591634151,6097499.726182375,0,,FALSE
BH86,3,2014,492500.0572634925,6082499.806664651,1,Limosa limosa,TRUE
BH87,3,2014,492500.0521481735,6087499.763193937,1,Regulus regulus,TRUE
BH88,3,2014,492500.0706003756,6092499.756857703,2,Periparus ater; Regulus regulus,TRUE
BH89,3,2014,492500.0486974856,6097499.7877438655,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
BH96,3,2014,497500.0428692315,6082499.813263592,0,,FALSE
BH97,3,2014,497500.0466593011,6087499.76039121,2,Periparus ater; Regulus regulus,TRUE
BH98,3,2014,497500.05847944214,6092499.74466746,2,Periparus ater; Regulus regulus,TRUE
BH99,3,2014,497500.0144000943,6097499.766108859,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CB80,3,2014,542499.6620958119,6352499.629923955,2,Periparus ater; Regulus regulus,TRUE
CB81,3,2014,542499.628879245,6357499.699695451,2,Periparus ater; Regulus regulus,TRUE
CB90,3,2014,547499.7045161797,6352499.721157329,2,Periparus ater; Regulus regulus,TRUE
CB91,3,2014,547499.6539340164,6357499.662049337,0,,FALSE
CB92,3,2014,547499.671851043,6362499.752101463,1,Periparus ater,TRUE
CB93,3,2014,547499.6398579371,6367499.76725467,2,Periparus ater; Regulus regulus,TRUE
CC04,3,2014,502500.0151027321,6322499.626328963,4,Limosa limosa; Periparus ater; Lullula arborea; Calidris pugnax,TRUE
CC05,3,2014,502500.0189406716,6327499.550508512,1,Periparus ater,TRUE
CC06,3,2014,502500.0141727327,6332499.622039415,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CC14,3,2014,507499.94254047045,6322499.647839415,2,Limosa limosa; Calidris pugnax,TRUE
CC15,3,2014,507499.9713143852,6327499.582203945,3,Limosa limosa; Periparus ater; Regulus regulus,TRUE
CC16,3,2014,507499.97378503287,6332499.552584106,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CC20,3,2014,512499.9740781955,6302499.678350093,1,Periparus ater,TRUE
CC21,3,2014,512499.9587580677,6307499.711003006,0,,FALSE
CC23,3,2014,512499.9200418585,6317499.662266049,0,,FALSE
CC24,3,2014,512499.9569946417,6322499.581005044,2,Periparus ater; Regulus regulus,TRUE
CC25,3,2014,512499.94971320574,6327499.647067015,2,Periparus ater; Regulus regulus,TRUE
CC26,3,2014,512499.89918050665,6332499.526474841,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CC30,3,2014,517499.937743111,6302499.734448258,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CC31,3,2014,517499.9573913391,6307499.68638883,2,Periparus ater; Regulus regulus,TRUE
CC32,3,2014,517499.9160470478,6312499.67435963,2,Periparus ater; Regulus regulus,TRUE
CC33,3,2014,517499.9351837722,6317499.698844893,0,,FALSE
CC34,3,2014,517499.8934505895,6322499.647993909,1,Periparus ater,TRUE
CC35,3,2014,517499.91156198527,6327499.6336058555,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CC36,3,2014,517499.868461167,6332499.543827721,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CC40,3,2014,522499.9010986991,6302499.772105485,1,Periparus ater,TRUE
CC41,3,2014,522499.8946037454,6307499.76462174,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CC42,3,2014,522499.93192246224,6312499.682440375,2,Periparus ater; Regulus regulus,TRUE
CC43,3,2014,522499.8904843816,6317499.636193218,0,,FALSE
CC44,3,2014,522499.89160933683,6322499.626510591,1,Periparus ater,TRUE
CC45,3,2014,522499.87422067544,6327499.653039125,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CC46,3,2014,522499.83866884856,6332499.604435725,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
CC50,3,2014,527499.8816415456,6302499.791260103,2,Periparus ater; Regulus regulus,TRUE
CC51,3,2014,527499.9107610129,6307499.723595708,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
CC52,3,2014,527499.9046872742,6312499.692205453,2,Caprimulgus europaeus; Regulus regulus,TRUE
CC53,3,2014,527499.86315966025,6317499.697063427,2,Periparus ater; Regulus regulus,TRUE
CC54,3,2014,527499.8473306855,6322499.627229618,4,Periparus ater; Somateria mollissima; Regulus regulus; Columba oenas,TRUE
CC55,3,2014,527499.795382189,6327499.593590726,2,Periparus ater; Regulus regulus,TRUE
CC56,3,2014,527499.8281139306,6332499.59692409,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
CC57,3,2014,527499.7634533717,6337499.635998681,2,Caprimulgus europaeus; Periparus ater,TRUE
CC60,3,2014,532499.8968679683,6302499.791890076,2,Periparus ater; Regulus regulus,TRUE
CC61,3,2014,532499.8393510462,6307499.784713652,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CC62,3,2014,532499.8518622435,6312499.703415073,4,Caprimulgus europaeus; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CC63,3,2014,532499.8104598847,6317499.769646129,3,Periparus ater; Somateria mollissima; Regulus regulus,TRUE
CC64,3,2014,532499.8388375221,6322499.6503872825,1,Regulus regulus,TRUE
CC65,3,2014,532499.8124718731,6327499.678605539,1,Periparus ater,TRUE
CC66,3,2014,532499.7933676881,6332499.632118677,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
CC67,3,2014,532499.7801655097,6337499.62221521,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CC68,3,2014,532499.7119922304,6342499.6483931905,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
CC70,3,2014,537499.842333892,6302499.772919597,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CC71,3,2014,537499.8212735428,6307499.726024116,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CC72,3,2014,537499.8517914551,6312499.716416673,2,Periparus ater; Regulus regulus,TRUE
CC75,3,2014,537499.7628460178,6327499.684050063,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CC76,3,2014,537499.7520002894,6332499.709823327,2,Periparus ater; Regulus regulus,TRUE
CC77,3,2014,537499.7302975287,6337499.660885921,2,Periparus ater; Regulus regulus,TRUE
CC78,3,2014,537499.6962343298,6342499.648525652,1,Periparus ater,TRUE
CC79,3,2014,537499.7096245649,6347499.673264503,2,Periparus ater; Regulus regulus,TRUE
CC80,3,2014,542499.8563424866,6302499.84651723,2,Periparus ater; Regulus regulus,TRUE
CC81,3,2014,542499.811273352,6307499.769589547,1,Periparus ater,TRUE
CC82,3,2014,542499.7992118956,6312499.841340819,2,Periparus ater; Lullula arborea,TRUE
CC83,3,2014,542499.7620913137,6317499.727188424,2,Periparus ater; Regulus regulus,TRUE
CC84,3,2014,542499.7566802504,6322499.7616613405,1,Periparus ater,TRUE
CC85,3,2014,542499.7239279284,6327499.721485542,2,Periparus ater; Regulus regulus,TRUE
CC86,3,2014,542499.7227246305,6332499.718567566,0,,FALSE
CC87,3,2014,542499.6930338388,6337499.640942774,0,,FALSE
CC88,3,2014,542499.6924473802,6342499.711836177,0,,FALSE
CC89,3,2014,542499.7225329417,6347499.708588393,2,Periparus ater; Regulus regulus,TRUE
CC90,3,2014,547499.8365771989,6302499.788772783,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CC91,3,2014,547499.8277234574,6307499.803976223,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CC92,3,2014,547499.7746032869,6312499.855917229,1,Periparus ater,TRUE
CC93,3,2014,547499.7994806129,6317499.834643529,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CC94,3,2014,547499.719378153,6322499.738043602,2,Periparus ater; Regulus regulus,TRUE
CC95,3,2014,547499.7132742624,6327499.790795946,0,,FALSE
CC96,3,2014,547499.7222361609,6332499.769553138,2,Periparus ater; Regulus regulus,TRUE
CC97,3,2014,547499.6838005685,6337499.784904589,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CC98,3,2014,547499.7195078448,6342499.7268970525,2,Periparus ater; Regulus regulus,TRUE
CC99,3,2014,547499.706504553,6347499.705425574,0,,FALSE
CD00,3,2014,502500.05650963914,6252499.699439128,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD01,3,2014,502500.0548085185,6257499.673018353,2,Periparus ater; Regulus regulus,TRUE
CD02,3,2014,502500.0449077099,6262499.682977954,2,Periparus ater; Regulus regulus,TRUE
CD03,3,2014,502500.0268036657,6267499.729294267,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD04,3,2014,502500.06196320115,6272499.700669883,2,Periparus ater; Columba oenas,TRUE
CD05,3,2014,502500.0274329878,6277499.708317954,1,Periparus ater,TRUE
CD06,3,2014,502500.04595014855,6282499.752284697,0,,FALSE
CD07,3,2014,502500.0561681533,6287499.721199877,1,Regulus regulus,TRUE
CD08,3,2014,502499.9969046276,6292499.726313779,1,Periparus ater,TRUE
CD09,3,2014,502499.9905232744,6297499.656359702,2,Periparus ater; Lullula arborea,TRUE
CD10,3,2014,507500.00067667133,6252499.692961532,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD11,3,2014,507500.0220085052,6257499.676381406,2,Periparus ater; Regulus regulus,TRUE
CD12,3,2014,507500.0180652209,6262499.696165513,2,Periparus ater; Regulus regulus,TRUE
CD13,3,2014,507500.05031551485,6267499.752397923,1,Regulus regulus,TRUE
CD14,3,2014,507499.9959119025,6272499.733530455,0,,FALSE
CD15,3,2014,507500.0388689106,6277499.7511699125,1,Periparus ater,TRUE
CD16,3,2014,507499.99515133403,6282499.693658245,0,,FALSE
CD17,3,2014,507499.98714753694,6287499.67249593,1,Periparus ater,TRUE
CD18,3,2014,507500.0146276354,6292499.687658906,2,Periparus ater; Regulus regulus,TRUE
CD20,3,2014,512500.031700168,6252499.678930431,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD21,3,2014,512500.01438471023,6257499.682042768,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CD22,3,2014,512500.0164166468,6262499.721667139,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD23,3,2014,512499.9764066874,6267499.686291468,1,Periparus ater,TRUE
CD24,3,2014,512500.01682432264,6272499.687559193,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD26,3,2014,512500.0311430825,6282499.687715276,1,Periparus ater,TRUE
CD28,3,2014,512499.9968010931,6292499.721756237,2,Periparus ater; Regulus regulus,TRUE
CD29,3,2014,512500.0070516916,6297499.681986718,4,Caprimulgus europaeus; Periparus ater; Regulus regulus; Columba oenas,TRUE
CD30,3,2014,517499.9810075786,6252499.76818393,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD31,3,2014,517499.9873017802,6257499.689823826,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD32,3,2014,517499.99541134556,6262499.759304405,2,Periparus ater; Regulus regulus,TRUE
CD33,3,2014,517500.0060077057,6267499.753989291,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD34,3,2014,517499.95698225294,6272499.784906531,2,Periparus ater; Regulus regulus,TRUE
CD36,3,2014,517499.98719161353,6282499.733989379,0,,FALSE
CD37,3,2014,517500.0039983928,6287499.763160197,2,Periparus ater; Regulus regulus,TRUE
CD38,3,2014,517499.96096102183,6292499.717152444,2,Periparus ater; Regulus regulus,TRUE
CD39,3,2014,517499.9796768343,6297499.707759489,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
CD40,3,2014,522499.9897546972,6252499.738438926,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD41,3,2014,522499.9577492953,6257499.699618638,2,Periparus ater; Regulus regulus,TRUE
CD42,3,2014,522499.9726405925,6262499.6976654865,2,Periparus ater; Regulus regulus,TRUE
CD43,3,2014,522499.9724788307,6267499.732229277,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD44,3,2014,522499.95701237884,6272499.803285507,2,Periparus ater; Regulus regulus,TRUE
CD45,3,2014,522499.9265822344,6277499.799500932,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD46,3,2014,522499.9422009157,6282499.72117526,2,Periparus ater; Regulus regulus,TRUE
CD47,3,2014,522499.94102253095,6287499.790575308,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD48,3,2014,522499.9239833698,6292499.785056509,1,Regulus regulus,TRUE
CD49,3,2014,522499.95187649434,6297499.704918779,1,Periparus ater,TRUE
CD50,3,2014,527499.9511970772,6252499.700352971,2,Periparus ater; Columba oenas,TRUE
CD51,3,2014,527499.9427165891,6257499.711358914,2,Periparus ater; Regulus regulus,TRUE
CD52,3,2014,527499.9640577937,6262499.75929551,2,Periparus ater; Regulus regulus,TRUE
CD53,3,2014,527499.9539858935,6267499.732432754,2,Periparus ater; Regulus regulus,TRUE
CD54,3,2014,527499.9115217607,6272499.742050619,2,Periparus ater; Regulus regulus,TRUE
CD55,3,2014,527499.8977407311,6277499.788523502,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CD56,3,2014,527499.9128910928,6282499.76051782,1,Periparus ater,TRUE
CD57,3,2014,527499.8945820702,6287499.768916321,2,Periparus ater; Regulus regulus,TRUE
CD58,3,2014,527499.9036695738,6292499.81409373,2,Periparus ater; Regulus regulus,TRUE
CD59,3,2014,527499.9404047114,6297499.784713762,1,Periparus ater,TRUE
CD60,3,2014,532499.9431598982,6252499.765451516,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CD61,3,2014,532499.8975667739,6257499.724542583,2,Periparus ater; Regulus regulus,TRUE
