bootstrap,atlas,period,support_class,n_pairs,prop_pairs
181,1,1970s,Unsupported,5027,0.4105013882083946
182,1,1970s,Supported positive,6881,0.5618977625347052
182,1,1970s,Supported negative,309,0.025232729054385106
182,1,1970s,Unsupported,5056,0.4128695084109097
183,1,1970s,Supported positive,6932,0.5660623877184386
183,1,1970s,Supported negative,308,0.025151069737056997
183,1,1970s,Unsupported,5006,0.4087865425445043
184,1,1970s,Supported positive,6964,0.5686754858729381
184,1,1970s,Supported negative,306,0.024987751102400785
184,1,1970s,Unsupported,4976,0.4063367630246611
185,1,1970s,Supported positive,6945,0.567123958843704
185,1,1970s,Supported negative,315,0.02572268495835375
185,1,1970s,Unsupported,4986,0.4071533561979422
186,1,1970s,Supported positive,6920,0.5650824759105014
186,1,1970s,Supported negative,317,0.025886003593009962
186,1,1970s,Unsupported,5009,0.40903152049648867
187,1,1970s,Supported positive,6997,0.5713702433447656
187,1,1970s,Supported negative,309,0.025232729054385106
187,1,1970s,Unsupported,4940,0.4033970276008493
188,1,1970s,Supported positive,6930,0.5658990690837825
188,1,1970s,Supported negative,312,0.025477707006369428
188,1,1970s,Unsupported,5004,0.4086232239098481
189,1,1970s,Supported positive,6921,0.5651641352278295
189,1,1970s,Supported negative,313,0.025559366323697534
189,1,1970s,Unsupported,5012,0.40927649844847297
190,1,1970s,Supported positive,6945,0.567123958843704
190,1,1970s,Supported negative,310,0.025314388371713212
190,1,1970s,Unsupported,4991,0.40756165278458273
191,1,1970s,Supported positive,6889,0.5625510370733301
191,1,1970s,Supported negative,310,0.025314388371713212
191,1,1970s,Unsupported,5047,0.4121345745549567
192,1,1970s,Supported positive,6959,0.5682671892862976
192,1,1970s,Supported negative,309,0.025232729054385106
192,1,1970s,Unsupported,4978,0.40650008165931734
193,1,1970s,Supported positive,6937,0.5664706843050792
193,1,1970s,Supported negative,304,0.02482443246774457
193,1,1970s,Unsupported,5005,0.40870488322717624
194,1,1970s,Supported positive,6922,0.5652457945451576
194,1,1970s,Supported negative,309,0.025232729054385106
194,1,1970s,Unsupported,5015,0.4095214764004573
195,1,1970s,Supported positive,6981,0.5700636942675159
195,1,1970s,Supported negative,302,0.024661113833088357
195,1,1970s,Unsupported,4963,0.4052751918993957
196,1,1970s,Supported positive,6928,0.5657357504491263
196,1,1970s,Supported negative,304,0.02482443246774457
196,1,1970s,Unsupported,5014,0.4094398170831292
197,1,1970s,Supported positive,6960,0.5683488486036257
197,1,1970s,Supported negative,313,0.025559366323697534
197,1,1970s,Unsupported,4973,0.4060917850726768
198,1,1970s,Supported positive,6933,0.5661440470357668
198,1,1970s,Supported negative,312,0.025477707006369428
198,1,1970s,Unsupported,5001,0.4083782459578638
199,1,1970s,Supported positive,6945,0.567123958843704
199,1,1970s,Supported negative,309,0.025232729054385106
199,1,1970s,Unsupported,4992,0.40764331210191085
200,1,1970s,Supported positive,6965,0.5687571451902662
200,1,1970s,Supported negative,310,0.025314388371713212
200,1,1970s,Unsupported,4971,0.40592846643802055
201,1,1970s,Supported positive,6927,0.5656540911317981
201,1,1970s,Supported negative,316,0.025804344275681856
201,1,1970s,Unsupported,5003,0.40854156459252
202,1,1970s,Supported positive,6931,0.5659807284011106
202,1,1970s,Supported negative,309,0.025232729054385106
202,1,1970s,Unsupported,5006,0.4087865425445043
203,1,1970s,Supported positive,6950,0.5675322554303446
203,1,1970s,Supported negative,317,0.025886003593009962
203,1,1970s,Unsupported,4979,0.40658174097664546
204,1,1970s,Supported positive,6973,0.5694104197288911
204,1,1970s,Supported negative,301,0.024579454515760248
204,1,1970s,Unsupported,4972,0.40601012575534867
205,1,1970s,Supported positive,6919,0.5650008165931732
205,1,1970s,Supported negative,311,0.02539604768904132
205,1,1970s,Unsupported,5016,0.4096031357177854
206,1,1970s,Supported positive,6977,0.5697370569982035
206,1,1970s,Supported negative,312,0.025477707006369428
206,1,1970s,Unsupported,4957,0.4047852359954271
207,1,1970s,Supported positive,6935,0.566307365670423
207,1,1970s,Supported negative,302,0.024661113833088357
207,1,1970s,Unsupported,5009,0.40903152049648867
208,1,1970s,Supported positive,6941,0.5667973215743917
208,1,1970s,Supported negative,309,0.025232729054385106
208,1,1970s,Unsupported,4996,0.4079699493712233
209,1,1970s,Supported positive,6930,0.5658990690837825
209,1,1970s,Supported negative,313,0.025559366323697534
209,1,1970s,Unsupported,5003,0.40854156459252
210,1,1970s,Supported positive,6916,0.564755838641189
210,1,1970s,Supported negative,313,0.025559366323697534
210,1,1970s,Unsupported,5017,0.4096847950351135
211,1,1970s,Supported positive,6936,0.5663890249877511
211,1,1970s,Supported negative,313,0.025559366323697534
211,1,1970s,Unsupported,4997,0.40805160868855134
212,1,1970s,Supported positive,6902,0.5636126081985955
212,1,1970s,Supported negative,310,0.025314388371713212
212,1,1970s,Unsupported,5034,0.41107300342969133
213,1,1970s,Supported positive,6993,0.5710436060754532
213,1,1970s,Supported negative,309,0.025232729054385106
213,1,1970s,Unsupported,4944,0.4037236648701617
214,1,1970s,Supported positive,6915,0.5646741793238609
214,1,1970s,Supported negative,311,0.02539604768904132
214,1,1970s,Unsupported,5020,0.4099297729870978
215,1,1970s,Supported positive,6971,0.5692471010942348
215,1,1970s,Supported negative,305,0.024906091785072675
215,1,1970s,Unsupported,4970,0.4058468071206925
216,1,1970s,Supported positive,6989,0.5707169688061408
216,1,1970s,Supported negative,314,0.02564102564102564
216,1,1970s,Unsupported,4943,0.4036420055528336
217,1,1970s,Supported positive,6967,0.5689204638249225
217,1,1970s,Supported negative,305,0.024906091785072675
217,1,1970s,Unsupported,4974,0.4061734443900049
218,1,1970s,Supported positive,6945,0.567123958843704
218,1,1970s,Supported negative,326,0.026620937448962927
218,1,1970s,Unsupported,4975,0.40625510370733303
219,1,1970s,Supported positive,6979,0.5699003756328597
219,1,1970s,Supported negative,300,0.02449779519843214
219,1,1970s,Unsupported,4967,0.40560182916870813
220,1,1970s,Supported positive,6882,0.5619794218520333
220,1,1970s,Supported negative,305,0.024906091785072675
220,1,1970s,Unsupported,5059,0.413114486362894
221,1,1970s,Supported positive,6890,0.5626326963906582
221,1,1970s,Supported negative,308,0.025151069737056997
221,1,1970s,Unsupported,5048,0.41221623387228484
222,1,1970s,Supported positive,6905,0.5638575861505798
222,1,1970s,Supported negative,308,0.025151069737056997
222,1,1970s,Unsupported,5033,0.4109913441123632
223,1,1970s,Supported positive,6910,0.5642658827372203
223,1,1970s,Supported negative,306,0.024987751102400785
223,1,1970s,Unsupported,5030,0.4107463661603789
224,1,1970s,Supported positive,6977,0.5697370569982035
224,1,1970s,Supported negative,303,0.024742773150416463
224,1,1970s,Unsupported,4966,0.40552016985138006
225,1,1970s,Supported positive,6958,0.5681855299689694
225,1,1970s,Supported negative,314,0.02564102564102564
225,1,1970s,Unsupported,4974,0.4061734443900049
226,1,1970s,Supported positive,6944,0.567042299526376
226,1,1970s,Supported negative,309,0.025232729054385106
226,1,1970s,Unsupported,4993,0.4077249714192389
227,1,1970s,Supported positive,6916,0.564755838641189
227,1,1970s,Supported negative,303,0.024742773150416463
227,1,1970s,Unsupported,5027,0.4105013882083946
228,1,1970s,Supported positive,6964,0.5686754858729381
228,1,1970s,Supported negative,304,0.02482443246774457
228,1,1970s,Unsupported,4978,0.40650008165931734
229,1,1970s,Supported positive,6974,0.5694920790462191
229,1,1970s,Supported negative,310,0.025314388371713212
229,1,1970s,Unsupported,4962,0.40519353258206764
230,1,1970s,Supported positive,6919,0.5650008165931732
230,1,1970s,Supported negative,299,0.024416135881104035
230,1,1970s,Unsupported,5028,0.41058304752572267
231,1,1970s,Supported positive,6969,0.5690837824595787
231,1,1970s,Supported negative,315,0.02572268495835375
231,1,1970s,Unsupported,4962,0.40519353258206764
232,1,1970s,Supported positive,6907,0.564020904785236
232,1,1970s,Supported negative,305,0.024906091785072675
232,1,1970s,Unsupported,5034,0.41107300342969133
233,1,1970s,Supported positive,6951,0.5676139147476728
233,1,1970s,Supported negative,321,0.02621264086232239
233,1,1970s,Unsupported,4974,0.4061734443900049
234,1,1970s,Supported positive,6920,0.5650824759105014
234,1,1970s,Supported negative,308,0.025151069737056997
234,1,1970s,Unsupported,5018,0.40976645435244163
235,1,1970s,Supported positive,6928,0.5657357504491263
235,1,1970s,Supported negative,306,0.024987751102400785
235,1,1970s,Unsupported,5012,0.40927649844847297
236,1,1970s,Supported positive,7003,0.5718601992487343
236,1,1970s,Supported negative,309,0.025232729054385106
236,1,1970s,Unsupported,4934,0.4029070716968806
237,1,1970s,Supported positive,6940,0.5667156622570635
237,1,1970s,Supported negative,306,0.024987751102400785
237,1,1970s,Unsupported,5000,0.4082965866405357
238,1,1970s,Supported positive,6931,0.5659807284011106
238,1,1970s,Supported negative,314,0.02564102564102564
238,1,1970s,Unsupported,5001,0.4083782459578638
239,1,1970s,Supported positive,6927,0.5656540911317981
239,1,1970s,Supported negative,313,0.025559366323697534
239,1,1970s,Unsupported,5006,0.4087865425445043
240,1,1970s,Supported positive,6950,0.5675322554303446
240,1,1970s,Supported negative,297,0.02425281724644782
240,1,1970s,Unsupported,4999,0.4082149273232076
241,1,1970s,Supported positive,6888,0.5624693777560019
241,1,1970s,Supported negative,308,0.025151069737056997
241,1,1970s,Unsupported,5050,0.412379552506941
242,1,1970s,Supported positive,6954,0.5678588926996571
242,1,1970s,Supported negative,309,0.025232729054385106
242,1,1970s,Unsupported,4983,0.4069083782459579
243,1,1970s,Supported positive,6973,0.5694104197288911
243,1,1970s,Supported negative,313,0.025559366323697534
243,1,1970s,Unsupported,4960,0.4050302139474114
244,1,1970s,Supported positive,6956,0.5680222113343133
244,1,1970s,Supported negative,310,0.025314388371713212
244,1,1970s,Unsupported,4980,0.4066634002939735
245,1,1970s,Supported positive,6908,0.5641025641025641
245,1,1970s,Supported negative,309,0.025232729054385106
245,1,1970s,Unsupported,5029,0.4106647068430508
246,1,1970s,Supported positive,6960,0.5683488486036257
246,1,1970s,Supported negative,309,0.025232729054385106
246,1,1970s,Unsupported,4977,0.4064184223419892
247,1,1970s,Supported positive,6921,0.5651641352278295
247,1,1970s,Supported negative,313,0.025559366323697534
247,1,1970s,Unsupported,5012,0.40927649844847297
248,1,1970s,Supported positive,6923,0.5653274538624857
248,1,1970s,Supported negative,306,0.024987751102400785
248,1,1970s,Unsupported,5017,0.4096847950351135
249,1,1970s,Supported positive,6884,0.5621427404866896
249,1,1970s,Supported negative,310,0.025314388371713212
249,1,1970s,Unsupported,5052,0.41254287114159727
250,1,1970s,Supported positive,6921,0.5651641352278295
250,1,1970s,Supported negative,311,0.02539604768904132
250,1,1970s,Unsupported,5014,0.4094398170831292
251,1,1970s,Supported positive,6955,0.5679405520169851
251,1,1970s,Supported negative,305,0.024906091785072675
251,1,1970s,Unsupported,4986,0.4071533561979422
252,1,1970s,Supported positive,6931,0.5659807284011106
252,1,1970s,Supported negative,302,0.024661113833088357
252,1,1970s,Unsupported,5013,0.4093581577658011
253,1,1970s,Supported positive,6976,0.5696553976808754
253,1,1970s,Supported negative,302,0.024661113833088357
253,1,1970s,Unsupported,4968,0.40568348848603625
254,1,1970s,Supported positive,6953,0.5677772333823289
254,1,1970s,Supported negative,311,0.02539604768904132
254,1,1970s,Unsupported,4982,0.40682671892862976
255,1,1970s,Supported positive,6946,0.5672056181610322
255,1,1970s,Supported negative,305,0.024906091785072675
255,1,1970s,Unsupported,4995,0.40788829005389515
256,1,1970s,Supported positive,6948,0.5673689367956883
256,1,1970s,Supported negative,304,0.02482443246774457
256,1,1970s,Unsupported,4994,0.40780663073656703
257,1,1970s,Supported positive,6914,0.5645925200065327
257,1,1970s,Supported negative,306,0.024987751102400785
257,1,1970s,Unsupported,5026,0.4104197288910665
258,1,1970s,Supported positive,6939,0.5666340029397354
258,1,1970s,Supported negative,328,0.026784256083619142
258,1,1970s,Unsupported,4979,0.40658174097664546
259,1,1970s,Supported positive,6926,0.56557243181447
259,1,1970s,Supported negative,308,0.025151069737056997
259,1,1970s,Unsupported,5012,0.40927649844847297
260,1,1970s,Supported positive,6954,0.5678588926996571
260,1,1970s,Supported negative,312,0.025477707006369428
260,1,1970s,Unsupported,4980,0.4066634002939735
261,1,1970s,Supported positive,6892,0.5627960150253144
261,1,1970s,Supported negative,300,0.02449779519843214
261,1,1970s,Unsupported,5054,0.41270618977625345
262,1,1970s,Supported positive,6924,0.5654091131798138
262,1,1970s,Supported negative,305,0.024906091785072675
262,1,1970s,Unsupported,5017,0.4096847950351135
263,1,1970s,Supported positive,6958,0.5681855299689694
263,1,1970s,Supported negative,312,0.025477707006369428
263,1,1970s,Unsupported,4976,0.4063367630246611
264,1,1970s,Supported positive,6939,0.5666340029397354
264,1,1970s,Supported negative,307,0.02506941041972889
264,1,1970s,Unsupported,5000,0.4082965866405357
265,1,1970s,Supported positive,6943,0.5669606402090479
265,1,1970s,Supported negative,311,0.02539604768904132
265,1,1970s,Unsupported,4992,0.40764331210191085
266,1,1970s,Supported positive,6966,0.5688388045075943
266,1,1970s,Supported negative,306,0.024987751102400785
266,1,1970s,Unsupported,4974,0.4061734443900049
267,1,1970s,Supported positive,6946,0.5672056181610322
267,1,1970s,Supported negative,309,0.025232729054385106
267,1,1970s,Unsupported,4991,0.40756165278458273
268,1,1970s,Supported positive,6976,0.5696553976808754
268,1,1970s,Supported negative,312,0.025477707006369428
268,1,1970s,Unsupported,4958,0.40486689531275516
269,1,1970s,Supported positive,6949,0.5674505961130165
269,1,1970s,Supported negative,299,0.024416135881104035
269,1,1970s,Unsupported,4998,0.40813326800587946
270,1,1970s,Supported positive,6925,0.565490772497142
270,1,1970s,Supported negative,311,0.02539604768904132
270,1,1970s,Unsupported,5010,0.40911317981381673
271,1,1970s,Supported positive,6938,0.5665523436224074
271,1,1970s,Supported negative,304,0.02482443246774457
271,1,1970s,Unsupported,5004,0.4086232239098481
272,1,1970s,Supported positive,6906,0.5639392454679079
272,1,1970s,Supported negative,322,0.0262943001796505
272,1,1970s,Unsupported,5018,0.40976645435244163
273,1,1970s,Supported positive,6899,0.5633676302466112
273,1,1970s,Supported negative,321,0.02621264086232239
273,1,1970s,Unsupported,5026,0.4104197288910665
274,1,1970s,Supported positive,6894,0.5629593336599706
274,1,1970s,Supported negative,300,0.02449779519843214
274,1,1970s,Unsupported,5052,0.41254287114159727
275,1,1970s,Supported positive,6971,0.5692471010942348
275,1,1970s,Supported negative,309,0.025232729054385106
275,1,1970s,Unsupported,4966,0.40552016985138006
276,1,1970s,Supported positive,6908,0.5641025641025641
276,1,1970s,Supported negative,309,0.025232729054385106
276,1,1970s,Unsupported,5029,0.4106647068430508
277,1,1970s,Supported positive,6928,0.5657357504491263
277,1,1970s,Supported negative,306,0.024987751102400785
277,1,1970s,Unsupported,5012,0.40927649844847297
278,1,1970s,Supported positive,6924,0.5654091131798138
278,1,1970s,Supported negative,318,0.02596766291033807
278,1,1970s,Unsupported,5004,0.4086232239098481
279,1,1970s,Supported positive,6890,0.5626326963906582
279,1,1970s,Supported negative,307,0.02506941041972889
279,1,1970s,Unsupported,5049,0.4122978931896129
280,1,1970s,Supported positive,6922,0.5652457945451576
280,1,1970s,Supported negative,313,0.025559366323697534
280,1,1970s,Unsupported,5011,0.40919483913114485
281,1,1970s,Supported positive,6902,0.5636126081985955
281,1,1970s,Supported negative,312,0.025477707006369428
281,1,1970s,Unsupported,5032,0.4109096847950351
282,1,1970s,Supported positive,6977,0.5697370569982035
282,1,1970s,Supported negative,312,0.025477707006369428
282,1,1970s,Unsupported,4957,0.4047852359954271
283,1,1970s,Supported positive,6948,0.5673689367956883
283,1,1970s,Supported negative,312,0.025477707006369428
283,1,1970s,Unsupported,4986,0.4071533561979422
284,1,1970s,Supported positive,6966,0.5688388045075943
284,1,1970s,Supported negative,310,0.025314388371713212
284,1,1970s,Unsupported,4970,0.4058468071206925
285,1,1970s,Supported positive,6906,0.5639392454679079
285,1,1970s,Supported negative,310,0.025314388371713212
285,1,1970s,Unsupported,5030,0.4107463661603789
