"","kvadratkod","survey","tmean_breeding"
"CD54","CD54","CD54_3",9.58003427957545
"CD55","CD55","CD55_3",9.52730073860612
"CD56","CD56","CD56_3",9.54116761651104
"CD57","CD57","CD57_3",9.53072032021757
"CD58","CD58","CD58_3",9.53878596172562
"CD59","CD59","CD59_3",9.49808307660503
"CD60","CD60","CD60_3",9.48005386987813
"CD61","CD61","CD61_3",9.45953003272084
"CD62","CD62","CD62_3",9.48405985948142
"CD63","CD63","CD63_3",9.60538303092513
"CD64","CD64","CD64_3",9.5498925606467
"CD65","CD65","CD65_3",9.49256697003393
"CD66","CD66","CD66_3",9.53401041549063
"CD67","CD67","CD67_3",9.51061536865562
"CD68","CD68","CD68_3",9.52647120562586
"CD69","CD69","CD69_3",9.50907781234066
"CD70","CD70","CD70_3",9.44378744336843
"CD71","CD71","CD71_3",9.55165637315466
"CD72","CD72","CD72_3",9.47989738904784
"CD73","CD73","CD73_3",9.57762061509566
"CD74","CD74","CD74_3",9.54126923506562
"CD75","CD75","CD75_3",9.47131080720879
"CD76","CD76","CD76_3",9.51684574070374
"CD77","CD77","CD77_3",9.4592068196926
"CD78","CD78","CD78_3",9.49789392250357
"CD79","CD79","CD79_3",9.51112777690853
"CD80","CD80","CD80_3",9.37433268076449
"CD81","CD81","CD81_3",9.60299556099092
"CD82","CD82","CD82_3",9.48874921504668
"CD83","CD83","CD83_3",9.56040123494624
"CD84","CD84","CD84_3",9.58686051675313
"CD85","CD85","CD85_3",9.46427163256275
"CD86","CD86","CD86_3",9.47772799687727
"CD87","CD87","CD87_3",9.33979170252407
"CD88","CD88","CD88_3",9.40326122199598
"CD89","CD89","CD89_3",9.46489337435195
"CD90","CD90","CD90_3",9.47040426401753
"CD91","CD91","CD91_3",9.57907900822119
"CD92","CD92","CD92_3",9.48496967981159
"CD93","CD93","CD93_3",9.57889917520323
"CD94","CD94","CD94_3",9.51404837992359
"CD95","CD95","CD95_3",9.48904858888791
"CD96","CD96","CD96_3",9.40471987567243
"CD97","CD97","CD97_3",9.34699602983125
"CD98","CD98","CD98_3",9.30109647068995
"CD99","CD99","CD99_3",9.33379201929255
"CE00","CE00","CE00_3",9.48718354600498
"CE01","CE01","CE01_3",9.47977670594871
"CE02","CE02","CE02_3",9.44612179422352
"CE03","CE03","CE03_3",9.40435334308026
"CE04","CE04","CE04_3",9.39970187927977
"CE05","CE05","CE05_3",9.43914114563337
"CE06","CE06","CE06_3",9.4312024650538
"CE07","CE07","CE07_3",9.42158337091813
"CE08","CE08","CE08_3",9.46368134905616
"CE09","CE09","CE09_3",9.53047146335058
"CE10","CE10","CE10_3",9.44455902185008
"CE11","CE11","CE11_3",9.42105080922393
"CE12","CE12","CE12_3",9.40527634435635
"CE13","CE13","CE13_3",9.3736418440511
"CE14","CE14","CE14_3",9.32526244054271
"CE15","CE15","CE15_3",9.37179694142052
"CE16","CE16","CE16_3",9.37149793811865
"CE17","CE17","CE17_3",9.39863640479808
"CE18","CE18","CE18_3",9.48584163071963
"CE19","CE19","CE19_3",9.49397985006112
"CE20","CE20","CE20_3",9.39218698751876
"CE21","CE21","CE21_3",9.35984329334439
"CE22","CE22","CE22_3",9.28986375041842
"CE23","CE23","CE23_3",9.32447067716183
"CE24","CE24","CE24_3",9.32329309307881
"CE25","CE25","CE25_3",9.33172181909404
"CE26","CE26","CE26_3",9.36034901836752
"CE27","CE27","CE27_3",9.42081801303242
"CE28","CE28","CE28_3",9.40918559414577
"CE29","CE29","CE29_3",9.36157149736079
"CE30","CE30","CE30_3",9.33538308583732
"CE31","CE31","CE31_3",9.33993896984649
"CE32","CE32","CE32_3",9.28185277170897
"CE33","CE33","CE33_3",9.25884433142985
"CE34","CE34","CE34_3",9.23749898658954
"CE35","CE35","CE35_3",9.29445012936711
"CE36","CE36","CE36_3",9.2833905301763
"CE37","CE37","CE37_3",9.34667068246868
"CE38","CE38","CE38_3",9.3299231100027
"CE39","CE39","CE39_3",9.3075858835349
"CE40","CE40","CE40_3",9.24084309836993
"CE41","CE41","CE41_3",9.2638675412654
"CE42","CE42","CE42_3",9.21089310288391
"CE43","CE43","CE43_3",9.18491910403685
"CE44","CE44","CE44_3",9.16698457934407
"CE45","CE45","CE45_3",9.25676589680664
"CE46","CE46","CE46_3",9.27702499790585
"CE47","CE47","CE47_3",9.34057221923133
"CE48","CE48","CE48_3",9.34577870984289
"CE49","CE49","CE49_3",9.44037709553319
"CE50","CE50","CE50_3",9.11530846119815
"CE51","CE51","CE51_3",9.18254770759206
"CE52","CE52","CE52_3",9.19218342520639
"CE53","CE53","CE53_3",9.12579882684725
"CE54","CE54","CE54_3",9.22609559908123
"CE55","CE55","CE55_3",9.23293346425223
"CE56","CE56","CE56_3",9.3270828510816
"CE57","CE57","CE57_3",9.38037051587634
"CE58","CE58","CE58_3",9.44715799255616
"CE59","CE59","CE59_3",9.50291395508248
"CE60","CE60","CE60_3",9.15539682979527
"CE61","CE61","CE61_3",9.18293693378546
"CE62","CE62","CE62_3",9.23448342538521
"CE63","CE63","CE63_3",9.08807450356278
"CE64","CE64","CE64_3",9.43380584406308
"CE65","CE65","CE65_3",9.39825562713355
"CE66","CE66","CE66_3",9.38841274504609
"CE67","CE67","CE67_3",9.40372361040669
"CE68","CE68","CE68_3",9.44026796442724
"CE69","CE69","CE69_3",9.45176890885537
"CE70","CE70","CE70_3",9.11532215604456
"CE71","CE71","CE71_3",9.07363530584534
"CE72","CE72","CE72_3",9.32467264539971
"CE73","CE73","CE73_3",9.2062627860626
"CE74","CE74","CE74_3",9.44740884050073
"CE75","CE75","CE75_3",9.43166637873278
"CE76","CE76","CE76_3",9.3305528889728
"CE77","CE77","CE77_3",9.45538671811751
"CE78","CE78","CE78_3",9.57086540900576
"CE79","CE79","CE79_3",9.52518737728476
"CE80","CE80","CE80_3",9.30581587341397
"CE81","CE81","CE81_3",9.32937178014853
"CE82","CE82","CE82_3",9.46151132050125
"CE83","CE83","CE83_3",9.20406163891618
"CE84","CE84","CE84_3",9.32935818053677
"CE85","CE85","CE85_3",9.44098898970435
"CE86","CE86","CE86_3",9.47984973014197
"CE87","CE87","CE87_3",9.51938119048862
"CE88","CE88","CE88_3",9.50291815432364
"CE89","CE89","CE89_3",9.52605778198398
"CE90","CE90","CE90_3",9.31696075865445
"CE91","CE91","CE91_3",9.32080079137805
"CE92","CE92","CE92_3",9.54376108127623
"CE93","CE93","CE93_3",9.43126014600606
"CE94","CE94","CE94_3",9.22707438897337
"CE95","CE95","CE95_3",9.22558258896757
"CE96","CE96","CE96_3",9.408124253912
"CE97","CE97","CE97_3",9.40154774549811
"CE98","CE98","CE98_3",9.41265965294572
"CE99","CE99","CE99_3",9.40972348471624
"CF00","CF00","CF00_3",9.54741829202941
"CF01","CF01","CF01_3",9.41077281507954
"CF02","CF02","CF02_3",9.39319575624725
"CF03","CF03","CF03_3",9.42872531307409
"CF04","CF04","CF04_3",9.42567536836054
"CF05","CF05","CF05_3",9.46124017982374
"CF06","CF06","CF06_3",9.45021989397682
"CF07","CF07","CF07_3",9.47432768393715
"CF08","CF08","CF08_3",9.44417736949119
"CF09","CF09","CF09_3",9.49145366155871
"CF10","CF10","CF10_3",9.52493281092658
"CF11","CF11","CF11_3",9.44447378665648
"CF12","CF12","CF12_3",9.39350559380924
"CF13","CF13","CF13_3",9.37959492340708
"CF14","CF14","CF14_3",9.41424879587137
"CF15","CF15","CF15_3",9.39376879446628
"CF16","CF16","CF16_3",9.39068611999198
"CF17","CF17","CF17_3",9.39956357402494
"CF18","CF18","CF18_3",9.44176893941903
"CF19","CF19","CF19_3",9.4006726249474
"CF20","CF20","CF20_3",9.56111157011707
"CF21","CF21","CF21_3",9.50200963184167
"CF22","CF22","CF22_3",9.40661185497368
"CF23","CF23","CF23_3",9.35510942869555
"CF24","CF24","CF24_3",9.33901885523366
"CF25","CF25","CF25_3",9.27271664149316
"CF26","CF26","CF26_3",9.31519239271988
"CF27","CF27","CF27_3",9.28661005269513
"CF28","CF28","CF28_3",9.32293219180503
"CF29","CF29","CF29_3",9.3898962207431
"CF30","CF30","CF30_3",9.54001871615144
"CF31","CF31","CF31_3",9.45508271158793
"CF32","CF32","CF32_3",9.41556968131427
"CF33","CF33","CF33_3",9.50132749966613
"CF34","CF34","CF34_3",9.33424693402312
"CF35","CF35","CF35_3",9.18008105947629
"CF36","CF36","CF36_3",9.25736587243595
"CF37","CF37","CF37_3",9.21234212319193
"CF38","CF38","CF38_3",9.20097843321432
"CF39","CF39","CF39_3",9.31465996629655
"CF40","CF40","CF40_3",9.57775384194172
"CF41","CF41","CF41_3",9.43544075267218
"CF42","CF42","CF42_3",9.38767001047545
"CF43","CF43","CF43_3",9.40454446506479
"CF44","CF44","CF44_3",9.34459789542525
"CF45","CF45","CF45_3",9.27216346544515
"CF46","CF46","CF46_3",9.26394864586185
"CF47","CF47","CF47_3",9.17611450487437
"CF48","CF48","CF48_3",9.08957024107835
"CF49","CF49","CF49_3",9.21665852943683
"CF50","CF50","CF50_3",9.59051990351306
"CF51","CF51","CF51_3",9.53480913434712
"CF52","CF52","CF52_3",9.41552142338458
"CF53","CF53","CF53_3",9.34350072265155
"CF54","CF54","CF54_3",9.5051226839132
"CF55","CF55","CF55_3",9.25626912926562
"CF56","CF56","CF56_3",9.19337249432227
"CF57","CF57","CF57_3",9.22442773834462
"CF58","CF58","CF58_3",9.24409842365378
"CF59","CF59","CF59_3",9.14813542232393
"CF60","CF60","CF60_3",9.61813443071426
"CF61","CF61","CF61_3",9.46130489471261
"CF62","CF62","CF62_3",9.39194161091301
"CF63","CF63","CF63_3",9.33675393624878
"CF64","CF64","CF64_3",9.53294514025046
"CF65","CF65","CF65_3",9.32599231847724
"CF66","CF66","CF66_3",9.25004714521115
"CF67","CF67","CF67_3",9.30774334347882
"CF68","CF68","CF68_3",9.33648784787809
"CF69","CF69","CF69_3",9.18623841016156
"CF70","CF70","CF70_3",9.73355978855825
"CF71","CF71","CF71_3",9.58081050082539
"CF72","CF72","CF72_3",9.47290268293622
"CF73","CF73","CF73_3",9.42048288690771
"CF74","CF74","CF74_3",9.53697126090871
"CF75","CF75","CF75_3",9.29732785338783
"CF76","CF76","CF76_3",9.26126355364425
"CF77","CF77","CF77_3",9.3629195109158
"CF78","CF78","CF78_3",9.40476377703088
"CF79","CF79","CF79_3",9.31825544451901
"CF80","CF80","CF80_3",9.72603231470391
"CF81","CF81","CF81_3",9.66073881183283
"CF82","CF82","CF82_3",9.6753795432506
"CF83","CF83","CF83_3",9.56660274727447
"CF84","CF84","CF84_3",9.63827978437873
"CF85","CF85","CF85_3",9.37573401902077
"CF86","CF86","CF86_3",9.37122600866804
"CF87","CF87","CF87_3",9.44550591894716
"CF88","CF88","CF88_3",9.44850193016639
"CF89","CF89","CF89_3",9.30575479948448
"CF90","CF90","CF90_3",9.73105764271847
"CF91","CF91","CF91_3",9.7465733197092
"CF92","CF92","CF92_3",9.66492296879672
"CF93","CF93","CF93_3",9.7073374558871
"CF94","CF94","CF94_3",9.50584331665283
"CF95","CF95","CF95_3",9.48080343181801
"CF96","CF96","CF96_3",9.42902222034132
"CF97","CF97","CF97_3",9.50280725618702
"CF98","CF98","CF98_3",9.56444698107109
"CF99","CF99","CF99_3",9.50520866908914
"CG00","CG00","CG00_3",9.87221782829558
"CG01","CG01","CG01_3",9.83128697691857
"CG02","CG02","CG02_3",9.72626291744283
"CG03","CG03","CG03_3",9.74187623245779
"CG04","CG04","CG04_3",9.80025352511121
"CG05","CG05","CG05_3",9.70063668105597
"CG06","CG06","CG06_3",9.57163481591278
"CG07","CG07","CG07_3",9.64048383504344
"CG08","CG08","CG08_3",9.62739333412636
"CG09","CG09","CG09_3",9.54112205436697
"CG10","CG10","CG10_3",9.83269766964077
"CG11","CG11","CG11_3",9.72855714226398
"CG12","CG12","CG12_3",9.65408101314535
"CG13","CG13","CG13_3",9.73172021248924
"CG14","CG14","CG14_3",9.74282174988626
"CG15","CG15","CG15_3",9.68293190132468
"CG16","CG16","CG16_3",9.55589105380053
"CG17","CG17","CG17_3",9.58682247989199
"CG18","CG18","CG18_3",9.63027297323541
"CG19","CG19","CG19_3",9.5589062164657
"CG20","CG20","CG20_3",9.78760167517922
"CG21","CG21","CG21_3",9.6169163042248
"CG22","CG22","CG22_3",9.64236161922184
"CG23","CG23","CG23_3",9.71270016551452
"CG24","CG24","CG24_3",9.66840349761718
"CG25","CG25","CG25_3",9.70249188995944
"CG26","CG26","CG26_3",9.64144647739468
"CG27","CG27","CG27_3",9.57275100703484
"CG28","CG28","CG28_3",9.64123579171944
"CG29","CG29","CG29_3",9.64735248796978
"CG30","CG30","CG30_3",9.77232222545084
"CG31","CG31","CG31_3",9.6951128658007
"CG32","CG32","CG32_3",9.68365848335581
"CG33","CG33","CG33_3",9.69663456506806
"CG34","CG34","CG34_3",9.6702579736773
"CG35","CG35","CG35_3",9.68817034761848
"CG36","CG36","CG36_3",9.63773900765058
"CG37","CG37","CG37_3",9.60086448805792
"CG38","CG38","CG38_3",9.62506045154653
"CG39","CG39","CG39_3",9.59898335496995
"CG40","CG40","CG40_3",9.73991988978018
"CG41","CG41","CG41_3",9.69752982832301
"CG42","CG42","CG42_3",9.66934673816277
"CG43","CG43","CG43_3",9.65489012449635
"CG44","CG44","CG44_3",9.68656862051706
"CG45","CG45","CG45_3",9.62262355495443
"CG46","CG46","CG46_3",9.60249188517706
"CG47","CG47","CG47_3",9.60162284800986
"CG48","CG48","CG48_3",9.57796397437054
"CG49","CG49","CG49_3",9.51295630620158
"CG50","CG50","CG50_3",9.73461006830897
"CG51","CG51","CG51_3",9.71629410571183
"CG52","CG52","CG52_3",9.66364798514945
"CG53","CG53","CG53_3",9.74269059664626
"CG54","CG54","CG54_3",9.7707973045226
"CG55","CG55","CG55_3",9.59078792645432
"CG56","CG56","CG56_3",9.62174705220643
"CG57","CG57","CG57_3",9.58549018296104
"CG58","CG58","CG58_3",9.55114964962941
"CG59","CG59","CG59_3",9.5670864618869
"CG60","CG60","CG60_3",9.81728818862441
"CG61","CG61","CG61_3",9.87820212794116
"CG62","CG62","CG62_3",9.89132618144314
"CG63","CG63","CG63_3",9.72449066554862
"CG64","CG64","CG64_3",9.77534092682946
"CG65","CG65","CG65_3",9.71940883078029
"CG66","CG66","CG66_3",9.72762121736521
"CG67","CG67","CG67_3",9.66382934750928
"CG68","CG68","CG68_3",9.56887077829299
"CG69","CG69","CG69_3",9.66724677859568
"CG71","CG71","CG71_3",9.95305906719812
"CG73","CG73","CG73_3",9.82076007346553
"CG74","CG74","CG74_3",9.79178007183068
"CG75","CG75","CG75_3",9.79230762382736
"CG76","CG76","CG76_3",9.74150378193928
"CG77","CG77","CG77_3",9.79261066445699
"CG78","CG78","CG78_3",9.6836923246086
"CG79","CG79","CG79_3",9.69968164552324
"CG80","CG80","CG80_3",9.95723495849435
"CG83","CG83","CG83_3",9.88862700193913
"CG84","CG84","CG84_3",9.84701379922936
"CG85","CG85","CG85_3",9.87092615437699
"CG86","CG86","CG86_3",9.84514227405013
"CG88","CG88","CG88_3",9.8341406757583
"CG89","CG89","CG89_3",9.76527412807075
"CG90","CG90","CG90_3",9.92097027752965
"CG94","CG94","CG94_3",9.91348611195978
"CG95","CG95","CG95_3",9.90866466745073
"CG98","CG98","CG98_3",9.83133589110262
"CG99","CG99","CG99_3",9.77666088490252
"CH06","CH06","CH06_3",10.037772702718
"CH07","CH07","CH07_3",9.98984967428493
"CH08","CH08","CH08_3",9.94853326433717
"CH09","CH09","CH09_3",9.90910956892073
"CH16","CH16","CH16_3",10.0160178515193
"CH17","CH17","CH17_3",9.97474538407286
"CH18","CH18","CH18_3",9.92291111818243
"CH19","CH19","CH19_3",9.87879927398409
"CH25","CH25","CH25_3",9.95488457345007
"CH26","CH26","CH26_3",9.97694489581069
"CH27","CH27","CH27_3",9.95440317941753
"CH28","CH28","CH28_3",9.90942971309746
"CH29","CH29","CH29_3",9.85605592932293
"CH34","CH34","CH34_3",9.98576380584633
"CH35","CH35","CH35_3",9.94167215965387
"CH36","CH36","CH36_3",9.95752860587691
"CH37","CH37","CH37_3",9.93247653419289
"CH38","CH38","CH38_3",9.87391782478449
"CH39","CH39","CH39_3",9.82167682875064
"CH45","CH45","CH45_3",9.90132806165255
"CH46","CH46","CH46_3",9.91361814114546
"CH47","CH47","CH47_3",9.8905230974592
"CH48","CH48","CH48_3",9.8201946580655
"CH49","CH49","CH49_3",9.72080373487242
"CH55","CH55","CH55_3",9.92950060726699
"CH56","CH56","CH56_3",9.86396155387517
"CH57","CH57","CH57_3",9.82245686236512
"CH58","CH58","CH58_3",9.80148830407161
"CH59","CH59","CH59_3",9.84782180574594
"CH65","CH65","CH65_3",10.057313374788
"CH66","CH66","CH66_3",9.8935450413912
"CH67","CH67","CH67_3",9.80341987795696
"CH68","CH68","CH68_3",9.7751684916635
"CH69","CH69","CH69_3",9.88255115691669
"CH76","CH76","CH76_3",10.0539905285234
"CH77","CH77","CH77_3",9.92543761089351
"CH78","CH78","CH78_3",9.80904103749067
"CH79","CH79","CH79_3",9.90108826369463
"CH85","CH85","CH85_3",10.0834946904613
"CH86","CH86","CH86_3",10.028256136974
"CH87","CH87","CH87_3",9.95723229462858
"CH88","CH88","CH88_3",9.90696543306023
"CH89","CH89","CH89_3",9.9981731455372
"CH95","CH95","CH95_3",10.07246739392
"CH96","CH96","CH96_3",10.0180760099939
"CH97","CH97","CH97_3",9.94110270884405
"CH98","CH98","CH98_3",10.0019146861471
"CH99","CH99","CH99_3",9.96566463948183
"DA80","DA80","DA80_3",9.54794128480348
"DA90","DA90","DA90_3",9.55826076807995
"DB00","DB00","DB00_3",9.54337290578726
"DB01","DB01","DB01_3",9.55172712967244
"DB02","DB02","DB02_3",9.54573111986744
"DB03","DB03","DB03_3",9.48573091187553
"DB04","DB04","DB04_3",9.49670396227908
"DB05","DB05","DB05_3",9.52474842806048
"DB10","DB10","DB10_3",9.52805939778417
"DB11","DB11","DB11_3",9.5110758166559
"DB12","DB12","DB12_3",9.5253687498017
"DB13","DB13","DB13_3",9.48527679848856
"DB14","DB14","DB14_3",9.45849021248433
"DB15","DB15","DB15_3",9.39333457188423
"DB16","DB16","DB16_3",9.44695431217508
"DB20","DB20","DB20_3",9.45739767975681
"DB21","DB21","DB21_3",9.45064576664115
"DB22","DB22","DB22_3",9.4919130302487
"DB23","DB23","DB23_3",9.46999404937953
"DB24","DB24","DB24_3",9.40711078531606
"DB25","DB25","DB25_3",9.36280905227335
"DB26","DB26","DB26_3",9.50027618707703
"DB30","DB30","DB30_3",9.30583528785032
"DB31","DB31","DB31_3",9.31437247412415
"DB32","DB32","DB32_3",9.39641143286368
"DB33","DB33","DB33_3",9.43866769162396
"DB34","DB34","DB34_3",9.31178251015816
"DB35","DB35","DB35_3",9.44968656359876
"DB36","DB36","DB36_3",9.52699694461113
"DB40","DB40","DB40_3",9.27192113154566
"DB41","DB41","DB41_3",9.37658026138335
"DB42","DB42","DB42_3",9.2830171472577
"DB43","DB43","DB43_3",9.43687706749621
"DB44","DB44","DB44_3",9.43452258905895
"DB45","DB45","DB45_3",9.48489218237326
"DB46","DB46","DB46_3",9.50196987908825
"DB47","DB47","DB47_3",9.54635267500567
"DB50","DB50","DB50_3",9.46094460035671
"DB51","DB51","DB51_3",9.3592896995326
"DB52","DB52","DB52_3",9.29625201851896
"DB53","DB53","DB53_3",9.2411112210051
"DB54","DB54","DB54_3",9.3692439104257
"DB55","DB55","DB55_3",9.4829032469494
"DB56","DB56","DB56_3",9.50956410903514
"DB57","DB57","DB57_3",9.50043710007589
"DB60","DB60","DB60_3",9.43625919612796
"DB61","DB61","DB61_3",9.35372251160754
"DB62","DB62","DB62_3",9.28219307825588
"DB63","DB63","DB63_3",9.34651677303249
"DB64","DB64","DB64_3",9.4643334080884
"DB65","DB65","DB65_3",9.53158752187441
"DB66","DB66","DB66_3",9.52832767971342
"DB67","DB67","DB67_3",9.48714775780564
"DB68","DB68","DB68_3",9.50363394161044
"DB70","DB70","DB70_3",9.5059731383496
"DB71","DB71","DB71_3",9.40743487173362
"DB72","DB72","DB72_3",9.2874029396237
"DB73","DB73","DB73_3",9.33673763420528
"DB74","DB74","DB74_3",9.54738489741082
"DB75","DB75","DB75_3",9.58423434799869
"DB76","DB76","DB76_3",9.5765659363554
"DB77","DB77","DB77_3",9.54035082291037
"DB78","DB78","DB78_3",9.51078817648743
"DB79","DB79","DB79_3",9.52600253260857
"DB80","DB80","DB80_3",9.55886384012236
"DB81","DB81","DB81_3",9.5448236297833
"DB82","DB82","DB82_3",9.47156833153164
"DB83","DB83","DB83_3",9.54988314085375
"DB84","DB84","DB84_3",9.59536656489638
"DB89","DB89","DB89_3",9.53594197020717
"DB94","DB94","DB94_3",9.58857850313425
"DB99","DB99","DB99_3",9.56278382068372
"DC00","DC00","DC00_3",9.49021580520725
"DC01","DC01","DC01_3",9.55766555983009
"DC02","DC02","DC02_3",9.52233973466566
"DC03","DC03","DC03_3",9.60636698004485
"DC04","DC04","DC04_3",9.6588996798067
"DC05","DC05","DC05_3",9.69160320644827
"DC06","DC06","DC06_3",9.6528368975702
"DC07","DC07","DC07_3",9.6493839239241
"DC08","DC08","DC08_3",9.63616836078991
"DC09","DC09","DC09_3",9.62311218868199
"DC10","DC10","DC10_3",9.43909409219312
"DC11","DC11","DC11_3",9.52606331833151
"DC12","DC12","DC12_3",9.45664164418272
"DC13","DC13","DC13_3",9.54958000408982
"DC14","DC14","DC14_3",9.60162046010809
"DC15","DC15","DC15_3",9.65332872222602
"DC16","DC16","DC16_3",9.63034794057427
"DC17","DC17","DC17_3",9.62273753300005
"DC18","DC18","DC18_3",9.61813689062426
"DC19","DC19","DC19_3",9.55835330542804
"DC20","DC20","DC20_3",9.55715900480932
"DC21","DC21","DC21_3",9.57036541511056
"DC22","DC22","DC22_3",9.5123990363765
"DC23","DC23","DC23_3",9.59521905323573
"DC24","DC24","DC24_3",9.67522161093235
"DC25","DC25","DC25_3",9.68598453019431
"DC26","DC26","DC26_3",9.48484866710253
"DC27","DC27","DC27_3",9.5955583335428
"DC28","DC28","DC28_3",9.56910782762858
"DC29","DC29","DC29_3",9.48807365247129
"DC30","DC30","DC30_3",9.54738146377549
"DC31","DC31","DC31_3",9.60926538779599
"DC32","DC32","DC32_3",9.65610530632651
"DC33","DC33","DC33_3",9.62861266716778
"DC34","DC34","DC34_3",9.69676003571098
"DC35","DC35","DC35_3",9.6193972403892
"DC36","DC36","DC36_3",9.60891614629429
"DC37","DC37","DC37_3",9.57594088573895
"DC38","DC38","DC38_3",9.52210337193506
"DC39","DC39","DC39_3",9.41898593611539
"DC40","DC40","DC40_3",9.66640915249277
"DC41","DC41","DC41_3",9.67714729338705
"DC42","DC42","DC42_3",9.6667284683068
"DC43","DC43","DC43_3",9.6900930020158
"DC44","DC44","DC44_3",9.66526398893907
"DC45","DC45","DC45_3",9.60190563565832
"DC46","DC46","DC46_3",9.60816686897915
"DC47","DC47","DC47_3",9.47690520446327
"DC48","DC48","DC48_3",9.36482121315528
"DC49","DC49","DC49_3",9.30265121565167
"DC50","DC50","DC50_3",9.66024888216261
"DC51","DC51","DC51_3",9.67304063209455
"DC52","DC52","DC52_3",9.66653096385274
"DC53","DC53","DC53_3",9.67822983348881
"DC54","DC54","DC54_3",9.64306923476278
"DC55","DC55","DC55_3",9.62524701172154
"DC56","DC56","DC56_3",9.61090283378022
"DC57","DC57","DC57_3",9.40436245440495
"DC58","DC58","DC58_3",9.36572791667763
"DC59","DC59","DC59_3",9.53561740404615
"DC63","DC63","DC63_3",9.6681516485618
"DC64","DC64","DC64_3",9.64188234873489
"DC65","DC65","DC65_3",9.64184419503945
"DC66","DC66","DC66_3",9.61901246716818
"DC67","DC67","DC67_3",9.54047900834422
"DC68","DC68","DC68_3",9.5680322776582
"DC69","DC69","DC69_3",9.54634055823547
"DC76","DC76","DC76_3",9.66591176194765
"DC77","DC77","DC77_3",9.62180529211397
"DC78","DC78","DC78_3",9.54199126653221
"DC79","DC79","DC79_3",9.44123091169805
"DC88","DC88","DC88_3",9.58955439236623
"DC89","DC89","DC89_3",9.55637182265142
"DD00","DD00","DD00_3",9.50923093956388
"DD01","DD01","DD01_3",9.54120614166142
"DD02","DD02","DD02_3",9.58024782670957
"DD03","DD03","DD03_3",9.57250823682205
"DD04","DD04","DD04_3",9.52426873188084
"DD05","DD05","DD05_3",9.49437541513083
"DD06","DD06","DD06_3",9.35851690919054
"DD07","DD07","DD07_3",9.30931834729372
"DD08","DD08","DD08_3",9.29456092303168
"DD09","DD09","DD09_3",9.27663995873513
"DD10","DD10","DD10_3",9.58517818445123
"DD11","DD11","DD11_3",9.59391167197157
"DD12","DD12","DD12_3",9.52923787609175
"DD13","DD13","DD13_3",9.491003096969
"DD14","DD14","DD14_3",9.47152450261509
"DD15","DD15","DD15_3",9.4820254153218
"DD16","DD16","DD16_3",9.48028588596356
"DD17","DD17","DD17_3",9.47370968466993
"DD18","DD18","DD18_3",9.48093705206922
"DD19","DD19","DD19_3",9.40491705695923
"DD20","DD20","DD20_3",9.4670901531547
"DD21","DD21","DD21_3",9.61385219722331
"DD22","DD22","DD22_3",9.47697996562547
"DD23","DD23","DD23_3",9.45111551930109
"DD24","DD24","DD24_3",9.41918236627317
"DD25","DD25","DD25_3",9.36691414804172
"DD26","DD26","DD26_3",9.62786447409035
"DD27","DD27","DD27_3",9.53578467430043
"DD28","DD28","DD28_3",9.49024412863047
"DD29","DD29","DD29_3",9.49050176964656
"DD30","DD30","DD30_3",9.54737218881265
"DD31","DD31","DD31_3",9.62411558434293
"DD32","DD32","DD32_3",9.47722598326612
"DD33","DD33","DD33_3",9.34749782957977
"DD34","DD34","DD34_3",9.45755991493723
"DD35","DD35","DD35_3",9.55080072059914
"DD36","DD36","DD36_3",9.57462390181303
"DD37","DD37","DD37_3",9.58264325253356
"DD38","DD38","DD38_3",9.60145309105654
"DD39","DD39","DD39_3",9.53214134374452
"DD40","DD40","DD40_3",9.55055595152768
"DD41","DD41","DD41_3",9.59602213440832
"DD42","DD42","DD42_3",9.52436715034228
"DD43","DD43","DD43_3",9.54523147194618
"DD44","DD44","DD44_3",9.53212238798356
"DD45","DD45","DD45_3",9.52809647452544
"DD46","DD46","DD46_3",9.58522626013042
"DD47","DD47","DD47_3",9.68004684418778
"DD48","DD48","DD48_3",9.67197980441092
"DD49","DD49","DD49_3",9.65251648566845
"DD50","DD50","DD50_3",9.61065074132408
"DD51","DD51","DD51_3",9.60749514810729
"DD52","DD52","DD52_3",9.70362626349388
"DD53","DD53","DD53_3",9.6652180230722
"DD54","DD54","DD54_3",9.65777288739294
"DD55","DD55","DD55_3",9.65119457976748
"DD56","DD56","DD56_3",9.67149188192516
"DD57","DD57","DD57_3",9.69130872337842
"DD58","DD58","DD58_3",9.68070784469689
"DD59","DD59","DD59_3",9.67299497676453
"DD60","DD60","DD60_3",9.57547563749242
"DD61","DD61","DD61_3",9.64510946353049
"DD62","DD62","DD62_3",9.63710268374318
"DD63","DD63","DD63_3",9.59814289500074
"DD64","DD64","DD64_3",9.64390690312871
"DD65","DD65","DD65_3",9.69102217084573
"DD66","DD66","DD66_3",9.70137605890235
"DD67","DD67","DD67_3",9.68250037882572
"DD70","DD70","DD70_3",9.53774929640366
"DD71","DD71","DD71_3",9.56147519649426
"DD72","DD72","DD72_3",9.64626272838796
"DD73","DD73","DD73_3",9.67695803312436
"DD80","DD80","DD80_3",9.46958810187555
"DD81","DD81","DD81_3",9.49917915029886
"DD82","DD82","DD82_3",9.52444143925186
"DD90","DD90","DD90_3",9.50052724249297
"DD91","DD91","DD91_3",9.46799011265426
"DD92","DD92","DD92_3",9.49025948076022
"DD93","DD93","DD93_3",9.67063861979036
