"survey","site","atlas","period","warbler_richness"
"BE79_3","BE79","3","2010s",4
"BE80_3","BE80","3","2010s",10
"BE81_3","BE81","3","2010s",6
"BH86_1","BH86","1","1970s",8
"BE82_3","BE82","3","2010s",7
"BE83_3","BE83","3","2010s",6
"BE84_3","BE84","3","2010s",8
"BE85_3","BE85","3","2010s",8
"BE86_3","BE86","3","2010s",8
"BE87_3","BE87","3","2010s",10
"BE88_3","BE88","3","2010s",11
"BE89_3","BE89","3","2010s",9
"BE90_3","BE90","3","2010s",8
"BE91_3","BE91","3","2010s",8
"BC42_1","BC42","1","1970s",3
"BH87_1","BH87","1","1970s",12
"BE92_3","BE92","3","2010s",6
"BE93_3","BE93","3","2010s",7
"BE94_3","BE94","3","2010s",9
"BE95_3","BE95","3","2010s",10
"BE96_3","BE96","3","2010s",7
"BE97_3","BE97","3","2010s",7
"BE98_3","BE98","3","2010s",7
"BE99_3","BE99","3","2010s",9
"BF00_3","BF00","3","2010s",7
"BF01_3","BF01","3","2010s",9
"BH88_1","BH88","1","1970s",10
"BF02_3","BF02","3","2010s",10
"BF03_3","BF03","3","2010s",9
"BF04_3","BF04","3","2010s",13
"BF05_3","BF05","3","2010s",9
"BF06_3","BF06","3","2010s",7
"BF07_3","BF07","3","2010s",11
"BF08_3","BF08","3","2010s",9
"BF10_3","BF10","3","2010s",5
"BF11_3","BF11","3","2010s",9
"BF12_3","BF12","3","2010s",11
"BH89_1","BH89","1","1970s",10
"BF13_3","BF13","3","2010s",10
"BF14_3","BF14","3","2010s",9
"BF15_3","BF15","3","2010s",9
"BF16_3","BF16","3","2010s",11
"BF17_3","BF17","3","2010s",7
"BF18_3","BF18","3","2010s",10
"BF20_3","BF20","3","2010s",12
"BF21_3","BF21","3","2010s",10
"BF22_3","BF22","3","2010s",11
"BF23_3","BF23","3","2010s",9
"BH96_1","BH96","1","1970s",7
"BF24_3","BF24","3","2010s",10
"BF25_3","BF25","3","2010s",10
"BF26_3","BF26","3","2010s",9
"BF27_3","BF27","3","2010s",10
"BF28_3","BF28","3","2010s",11
"BF29_3","BF29","3","2010s",11
"BF30_3","BF30","3","2010s",9
"BF31_3","BF31","3","2010s",9
"BF32_3","BF32","3","2010s",11
"BF33_3","BF33","3","2010s",11
"BH97_1","BH97","1","1970s",11
"BF34_3","BF34","3","2010s",9
"BF35_3","BF35","3","2010s",10
"BF36_3","BF36","3","2010s",10
"BF37_3","BF37","3","2010s",9
"BF38_3","BF38","3","2010s",6
"BF39_3","BF39","3","2010s",11
"BF40_3","BF40","3","2010s",10
"BF41_3","BF41","3","2010s",9
"BF42_3","BF42","3","2010s",7
"BF43_3","BF43","3","2010s",8
"BH98_1","BH98","1","1970s",9
"BF44_3","BF44","3","2010s",8
"BF45_3","BF45","3","2010s",9
"BF46_3","BF46","3","2010s",7
"BF47_3","BF47","3","2010s",9
"BF48_3","BF48","3","2010s",5
"BF49_3","BF49","3","2010s",12
"BF50_3","BF50","3","2010s",7
"BF51_3","BF51","3","2010s",8
"BF52_3","BF52","3","2010s",7
"BF53_3","BF53","3","2010s",8
"BH99_1","BH99","1","1970s",11
"BF54_3","BF54","3","2010s",8
"BF55_3","BF55","3","2010s",4
"BF56_3","BF56","3","2010s",9
"BF57_3","BF57","3","2010s",8
"BF58_3","BF58","3","2010s",8
"BF59_3","BF59","3","2010s",9
"BF60_3","BF60","3","2010s",8
"BF61_3","BF61","3","2010s",8
"BF62_3","BF62","3","2010s",7
"BF63_3","BF63","3","2010s",7
"CC01_1","CC01","1","1970s",5
"BF64_3","BF64","3","2010s",7
"BF65_3","BF65","3","2010s",7
"BF66_3","BF66","3","2010s",7
"BF67_3","BF67","3","2010s",8
"BF68_3","BF68","3","2010s",9
"BF69_3","BF69","3","2010s",8
"BF70_3","BF70","3","2010s",9
"BF71_3","BF71","3","2010s",6
"BF72_3","BF72","3","2010s",8
"BF73_3","BF73","3","2010s",9
"CC03_1","CC03","1","1970s",0
"BF74_3","BF74","3","2010s",7
"BF75_3","BF75","3","2010s",6
"BF76_3","BF76","3","2010s",6
"BF77_3","BF77","3","2010s",8
"BF78_3","BF78","3","2010s",9
"BF79_3","BF79","3","2010s",7
"BF80_3","BF80","3","2010s",6
"BF81_3","BF81","3","2010s",7
"BF82_3","BF82","3","2010s",6
"BF83_3","BF83","3","2010s",7
"CC04_1","CC04","1","1970s",8
"BF84_3","BF84","3","2010s",6
"BF85_3","BF85","3","2010s",9
"BF86_3","BF86","3","2010s",6
"BF87_3","BF87","3","2010s",8
"BF88_3","BF88","3","2010s",6
"BF89_3","BF89","3","2010s",6
"BF90_3","BF90","3","2010s",6
"BF91_3","BF91","3","2010s",6
"BF92_3","BF92","3","2010s",8
"BF93_3","BF93","3","2010s",8
"BC43_1","BC43","1","1970s",9
"CC05_1","CC05","1","1970s",6
"BF94_3","BF94","3","2010s",8
"BF95_3","BF95","3","2010s",7
"BF96_3","BF96","3","2010s",8
"BF97_3","BF97","3","2010s",6
"BF98_3","BF98","3","2010s",6
"BF99_3","BF99","3","2010s",8
"BG09_3","BG09","3","2010s",0
"BG19_3","BG19","3","2010s",1
"BG26_3","BG26","3","2010s",2
"BG27_3","BG27","3","2010s",7
"CC06_1","CC06","1","1970s",5
"BG28_3","BG28","3","2010s",7
"BG29_3","BG29","3","2010s",11
"BG30_3","BG30","3","2010s",6
"BG31_3","BG31","3","2010s",9
"BG32_3","BG32","3","2010s",9
"BG33_3","BG33","3","2010s",0
"BG36_3","BG36","3","2010s",4
"BG37_3","BG37","3","2010s",6
"BG38_3","BG38","3","2010s",3
"BG39_3","BG39","3","2010s",11
"CD00_1","CD00","1","1970s",8
"BG40_3","BG40","3","2010s",10
"BG41_3","BG41","3","2010s",10
"BG42_3","BG42","3","2010s",10
"BG43_3","BG43","3","2010s",7
"BG45_3","BG45","3","2010s",9
"BG48_3","BG48","3","2010s",5
"BG49_3","BG49","3","2010s",11
"BG50_3","BG50","3","2010s",9
"BG51_3","BG51","3","2010s",11
"BG52_3","BG52","3","2010s",1
"CD01_1","CD01","1","1970s",6
"BG53_3","BG53","3","2010s",7
"BG54_3","BG54","3","2010s",9
"BG55_3","BG55","3","2010s",10
"BG56_3","BG56","3","2010s",8
"BG57_3","BG57","3","2010s",10
"BG58_3","BG58","3","2010s",11
"BG59_3","BG59","3","2010s",9
"BG60_3","BG60","3","2010s",8
"BG61_3","BG61","3","2010s",10
"BG62_3","BG62","3","2010s",11
"CD02_1","CD02","1","1970s",8
"BG63_3","BG63","3","2010s",9
"BG64_3","BG64","3","2010s",6
"BG65_3","BG65","3","2010s",9
"BG66_3","BG66","3","2010s",9
"BG67_3","BG67","3","2010s",9
"BG68_3","BG68","3","2010s",8
"BG69_3","BG69","3","2010s",7
"BG70_3","BG70","3","2010s",7
"BG71_3","BG71","3","2010s",8
"BG72_3","BG72","3","2010s",8
"CD03_1","CD03","1","1970s",9
"BG73_3","BG73","3","2010s",10
"BG74_3","BG74","3","2010s",5
"BG75_3","BG75","3","2010s",6
"BG76_3","BG76","3","2010s",11
"BG77_3","BG77","3","2010s",6
"BG78_3","BG78","3","2010s",11
"BG79_3","BG79","3","2010s",8
"BG80_3","BG80","3","2010s",11
"BG81_3","BG81","3","2010s",7
"BG82_3","BG82","3","2010s",9
"CD04_1","CD04","1","1970s",10
"BG83_3","BG83","3","2010s",8
"BG84_3","BG84","3","2010s",6
"BG85_3","BG85","3","2010s",8
"BG86_3","BG86","3","2010s",9
"BG87_3","BG87","3","2010s",7
"BG88_3","BG88","3","2010s",8
"BG89_3","BG89","3","2010s",8
"BG90_3","BG90","3","2010s",8
"BG91_3","BG91","3","2010s",9
"BG92_3","BG92","3","2010s",9
"CD05_1","CD05","1","1970s",8
"BG93_3","BG93","3","2010s",9
"BG94_3","BG94","3","2010s",9
"BG95_3","BG95","3","2010s",9
"BG96_3","BG96","3","2010s",7
"BG97_3","BG97","3","2010s",7
"BG98_3","BG98","3","2010s",7
"BG99_3","BG99","3","2010s",7
"BH49_3","BH49","3","2010s",0
"BH57_3","BH57","3","2010s",5
"BH58_3","BH58","3","2010s",11
"CD06_1","CD06","1","1970s",7
"BH59_3","BH59","3","2010s",7
"BH66_3","BH66","3","2010s",7
"BH67_3","BH67","3","2010s",9
"BH68_3","BH68","3","2010s",9
"BH69_3","BH69","3","2010s",9
"BH76_3","BH76","3","2010s",10
"BH77_3","BH77","3","2010s",11
"BH78_3","BH78","3","2010s",9
"BH79_3","BH79","3","2010s",11
"BH86_3","BH86","3","2010s",11
"CD07_1","CD07","1","1970s",4
"BH87_3","BH87","3","2010s",13
"BH88_3","BH88","3","2010s",7
"BH89_3","BH89","3","2010s",10
"BH96_3","BH96","3","2010s",8
"BH97_3","BH97","3","2010s",8
"BH98_3","BH98","3","2010s",11
"BH99_3","BH99","3","2010s",10
"CC01_3","CC01","3","2010s",3
"CC03_3","CC03","3","2010s",3
"CC04_3","CC04","3","2010s",13
"BC44_1","BC44","1","1970s",7
"CD08_1","CD08","1","1970s",6
"CC05_3","CC05","3","2010s",12
"CC06_3","CC06","3","2010s",11
"CD00_3","CD00","3","2010s",6
"CD01_3","CD01","3","2010s",8
"CD02_3","CD02","3","2010s",7
"CD03_3","CD03","3","2010s",11
"CD04_3","CD04","3","2010s",9
"CD05_3","CD05","3","2010s",9
"CD06_3","CD06","3","2010s",8
"CD07_3","CD07","3","2010s",8
"CD09_1","CD09","1","1970s",6
"CD08_3","CD08","3","2010s",9
"CD09_3","CD09","3","2010s",10
"CE00_3","CE00","3","2010s",9
"CE01_3","CE01","3","2010s",7
"CE02_3","CE02","3","2010s",10
"CE03_3","CE03","3","2010s",7
"CE04_3","CE04","3","2010s",10
"CE05_3","CE05","3","2010s",9
"CE06_3","CE06","3","2010s",9
"CE07_3","CE07","3","2010s",6
"CE00_1","CE00","1","1970s",9
"CE08_3","CE08","3","2010s",7
"CE09_3","CE09","3","2010s",8
"CF01_3","CF01","3","2010s",6
"CF02_3","CF02","3","2010s",7
"CF03_3","CF03","3","2010s",7
"CF04_3","CF04","3","2010s",9
"CF05_3","CF05","3","2010s",5
"CF06_3","CF06","3","2010s",9
"CF07_3","CF07","3","2010s",8
"CF08_3","CF08","3","2010s",9
"CE01_1","CE01","1","1970s",5
"CF09_3","CF09","3","2010s",9
"CB70_3","CB70","3","2010s",8
"CB80_3","CB80","3","2010s",8
"CB81_3","CB81","3","2010s",12
"CB82_3","CB82","3","2010s",7
"CB90_3","CB90","3","2010s",8
"CB91_3","CB91","3","2010s",7
"CB92_3","CB92","3","2010s",9
"CB93_3","CB93","3","2010s",8
"CB94_3","CB94","3","2010s",6
"CE02_1","CE02","1","1970s",8
"CC10_3","CC10","3","2010s",4
"CC11_3","CC11","3","2010s",7
"CC14_3","CC14","3","2010s",10
"CC15_3","CC15","3","2010s",10
"CC16_3","CC16","3","2010s",9
"CC20_3","CC20","3","2010s",9
"CC21_3","CC21","3","2010s",9
"CC22_3","CC22","3","2010s",8
"CC23_3","CC23","3","2010s",6
"CC24_3","CC24","3","2010s",8
"CE03_1","CE03","1","1970s",6
"CC25_3","CC25","3","2010s",9
"CC26_3","CC26","3","2010s",9
"CC30_3","CC30","3","2010s",10
"CC31_3","CC31","3","2010s",10
"CC32_3","CC32","3","2010s",8
"CC33_3","CC33","3","2010s",8
"CC34_3","CC34","3","2010s",6
"CC35_3","CC35","3","2010s",10
"CC36_3","CC36","3","2010s",7
"CC40_3","CC40","3","2010s",10
"CE04_1","CE04","1","1970s",5
"CC41_3","CC41","3","2010s",7
"CC42_3","CC42","3","2010s",10
"CC43_3","CC43","3","2010s",7
"CC44_3","CC44","3","2010s",8
"CC45_3","CC45","3","2010s",7
"CC46_3","CC46","3","2010s",12
"CC47_3","CC47","3","2010s",2
"CC50_3","CC50","3","2010s",7
"CC51_3","CC51","3","2010s",10
"CC52_3","CC52","3","2010s",8
"CE05_1","CE05","1","1970s",5
"CC53_3","CC53","3","2010s",8
"CC54_3","CC54","3","2010s",10
"CC55_3","CC55","3","2010s",9
"CC56_3","CC56","3","2010s",10
"CC57_3","CC57","3","2010s",7
"CC60_3","CC60","3","2010s",11
"CC61_3","CC61","3","2010s",12
"CC62_3","CC62","3","2010s",10
"CC63_3","CC63","3","2010s",8
"CC64_3","CC64","3","2010s",10
"CE06_1","CE06","1","1970s",6
"CC65_3","CC65","3","2010s",9
"CC66_3","CC66","3","2010s",8
"CC67_3","CC67","3","2010s",8
"CC68_3","CC68","3","2010s",6
"CC70_3","CC70","3","2010s",10
"CC71_3","CC71","3","2010s",13
"CC72_3","CC72","3","2010s",11
"CC73_3","CC73","3","2010s",10
"CC74_3","CC74","3","2010s",6
"CC75_3","CC75","3","2010s",11
"CE07_1","CE07","1","1970s",6
"CC76_3","CC76","3","2010s",9
"CC77_3","CC77","3","2010s",9
"CC78_3","CC78","3","2010s",7
"CC79_3","CC79","3","2010s",8
"CC80_3","CC80","3","2010s",11
"CC81_3","CC81","3","2010s",9
"CC82_3","CC82","3","2010s",7
"CC83_3","CC83","3","2010s",10
"CC84_3","CC84","3","2010s",6
"CC85_3","CC85","3","2010s",11
"BC45_1","BC45","1","1970s",7
"CE08_1","CE08","1","1970s",4
"CC86_3","CC86","3","2010s",11
"CC87_3","CC87","3","2010s",9
"CC88_3","CC88","3","2010s",11
"CC89_3","CC89","3","2010s",9
"CC90_3","CC90","3","2010s",9
"CC91_3","CC91","3","2010s",11
"CC92_3","CC92","3","2010s",10
"CC93_3","CC93","3","2010s",7
"CC94_3","CC94","3","2010s",9
"CC95_3","CC95","3","2010s",10
"CE09_1","CE09","1","1970s",7
"CC96_3","CC96","3","2010s",12
"CC97_3","CC97","3","2010s",9
"CC98_3","CC98","3","2010s",10
"CC99_3","CC99","3","2010s",11
"CD10_3","CD10","3","2010s",7
"CD11_3","CD11","3","2010s",8
"CD12_3","CD12","3","2010s",8
"CD13_3","CD13","3","2010s",10
"CD14_3","CD14","3","2010s",10
"CD15_3","CD15","3","2010s",11
"CF01_1","CF01","1","1970s",3
"CD16_3","CD16","3","2010s",6
"CD17_3","CD17","3","2010s",9
"CD18_3","CD18","3","2010s",7
"CD20_3","CD20","3","2010s",10
"CD21_3","CD21","3","2010s",8
"CD22_3","CD22","3","2010s",8
"CD23_3","CD23","3","2010s",11
"CD24_3","CD24","3","2010s",8
"CD25_3","CD25","3","2010s",4
"CD26_3","CD26","3","2010s",7
"CF02_1","CF02","1","1970s",3
"CD27_3","CD27","3","2010s",8
"CD28_3","CD28","3","2010s",11
"CD29_3","CD29","3","2010s",11
"CD30_3","CD30","3","2010s",7
"CD31_3","CD31","3","2010s",9
"CD32_3","CD32","3","2010s",11
"CD33_3","CD33","3","2010s",11
"CD34_3","CD34","3","2010s",11
"CD35_3","CD35","3","2010s",8
"CD36_3","CD36","3","2010s",11
"CF03_1","CF03","1","1970s",7
"CD37_3","CD37","3","2010s",9
"CD38_3","CD38","3","2010s",7
"CD39_3","CD39","3","2010s",9
"CD40_3","CD40","3","2010s",7
"CD41_3","CD41","3","2010s",10
"CD42_3","CD42","3","2010s",9
"CD43_3","CD43","3","2010s",11
"CD44_3","CD44","3","2010s",8
"CD45_3","CD45","3","2010s",7
"CD46_3","CD46","3","2010s",8
"CF04_1","CF04","1","1970s",6
"CD47_3","CD47","3","2010s",9
"CD48_3","CD48","3","2010s",8
"CD49_3","CD49","3","2010s",9
"CD50_3","CD50","3","2010s",12
"CD51_3","CD51","3","2010s",10
"CD52_3","CD52","3","2010s",10
"CD53_3","CD53","3","2010s",9
"CD54_3","CD54","3","2010s",11
"CD55_3","CD55","3","2010s",9
"CD56_3","CD56","3","2010s",11
"CF05_1","CF05","1","1970s",3
"CD57_3","CD57","3","2010s",10
"CD58_3","CD58","3","2010s",8
"CD59_3","CD59","3","2010s",9
"CD60_3","CD60","3","2010s",11
"CD61_3","CD61","3","2010s",10
"CD62_3","CD62","3","2010s",10
"CD63_3","CD63","3","2010s",12
"CD64_3","CD64","3","2010s",8
"CD65_3","CD65","3","2010s",9
"CD66_3","CD66","3","2010s",10
"CF06_1","CF06","1","1970s",6
"CD67_3","CD67","3","2010s",9
"CD68_3","CD68","3","2010s",7
"CD69_3","CD69","3","2010s",10
"CD70_3","CD70","3","2010s",9
"CD71_3","CD71","3","2010s",12
"CD72_3","CD72","3","2010s",11
"CD73_3","CD73","3","2010s",10
"CD74_3","CD74","3","2010s",7
"CD75_3","CD75","3","2010s",8
"CD76_3","CD76","3","2010s",8
"CF07_1","CF07","1","1970s",7
"CD77_3","CD77","3","2010s",8
"CD78_3","CD78","3","2010s",10
"CD79_3","CD79","3","2010s",9
"CD80_3","CD80","3","2010s",8
"CD81_3","CD81","3","2010s",12
"CD82_3","CD82","3","2010s",7
"CD83_3","CD83","3","2010s",8
"CD84_3","CD84","3","2010s",10
"CD85_3","CD85","3","2010s",8
"CD86_3","CD86","3","2010s",8
"CF08_1","CF08","1","1970s",5
"CD87_3","CD87","3","2010s",8
"CD88_3","CD88","3","2010s",6
"CD89_3","CD89","3","2010s",8
"CD90_3","CD90","3","2010s",10
"CD91_3","CD91","3","2010s",12
"CD92_3","CD92","3","2010s",8
"CD93_3","CD93","3","2010s",9
"CD94_3","CD94","3","2010s",11
"CD95_3","CD95","3","2010s",12
"CD96_3","CD96","3","2010s",10
"AD94_1","AD94","1","1970s",6
"BC50_1","BC50","1","1970s",9
"CF09_1","CF09","1","1970s",6
"CD97_3","CD97","3","2010s",7
"CD98_3","CD98","3","2010s",9
"CD99_3","CD99","3","2010s",9
"CE10_3","CE10","3","2010s",6
"CE11_3","CE11","3","2010s",7
"CE12_3","CE12","3","2010s",9
"CE13_3","CE13","3","2010s",11
"CE14_3","CE14","3","2010s",8
"CE15_3","CE15","3","2010s",7
"CE16_3","CE16","3","2010s",6
"CB70_1","CB70","1","1970s",2
"CE17_3","CE17","3","2010s",6
"CE18_3","CE18","3","2010s",8
"CE19_3","CE19","3","2010s",7
"CE20_3","CE20","3","2010s",7
"CE21_3","CE21","3","2010s",9
"CE22_3","CE22","3","2010s",8
"CE23_3","CE23","3","2010s",7
"CE24_3","CE24","3","2010s",9
"CE25_3","CE25","3","2010s",7
"CE26_3","CE26","3","2010s",8
"CB80_1","CB80","1","1970s",6
"CE27_3","CE27","3","2010s",6
"CE28_3","CE28","3","2010s",7
"CE29_3","CE29","3","2010s",8
"CE30_3","CE30","3","2010s",8
"CE31_3","CE31","3","2010s",6
"CE32_3","CE32","3","2010s",7
"CE33_3","CE33","3","2010s",7
"CE34_3","CE34","3","2010s",8
"CE35_3","CE35","3","2010s",7
"CE36_3","CE36","3","2010s",7
"CB81_1","CB81","1","1970s",3
"CE37_3","CE37","3","2010s",7
"CE38_3","CE38","3","2010s",9
"CE39_3","CE39","3","2010s",7
"CE40_3","CE40","3","2010s",8
"CE41_3","CE41","3","2010s",7
"CE42_3","CE42","3","2010s",7
"CE43_3","CE43","3","2010s",6
"CE44_3","CE44","3","2010s",8
"CE45_3","CE45","3","2010s",8
"CE46_3","CE46","3","2010s",7
"CB82_1","CB82","1","1970s",0
"CE47_3","CE47","3","2010s",8
"CE48_3","CE48","3","2010s",11
"CE49_3","CE49","3","2010s",11
"CE50_3","CE50","3","2010s",8
"CE51_3","CE51","3","2010s",8
"CE52_3","CE52","3","2010s",7
"CE53_3","CE53","3","2010s",7
"CE54_3","CE54","3","2010s",6
"CE55_3","CE55","3","2010s",9
"CE56_3","CE56","3","2010s",10
"CB90_1","CB90","1","1970s",0
"CE57_3","CE57","3","2010s",7
"CE58_3","CE58","3","2010s",8
"CE59_3","CE59","3","2010s",9
"CE60_3","CE60","3","2010s",9
"CE61_3","CE61","3","2010s",9
"CE62_3","CE62","3","2010s",11
"CE63_3","CE63","3","2010s",8
"CE64_3","CE64","3","2010s",10
"CE65_3","CE65","3","2010s",9
"CE66_3","CE66","3","2010s",9
"CB91_1","CB91","1","1970s",0
"CE67_3","CE67","3","2010s",10
"CE68_3","CE68","3","2010s",7
"CE69_3","CE69","3","2010s",8
"CE70_3","CE70","3","2010s",9
"CE71_3","CE71","3","2010s",7
"CE72_3","CE72","3","2010s",10
"CE73_3","CE73","3","2010s",9
"CE74_3","CE74","3","2010s",10
"CE75_3","CE75","3","2010s",9
"CE76_3","CE76","3","2010s",7
"CB92_1","CB92","1","1970s",0
"CE77_3","CE77","3","2010s",8
"CE78_3","CE78","3","2010s",10
"CE79_3","CE79","3","2010s",8
"CE80_3","CE80","3","2010s",10
"CE81_3","CE81","3","2010s",11
"CE82_3","CE82","3","2010s",12
"CE83_3","CE83","3","2010s",7
"CE84_3","CE84","3","2010s",6
"CE85_3","CE85","3","2010s",10
"CE86_3","CE86","3","2010s",12
"CB93_1","CB93","1","1970s",3
"CE87_3","CE87","3","2010s",8
"CE88_3","CE88","3","2010s",7
"CE89_3","CE89","3","2010s",9
"CE90_3","CE90","3","2010s",10
"CE91_3","CE91","3","2010s",8
"CE92_3","CE92","3","2010s",9
"CE93_3","CE93","3","2010s",8
"CE94_3","CE94","3","2010s",8
"CE95_3","CE95","3","2010s",6
"CE96_3","CE96","3","2010s",10
"CB94_1","CB94","1","1970s",4
"CE97_3","CE97","3","2010s",9
"CE98_3","CE98","3","2010s",6
"CE99_3","CE99","3","2010s",10
"CF00_3","CF00","3","2010s",9
"CF10_3","CF10","3","2010s",7
"CF11_3","CF11","3","2010s",6
"CF12_3","CF12","3","2010s",7
"CF13_3","CF13","3","2010s",7
"CF14_3","CF14","3","2010s",7
"CF15_3","CF15","3","2010s",7
"BC51_1","BC51","1","1970s",4
"CC10_1","CC10","1","1970s",2
"CF16_3","CF16","3","2010s",8
"CF17_3","CF17","3","2010s",7
"CF18_3","CF18","3","2010s",6
"CF19_3","CF19","3","2010s",7
"CF20_3","CF20","3","2010s",5
"CF21_3","CF21","3","2010s",8
"CF22_3","CF22","3","2010s",7
"CF23_3","CF23","3","2010s",6
"CF24_3","CF24","3","2010s",6
"CF25_3","CF25","3","2010s",7
"CC11_1","CC11","1","1970s",3
"CF26_3","CF26","3","2010s",11
"CF27_3","CF27","3","2010s",7
"CF28_3","CF28","3","2010s",7
"CF29_3","CF29","3","2010s",11
"CF30_3","CF30","3","2010s",6
"CF31_3","CF31","3","2010s",10
"CF32_3","CF32","3","2010s",9
"CF33_3","CF33","3","2010s",10
"CF34_3","CF34","3","2010s",9
"CF35_3","CF35","3","2010s",8
"CC14_1","CC14","1","1970s",2
"CF36_3","CF36","3","2010s",8
"CF37_3","CF37","3","2010s",6
"CF38_3","CF38","3","2010s",8
"CF39_3","CF39","3","2010s",8
"CF40_3","CF40","3","2010s",10
"CF41_3","CF41","3","2010s",9
"CF42_3","CF42","3","2010s",7
"CF43_3","CF43","3","2010s",8
"CF44_3","CF44","3","2010s",10
"CF45_3","CF45","3","2010s",11
"CC15_1","CC15","1","1970s",8
"CF46_3","CF46","3","2010s",9
"CF47_3","CF47","3","2010s",7
"CF48_3","CF48","3","2010s",7
"CF49_3","CF49","3","2010s",10
"CF50_3","CF50","3","2010s",7
"CF51_3","CF51","3","2010s",11
"CF52_3","CF52","3","2010s",6
"CF53_3","CF53","3","2010s",8
"CF54_3","CF54","3","2010s",8
"CF55_3","CF55","3","2010s",11
"CC16_1","CC16","1","1970s",5
"CF56_3","CF56","3","2010s",11
"CF57_3","CF57","3","2010s",9
"CF58_3","CF58","3","2010s",10
"CF59_3","CF59","3","2010s",9
"CF60_3","CF60","3","2010s",6
"CF61_3","CF61","3","2010s",9
"CF62_3","CF62","3","2010s",9
"CF63_3","CF63","3","2010s",10
"CF64_3","CF64","3","2010s",11
"CF65_3","CF65","3","2010s",7
"CC20_1","CC20","1","1970s",5
"CF66_3","CF66","3","2010s",7
"CF67_3","CF67","3","2010s",11
"CF68_3","CF68","3","2010s",12
"CF69_3","CF69","3","2010s",9
"CF70_3","CF70","3","2010s",8
"CF71_3","CF71","3","2010s",9
"CF72_3","CF72","3","2010s",9
"CF73_3","CF73","3","2010s",9
"CF74_3","CF74","3","2010s",9
"CF75_3","CF75","3","2010s",9
"CC21_1","CC21","1","1970s",2
"CF76_3","CF76","3","2010s",8
"CF77_3","CF77","3","2010s",8
"CF78_3","CF78","3","2010s",11
"CF79_3","CF79","3","2010s",7
"CF80_3","CF80","3","2010s",7
"CF81_3","CF81","3","2010s",7
"CF82_3","CF82","3","2010s",10
"CF83_3","CF83","3","2010s",12
"CF84_3","CF84","3","2010s",10
"CF85_3","CF85","3","2010s",5
"CC22_1","CC22","1","1970s",2
"CF86_3","CF86","3","2010s",8
"CF87_3","CF87","3","2010s",8
"CF88_3","CF88","3","2010s",7
"CF89_3","CF89","3","2010s",10
"CF90_3","CF90","3","2010s",8
"CF91_3","CF91","3","2010s",9
"CF92_3","CF92","3","2010s",11
"CF93_3","CF93","3","2010s",10
"CF94_3","CF94","3","2010s",9
"CF95_3","CF95","3","2010s",10
"CC23_1","CC23","1","1970s",7
"CF96_3","CF96","3","2010s",8
"CF97_3","CF97","3","2010s",10
"CF98_3","CF98","3","2010s",9
"CF99_3","CF99","3","2010s",10
"CG00_3","CG00","3","2010s",7
"CG01_3","CG01","3","2010s",8
"CG02_3","CG02","3","2010s",8
"CG03_3","CG03","3","2010s",8
"CG04_3","CG04","3","2010s",8
"CG05_3","CG05","3","2010s",11
"CC24_1","CC24","1","1970s",7
"CG06_3","CG06","3","2010s",8
"CG07_3","CG07","3","2010s",8
"CG08_3","CG08","3","2010s",8
"CG09_3","CG09","3","2010s",8
"CG10_3","CG10","3","2010s",6
"CG11_3","CG11","3","2010s",7
"CG12_3","CG12","3","2010s",6
"CG13_3","CG13","3","2010s",9
"CG14_3","CG14","3","2010s",6
"CG15_3","CG15","3","2010s",10
"BC52_1","BC52","1","1970s",7
"CC25_1","CC25","1","1970s",7
"CG16_3","CG16","3","2010s",8
"CG17_3","CG17","3","2010s",7
"CG18_3","CG18","3","2010s",8
"CG19_3","CG19","3","2010s",8
"CG20_3","CG20","3","2010s",7
"CG21_3","CG21","3","2010s",8
"CG22_3","CG22","3","2010s",9
"CG23_3","CG23","3","2010s",10
"CG24_3","CG24","3","2010s",9
"CG25_3","CG25","3","2010s",10
"CC26_1","CC26","1","1970s",4
"CG26_3","CG26","3","2010s",8
"CG27_3","CG27","3","2010s",8
"CG28_3","CG28","3","2010s",9
"CG29_3","CG29","3","2010s",10
"CG30_3","CG30","3","2010s",10
"CG31_3","CG31","3","2010s",9
"CG32_3","CG32","3","2010s",8
"CG33_3","CG33","3","2010s",11
"CG34_3","CG34","3","2010s",10
"CG35_3","CG35","3","2010s",8
"CC30_1","CC30","1","1970s",5
"CG36_3","CG36","3","2010s",10
"CG37_3","CG37","3","2010s",8
"CG38_3","CG38","3","2010s",10
"CG39_3","CG39","3","2010s",13
"CG40_3","CG40","3","2010s",9
"CG41_3","CG41","3","2010s",8
"CG42_3","CG42","3","2010s",9
"CG43_3","CG43","3","2010s",10
"CG44_3","CG44","3","2010s",10
"CG45_3","CG45","3","2010s",8
"CC31_1","CC31","1","1970s",7
"CG46_3","CG46","3","2010s",11
"CG47_3","CG47","3","2010s",11
"CG48_3","CG48","3","2010s",10
"CG49_3","CG49","3","2010s",9
"CG50_3","CG50","3","2010s",9
"CG51_3","CG51","3","2010s",9
"CG52_3","CG52","3","2010s",8
"CG53_3","CG53","3","2010s",10
"CG54_3","CG54","3","2010s",10
"CG55_3","CG55","3","2010s",9
"CC32_1","CC32","1","1970s",3
"CG56_3","CG56","3","2010s",9
"CG57_3","CG57","3","2010s",9
"CG58_3","CG58","3","2010s",7
"CG59_3","CG59","3","2010s",9
"CG60_3","CG60","3","2010s",8
"CG61_3","CG61","3","2010s",9
"CG62_3","CG62","3","2010s",9
"CG63_3","CG63","3","2010s",9
