"survey","site","atlas","period","warbler_richness"
"BC55_1","BC55","1","1970s",3
"CC65_1","CC65","1","1970s",6
"DD32_3","DD32","3","2010s",9
"DD33_3","DD33","3","2010s",9
"DD34_3","DD34","3","2010s",9
"DD35_3","DD35","3","2010s",10
"DD36_3","DD36","3","2010s",11
"DD37_3","DD37","3","2010s",10
"DD38_3","DD38","3","2010s",8
"DD39_3","DD39","3","2010s",9
"DD40_3","DD40","3","2010s",10
"DD41_3","DD41","3","2010s",11
"CC66_1","CC66","1","1970s",6
"DD42_3","DD42","3","2010s",12
"DD43_3","DD43","3","2010s",9
"DD44_3","DD44","3","2010s",9
"DD45_3","DD45","3","2010s",11
"DD46_3","DD46","3","2010s",12
"DD47_3","DD47","3","2010s",12
"DD48_3","DD48","3","2010s",10
"DD49_3","DD49","3","2010s",10
"DD50_3","DD50","3","2010s",9
"DD51_3","DD51","3","2010s",11
"CC67_1","CC67","1","1970s",6
"DD52_3","DD52","3","2010s",11
"DD53_3","DD53","3","2010s",9
"DD54_3","DD54","3","2010s",9
"DD55_3","DD55","3","2010s",10
"DD56_3","DD56","3","2010s",9
"DD57_3","DD57","3","2010s",9
"DD58_3","DD58","3","2010s",11
"DD59_3","DD59","3","2010s",10
"DD60_3","DD60","3","2010s",8
"DD61_3","DD61","3","2010s",11
"CC68_1","CC68","1","1970s",7
"DD62_3","DD62","3","2010s",9
"DD63_3","DD63","3","2010s",8
"DD64_3","DD64","3","2010s",9
"DD65_3","DD65","3","2010s",11
"DD66_3","DD66","3","2010s",9
"DD67_3","DD67","3","2010s",7
"DD70_3","DD70","3","2010s",11
"DD71_3","DD71","3","2010s",8
"DD72_3","DD72","3","2010s",8
"DD73_3","DD73","3","2010s",6
"CC70_1","CC70","1","1970s",10
"DD80_3","DD80","3","2010s",11
"DD81_3","DD81","3","2010s",5
"DD82_3","DD82","3","2010s",8
"DD90_3","DD90","3","2010s",8
"DD91_3","DD91","3","2010s",8
"DD92_3","DD92","3","2010s",6
"DD93_3","DD93","3","2010s",3
"DE00_3","DE00","3","2010s",9
"DE01_3","DE01","3","2010s",10
"DE02_3","DE02","3","2010s",8
"CC71_1","CC71","1","1970s",4
"DE03_3","DE03","3","2010s",7
"DE04_3","DE04","3","2010s",5
"DE05_3","DE05","3","2010s",9
"DE06_3","DE06","3","2010s",9
"DE07_3","DE07","3","2010s",9
"DE08_3","DE08","3","2010s",9
"DE09_3","DE09","3","2010s",9
"DE10_3","DE10","3","2010s",7
"DE11_3","DE11","3","2010s",10
"DE12_3","DE12","3","2010s",9
"CC72_1","CC72","1","1970s",11
"DE13_3","DE13","3","2010s",7
"DE14_3","DE14","3","2010s",10
"DE15_3","DE15","3","2010s",8
"DE16_3","DE16","3","2010s",11
"DE17_3","DE17","3","2010s",7
"DE18_3","DE18","3","2010s",7
"DE19_3","DE19","3","2010s",9
"DE20_3","DE20","3","2010s",7
"DE21_3","DE21","3","2010s",9
"DE22_3","DE22","3","2010s",9
"CC73_1","CC73","1","1970s",6
"DE23_3","DE23","3","2010s",8
"DE24_3","DE24","3","2010s",10
"DE25_3","DE25","3","2010s",11
"DE26_3","DE26","3","2010s",10
"DE27_3","DE27","3","2010s",6
"DE28_3","DE28","3","2010s",7
"DE29_3","DE29","3","2010s",11
"DE30_3","DE30","3","2010s",11
"DE31_3","DE31","3","2010s",6
"DE32_3","DE32","3","2010s",9
"CC74_1","CC74","1","1970s",3
"DE33_3","DE33","3","2010s",9
"DE34_3","DE34","3","2010s",11
"DE35_3","DE35","3","2010s",10
"DE36_3","DE36","3","2010s",11
"DE37_3","DE37","3","2010s",10
"DE38_3","DE38","3","2010s",9
"DE39_3","DE39","3","2010s",8
"DE40_3","DE40","3","2010s",9
"DE41_3","DE41","3","2010s",10
"DE42_3","DE42","3","2010s",9
"CC75_1","CC75","1","1970s",10
"DE43_3","DE43","3","2010s",9
"DE44_3","DE44","3","2010s",9
"DE45_3","DE45","3","2010s",8
"DE46_3","DE46","3","2010s",10
"DE47_3","DE47","3","2010s",7
"DE48_3","DE48","3","2010s",9
"DE49_3","DE49","3","2010s",7
"DE50_3","DE50","3","2010s",6
"DE51_3","DE51","3","2010s",8
"DE52_3","DE52","3","2010s",9
"BC56_1","BC56","1","1970s",6
"CC76_1","CC76","1","1970s",9
"DE53_3","DE53","3","2010s",10
"DE54_3","DE54","3","2010s",4
"DE55_3","DE55","3","2010s",7
"DE56_3","DE56","3","2010s",13
"DE57_3","DE57","3","2010s",9
"DE58_3","DE58","3","2010s",9
"DE59_3","DE59","3","2010s",8
"DE65_3","DE65","3","2010s",8
"DE66_3","DE66","3","2010s",9
"DE67_3","DE67","3","2010s",7
"CC77_1","CC77","1","1970s",10
"DE68_3","DE68","3","2010s",11
"DE69_3","DE69","3","2010s",11
"DE70_3","DE70","3","2010s",10
"DE75_3","DE75","3","2010s",9
"DE76_3","DE76","3","2010s",8
"DE77_3","DE77","3","2010s",8
"DE78_3","DE78","3","2010s",10
"DE79_3","DE79","3","2010s",11
"DE80_3","DE80","3","2010s",8
"DE83_3","DE83","3","2010s",9
"CC78_1","CC78","1","1970s",0
"DE84_3","DE84","3","2010s",9
"DE85_3","DE85","3","2010s",10
"DE86_3","DE86","3","2010s",11
"DE87_3","DE87","3","2010s",7
"DE88_3","DE88","3","2010s",10
"DE89_3","DE89","3","2010s",10
"DE90_3","DE90","3","2010s",7
"DE91_3","DE91","3","2010s",9
"DE93_3","DE93","3","2010s",9
"DE94_3","DE94","3","2010s",10
"CC79_1","CC79","1","1970s",4
"DE95_3","DE95","3","2010s",9
"DE96_3","DE96","3","2010s",10
"DE97_3","DE97","3","2010s",10
"DE98_3","DE98","3","2010s",11
"DE99_3","DE99","3","2010s",11
"DF00_3","DF00","3","2010s",8
"DF01_3","DF01","3","2010s",8
"DF02_3","DF02","3","2010s",11
"DF04_3","DF04","3","2010s",9
"DF05_3","DF05","3","2010s",7
"CC80_1","CC80","1","1970s",11
"DF06_3","DF06","3","2010s",8
"DF07_3","DF07","3","2010s",9
"DF08_3","DF08","3","2010s",11
"DF09_3","DF09","3","2010s",10
"DF10_3","DF10","3","2010s",10
"DF14_3","DF14","3","2010s",8
"DF15_3","DF15","3","2010s",11
"DF16_3","DF16","3","2010s",10
"DF17_3","DF17","3","2010s",10
"DF18_3","DF18","3","2010s",11
"CC81_1","CC81","1","1970s",4
"DF19_3","DF19","3","2010s",7
"DF20_3","DF20","3","2010s",9
"DF21_3","DF21","3","2010s",6
"DF24_3","DF24","3","2010s",8
"DF25_3","DF25","3","2010s",11
"DF26_3","DF26","3","2010s",10
"DF27_3","DF27","3","2010s",11
"DF28_3","DF28","3","2010s",10
"DF29_3","DF29","3","2010s",8
"DF30_3","DF30","3","2010s",7
"CC82_1","CC82","1","1970s",7
"DF31_3","DF31","3","2010s",9
"DF32_3","DF32","3","2010s",0
"DF36_3","DF36","3","2010s",3
"DF37_3","DF37","3","2010s",10
"DF38_3","DF38","3","2010s",10
"DF39_3","DF39","3","2010s",9
"DF40_3","DF40","3","2010s",8
"DF41_3","DF41","3","2010s",9
"DF42_3","DF42","3","2010s",9
"DF43_3","DF43","3","2010s",10
"CC83_1","CC83","1","1970s",8
"DF47_3","DF47","3","2010s",0
"DF48_3","DF48","3","2010s",8
"DF49_3","DF49","3","2010s",8
"DF50_3","DF50","3","2010s",5
"DF51_3","DF51","3","2010s",10
"DF52_3","DF52","3","2010s",9
"DF55_3","DF55","3","2010s",6
"DF58_3","DF58","3","2010s",2
"DF59_3","DF59","3","2010s",5
"DF60_3","DF60","3","2010s",6
"CC84_1","CC84","1","1970s",4
"DF61_3","DF61","3","2010s",9
"DF62_3","DF62","3","2010s",10
"DF65_3","DF65","3","2010s",10
"DF66_3","DF66","3","2010s",10
"DF69_3","DF69","3","2010s",0
"DF70_3","DF70","3","2010s",9
"DF71_3","DF71","3","2010s",9
"DF72_3","DF72","3","2010s",9
"DF77_3","DF77","3","2010s",0
"DF80_3","DF80","3","2010s",11
"CC85_1","CC85","1","1970s",10
"DF81_3","DF81","3","2010s",9
"DF90_3","DF90","3","2010s",8
"DF91_3","DF91","3","2010s",6
"DF96_3","DF96","3","2010s",11
"DF97_3","DF97","3","2010s",9
"DF98_3","DF98","3","2010s",8
"DG00_3","DG00","3","2010s",8
"DG05_3","DG05","3","2010s",3
"DG06_3","DG06","3","2010s",8
"DG07_3","DG07","3","2010s",10
"BC60_1","BC60","1","1970s",10
"CC86_1","CC86","1","1970s",8
"DG08_3","DG08","3","2010s",9
"DG09_3","DG09","3","2010s",10
"DG14_3","DG14","3","2010s",10
"DG15_3","DG15","3","2010s",8
"DG16_3","DG16","3","2010s",8
"DG17_3","DG17","3","2010s",8
"DG18_3","DG18","3","2010s",10
"DG19_3","DG19","3","2010s",6
"DG21_3","DG21","3","2010s",5
"DG22_3","DG22","3","2010s",9
"CC87_1","CC87","1","1970s",3
"DG23_3","DG23","3","2010s",9
"DG24_3","DG24","3","2010s",10
"DG25_3","DG25","3","2010s",9
"DG26_3","DG26","3","2010s",8
"DG27_3","DG27","3","2010s",9
"DG28_3","DG28","3","2010s",9
"DG29_3","DG29","3","2010s",9
"DG30_3","DG30","3","2010s",9
"DG31_3","DG31","3","2010s",9
"DG32_3","DG32","3","2010s",8
"CC88_1","CC88","1","1970s",6
"DG33_3","DG33","3","2010s",9
"DG34_3","DG34","3","2010s",9
"DG35_3","DG35","3","2010s",9
"DG36_3","DG36","3","2010s",8
"DG37_3","DG37","3","2010s",10
"DG38_3","DG38","3","2010s",9
"DG39_3","DG39","3","2010s",7
"DG40_3","DG40","3","2010s",6
"DG41_3","DG41","3","2010s",9
"DG42_3","DG42","3","2010s",9
"CC89_1","CC89","1","1970s",7
"DG43_3","DG43","3","2010s",10
"DG44_3","DG44","3","2010s",10
"DG45_3","DG45","3","2010s",9
"DG46_3","DG46","3","2010s",9
"DG47_3","DG47","3","2010s",9
"DG48_3","DG48","3","2010s",7
"DG49_3","DG49","3","2010s",9
"DG50_3","DG50","3","2010s",9
"DG51_3","DG51","3","2010s",9
"DG52_3","DG52","3","2010s",10
"CC90_1","CC90","1","1970s",7
"DG53_3","DG53","3","2010s",6
"DG54_3","DG54","3","2010s",5
"DG55_3","DG55","3","2010s",9
"DG56_3","DG56","3","2010s",8
"DG57_3","DG57","3","2010s",8
"DG58_3","DG58","3","2010s",8
"DG59_3","DG59","3","2010s",7
"DG60_3","DG60","3","2010s",8
"DG61_3","DG61","3","2010s",11
"DG62_3","DG62","3","2010s",12
"CC91_1","CC91","1","1970s",5
"DG63_3","DG63","3","2010s",8
"DG64_3","DG64","3","2010s",9
"DG65_3","DG65","3","2010s",10
"DG66_3","DG66","3","2010s",8
"DG67_3","DG67","3","2010s",11
"DG68_3","DG68","3","2010s",10
"DG69_3","DG69","3","2010s",9
"DG70_3","DG70","3","2010s",10
"DG71_3","DG71","3","2010s",10
"DG72_3","DG72","3","2010s",12
"CC92_1","CC92","1","1970s",8
"DG73_3","DG73","3","2010s",12
"DG74_3","DG74","3","2010s",9
"DG75_3","DG75","3","2010s",9
"DG76_3","DG76","3","2010s",9
"DG77_3","DG77","3","2010s",8
"DG78_3","DG78","3","2010s",9
"DG79_3","DG79","3","2010s",8
"DG80_3","DG80","3","2010s",9
"DG81_3","DG81","3","2010s",10
"DG82_3","DG82","3","2010s",9
"CC93_1","CC93","1","1970s",10
"DG83_3","DG83","3","2010s",9
"DG84_3","DG84","3","2010s",10
"DG85_3","DG85","3","2010s",8
"DG86_3","DG86","3","2010s",9
"DG87_3","DG87","3","2010s",11
"DG88_3","DG88","3","2010s",10
"DG89_3","DG89","3","2010s",11
"DG90_3","DG90","3","2010s",9
"DG91_3","DG91","3","2010s",9
"DG92_3","DG92","3","2010s",9
"CC94_1","CC94","1","1970s",10
"DG93_3","DG93","3","2010s",8
"DG94_3","DG94","3","2010s",10
"DG95_3","DG95","3","2010s",10
"DG96_3","DG96","3","2010s",11
"DG97_3","DG97","3","2010s",10
"DG98_3","DG98","3","2010s",10
"DG99_3","DG99","3","2010s",7
"DH06_3","DH06","3","2010s",9
"DH07_3","DH07","3","2010s",9
"DH08_3","DH08","3","2010s",10
"CC95_1","CC95","1","1970s",2
"DH09_3","DH09","3","2010s",7
"DH16_3","DH16","3","2010s",10
"DH17_3","DH17","3","2010s",10
"DH18_3","DH18","3","2010s",10
"DH19_3","DH19","3","2010s",9
"DH25_3","DH25","3","2010s",8
"DH26_3","DH26","3","2010s",9
"DH27_3","DH27","3","2010s",9
"DH28_3","DH28","3","2010s",8
"DH29_3","DH29","3","2010s",8
"BC61_1","BC61","1","1970s",6
"CC96_1","CC96","1","1970s",8
"DH36_3","DH36","3","2010s",9
"DH37_3","DH37","3","2010s",9
"DH38_3","DH38","3","2010s",7
"DH49_3","DH49","3","2010s",1
"DH57_3","DH57","3","2010s",11
"DH58_3","DH58","3","2010s",8
"DH59_3","DH59","3","2010s",3
"DH66_3","DH66","3","2010s",9
"DH67_3","DH67","3","2010s",11
"DH69_3","DH69","3","2010s",7
"CC97_1","CC97","1","1970s",10
"DH75_3","DH75","3","2010s",8
"DH76_3","DH76","3","2010s",10
"DH77_3","DH77","3","2010s",6
"DH78_3","DH78","3","2010s",5
"DH79_3","DH79","3","2010s",9
"DH85_3","DH85","3","2010s",10
"DH86_3","DH86","3","2010s",8
"DH87_3","DH87","3","2010s",2
"DH88_3","DH88","3","2010s",8
"DH89_3","DH89","3","2010s",6
"CC98_1","CC98","1","1970s",9
"DH95_3","DH95","3","2010s",8
"DH96_3","DH96","3","2010s",9
"DH97_3","DH97","3","2010s",5
"DH98_3","DH98","3","2010s",9
"DH99_3","DH99","3","2010s",10
"ED00_3","ED00","3","2010s",12
"ED01_3","ED01","3","2010s",10
"ED02_3","ED02","3","2010s",12
"ED03_3","ED03","3","2010s",8
"EE08_3","EE08","3","2010s",7
"CC99_1","CC99","1","1970s",5
"EE09_3","EE09","3","2010s",10
"EB01_3","EB01","3","2010s",10
"EB02_3","EB02","3","2010s",1
"EB03_3","EB03","3","2010s",10
"EB04_3","EB04","3","2010s",11
"EB05_3","EB05","3","2010s",0
"EB06_3","EB06","3","2010s",9
"EB07_3","EB07","3","2010s",10
"EB08_3","EB08","3","2010s",10
"EB09_3","EB09","3","2010s",9
"CD10_1","CD10","1","1970s",3
"EB10_3","EB10","3","2010s",10
"EB11_3","EB11","3","2010s",7
"EB12_3","EB12","3","2010s",9
"EB13_3","EB13","3","2010s",7
"EB14_3","EB14","3","2010s",0
"ED10_3","ED10","3","2010s",8
"ED11_3","ED11","3","2010s",7
"ED12_3","ED12","3","2010s",10
"ED13_3","ED13","3","2010s",10
"ED20_3","ED20","3","2010s",10
"CD11_1","CD11","1","1970s",8
"ED21_3","ED21","3","2010s",9
"ED22_3","ED22","3","2010s",9
"ED23_3","ED23","3","2010s",10
"ED30_3","ED30","3","2010s",7
"ED31_3","ED31","3","2010s",8
"ED32_3","ED32","3","2010s",1
"ED41_3","ED41","3","2010s",4
"EE04_3","EE04","3","2010s",8
"EE05_3","EE05","3","2010s",10
"EE06_3","EE06","3","2010s",9
"CD12_1","CD12","1","1970s",6
"EE07_3","EE07","3","2010s",9
"EE14_3","EE14","3","2010s",8
"EE15_3","EE15","3","2010s",10
"EE16_3","EE16","3","2010s",11
"EE17_3","EE17","3","2010s",12
"EE18_3","EE18","3","2010s",9
"EE19_3","EE19","3","2010s",5
"EE20_3","EE20","3","2010s",5
"EE24_3","EE24","3","2010s",8
"EE26_3","EE26","3","2010s",6
"CD13_1","CD13","1","1970s",7
"EE27_3","EE27","3","2010s",12
"EE28_3","EE28","3","2010s",10
"EE29_3","EE29","3","2010s",7
"EE38_3","EE38","3","2010s",10
"EE39_3","EE39","3","2010s",10
"EE81_3","EE81","3","2010s",9
"EE90_3","EE90","3","2010s",9
"EE91_3","EE91","3","2010s",8
"EF00_3","EF00","3","2010s",8
"EF01_3","EF01","3","2010s",11
"CD14_1","CD14","1","1970s",8
"EF02_3","EF02","3","2010s",9
"EF06_3","EF06","3","2010s",9
"EF07_3","EF07","3","2010s",7
"EF08_3","EF08","3","2010s",8
"EF09_3","EF09","3","2010s",9
"EF10_3","EF10","3","2010s",10
"EF11_3","EF11","3","2010s",9
"EF19_3","EF19","3","2010s",0
"EF20_3","EF20","3","2010s",9
"EF35_3","EF35","3","2010s",10
"CD15_1","CD15","1","1970s",8
"EF44_3","EF44","3","2010s",8
"EF45_3","EF45","3","2010s",9
"EF53_3","EF53","3","2010s",8
"EF54_3","EF54","3","2010s",9
"EF55_3","EF55","3","2010s",8
"EF60_3","EF60","3","2010s",5
"EF61_3","EF61","3","2010s",9
"EF63_3","EF63","3","2010s",10
"EF64_3","EF64","3","2010s",9
"EF65_3","EF65","3","2010s",11
"BC62_1","BC62","1","1970s",5
"CD16_1","CD16","1","1970s",7
"EF66_3","EF66","3","2010s",11
"EF68_3","EF68","3","2010s",4
"EF69_3","EF69","3","2010s",9
"EF70_3","EF70","3","2010s",9
"EF71_3","EF71","3","2010s",10
"EF72_3","EF72","3","2010s",11
"EF73_3","EF73","3","2010s",8
"EF74_3","EF74","3","2010s",9
"EF75_3","EF75","3","2010s",10
"EF76_3","EF76","3","2010s",10
"CD17_1","CD17","1","1970s",7
"EF78_3","EF78","3","2010s",6
"EF79_3","EF79","3","2010s",8
"EF80_3","EF80","3","2010s",9
"EF81_3","EF81","3","2010s",10
"EF82_3","EF82","3","2010s",10
"EF83_3","EF83","3","2010s",3
"EF84_3","EF84","3","2010s",10
"EF85_3","EF85","3","2010s",10
"EF86_3","EF86","3","2010s",8
"EF87_3","EF87","3","2010s",4
"CD18_1","CD18","1","1970s",5
"EF90_3","EF90","3","2010s",9
"EF91_3","EF91","3","2010s",9
"EF92_3","EF92","3","2010s",11
"EF93_3","EF93","3","2010s",13
"EF94_3","EF94","3","2010s",5
"EF95_3","EF95","3","2010s",9
"EF96_3","EF96","3","2010s",9
"EF97_3","EF97","3","2010s",11
"EF98_3","EF98","3","2010s",10
"EG00_3","EG00","3","2010s",6
"CD20_1","CD20","1","1970s",8
"EG01_3","EG01","3","2010s",10
"EG02_3","EG02","3","2010s",10
"EG03_3","EG03","3","2010s",8
"EG04_3","EG04","3","2010s",9
"EG05_3","EG05","3","2010s",10
"EG06_3","EG06","3","2010s",9
"EG07_3","EG07","3","2010s",9
"EG08_3","EG08","3","2010s",9
"EG09_3","EG09","3","2010s",10
"EG10_3","EG10","3","2010s",10
"CD21_1","CD21","1","1970s",7
"EG11_3","EG11","3","2010s",9
"EG12_3","EG12","3","2010s",9
"EG13_3","EG13","3","2010s",8
"EG14_3","EG14","3","2010s",8
"EG15_3","EG15","3","2010s",11
"EG16_3","EG16","3","2010s",10
"EG17_3","EG17","3","2010s",9
"EG18_3","EG18","3","2010s",10
"EG19_3","EG19","3","2010s",8
"EG21_3","EG21","3","2010s",8
"CD22_1","CD22","1","1970s",6
"EG22_3","EG22","3","2010s",9
"EG23_3","EG23","3","2010s",9
"EG24_3","EG24","3","2010s",10
"EG25_3","EG25","3","2010s",11
"EG26_3","EG26","3","2010s",12
"EG27_3","EG27","3","2010s",10
"EG30_3","EG30","3","2010s",9
"EG31_3","EG31","3","2010s",4
"EG33_3","EG33","3","2010s",7
"EG34_3","EG34","3","2010s",9
"CD23_1","CD23","1","1970s",3
"EG35_3","EG35","3","2010s",10
"EG36_3","EG36","3","2010s",8
"EG40_3","EG40","3","2010s",9
"EG41_3","EG41","3","2010s",9
"EG42_3","EG42","3","2010s",9
"EG44_3","EG44","3","2010s",0
"EG46_3","EG46","3","2010s",8
"EG67_3","EG67","3","2010s",9
"EG72_3","EG72","3","2010s",7
"EG73_3","EG73","3","2010s",8
"CD24_1","CD24","1","1970s",6
"EG74_3","EG74","3","2010s",10
"EG76_3","EG76","3","2010s",9
"EG77_3","EG77","3","2010s",9
"EG78_3","EG78","3","2010s",9
"EG79_3","EG79","3","2010s",8
"EG83_3","EG83","3","2010s",7
"EG84_3","EG84","3","2010s",10
"EG85_3","EG85","3","2010s",10
"EG86_3","EG86","3","2010s",9
"EG87_3","EG87","3","2010s",9
"CD25_1","CD25","1","1970s",4
"EG88_3","EG88","3","2010s",11
"EG89_3","EG89","3","2010s",10
"EG93_3","EG93","3","2010s",10
"EG94_3","EG94","3","2010s",11
"EG95_3","EG95","3","2010s",9
"EG96_3","EG96","3","2010s",9
"EG97_3","EG97","3","2010s",7
"EG98_3","EG98","3","2010s",10
"EG99_3","EG99","3","2010s",9
"EH05_3","EH05","3","2010s",6
"CD26_1","CD26","1","1970s",9
"EH06_3","EH06","3","2010s",9
"EH07_3","EH07","3","2010s",8
"EH08_3","EH08","3","2010s",8
"EH09_3","EH09","3","2010s",7
"EH13_3","EH13","3","2010s",10
"EH14_3","EH14","3","2010s",9
"EH15_3","EH15","3","2010s",9
"EH16_3","EH16","3","2010s",9
"EH17_3","EH17","3","2010s",8
"EH18_3","EH18","3","2010s",9
"AD95_1","AD95","1","1970s",5
"BC63_1","BC63","1","1970s",4
"CD27_1","CD27","1","1970s",3
"EH19_3","EH19","3","2010s",9
"EH23_3","EH23","3","2010s",9
"EH24_3","EH24","3","2010s",11
"EH25_3","EH25","3","2010s",10
"EH26_3","EH26","3","2010s",10
"EH27_3","EH27","3","2010s",8
"EH28_3","EH28","3","2010s",9
"EH36_3","EH36","3","2010s",10
"EH37_3","EH37","3","2010s",9
"EH38_3","EH38","3","2010s",7
"CD28_1","CD28","1","1970s",3
"EH39_3","EH39","3","2010s",10
"EH49_3","EH49","3","2010s",7
"EH54_3","EH54","3","2010s",10
"EH55_3","EH55","3","2010s",6
"EH56_3","EH56","3","2010s",8
"EH57_3","EH57","3","2010s",5
"EH63_3","EH63","3","2010s",10
"EH64_3","EH64","3","2010s",11
"EH65_3","EH65","3","2010s",9
"EH66_3","EH66","3","2010s",9
"CD29_1","CD29","1","1970s",7
"EH67_3","EH67","3","2010s",8
"EH68_3","EH68","3","2010s",8
"EH73_3","EH73","3","2010s",7
"EH74_3","EH74","3","2010s",7
"EH75_3","EH75","3","2010s",10
"EH76_3","EH76","3","2010s",9
"EH77_3","EH77","3","2010s",7
"EH78_3","EH78","3","2010s",9
"EH83_3","EH83","3","2010s",9
"EH84_3","EH84","3","2010s",8
"CD30_1","CD30","1","1970s",6
"EH85_3","EH85","3","2010s",7
"EH86_3","EH86","3","2010s",9
"EH87_3","EH87","3","2010s",8
"EH88_3","EH88","3","2010s",9
"EH92_3","EH92","3","2010s",11
"EH93_3","EH93","3","2010s",9
"EH94_3","EH94","3","2010s",7
"EH95_3","EH95","3","2010s",9
"EH96_3","EH96","3","2010s",9
"EH97_3","EH97","3","2010s",9
"CD31_1","CD31","1","1970s",7
"EH98_3","EH98","3","2010s",9
"FD01_3","FD01","3","2010s",7
"FD02_3","FD02","3","2010s",10
"FD03_3","FD03","3","2010s",4
"FE00_3","FE00","3","2010s",10
"FE10_3","FE10","3","2010s",10
"FE20_3","FE20","3","2010s",10
"FE30_3","FE30","3","2010s",12
"FE36_3","FE36","3","2010s",8
"FE40_3","FE40","3","2010s",12
"CD32_1","CD32","1","1970s",10
"FE41_3","FE41","3","2010s",10
"FE50_3","FE50","3","2010s",6
"FE51_3","FE51","3","2010s",9
"FE60_3","FE60","3","2010s",10
"FE61_3","FE61","3","2010s",10
"FE62_3","FE62","3","2010s",8
"FE70_3","FE70","3","2010s",9
"FE71_3","FE71","3","2010s",11
"FE72_3","FE72","3","2010s",11
"FE73_3","FE73","3","2010s",6
"CD33_1","CD33","1","1970s",9
"FE80_3","FE80","3","2010s",12
"FE81_3","FE81","3","2010s",11
"FE82_3","FE82","3","2010s",13
"FE83_3","FE83","3","2010s",11
"FE90_3","FE90","3","2010s",11
"FE91_3","FE91","3","2010s",12
"FE92_3","FE92","3","2010s",11
"FE93_3","FE93","3","2010s",10
"FE94_3","FE94","3","2010s",12
"FF00_3","FF00","3","2010s",8
"CD34_1","CD34","1","1970s",5
"FF01_3","FF01","3","2010s",10
"FF02_3","FF02","3","2010s",9
"FF03_3","FF03","3","2010s",9
"FF04_3","FF04","3","2010s",9
"FF05_3","FF05","3","2010s",9
"FF06_3","FF06","3","2010s",9
"FF07_3","FF07","3","2010s",9
"FF08_3","FF08","3","2010s",7
"FF10_3","FF10","3","2010s",10
"FF11_3","FF11","3","2010s",9
"CD35_1","CD35","1","1970s",7
"FF12_3","FF12","3","2010s",12
"FF13_3","FF13","3","2010s",8
"FF14_3","FF14","3","2010s",10
"FF15_3","FF15","3","2010s",10
"FF16_3","FF16","3","2010s",11
"FF17_3","FF17","3","2010s",9
"FF18_3","FF18","3","2010s",12
"FF19_3","FF19","3","2010s",6
"FF20_3","FF20","3","2010s",7
"FF21_3","FF21","3","2010s",7
"CD36_1","CD36","1","1970s",8
"FF22_3","FF22","3","2010s",11
"FF23_3","FF23","3","2010s",7
"FF24_3","FF24","3","2010s",11
"FF25_3","FF25","3","2010s",11
"FF26_3","FF26","3","2010s",11
"FF27_3","FF27","3","2010s",10
"FF28_3","FF28","3","2010s",7
"FF29_3","FF29","3","2010s",11
"FF30_3","FF30","3","2010s",11
"FF31_3","FF31","3","2010s",11
"BC64_1","BC64","1","1970s",6
"CD37_1","CD37","1","1970s",1
"FF32_3","FF32","3","2010s",7
"FF33_3","FF33","3","2010s",10
"FF34_3","FF34","3","2010s",8
"FF35_3","FF35","3","2010s",10
"FF36_3","FF36","3","2010s",8
"FF37_3","FF37","3","2010s",7
"FF38_3","FF38","3","2010s",8
"FF39_3","FF39","3","2010s",11
"FF40_3","FF40","3","2010s",12
"FF41_3","FF41","3","2010s",8
"CD38_1","CD38","1","1970s",2
"FF42_3","FF42","3","2010s",8
"FF43_3","FF43","3","2010s",7
"FF44_3","FF44","3","2010s",8
"FF45_3","FF45","3","2010s",10
"FF46_3","FF46","3","2010s",9
"FF47_3","FF47","3","2010s",10
"FF48_3","FF48","3","2010s",8
"FF49_3","FF49","3","2010s",9
"FF50_3","FF50","3","2010s",10
"FF51_3","FF51","3","2010s",9
"CD39_1","CD39","1","1970s",5
"FF52_3","FF52","3","2010s",7
"FF53_3","FF53","3","2010s",11
"FF54_3","FF54","3","2010s",10
"FF55_3","FF55","3","2010s",10
"FF56_3","FF56","3","2010s",9
"FF57_3","FF57","3","2010s",10
"FF60_3","FF60","3","2010s",11
"FF61_3","FF61","3","2010s",10
"FF62_3","FF62","3","2010s",11
"FF63_3","FF63","3","2010s",6
"CD40_1","CD40","1","1970s",11
"FF64_3","FF64","3","2010s",10
"FF65_3","FF65","3","2010s",3
"FF66_3","FF66","3","2010s",11
"FF67_3","FF67","3","2010s",10
"FF68_3","FF68","3","2010s",6
"FF69_3","FF69","3","2010s",10
"FF70_3","FF70","3","2010s",10
"FF71_3","FF71","3","2010s",10
"FF72_3","FF72","3","2010s",10
"FF73_3","FF73","3","2010s",10
"CD41_1","CD41","1","1970s",7
"FF74_3","FF74","3","2010s",11
"FF75_3","FF75","3","2010s",11
"FF76_3","FF76","3","2010s",11
"FF77_3","FF77","3","2010s",8
"FF78_3","FF78","3","2010s",10
"FF79_3","FF79","3","2010s",11
"FF80_3","FF80","3","2010s",10
"FF81_3","FF81","3","2010s",9
"FF82_3","FF82","3","2010s",10
"FF83_3","FF83","3","2010s",9
"CD42_1","CD42","1","1970s",7
"FF84_3","FF84","3","2010s",12
"FF85_3","FF85","3","2010s",10
"FF86_3","FF86","3","2010s",11
"FF87_3","FF87","3","2010s",9
"FF88_3","FF88","3","2010s",10
"FF89_3","FF89","3","2010s",9
"FF90_3","FF90","3","2010s",10
"FF91_3","FF91","3","2010s",8
"FF92_3","FF92","3","2010s",9
"FF93_3","FF93","3","2010s",11
"CD43_1","CD43","1","1970s",9
