"survey","site","atlas","period","model_year","species_richness","raw_species_pool_size","analysis_set"
"AF99_2","AF99","2","1990s",1992,39,201,"All model-included surveys"
"AF99_3","AF99","3","2010s",2014,68,201,"All model-included surveys"
"BC10_1","BC10","1","1970s",1971,31,201,"All model-included surveys"
"BC10_3","BC10","3","2010s",2014,49,201,"All model-included surveys"
"BC11_1","BC11","1","1970s",1971,23,201,"All model-included surveys"
"BC11_3","BC11","3","2010s",2014,33,201,"All model-included surveys"
"BC20_1","BC20","1","1970s",1971,58,201,"All model-included surveys"
"BC20_2","BC20","2","1990s",1992,60,201,"All model-included surveys"
"BC20_3","BC20","3","2010s",2014,76,201,"All model-included surveys"
"BC21_1","BC21","1","1970s",1971,45,201,"All model-included surveys"
"BC21_2","BC21","2","1990s",1992,59,201,"All model-included surveys"
"BC21_3","BC21","3","2010s",2014,73,201,"All model-included surveys"
"BC22_2","BC22","2","1990s",1992,86,201,"All model-included surveys"
"BC22_3","BC22","3","2010s",2014,63,201,"All model-included surveys"
"BC30_1","BC30","1","1970s",1971,49,201,"All model-included surveys"
"BC30_2","BC30","2","1990s",1992,49,201,"All model-included surveys"
"BC30_3","BC30","3","2010s",2014,40,201,"All model-included surveys"
"BC31_1","BC31","1","1970s",1971,48,201,"All model-included surveys"
"BC31_2","BC31","2","1990s",1992,65,201,"All model-included surveys"
"BC31_3","BC31","3","2010s",2014,62,201,"All model-included surveys"
"BC32_1","BC32","1","1970s",1971,50,201,"All model-included surveys"
"BC32_2","BC32","2","1990s",1992,75,201,"All model-included surveys"
"BC32_3","BC32","3","2010s",2014,60,201,"All model-included surveys"
"BC33_1","BC33","1","1970s",1971,49,201,"All model-included surveys"
"BC33_2","BC33","2","1990s",1992,71,201,"All model-included surveys"
"BC33_3","BC33","3","2010s",2014,56,201,"All model-included surveys"
"BC34_1","BC34","1","1970s",1971,45,201,"All model-included surveys"
"BC34_2","BC34","2","1990s",1992,48,201,"All model-included surveys"
"BC34_3","BC34","3","2010s",2014,48,201,"All model-included surveys"
"BC40_1","BC40","1","1970s",1971,27,201,"All model-included surveys"
"BC40_3","BC40","3","2010s",2014,41,201,"All model-included surveys"
"BC41_1","BC41","1","1970s",1971,30,201,"All model-included surveys"
"BC41_2","BC41","2","1990s",1992,42,201,"All model-included surveys"
"BC41_3","BC41","3","2010s",2014,37,201,"All model-included surveys"
"BC42_2","BC42","2","1990s",1992,69,201,"All model-included surveys"
"BC42_3","BC42","3","2010s",2014,40,201,"All model-included surveys"
"BC43_1","BC43","1","1970s",1971,65,201,"All model-included surveys"
"BC43_2","BC43","2","1990s",1992,28,201,"All model-included surveys"
"BC43_3","BC43","3","2010s",2014,59,201,"All model-included surveys"
"BC44_1","BC44","1","1970s",1971,61,201,"All model-included surveys"
"BC44_2","BC44","2","1990s",1992,74,201,"All model-included surveys"
"BC44_3","BC44","3","2010s",2014,64,201,"All model-included surveys"
"BC45_1","BC45","1","1970s",1971,33,201,"All model-included surveys"
"BC45_2","BC45","2","1990s",1992,19,201,"All model-included surveys"
"BC45_3","BC45","3","2010s",2014,10,201,"All model-included surveys"
"BC50_1","BC50","1","1970s",1971,51,201,"All model-included surveys"
"BC50_2","BC50","2","1990s",1992,59,201,"All model-included surveys"
"BC50_3","BC50","3","2010s",2014,56,201,"All model-included surveys"
"BC51_1","BC51","1","1970s",1971,44,201,"All model-included surveys"
"BC51_2","BC51","2","1990s",1992,31,201,"All model-included surveys"
"BC51_3","BC51","3","2010s",2014,53,201,"All model-included surveys"
"BC52_1","BC52","1","1970s",1971,51,201,"All model-included surveys"
"BC52_2","BC52","2","1990s",1992,43,201,"All model-included surveys"
"BC52_3","BC52","3","2010s",2014,47,201,"All model-included surveys"
"BC53_1","BC53","1","1970s",1971,50,201,"All model-included surveys"
"BC53_2","BC53","2","1990s",1992,24,201,"All model-included surveys"
"BC53_3","BC53","3","2010s",2014,45,201,"All model-included surveys"
"BC54_1","BC54","1","1970s",1971,60,201,"All model-included surveys"
"BC54_2","BC54","2","1990s",1992,85,201,"All model-included surveys"
"BC54_3","BC54","3","2010s",2014,66,201,"All model-included surveys"
"BC55_1","BC55","1","1970s",1971,32,201,"All model-included surveys"
"BC55_2","BC55","2","1990s",1992,81,201,"All model-included surveys"
"BC55_3","BC55","3","2010s",2014,59,201,"All model-included surveys"
"BC60_1","BC60","1","1970s",1971,72,201,"All model-included surveys"
"BC60_2","BC60","2","1990s",1992,56,201,"All model-included surveys"
"BC60_3","BC60","3","2010s",2014,42,201,"All model-included surveys"
"BC62_1","BC62","1","1970s",1971,37,201,"All model-included surveys"
"BC62_2","BC62","2","1990s",1992,27,201,"All model-included surveys"
"BC62_3","BC62","3","2010s",2014,42,201,"All model-included surveys"
"BC63_2","BC63","2","1990s",1992,25,201,"All model-included surveys"
"BC63_3","BC63","3","2010s",2014,52,201,"All model-included surveys"
"BC64_1","BC64","1","1970s",1971,47,201,"All model-included surveys"
"BC64_2","BC64","2","1990s",1992,71,201,"All model-included surveys"
"BC64_3","BC64","3","2010s",2014,69,201,"All model-included surveys"
"BC65_1","BC65","1","1970s",1971,54,201,"All model-included surveys"
"BC65_2","BC65","2","1990s",1992,67,201,"All model-included surveys"
"BC65_3","BC65","3","2010s",2014,58,201,"All model-included surveys"
"BC70_1","BC70","1","1970s",1971,66,201,"All model-included surveys"
"BC70_2","BC70","2","1990s",1992,37,201,"All model-included surveys"
"BC70_3","BC70","3","2010s",2014,52,201,"All model-included surveys"
"BC71_1","BC71","1","1970s",1971,61,201,"All model-included surveys"
"BC71_2","BC71","2","1990s",1992,40,201,"All model-included surveys"
"BC71_3","BC71","3","2010s",2014,35,201,"All model-included surveys"
"BC72_1","BC72","1","1970s",1971,46,201,"All model-included surveys"
"BC72_2","BC72","2","1990s",1992,56,201,"All model-included surveys"
"BC72_3","BC72","3","2010s",2014,58,201,"All model-included surveys"
"BC73_1","BC73","1","1970s",1971,58,201,"All model-included surveys"
"BC73_2","BC73","2","1990s",1992,44,201,"All model-included surveys"
"BC73_3","BC73","3","2010s",2014,58,201,"All model-included surveys"
"BC74_1","BC74","1","1970s",1971,41,201,"All model-included surveys"
"BC74_2","BC74","2","1990s",1992,28,201,"All model-included surveys"
"BC74_3","BC74","3","2010s",2014,59,201,"All model-included surveys"
"BC75_1","BC75","1","1970s",1971,51,201,"All model-included surveys"
"BC75_2","BC75","2","1990s",1992,66,201,"All model-included surveys"
"BC75_3","BC75","3","2010s",2014,75,201,"All model-included surveys"
"BC81_1","BC81","1","1970s",1971,61,201,"All model-included surveys"
"BC81_2","BC81","2","1990s",1992,53,201,"All model-included surveys"
"BC81_3","BC81","3","2010s",2014,66,201,"All model-included surveys"
"BC82_1","BC82","1","1970s",1971,74,201,"All model-included surveys"
"BC82_2","BC82","2","1990s",1992,62,201,"All model-included surveys"
"BC82_3","BC82","3","2010s",2014,70,201,"All model-included surveys"
"BC83_1","BC83","1","1970s",1971,70,201,"All model-included surveys"
"BC83_2","BC83","2","1990s",1992,91,201,"All model-included surveys"
"BC83_3","BC83","3","2010s",2014,60,201,"All model-included surveys"
"BC84_1","BC84","1","1970s",1971,78,201,"All model-included surveys"
"BC84_2","BC84","2","1990s",1992,88,201,"All model-included surveys"
"BC84_3","BC84","3","2010s",2014,77,201,"All model-included surveys"
"BC85_1","BC85","1","1970s",1971,49,201,"All model-included surveys"
"BC85_2","BC85","2","1990s",1992,52,201,"All model-included surveys"
"BC85_3","BC85","3","2010s",2014,74,201,"All model-included surveys"
"BC93_1","BC93","1","1970s",1971,44,201,"All model-included surveys"
"BC93_2","BC93","2","1990s",1992,56,201,"All model-included surveys"
"BC93_3","BC93","3","2010s",2014,48,201,"All model-included surveys"
"BC94_1","BC94","1","1970s",1971,78,201,"All model-included surveys"
"BC94_2","BC94","2","1990s",1992,96,201,"All model-included surveys"
"BC94_3","BC94","3","2010s",2014,91,201,"All model-included surveys"
"BC95_1","BC95","1","1970s",1971,55,201,"All model-included surveys"
"BC95_2","BC95","2","1990s",1992,62,201,"All model-included surveys"
"BC95_3","BC95","3","2010s",2014,60,201,"All model-included surveys"
"BC96_1","BC96","1","1970s",1971,60,201,"All model-included surveys"
"BC96_2","BC96","2","1990s",1992,67,201,"All model-included surveys"
"BC96_3","BC96","3","2010s",2014,65,201,"All model-included surveys"
"BD00_1","BD00","1","1970s",1971,44,201,"All model-included surveys"
"BD00_2","BD00","2","1990s",1992,51,201,"All model-included surveys"
"BD00_3","BD00","3","2010s",2014,68,201,"All model-included surveys"
"BD01_1","BD01","1","1970s",1971,31,201,"All model-included surveys"
"BD01_3","BD01","3","2010s",2014,48,201,"All model-included surveys"
"BD02_1","BD02","1","1970s",1971,32,201,"All model-included surveys"
"BD02_2","BD02","2","1990s",1992,42,201,"All model-included surveys"
"BD02_3","BD02","3","2010s",2014,46,201,"All model-included surveys"
"BD03_1","BD03","1","1970s",1971,29,201,"All model-included surveys"
"BD03_2","BD03","2","1990s",1992,45,201,"All model-included surveys"
"BD03_3","BD03","3","2010s",2014,42,201,"All model-included surveys"
"BD04_1","BD04","1","1970s",1971,27,201,"All model-included surveys"
"BD04_2","BD04","2","1990s",1992,60,201,"All model-included surveys"
"BD04_3","BD04","3","2010s",2014,50,201,"All model-included surveys"
"BD05_1","BD05","1","1970s",1971,27,201,"All model-included surveys"
"BD05_2","BD05","2","1990s",1992,64,201,"All model-included surveys"
"BD05_3","BD05","3","2010s",2014,62,201,"All model-included surveys"
"BD06_1","BD06","1","1970s",1971,30,201,"All model-included surveys"
"BD06_2","BD06","2","1990s",1992,46,201,"All model-included surveys"
"BD06_3","BD06","3","2010s",2014,57,201,"All model-included surveys"
"BD07_1","BD07","1","1970s",1971,60,201,"All model-included surveys"
"BD07_2","BD07","2","1990s",1992,61,201,"All model-included surveys"
"BD07_3","BD07","3","2010s",2014,44,201,"All model-included surveys"
"BD08_1","BD08","1","1970s",1971,82,201,"All model-included surveys"
"BD08_2","BD08","2","1990s",1992,70,201,"All model-included surveys"
"BD08_3","BD08","3","2010s",2014,60,201,"All model-included surveys"
"BD10_1","BD10","1","1970s",1971,36,201,"All model-included surveys"
"BD10_2","BD10","2","1990s",1992,56,201,"All model-included surveys"
"BD10_3","BD10","3","2010s",2014,53,201,"All model-included surveys"
"BD11_1","BD11","1","1970s",1971,60,201,"All model-included surveys"
"BD11_2","BD11","2","1990s",1992,64,201,"All model-included surveys"
"BD11_3","BD11","3","2010s",2014,62,201,"All model-included surveys"
"BD12_1","BD12","1","1970s",1971,46,201,"All model-included surveys"
"BD12_2","BD12","2","1990s",1992,48,201,"All model-included surveys"
"BD12_3","BD12","3","2010s",2014,65,201,"All model-included surveys"
"BD13_1","BD13","1","1970s",1971,49,201,"All model-included surveys"
"BD13_2","BD13","2","1990s",1992,73,201,"All model-included surveys"
"BD13_3","BD13","3","2010s",2014,76,201,"All model-included surveys"
"BD17_1","BD17","1","1970s",1971,31,201,"All model-included surveys"
"BD17_2","BD17","2","1990s",1992,27,201,"All model-included surveys"
"BD17_3","BD17","3","2010s",2014,28,201,"All model-included surveys"
"BD18_1","BD18","1","1970s",1971,80,201,"All model-included surveys"
"BD18_2","BD18","2","1990s",1992,47,201,"All model-included surveys"
"BD18_3","BD18","3","2010s",2014,47,201,"All model-included surveys"
"BD19_1","BD19","1","1970s",1971,67,201,"All model-included surveys"
"BD19_2","BD19","2","1990s",1992,49,201,"All model-included surveys"
"BD19_3","BD19","3","2010s",2014,61,201,"All model-included surveys"
"BD20_1","BD20","1","1970s",1971,39,201,"All model-included surveys"
"BD20_3","BD20","3","2010s",2014,58,201,"All model-included surveys"
"BD21_1","BD21","1","1970s",1971,52,201,"All model-included surveys"
"BD21_2","BD21","2","1990s",1992,63,201,"All model-included surveys"
"BD21_3","BD21","3","2010s",2014,59,201,"All model-included surveys"
"BD22_1","BD22","1","1970s",1971,40,201,"All model-included surveys"
"BD22_2","BD22","2","1990s",1992,55,201,"All model-included surveys"
"BD22_3","BD22","3","2010s",2014,67,201,"All model-included surveys"
"BD23_2","BD23","2","1990s",1992,43,201,"All model-included surveys"
"BD23_3","BD23","3","2010s",2014,35,201,"All model-included surveys"
"BD26_1","BD26","1","1970s",1971,65,201,"All model-included surveys"
"BD26_2","BD26","2","1990s",1992,33,201,"All model-included surveys"
"BD26_3","BD26","3","2010s",2014,67,201,"All model-included surveys"
"BD27_1","BD27","1","1970s",1971,56,201,"All model-included surveys"
"BD27_2","BD27","2","1990s",1992,43,201,"All model-included surveys"
"BD27_3","BD27","3","2010s",2014,59,201,"All model-included surveys"
"BD28_1","BD28","1","1970s",1971,59,201,"All model-included surveys"
"BD28_2","BD28","2","1990s",1992,35,201,"All model-included surveys"
"BD28_3","BD28","3","2010s",2014,43,201,"All model-included surveys"
"BD29_1","BD29","1","1970s",1971,40,201,"All model-included surveys"
"BD29_3","BD29","3","2010s",2014,58,201,"All model-included surveys"
"BD30_2","BD30","2","1990s",1992,50,201,"All model-included surveys"
"BD30_3","BD30","3","2010s",2014,53,201,"All model-included surveys"
"BD31_1","BD31","1","1970s",1971,42,201,"All model-included surveys"
"BD31_2","BD31","2","1990s",1992,56,201,"All model-included surveys"
"BD31_3","BD31","3","2010s",2014,60,201,"All model-included surveys"
"BD32_1","BD32","1","1970s",1971,35,201,"All model-included surveys"
"BD32_2","BD32","2","1990s",1992,67,201,"All model-included surveys"
"BD32_3","BD32","3","2010s",2014,58,201,"All model-included surveys"
"BD33_2","BD33","2","1990s",1992,50,201,"All model-included surveys"
"BD33_3","BD33","3","2010s",2014,42,201,"All model-included surveys"
"BD35_1","BD35","1","1970s",1971,42,201,"All model-included surveys"
"BD35_2","BD35","2","1990s",1992,62,201,"All model-included surveys"
"BD35_3","BD35","3","2010s",2014,58,201,"All model-included surveys"
"BD36_1","BD36","1","1970s",1971,59,201,"All model-included surveys"
"BD36_2","BD36","2","1990s",1992,62,201,"All model-included surveys"
"BD36_3","BD36","3","2010s",2014,66,201,"All model-included surveys"
"BD37_1","BD37","1","1970s",1971,66,201,"All model-included surveys"
"BD37_2","BD37","2","1990s",1992,49,201,"All model-included surveys"
"BD37_3","BD37","3","2010s",2014,70,201,"All model-included surveys"
"BD38_1","BD38","1","1970s",1971,33,201,"All model-included surveys"
"BD38_2","BD38","2","1990s",1992,39,201,"All model-included surveys"
"BD38_3","BD38","3","2010s",2014,36,201,"All model-included surveys"
"BD39_1","BD39","1","1970s",1971,62,201,"All model-included surveys"
"BD39_2","BD39","2","1990s",1992,76,201,"All model-included surveys"
"BD39_3","BD39","3","2010s",2014,51,201,"All model-included surveys"
"BD40_1","BD40","1","1970s",1971,33,201,"All model-included surveys"
"BD40_2","BD40","2","1990s",1992,48,201,"All model-included surveys"
"BD40_3","BD40","3","2010s",2014,41,201,"All model-included surveys"
"BD41_1","BD41","1","1970s",1971,34,201,"All model-included surveys"
"BD41_2","BD41","2","1990s",1992,51,201,"All model-included surveys"
"BD41_3","BD41","3","2010s",2014,57,201,"All model-included surveys"
"BD42_1","BD42","1","1970s",1971,47,201,"All model-included surveys"
"BD42_2","BD42","2","1990s",1992,86,201,"All model-included surveys"
"BD42_3","BD42","3","2010s",2014,72,201,"All model-included surveys"
"BD43_1","BD43","1","1970s",1971,41,201,"All model-included surveys"
"BD43_2","BD43","2","1990s",1992,62,201,"All model-included surveys"
"BD43_3","BD43","3","2010s",2014,46,201,"All model-included surveys"
"BD44_1","BD44","1","1970s",1971,38,201,"All model-included surveys"
"BD44_2","BD44","2","1990s",1992,65,201,"All model-included surveys"
"BD44_3","BD44","3","2010s",2014,52,201,"All model-included surveys"
"BD45_1","BD45","1","1970s",1971,52,201,"All model-included surveys"
"BD45_2","BD45","2","1990s",1992,71,201,"All model-included surveys"
"BD45_3","BD45","3","2010s",2014,60,201,"All model-included surveys"
"BD46_1","BD46","1","1970s",1971,50,201,"All model-included surveys"
"BD46_2","BD46","2","1990s",1992,50,201,"All model-included surveys"
"BD46_3","BD46","3","2010s",2014,48,201,"All model-included surveys"
"BD47_1","BD47","1","1970s",1971,65,201,"All model-included surveys"
"BD47_2","BD47","2","1990s",1992,52,201,"All model-included surveys"
"BD47_3","BD47","3","2010s",2014,47,201,"All model-included surveys"
"BD48_1","BD48","1","1970s",1971,67,201,"All model-included surveys"
"BD48_2","BD48","2","1990s",1992,42,201,"All model-included surveys"
"BD48_3","BD48","3","2010s",2014,52,201,"All model-included surveys"
"BD49_1","BD49","1","1970s",1971,57,201,"All model-included surveys"
"BD49_2","BD49","2","1990s",1992,58,201,"All model-included surveys"
"BD49_3","BD49","3","2010s",2014,52,201,"All model-included surveys"
"BD50_1","BD50","1","1970s",1971,44,201,"All model-included surveys"
"BD50_2","BD50","2","1990s",1992,42,201,"All model-included surveys"
"BD50_3","BD50","3","2010s",2014,54,201,"All model-included surveys"
"BD51_1","BD51","1","1970s",1971,61,201,"All model-included surveys"
"BD51_2","BD51","2","1990s",1992,65,201,"All model-included surveys"
"BD51_3","BD51","3","2010s",2014,62,201,"All model-included surveys"
"BD55_1","BD55","1","1970s",1971,54,201,"All model-included surveys"
"BD55_2","BD55","2","1990s",1992,54,201,"All model-included surveys"
"BD55_3","BD55","3","2010s",2014,57,201,"All model-included surveys"
"BD56_1","BD56","1","1970s",1971,63,201,"All model-included surveys"
"BD56_2","BD56","2","1990s",1992,51,201,"All model-included surveys"
"BD56_3","BD56","3","2010s",2014,41,201,"All model-included surveys"
"BD57_1","BD57","1","1970s",1971,69,201,"All model-included surveys"
"BD57_2","BD57","2","1990s",1992,65,201,"All model-included surveys"
"BD57_3","BD57","3","2010s",2014,49,201,"All model-included surveys"
"BD58_1","BD58","1","1970s",1971,51,201,"All model-included surveys"
"BD58_2","BD58","2","1990s",1992,57,201,"All model-included surveys"
"BD58_3","BD58","3","2010s",2014,54,201,"All model-included surveys"
"BD59_1","BD59","1","1970s",1971,74,201,"All model-included surveys"
"BD59_2","BD59","2","1990s",1992,60,201,"All model-included surveys"
"BD59_3","BD59","3","2010s",2014,62,201,"All model-included surveys"
"BD60_1","BD60","1","1970s",1971,36,201,"All model-included surveys"
"BD60_2","BD60","2","1990s",1992,63,201,"All model-included surveys"
"BD60_3","BD60","3","2010s",2014,45,201,"All model-included surveys"
"BD61_1","BD61","1","1970s",1971,61,201,"All model-included surveys"
"BD61_2","BD61","2","1990s",1992,77,201,"All model-included surveys"
"BD61_3","BD61","3","2010s",2014,72,201,"All model-included surveys"
"BD64_1","BD64","1","1970s",1971,43,201,"All model-included surveys"
"BD64_2","BD64","2","1990s",1992,56,201,"All model-included surveys"
"BD64_3","BD64","3","2010s",2014,47,201,"All model-included surveys"
"BD66_1","BD66","1","1970s",1971,52,201,"All model-included surveys"
"BD66_2","BD66","2","1990s",1992,57,201,"All model-included surveys"
"BD66_3","BD66","3","2010s",2014,40,201,"All model-included surveys"
"BD67_1","BD67","1","1970s",1971,44,201,"All model-included surveys"
"BD67_2","BD67","2","1990s",1992,49,201,"All model-included surveys"
"BD67_3","BD67","3","2010s",2014,47,201,"All model-included surveys"
"BD68_1","BD68","1","1970s",1971,51,201,"All model-included surveys"
"BD68_2","BD68","2","1990s",1992,57,201,"All model-included surveys"
"BD68_3","BD68","3","2010s",2014,41,201,"All model-included surveys"
"BD69_1","BD69","1","1970s",1971,52,201,"All model-included surveys"
"BD69_2","BD69","2","1990s",1992,40,201,"All model-included surveys"
"BD69_3","BD69","3","2010s",2014,46,201,"All model-included surveys"
"BD70_1","BD70","1","1970s",1971,58,201,"All model-included surveys"
"BD70_2","BD70","2","1990s",1992,65,201,"All model-included surveys"
"BD70_3","BD70","3","2010s",2014,63,201,"All model-included surveys"
"BD71_1","BD71","1","1970s",1971,45,201,"All model-included surveys"
"BD71_2","BD71","2","1990s",1992,60,201,"All model-included surveys"
"BD71_3","BD71","3","2010s",2014,67,201,"All model-included surveys"
"BD72_1","BD72","1","1970s",1971,48,201,"All model-included surveys"
"BD72_2","BD72","2","1990s",1992,63,201,"All model-included surveys"
"BD72_3","BD72","3","2010s",2014,62,201,"All model-included surveys"
"BD73_1","BD73","1","1970s",1971,55,201,"All model-included surveys"
"BD73_2","BD73","2","1990s",1992,96,201,"All model-included surveys"
"BD73_3","BD73","3","2010s",2014,78,201,"All model-included surveys"
"BD74_1","BD74","1","1970s",1971,48,201,"All model-included surveys"
"BD74_2","BD74","2","1990s",1992,51,201,"All model-included surveys"
"BD74_3","BD74","3","2010s",2014,56,201,"All model-included surveys"
"BD75_1","BD75","1","1970s",1971,39,201,"All model-included surveys"
"BD75_2","BD75","2","1990s",1992,57,201,"All model-included surveys"
"BD75_3","BD75","3","2010s",2014,75,201,"All model-included surveys"
"BD76_1","BD76","1","1970s",1971,75,201,"All model-included surveys"
"BD76_2","BD76","2","1990s",1992,59,201,"All model-included surveys"
"BD76_3","BD76","3","2010s",2014,62,201,"All model-included surveys"
"BD77_1","BD77","1","1970s",1971,76,201,"All model-included surveys"
"BD77_2","BD77","2","1990s",1992,73,201,"All model-included surveys"
"BD77_3","BD77","3","2010s",2014,49,201,"All model-included surveys"
"BD78_1","BD78","1","1970s",1971,74,201,"All model-included surveys"
"BD78_2","BD78","2","1990s",1992,57,201,"All model-included surveys"
"BD78_3","BD78","3","2010s",2014,57,201,"All model-included surveys"
"BD79_1","BD79","1","1970s",1971,44,201,"All model-included surveys"
"BD79_3","BD79","3","2010s",2014,38,201,"All model-included surveys"
"BD80_1","BD80","1","1970s",1971,45,201,"All model-included surveys"
"BD80_2","BD80","2","1990s",1992,64,201,"All model-included surveys"
"BD80_3","BD80","3","2010s",2014,62,201,"All model-included surveys"
"BD81_1","BD81","1","1970s",1971,58,201,"All model-included surveys"
"BD81_2","BD81","2","1990s",1992,70,201,"All model-included surveys"
"BD81_3","BD81","3","2010s",2014,88,201,"All model-included surveys"
"BD82_1","BD82","1","1970s",1971,59,201,"All model-included surveys"
"BD82_2","BD82","2","1990s",1992,82,201,"All model-included surveys"
"BD82_3","BD82","3","2010s",2014,82,201,"All model-included surveys"
"BD83_1","BD83","1","1970s",1971,37,201,"All model-included surveys"
"BD83_2","BD83","2","1990s",1992,81,201,"All model-included surveys"
"BD83_3","BD83","3","2010s",2014,64,201,"All model-included surveys"
"BD84_1","BD84","1","1970s",1971,39,201,"All model-included surveys"
"BD84_3","BD84","3","2010s",2014,57,201,"All model-included surveys"
"BD85_1","BD85","1","1970s",1971,44,201,"All model-included surveys"
"BD85_2","BD85","2","1990s",1992,44,201,"All model-included surveys"
"BD85_3","BD85","3","2010s",2014,47,201,"All model-included surveys"
"BD86_1","BD86","1","1970s",1971,57,201,"All model-included surveys"
"BD86_2","BD86","2","1990s",1992,63,201,"All model-included surveys"
"BD86_3","BD86","3","2010s",2014,47,201,"All model-included surveys"
"BD87_1","BD87","1","1970s",1971,51,201,"All model-included surveys"
"BD87_2","BD87","2","1990s",1992,40,201,"All model-included surveys"
"BD87_3","BD87","3","2010s",2014,60,201,"All model-included surveys"
"BD88_1","BD88","1","1970s",1971,60,201,"All model-included surveys"
"BD88_2","BD88","2","1990s",1992,66,201,"All model-included surveys"
"BD88_3","BD88","3","2010s",2014,55,201,"All model-included surveys"
"BD89_1","BD89","1","1970s",1971,47,201,"All model-included surveys"
"BD89_2","BD89","2","1990s",1992,47,201,"All model-included surveys"
"BD89_3","BD89","3","2010s",2014,31,201,"All model-included surveys"
"BD90_1","BD90","1","1970s",1971,38,201,"All model-included surveys"
"BD90_2","BD90","2","1990s",1992,58,201,"All model-included surveys"
"BD90_3","BD90","3","2010s",2014,58,201,"All model-included surveys"
"BD91_1","BD91","1","1970s",1971,62,201,"All model-included surveys"
"BD91_2","BD91","2","1990s",1992,58,201,"All model-included surveys"
"BD91_3","BD91","3","2010s",2014,63,201,"All model-included surveys"
"BD92_1","BD92","1","1970s",1971,36,201,"All model-included surveys"
"BD92_2","BD92","2","1990s",1992,63,201,"All model-included surveys"
"BD92_3","BD92","3","2010s",2014,72,201,"All model-included surveys"
"BD93_1","BD93","1","1970s",1971,48,201,"All model-included surveys"
"BD93_2","BD93","2","1990s",1992,40,201,"All model-included surveys"
"BD93_3","BD93","3","2010s",2014,62,201,"All model-included surveys"
"BD94_1","BD94","1","1970s",1971,38,201,"All model-included surveys"
"BD94_2","BD94","2","1990s",1992,24,201,"All model-included surveys"
"BD94_3","BD94","3","2010s",2014,41,201,"All model-included surveys"
"BD95_1","BD95","1","1970s",1971,30,201,"All model-included surveys"
"BD95_2","BD95","2","1990s",1992,40,201,"All model-included surveys"
"BD95_3","BD95","3","2010s",2014,44,201,"All model-included surveys"
"BD96_1","BD96","1","1970s",1971,47,201,"All model-included surveys"
"BD96_3","BD96","3","2010s",2014,53,201,"All model-included surveys"
"BD97_1","BD97","1","1970s",1971,60,201,"All model-included surveys"
"BD97_2","BD97","2","1990s",1992,38,201,"All model-included surveys"
"BD97_3","BD97","3","2010s",2014,48,201,"All model-included surveys"
"BD98_1","BD98","1","1970s",1971,49,201,"All model-included surveys"
"BD98_2","BD98","2","1990s",1992,39,201,"All model-included surveys"
"BD98_3","BD98","3","2010s",2014,64,201,"All model-included surveys"
"BD99_1","BD99","1","1970s",1971,41,201,"All model-included surveys"
"BD99_3","BD99","3","2010s",2014,42,201,"All model-included surveys"
"BE03_1","BE03","1","1970s",1971,48,201,"All model-included surveys"
"BE03_2","BE03","2","1990s",1992,68,201,"All model-included surveys"
"BE03_3","BE03","3","2010s",2014,71,201,"All model-included surveys"
"BE04_1","BE04","1","1970s",1971,36,201,"All model-included surveys"
"BE04_2","BE04","2","1990s",1992,68,201,"All model-included surveys"
"BE04_3","BE04","3","2010s",2014,56,201,"All model-included surveys"
"BE05_1","BE05","1","1970s",1971,53,201,"All model-included surveys"
"BE05_2","BE05","2","1990s",1992,42,201,"All model-included surveys"
"BE05_3","BE05","3","2010s",2014,77,201,"All model-included surveys"
"BE06_1","BE06","1","1970s",1971,26,201,"All model-included surveys"
"BE06_2","BE06","2","1990s",1992,76,201,"All model-included surveys"
"BE06_3","BE06","3","2010s",2014,73,201,"All model-included surveys"
"BE07_1","BE07","1","1970s",1971,61,201,"All model-included surveys"
"BE07_2","BE07","2","1990s",1992,78,201,"All model-included surveys"
"BE07_3","BE07","3","2010s",2014,72,201,"All model-included surveys"
"BE08_1","BE08","1","1970s",1971,61,201,"All model-included surveys"
"BE08_2","BE08","2","1990s",1992,78,201,"All model-included surveys"
"BE08_3","BE08","3","2010s",2014,66,201,"All model-included surveys"
"BE09_1","BE09","1","1970s",1971,51,201,"All model-included surveys"
"BE09_2","BE09","2","1990s",1992,48,201,"All model-included surveys"
"BE09_3","BE09","3","2010s",2014,47,201,"All model-included surveys"
"BE11_1","BE11","1","1970s",1971,61,201,"All model-included surveys"
"BE11_2","BE11","2","1990s",1992,70,201,"All model-included surveys"
"BE11_3","BE11","3","2010s",2014,53,201,"All model-included surveys"
"BE12_1","BE12","1","1970s",1971,40,201,"All model-included surveys"
"BE12_2","BE12","2","1990s",1992,67,201,"All model-included surveys"
"BE12_3","BE12","3","2010s",2014,56,201,"All model-included surveys"
"BE13_1","BE13","1","1970s",1971,42,201,"All model-included surveys"
"BE13_2","BE13","2","1990s",1992,61,201,"All model-included surveys"
"BE13_3","BE13","3","2010s",2014,70,201,"All model-included surveys"
"BE14_1","BE14","1","1970s",1971,47,201,"All model-included surveys"
"BE14_2","BE14","2","1990s",1992,63,201,"All model-included surveys"
"BE14_3","BE14","3","2010s",2014,63,201,"All model-included surveys"
"BE15_1","BE15","1","1970s",1971,46,201,"All model-included surveys"
"BE15_2","BE15","2","1990s",1992,57,201,"All model-included surveys"
"BE15_3","BE15","3","2010s",2014,57,201,"All model-included surveys"
"BE16_1","BE16","1","1970s",1971,46,201,"All model-included surveys"
