"site","lat","lon","atlas","survey"
"DC09",57.265652,9.869097,2,"DC09_2"
"DA80",57.753188,10.552911,2,"DA80_2"
"DA90",57.75213,10.63689,2,"DA90_2"
"DB10",57.30996,9.953144,2,"DB10_2"
"DB11",57.354869,9.954308,2,"DB11_2"
"DB12",57.399777,9.955475,2,"DB12_2"
"DB13",57.444685,9.956645,2,"DB13_2"
"DB14",57.489593,9.957819,2,"DB14_2"
"DB15",57.5345,9.958996,2,"DB15_2"
"DB16",57.579407,9.960177,2,"DB16_2"
"DB20",57.309305,10.036129,2,"DB20_2"
"DB21",57.354212,10.037394,2,"DB21_2"
"DB22",57.399119,10.038662,2,"DB22_2"
"DB23",57.444026,10.039934,2,"DB23_2"
"DB24",57.488932,10.04121,2,"DB24_2"
"DB25",57.533838,10.04249,2,"DB25_2"
"DB26",57.578744,10.043774,2,"DB26_2"
"DB30",57.308594,10.11911,2,"DB30_2"
"DB31",57.3535,10.120476,2,"DB31_2"
"DB32",57.398406,10.121846,2,"DB32_2"
"DB33",57.443311,10.12322,2,"DB33_2"
"DB34",57.488216,10.124598,2,"DB34_2"
"DB35",57.533121,10.12598,2,"DB35_2"
"DB36",57.578025,10.127367,2,"DB36_2"
"DB40",57.307829,10.202087,2,"DB40_2"
"DB41",57.352734,10.203554,2,"DB41_2"
"DB42",57.397638,10.205025,2,"DB42_2"
"DB43",57.442542,10.206501,2,"DB43_2"
"DB44",57.487446,10.207981,2,"DB44_2"
"DB45",57.532349,10.209466,2,"DB45_2"
"DB46",57.577252,10.210955,2,"DB46_2"
"DB47",57.622154,10.212448,2,"DB47_2"
"DB50",57.307009,10.285059,2,"DB50_2"
"DB51",57.351912,10.286627,2,"DB51_2"
"DB52",57.396815,10.2882,2,"DB52_2"
"DB53",57.441718,10.289778,2,"DB53_2"
"DB54",57.48662,10.29136,2,"DB54_2"
"DB55",57.531521,10.292947,2,"DB55_2"
"DB56",57.576423,10.294539,2,"DB56_2"
"DB57",57.621324,10.296135,2,"DB57_2"
"DB60",57.306134,10.368027,2,"DB60_2"
"DB61",57.351036,10.369696,2,"DB61_2"
"DB62",57.395937,10.37137,2,"DB62_2"
"DB63",57.440838,10.37305,2,"DB63_2"
"DB64",57.485739,10.374734,2,"DB64_2"
"DB65",57.530639,10.376423,2,"DB65_2"
"DB66",57.575539,10.378118,2,"DB66_2"
"DB67",57.620438,10.379817,2,"DB67_2"
"DB68",57.665337,10.381521,2,"DB68_2"
"DB70",57.305205,10.45099,2,"DB70_2"
"DB71",57.350105,10.45276,2,"DB71_2"
"DB72",57.395004,10.454536,2,"DB72_2"
"DB73",57.439904,10.456317,2,"DB73_2"
"DB74",57.484803,10.458103,2,"DB74_2"
"DB75",57.529702,10.459895,2,"DB75_2"
"DB76",57.5746,10.461692,2,"DB76_2"
"DB77",57.619497,10.463494,2,"DB77_2"
"DB78",57.664394,10.465301,2,"DB78_2"
"DB79",57.709292,10.467113,2,"DB79_2"
"DB80",57.30422,10.533947,2,"DB80_2"
"DB81",57.349119,10.535819,2,"DB81_2"
"DB82",57.394017,10.537696,2,"DB82_2"
"DB83",57.438915,10.539579,2,"DB83_2"
"DB84",57.483812,10.541467,2,"DB84_2"
"DB89",57.708291,10.550992,2,"DB89_2"
"DB94",57.482766,10.624826,2,"DB94_2"
"DB99",57.707237,10.634862,2,"DB99_2"
"DC00",56.861448,9.859706,2,"DC00_2"
"DC01",56.906361,9.860738,2,"DC01_2"
"DC02",56.951274,9.861772,2,"DC02_2"
"DC03",56.996186,9.862809,2,"DC03_2"
"DC04",57.041098,9.863849,2,"DC04_2"
"DC05",57.086009,9.864892,2,"DC05_2"
"DC06",57.13092,9.865939,2,"DC06_2"
"DC10",56.860857,9.941698,2,"DC10_2"
"DC11",56.905769,9.942827,2,"DC11_2"
"DC12",56.950681,9.94396,2,"DC12_2"
"DC13",56.995592,9.945096,2,"DC13_2"
"DC14",57.040503,9.946236,2,"DC14_2"
"DC15",57.085414,9.947379,2,"DC15_2"
"DC16",57.130324,9.948525,2,"DC16_2"
"DC17",57.175233,9.949675,2,"DC17_2"
"DC18",57.220143,9.950828,2,"DC18_2"
"DC19",57.265052,9.951984,2,"DC19_2"
"DC20",56.860213,10.023686,2,"DC20_2"
"DC21",56.905124,10.024914,2,"DC21_2"
"DC22",56.950034,10.026146,2,"DC22_2"
"DC23",56.994944,10.027381,2,"DC23_2"
"DC24",57.039854,10.028619,2,"DC24_2"
"DC25",57.084763,10.029862,2,"DC25_2"
"DC26",57.129672,10.031108,2,"DC26_2"
"DC27",57.174581,10.032357,2,"DC27_2"
"DC28",57.219489,10.033611,2,"DC28_2"
"DC29",57.264397,10.034868,2,"DC29_2"
"DC30",56.859514,10.105671,2,"DC30_2"
"DC31",56.904424,10.106997,2,"DC31_2"
"DC32",56.949333,10.108328,2,"DC32_2"
"DC33",56.994242,10.109661,2,"DC33_2"
"DC34",57.039151,10.110999,2,"DC34_2"
"DC35",57.084059,10.112341,2,"DC35_2"
"DC36",57.128967,10.113687,2,"DC36_2"
"DC37",57.173874,10.115036,2,"DC37_2"
"DC38",57.218781,10.11639,2,"DC38_2"
"DC39",57.263688,10.117748,2,"DC39_2"
"DC40",56.858762,10.187652,2,"DC40_2"
"DC41",56.90367,10.189077,2,"DC41_2"
"DC42",56.948578,10.190506,2,"DC42_2"
"DC43",56.993486,10.191938,2,"DC43_2"
"DC44",57.038393,10.193375,2,"DC44_2"
"DC45",57.0833,10.194816,2,"DC45_2"
"DC46",57.128207,10.196262,2,"DC46_2"
"DC47",57.173113,10.197711,2,"DC47_2"
"DC48",57.218019,10.199165,2,"DC48_2"
"DC49",57.262924,10.200624,2,"DC49_2"
"DC50",56.857956,10.269629,2,"DC50_2"
"DC51",56.902863,10.271152,2,"DC51_2"
"DC52",56.94777,10.27268,2,"DC52_2"
"DC53",56.992676,10.274211,2,"DC53_2"
"DC54",57.037582,10.275747,2,"DC54_2"
"DC55",57.082487,10.277288,2,"DC55_2"
"DC56",57.127393,10.278833,2,"DC56_2"
"DC57",57.172297,10.280382,2,"DC57_2"
"DC58",57.217202,10.281936,2,"DC58_2"
"DC59",57.262105,10.283495,2,"DC59_2"
"DC62",56.946907,10.354849,2,"DC62_2"
"DC63",56.991812,10.35648,2,"DC63_2"
"DC64",57.036716,10.358115,2,"DC64_2"
"DC65",57.08162,10.359754,2,"DC65_2"
"DC66",57.126524,10.361399,2,"DC66_2"
"DC67",57.171427,10.363048,2,"DC67_2"
"DC68",57.21633,10.364703,2,"DC68_2"
"DC69",57.261232,10.366362,2,"DC69_2"
"DC76",57.125601,10.443961,2,"DC76_2"
"DC77",57.170502,10.44571,2,"DC77_2"
"DC78",57.215404,10.447464,2,"DC78_2"
"DC79",57.260304,10.449224,2,"DC79_2"
"DC88",57.214423,10.530221,2,"DC88_2"
"DC89",57.259322,10.532081,2,"DC89_2"
"DD00",56.412299,9.849555,2,"DD00_2"
"DD01",56.457216,9.850557,2,"DD01_2"
"DD02",56.502132,9.851561,2,"DD02_2"
"DD03",56.547048,9.852569,2,"DD03_2"
"DD04",56.591963,9.85358,2,"DD04_2"
"DD05",56.636878,9.854593,2,"DD05_2"
"DD06",56.681793,9.85561,2,"DD06_2"
"DD07",56.726707,9.85663,2,"DD07_2"
"DD08",56.771621,9.857652,2,"DD08_2"
"DD09",56.816535,9.858678,2,"DD09_2"
"DD10",56.411718,9.930578,2,"DD10_2"
"DD11",56.456634,9.931676,2,"DD11_2"
"DD12",56.501549,9.932776,2,"DD12_2"
"DD13",56.546464,9.93388,2,"DD13_2"
"DD14",56.591378,9.934987,2,"DD14_2"
"DD15",56.636292,9.936097,2,"DD15_2"
"DD16",56.681206,9.937211,2,"DD16_2"
"DD17",56.726119,9.938328,2,"DD17_2"
"DD18",56.771033,9.939448,2,"DD18_2"
"DD19",56.815945,9.940571,2,"DD19_2"
"DD20",56.411084,10.011599,2,"DD20_2"
"DD21",56.455999,10.012791,2,"DD21_2"
"DD22",56.500913,10.013988,2,"DD22_2"
"DD23",56.545827,10.015188,2,"DD23_2"
"DD24",56.59074,10.016391,2,"DD24_2"
"DD25",56.635653,10.017598,2,"DD25_2"
"DD26",56.680566,10.018809,2,"DD26_2"
"DD27",56.725478,10.020023,2,"DD27_2"
"DD28",56.77039,10.02124,2,"DD28_2"
"DD29",56.815302,10.022462,2,"DD29_2"
"DD30",56.410397,10.092616,2,"DD30_2"
"DD31",56.455311,10.093904,2,"DD31_2"
"DD32",56.500224,10.095196,2,"DD32_2"
"DD33",56.545136,10.096492,2,"DD33_2"
"DD34",56.590049,10.097792,2,"DD34_2"
"DD35",56.63496,10.099096,2,"DD35_2"
"DD36",56.679872,10.100403,2,"DD36_2"
"DD37",56.724783,10.101715,2,"DD37_2"
"DD38",56.769694,10.10303,2,"DD38_2"
"DD39",56.814604,10.104348,2,"DD39_2"
"DD40",56.409658,10.173629,2,"DD40_2"
"DD41",56.45457,10.175013,2,"DD41_2"
"DD42",56.499481,10.176401,2,"DD42_2"
"DD43",56.544393,10.177793,2,"DD43_2"
"DD44",56.589304,10.179189,2,"DD44_2"
"DD45",56.634214,10.18059,2,"DD45_2"
"DD46",56.679125,10.181994,2,"DD46_2"
"DD47",56.724035,10.183402,2,"DD47_2"
"DD48",56.768944,10.184815,2,"DD48_2"
"DD49",56.813853,10.186232,2,"DD49_2"
"DD50",56.408865,10.254639,2,"DD50_2"
"DD51",56.453776,10.256118,2,"DD51_2"
"DD52",56.498686,10.257602,2,"DD52_2"
"DD53",56.543596,10.25909,2,"DD53_2"
"DD54",56.588506,10.260583,2,"DD54_2"
"DD55",56.633415,10.262079,2,"DD55_2"
"DD56",56.678324,10.263581,2,"DD56_2"
"DD57",56.723233,10.265086,2,"DD57_2"
"DD58",56.768141,10.266596,2,"DD58_2"
"DD59",56.813048,10.268111,2,"DD59_2"
"DD60",56.40802,10.335644,2,"DD60_2"
"DD61",56.452929,10.337219,2,"DD61_2"
"DD62",56.497838,10.338799,2,"DD62_2"
"DD63",56.542746,10.340383,2,"DD63_2"
"DD64",56.587655,10.341972,2,"DD64_2"
"DD65",56.632562,10.343565,2,"DD65_2"
"DD66",56.67747,10.345163,2,"DD66_2"
"DD67",56.722377,10.346766,2,"DD67_2"
"DD70",56.407121,10.416645,2,"DD70_2"
"DD71",56.452029,10.418315,2,"DD71_2"
"DD72",56.496936,10.419991,2,"DD72_2"
"DD73",56.541843,10.421671,2,"DD73_2"
"DD80",56.40617,10.497641,2,"DD80_2"
"DD81",56.451076,10.499407,2,"DD81_2"
"DD82",56.495982,10.501178,2,"DD82_2"
"DD90",56.405166,10.578631,2,"DD90_2"
"DD91",56.45007,10.580493,2,"DD91_2"
"DD92",56.494974,10.58236,2,"DD92_2"
"DD93",56.539878,10.584232,2,"DD93_2"
"DE00",55.963118,9.839693,2,"DE00_2"
"DE01",56.008037,9.840667,2,"DE01_2"
"DE02",56.052956,9.841643,2,"DE02_2"
"DE03",56.097875,9.842622,2,"DE03_2"
"DE04",56.142794,9.843605,2,"DE04_2"
"DE05",56.187712,9.844589,2,"DE05_2"
"DE06",56.23263,9.845577,2,"DE06_2"
"DE07",56.277548,9.846567,2,"DE07_2"
"DE08",56.322465,9.84756,2,"DE08_2"
"DE09",56.367382,9.848556,2,"DE09_2"
"DE10",55.962546,9.919775,2,"DE10_2"
"DE11",56.007465,9.920842,2,"DE11_2"
"DE12",56.052383,9.921912,2,"DE12_2"
"DE13",56.097301,9.922984,2,"DE13_2"
"DE14",56.142218,9.92406,2,"DE14_2"
"DE15",56.187136,9.925139,2,"DE15_2"
"DE16",56.232053,9.926221,2,"DE16_2"
"DE17",56.276969,9.927305,2,"DE17_2"
"DE18",56.321886,9.928393,2,"DE18_2"
"DE19",56.366802,9.929484,2,"DE19_2"
"DE20",55.961923,9.999855,2,"DE20_2"
"DE21",56.00684,10.001014,2,"DE21_2"
"DE22",56.051757,10.002177,2,"DE22_2"
"DE23",56.096674,10.003343,2,"DE23_2"
"DE24",56.141591,10.004513,2,"DE24_2"
"DE25",56.186507,10.005685,2,"DE25_2"
"DE26",56.231423,10.006861,2,"DE26_2"
"DE27",56.276339,10.008041,2,"DE27_2"
"DE28",56.321254,10.009223,2,"DE28_2"
"DE29",56.366169,10.010409,2,"DE29_2"
"DE30",55.961247,10.079931,2,"DE30_2"
"DE31",56.006164,10.081183,2,"DE31_2"
"DE32",56.05108,10.082439,2,"DE32_2"
"DE33",56.095995,10.083699,2,"DE33_2"
"DE34",56.140911,10.084962,2,"DE34_2"
"DE35",56.185826,10.086228,2,"DE35_2"
"DE36",56.230741,10.087499,2,"DE36_2"
"DE37",56.275655,10.088772,2,"DE37_2"
"DE38",56.32057,10.09005,2,"DE38_2"
"DE39",56.365484,10.091331,2,"DE39_2"
"DE40",55.96052,10.160003,2,"DE40_2"
"DE41",56.005435,10.161349,2,"DE41_2"
"DE42",56.05035,10.162698,2,"DE42_2"
"DE43",56.095264,10.164051,2,"DE43_2"
"DE44",56.140179,10.165407,2,"DE44_2"
"DE45",56.185092,10.166768,2,"DE45_2"
"DE46",56.230006,10.168133,2,"DE46_2"
"DE47",56.274919,10.169501,2,"DE47_2"
"DE48",56.319832,10.170873,2,"DE48_2"
"DE49",56.364745,10.172249,2,"DE49_2"
"DE50",55.959741,10.240072,2,"DE50_2"
"DE51",56.004654,10.24151,2,"DE51_2"
"DE52",56.049568,10.242953,2,"DE52_2"
"DE53",56.094481,10.244399,2,"DE53_2"
"DE54",56.139394,10.245849,2,"DE54_2"
"DE55",56.184307,10.247304,2,"DE55_2"
"DE56",56.229219,10.248763,2,"DE56_2"
"DE57",56.274131,10.250225,2,"DE57_2"
"DE58",56.319043,10.251692,2,"DE58_2"
"DE59",56.363954,10.253163,2,"DE59_2"
"DE65",56.183468,10.327836,2,"DE65_2"
"DE66",56.228379,10.329388,2,"DE66_2"
"DE67",56.27329,10.330946,2,"DE67_2"
"DE68",56.3182,10.332507,2,"DE68_2"
"DE69",56.36311,10.334073,2,"DE69_2"
"DE70",55.958026,10.400198,2,"DE70_2"
"DE75",56.182577,10.408363,2,"DE75_2"
"DE76",56.227487,10.41001,2,"DE76_2"
"DE77",56.272396,10.411662,2,"DE77_2"
"DE78",56.317305,10.413318,2,"DE78_2"
"DE79",56.362213,10.414979,2,"DE79_2"
"DE80",55.95709,10.480254,2,"DE80_2"
"DE83",56.091818,10.485418,2,"DE83_2"
"DE84",56.136726,10.487149,2,"DE84_2"
"DE85",56.181634,10.488886,2,"DE85_2"
"DE86",56.226542,10.490627,2,"DE86_2"
"DE87",56.271449,10.492373,2,"DE87_2"
"DE88",56.316357,10.494124,2,"DE88_2"
"DE89",56.361263,10.49588,2,"DE89_2"
"DE90",55.956103,10.560305,2,"DE90_2"
"DE91",56.001011,10.562114,2,"DE91_2"
"DE93",56.090825,10.565748,2,"DE93_2"
"DE94",56.135732,10.567573,2,"DE94_2"
"DE95",56.180638,10.569403,2,"DE95_2"
"DE96",56.225544,10.571238,2,"DE96_2"
"DE97",56.27045,10.573079,2,"DE97_2"
"DE98",56.315356,10.574924,2,"DE98_2"
"DE99",56.360261,10.576775,2,"DE99_2"
"DF00",55.513903,9.830106,2,"DF00_2"
"DF01",55.558826,9.831052,2,"DF01_2"
"DF02",55.603749,9.832001,2,"DF02_2"
"DF04",55.693593,9.833908,2,"DF04_2"
"DF05",55.738515,9.834865,2,"DF05_2"
"DF06",55.783436,9.835825,2,"DF06_2"
"DF07",55.828357,9.836788,2,"DF07_2"
"DF08",55.873278,9.837753,2,"DF08_2"
"DF09",55.918198,9.838722,2,"DF09_2"
"DF10",55.513341,9.909274,2,"DF10_2"
"DF14",55.693028,9.913439,2,"DF14_2"
"DF15",55.737948,9.914487,2,"DF15_2"
"DF16",55.782869,9.915539,2,"DF16_2"
"DF17",55.827788,9.916593,2,"DF17_2"
"DF18",55.872708,9.917651,2,"DF18_2"
"DF19",55.917627,9.918712,2,"DF19_2"
"DF20",55.512728,9.98844,2,"DF20_2"
"DF21",55.557649,9.989567,2,"DF21_2"
"DF24",55.69241,9.992967,2,"DF24_2"
"DF25",55.73733,9.994106,2,"DF25_2"
"DF26",55.782249,9.995249,2,"DF26_2"
"DF27",55.827168,9.996396,2,"DF27_2"
"DF28",55.872087,9.997545,2,"DF28_2"
"DF29",55.917005,9.998698,2,"DF29_2"
"DF30",55.512064,10.067602,2,"DF30_2"
"DF31",55.556984,10.068819,2,"DF31_2"
"DF32",55.601904,10.07004,2,"DF32_2"
"DF36",55.781578,10.074957,2,"DF36_2"
"DF37",55.826496,10.076195,2,"DF37_2"
"DF38",55.871414,10.077437,2,"DF38_2"
"DF39",55.916331,10.078682,2,"DF39_2"
"DF40",55.511348,10.146761,2,"DF40_2"
"DF41",55.556267,10.148069,2,"DF41_2"
"DF42",55.601186,10.14938,2,"DF42_2"
"DF43",55.646104,10.150694,2,"DF43_2"
"DF47",55.825772,10.155991,2,"DF47_2"
"DF48",55.870689,10.157325,2,"DF48_2"
"DF49",55.915604,10.158662,2,"DF49_2"
"DF50",55.510582,10.225917,2,"DF50_2"
"DF51",55.555499,10.227314,2,"DF51_2"
"DF52",55.600417,10.228716,2,"DF52_2"
"DF55",55.735166,10.232944,2,"DF55_2"
"DF58",55.869912,10.237209,2,"DF58_2"
"DF59",55.914826,10.238638,2,"DF59_2"
"DF60",55.509764,10.305068,2,"DF60_2"
"DF61",55.55468,10.306556,2,"DF61_2"
"DF62",55.599596,10.308048,2,"DF62_2"
"DF65",55.734341,10.312549,2,"DF65_2"
"DF66",55.779256,10.314058,2,"DF66_2"
"DF69",55.913996,10.318611,2,"DF69_2"
"DF70",55.508895,10.384215,2,"DF70_2"
"DF71",55.55381,10.385793,2,"DF71_2"
"DF72",55.598724,10.387376,2,"DF72_2"
"DF77",55.82329,10.395355,2,"DF77_2"
"DF80",55.507975,10.463358,2,"DF80_2"
"DF81",55.552888,10.465027,2,"DF81_2"
"DF90",55.507004,10.542497,2,"DF90_2"
"DF91",55.551916,10.544255,2,"DF91_2"
"DF96",55.776468,10.553121,2,"DF96_2"
"DF97",55.821377,10.554909,2,"DF97_2"
"DF98",55.866286,10.556703,2,"DF98_2"
"DG00",55.064652,9.820785,2,"DG00_2"
"DG05",55.289282,9.825413,2,"DG05_2"
"DG06",55.334207,9.826346,2,"DG06_2"
"DG07",55.379131,9.827282,2,"DG07_2"
"DG08",55.424056,9.828221,2,"DG08_2"
"DG09",55.468979,9.829162,2,"DG09_2"
"DG14",55.2438,9.903114,2,"DG14_2"
"DG15",55.288725,9.904134,2,"DG15_2"
"DG16",55.333649,9.905156,2,"DG16_2"
"DG17",55.378572,9.906181,2,"DG17_2"
"DG18",55.423496,9.907209,2,"DG18_2"
"DG19",55.468419,9.90824,2,"DG19_2"
"DG21",55.108421,9.978437,2,"DG21_2"
"DG22",55.153346,9.979536,2,"DG22_2"
"DG23",55.19827,9.980638,2,"DG23_2"
"DG24",55.243193,9.981744,2,"DG24_2"
"DG25",55.288117,9.982852,2,"DG25_2"
"DG26",55.33304,9.983963,2,"DG26_2"
"DG27",55.377962,9.985078,2,"DG27_2"
"DG28",55.422885,9.986195,2,"DG28_2"
"DG29",55.467807,9.987316,2,"DG29_2"
"DG30",55.062844,10.055615,2,"DG30_2"
"DG31",55.107767,10.056799,2,"DG31_2"
"DG32",55.15269,10.057986,2,"DG32_2"
"DG33",55.197613,10.059176,2,"DG33_2"
"DG34",55.242536,10.06037,2,"DG34_2"
"DG35",55.287458,10.061567,2,"DG35_2"
"DG36",55.33238,10.062767,2,"DG36_2"
"DG37",55.377301,10.063971,2,"DG37_2"
"DG38",55.422223,10.065178,2,"DG38_2"
"DG39",55.467143,10.066388,2,"DG39_2"
"DG40",55.06214,10.133885,2,"DG40_2"
"DG41",55.107062,10.135157,2,"DG41_2"
"DG42",55.151984,10.136432,2,"DG42_2"
"DG43",55.196906,10.13771,2,"DG43_2"
"DG44",55.241828,10.138993,2,"DG44_2"
"DG45",55.286749,10.140278,2,"DG45_2"
"DG46",55.331669,10.141568,2,"DG46_2"
"DG47",55.37659,10.142861,2,"DG47_2"
"DG48",55.42151,10.144157,2,"DG48_2"
"DG49",55.466429,10.145457,2,"DG49_2"
"DG50",55.061386,10.212152,2,"DG50_2"
"DG51",55.106307,10.213511,2,"DG51_2"
"DG52",55.151228,10.214874,2,"DG52_2"
"DG53",55.196148,10.216241,2,"DG53_2"
"DG54",55.241069,10.217612,2,"DG54_2"
"DG55",55.285988,10.218986,2,"DG55_2"
"DG56",55.330908,10.220365,2,"DG56_2"
"DG57",55.375827,10.221747,2,"DG57_2"
"DG58",55.420746,10.223133,2,"DG58_2"
"DG59",55.465664,10.224523,2,"DG59_2"
"DG60",55.060582,10.290415,2,"DG60_2"
"DG61",55.105501,10.291862,2,"DG61_2"
"DG62",55.150421,10.293313,2,"DG62_2"
"DG63",55.19534,10.294768,2,"DG63_2"
"DG64",55.240259,10.296227,2,"DG64_2"
"DG65",55.285177,10.297691,2,"DG65_2"
"DG66",55.330096,10.299158,2,"DG66_2"
"DG67",55.375013,10.300629,2,"DG67_2"
"DG68",55.419931,10.302105,2,"DG68_2"
"DG69",55.464848,10.303584,2,"DG69_2"
"DG70",55.059727,10.368674,2,"DG70_2"
"DG71",55.104645,10.370209,2,"DG71_2"
"DG72",55.149564,10.371748,2,"DG72_2"
"DG73",55.194481,10.373291,2,"DG73_2"
"DG74",55.239399,10.374839,2,"DG74_2"
"DG75",55.284316,10.376391,2,"DG75_2"
"DG76",55.329232,10.377947,2,"DG76_2"
"DG77",55.374149,10.379507,2,"DG77_2"
"DG78",55.419065,10.381072,2,"DG78_2"
"DG79",55.46398,10.382642,2,"DG79_2"
"DG80",55.058822,10.446929,2,"DG80_2"
"DG81",55.103739,10.448552,2,"DG81_2"
"DG82",55.148656,10.450179,2,"DG82_2"
"DG83",55.193572,10.45181,2,"DG83_2"
"DG84",55.238488,10.453446,2,"DG84_2"
"DG85",55.283403,10.455086,2,"DG85_2"
"DG86",55.328318,10.456732,2,"DG86_2"
"DG87",55.373233,10.458381,2,"DG87_2"
"DG88",55.418148,10.460036,2,"DG88_2"
"DG89",55.463062,10.461695,2,"DG89_2"
"DG90",55.057867,10.52518,2,"DG90_2"
"DG91",55.102782,10.52689,2,"DG91_2"
"DG92",55.147697,10.528605,2,"DG92_2"
"DG93",55.192612,10.530324,2,"DG93_2"
"DG94",55.237526,10.532048,2,"DG94_2"
"DG95",55.28244,10.533778,2,"DG95_2"
"DG96",55.327354,10.535512,2,"DG96_2"
"DG97",55.372267,10.537251,2,"DG97_2"
"DG98",55.41718,10.538994,2,"DG98_2"
"DG99",55.462092,10.540743,2,"DG99_2"
"DH06",54.884943,9.81713,2,"DH06_2"
"DH07",54.929871,9.818039,2,"DH07_2"
"DH08",54.974798,9.818952,2,"DH08_2"
"DH09",55.019726,9.819867,2,"DH09_2"
"DH16",54.884394,9.89506,2,"DH16_2"
"DH17",54.929321,9.896057,2,"DH17_2"
"DH18",54.974248,9.897057,2,"DH18_2"
"DH19",55.019174,9.898059,2,"DH19_2"
"DH25",54.838868,9.971908,2,"DH25_2"
"DH26",54.883795,9.972988,2,"DH26_2"
"DH27",54.928721,9.974072,2,"DH27_2"
"DH28",54.973647,9.975159,2,"DH28_2"
"DH29",55.018572,9.976248,2,"DH29_2"
"DH36",54.883146,10.050913,2,"DH36_2"
"DH37",54.928071,10.052084,2,"DH37_2"
"DH38",54.972996,10.053257,2,"DH38_2"
"DH49",55.017217,10.132617,2,"DH49_2"
"DH57",54.926621,10.208097,2,"DH57_2"
"DH58",54.971543,10.209445,2,"DH58_2"
"DH59",55.016465,10.210797,2,"DH59_2"
"DH66",54.880899,10.284668,2,"DH66_2"
"DH67",54.92582,10.286099,2,"DH67_2"
"DH69",55.015662,10.288972,2,"DH69_2"
"DH75",54.83513,10.361065,2,"DH75_2"
"DH76",54.88005,10.362579,2,"DH76_2"
"DH77",54.92497,10.364096,2,"DH77_2"
"DH78",54.969889,10.365618,2,"DH78_2"
"DH79",55.014808,10.367144,2,"DH79_2"
"DH85",54.834233,10.438885,2,"DH85_2"
"DH86",54.879151,10.440485,2,"DH86_2"
"DH87",54.92407,10.442089,2,"DH87_2"
"DH88",54.968987,10.443698,2,"DH88_2"
"DH89",55.013905,10.445312,2,"DH89_2"
"DH95",54.833285,10.516701,2,"DH95_2"
"DH96",54.878202,10.518387,2,"DH96_2"
"DH97",54.923119,10.520078,2,"DH97_2"
"DH98",54.968035,10.521774,2,"DH98_2"
"DH99",55.012951,10.523475,2,"DH99_2"
"ED00",56.404109,10.659617,2,"ED00_2"
"ED01",56.449011,10.661574,2,"ED01_2"
"ED02",56.493914,10.663536,2,"ED02_2"
"ED03",56.538816,10.665505,2,"ED03_2"
"EE08",56.314302,10.65572,2,"EE08_2"
"EE09",56.359206,10.657666,2,"EE09_2"
"EB01",57.254844,10.863452,2,"EB01_2"
"EB02",57.208699,10.943916,2,"EB02_2"
"EB03",57.253588,10.946278,2,"EB03_2"
"EB04",57.298477,10.948648,2,"EB04_2"
"EB05",57.343366,10.951026,2,"EB05_2"
"EB06",57.207392,11.026635,2,"EB06_2"
"EB07",57.252278,11.029097,2,"EB07_2"
"EB08",57.297165,11.031568,2,"EB08_2"
"EB09",57.250914,11.111909,2,"EB09_2"
"EB10",57.295798,11.114482,2,"EB10_2"
"EB11",57.340682,11.117062,2,"EB11_2"
"EB12",57.294376,11.197388,2,"EB12_2"
"EB13",57.339258,11.200072,2,"EB13_2"
"EB14",57.16381,10.941561,2,"EB14_2"
"ED10",56.402999,10.740597,2,"ED10_2"
"ED11",56.4479,10.742649,2,"ED11_2"
"ED12",56.4928,10.744707,2,"ED12_2"
"ED13",56.5377,10.746772,2,"ED13_2"
"ED20",56.401836,10.821571,2,"ED20_2"
"ED21",56.446735,10.823718,2,"ED21_2"
"ED22",56.491633,10.825873,2,"ED22_2"
"ED23",56.536532,10.828033,2,"ED23_2"
"ED30",56.400621,10.902538,2,"ED30_2"
"ED31",56.445517,10.904782,2,"ED31_2"
"ED32",56.490414,10.907032,2,"ED32_2"
"ED41",56.444247,10.985839,2,"ED41_2"
"EE04",56.134685,10.647992,2,"EE04_2"
"EE05",56.17959,10.649916,2,"EE05_2"
"EE06",56.224495,10.651845,2,"EE06_2"
"EE07",56.269399,10.65378,2,"EE07_2"
"EE14",56.133587,10.728405,2,"EE14_2"
"EE15",56.17849,10.730423,2,"EE15_2"
"EE16",56.223392,10.732446,2,"EE16_2"
"EE17",56.268294,10.734475,2,"EE17_2"
"EE18",56.313196,10.73651,2,"EE18_2"
"EE19",56.358098,10.73855,2,"EE19_2"
"EE20",55.952829,10.800428,2,"EE20_2"
"EE24",56.132436,10.808813,2,"EE24_2"
"EE26",56.222237,10.813041,2,"EE26_2"
"EE27",56.267137,10.815164,2,"EE27_2"
"EE28",56.312037,10.817294,2,"EE28_2"
"EE29",56.356937,10.819429,2,"EE29_2"
"EE38",56.310826,10.898072,2,"EE38_2"
"EE39",56.355723,10.900302,2,"EE39_2"
"EE81",55.989766,11.283149,2,"EE81_2"
"EE90",55.94337,11.360495,2,"EE90_2"
"EE91",55.988257,11.36323,2,"EE91_2"
"EF00",55.505982,10.62163,2,"EF00_2"
"EF01",55.550892,10.623478,2,"EF01_2"
"EF02",55.595801,10.625332,2,"EF02_2"
"EF06",55.775435,10.632799,2,"EF06_2"
"EF07",55.820343,10.634679,2,"EF07_2"
"EF08",55.86525,10.636564,2,"EF08_2"
"EF09",55.910157,10.638455,2,"EF09_2"
"EF10",55.504908,10.700758,2,"EF10_2"
"EF11",55.549816,10.702697,2,"EF11_2"
"EF19",55.909067,10.718404,2,"EF19_2"
"EF20",55.503784,10.779881,2,"EF20_2"
