"survey","coverage","site","atlas","period","species_richness","raw_species_pool_size","pct_lnd"
"FF31_1","Good","FF31","1","1970s",63,201,100
"FF33_1","Good","FF33","1","1970s",62,201,100
"FF34_1","Good","FF34","1","1970s",35,201,100
"FF36_1","Good","FF36","1","1970s",53,201,90.9256330090149
"FF37_1","Good","FF37","1","1970s",50,201,39.7662859785459
"FF40_1","Good","FF40","1","1970s",71,201,100
"FF41_1","Good","FF41","1","1970s",74,201,100
"FF42_1","Good","FF42","1","1970s",67,201,100
"FF43_1","Good","FF43","1","1970s",70,201,100
"FF44_1","Good","FF44","1","1970s",65,201,97.7618049054428
"FF45_1","Good","FF45","1","1970s",47,201,75.5917819572241
"FF46_1","Good","FF46","1","1970s",53,201,54.980214852666
"FF50_1","Good","FF50","1","1970s",63,201,100
"FF51_1","Good","FF51","1","1970s",62,201,100
"FF52_1","Good","FF52","1","1970s",61,201,100
"FF53_1","Good","FF53","1","1970s",53,201,100
"FF54_1","Good","FF54","1","1970s",70,201,80.6008728678943
"FF55_1","Good","FF55","1","1970s",53,201,36.2075703150992
"FF57_1","Good","FF57","1","1970s",59,201,29.9698731801347
"FF60_1","Good","FF60","1","1970s",85,201,100
"FF62_1","Good","FF62","1","1970s",78,201,100
"FF63_1","Good","FF63","1","1970s",70,201,100
"FF64_1","Good","FF64","1","1970s",72,201,94.7814133259562
"FF65_1","Good","FF65","1","1970s",45,201,100
"FF66_1","Good","FF66","1","1970s",55,201,98.8727829176693
"FF67_1","Good","FF67","1","1970s",48,201,91.7931977429937
"FF69_1","Good","FF69","1","1970s",54,201,32.4580014429829
"FF70_1","Good","FF70","1","1970s",92,201,100
"FF71_1","Good","FF71","1","1970s",70,201,100
"FF72_1","Good","FF72","1","1970s",56,201,100
"FF73_1","Good","FF73","1","1970s",76,201,100
"FF74_1","Good","FF74","1","1970s",67,201,82.4002368649199
"FF75_1","Good","FF75","1","1970s",78,201,44.5704939510572
"FF76_1","Good","FF76","1","1970s",79,201,94.3081213603745
"FF77_1","Good","FF77","1","1970s",51,201,100
"FF78_1","Good","FF78","1","1970s",68,201,90.7472602602393
"FF79_1","Good","FF79","1","1970s",70,201,66.3603100635503
"FF80_1","Good","FF80","1","1970s",72,201,100
"FF81_1","Good","FF81","1","1970s",62,201,100
"FF82_1","Good","FF82","1","1970s",60,201,100
"FF83_1","Good","FF83","1","1970s",51,201,100
"FF84_1","Good","FF84","1","1970s",57,201,71.2109890172687
"FF86_1","Good","FF86","1","1970s",75,201,55.172485710291
"FF87_1","Good","FF87","1","1970s",62,201,66.0911589419255
"FF89_1","Good","FF89","1","1970s",71,201,73.7817303008405
"FF90_1","Good","FF90","1","1970s",61,201,100
"FF91_1","Good","FF91","1","1970s",41,201,100
"FF92_1","Good","FF92","1","1970s",37,201,100
"FF93_1","Good","FF93","1","1970s",47,201,100
"FF94_1","Good","FF94","1","1970s",41,201,100
"FF95_1","Good","FF95","1","1970s",61,201,97.0391639659104
"FF96_1","Good","FF96","1","1970s",68,201,97.4540328951778
"FF98_1","Good","FF98","1","1970s",48,201,100
"FF99_1","Good","FF99","1","1970s",47,201,100
"FG04_1","Good","FG04","1","1970s",68,201,89.9795908798529
"FG05_1","Good","FG05","1","1970s",59,201,100
"FG08_1","Good","FG08","1","1970s",69,201,100
"FG09_1","Good","FG09","1","1970s",57,201,100
"FG14_1","Good","FG14","1","1970s",40,201,83.6988253066244
"FG15_1","Good","FG15","1","1970s",48,201,100
"FG18_1","Good","FG18","1","1970s",65,201,100
"FG19_1","Good","FG19","1","1970s",56,201,100
"FG26_1","Good","FG26","1","1970s",52,201,100
"FG27_1","Good","FG27","1","1970s",68,201,100
"FG28_1","Good","FG28","1","1970s",81,201,100
"FG29_1","Good","FG29","1","1970s",78,201,100
"FG33_1","Good","FG33","1","1970s",57,201,30.8443128331867
"FG34_1","Good","FG34","1","1970s",65,201,99.8816468415241
"FG36_1","Good","FG36","1","1970s",71,201,100
"FG37_1","Good","FG37","1","1970s",80,201,100
"FG43_1","Good","FG43","1","1970s",89,201,51.293234717225
"FG44_1","Good","FG44","1","1970s",74,201,83.815616451206
"FG45_1","Good","FG45","1","1970s",64,201,100
"FG46_1","Good","FG46","1","1970s",78,201,100
"FG47_1","Good","FG47","1","1970s",66,201,100
"FG48_1","Good","FG48","1","1970s",48,201,100
"FG49_1","Good","FG49","1","1970s",46,201,100
"FG53_1","Good","FG53","1","1970s",63,201,91.9159887772465
"FG54_1","Good","FG54","1","1970s",64,201,100
"FG55_1","Good","FG55","1","1970s",72,201,100
"FG56_1","Good","FG56","1","1970s",50,201,100
"FG59_1","Good","FG59","1","1970s",56,201,100
"FG60_1","Good","FG60","1","1970s",56,201,80.4252482520783
"FG65_1","Good","FG65","1","1970s",67,201,100
"FG66_1","Good","FG66","1","1970s",80,201,100
"FG68_1","Good","FG68","1","1970s",50,201,100
"FG70_1","Good","FG70","1","1970s",53,201,100
"FG73_1","Good","FG73","1","1970s",48,201,100
"FG75_1","Good","FG75","1","1970s",64,201,100
"FG76_1","Good","FG76","1","1970s",72,201,100
"FG77_1","Good","FG77","1","1970s",60,201,100
"FG78_1","Good","FG78","1","1970s",63,201,100
"FG79_1","Good","FG79","1","1970s",70,201,100
"FG81_1","Good","FG81","1","1970s",62,201,100
"FG82_1","Good","FG82","1","1970s",59,201,89.4483681807482
"FG85_1","Good","FG85","1","1970s",54,201,100
"FG86_1","Good","FG86","1","1970s",73,201,100
"FG87_1","Good","FG87","1","1970s",70,201,100
"FG89_1","Good","FG89","1","1970s",69,201,100
"FG91_1","Good","FG91","1","1970s",62,201,92.115099159523
"FG92_1","Good","FG92","1","1970s",59,201,75.7116875538317
"FG93_1","Good","FG93","1","1970s",84,201,35.8924493546135
"FG95_1","Good","FG95","1","1970s",60,201,100
"FG96_1","Good","FG96","1","1970s",65,201,100
"FG98_1","Good","FG98","1","1970s",56,201,100
"FG99_1","Good","FG99","1","1970s",60,201,100
"FH01_1","Good","FH01","1","1970s",32,201,28.0812309323759
"FH07_1","Good","FH07","1","1970s",31,201,26.895333308367
"FH08_1","Good","FH08","1","1970s",35,201,34.9265565599351
"FH11_1","Good","FH11","1","1970s",62,201,86.34053505194
"FH12_1","Good","FH12","1","1970s",55,201,100
"FH14_1","Good","FH14","1","1970s",52,201,100
"FH15_1","Good","FH15","1","1970s",54,201,99.287622870924
"FH18_1","Good","FH18","1","1970s",36,201,27.7034497794332
"FH21_1","Good","FH21","1","1970s",74,201,50.457884422936
"FH22_1","Good","FH22","1","1970s",49,201,100
"FH23_1","Good","FH23","1","1970s",79,201,100
"FH24_1","Good","FH24","1","1970s",73,201,100
"FH25_1","Good","FH25","1","1970s",77,201,79.501830032424
"FH29_1","Good","FH29","1","1970s",41,201,25.5361781078591
"FH32_1","Good","FH32","1","1970s",84,201,93.5327843646565
"FH33_1","Good","FH33","1","1970s",74,201,100
"FH34_1","Good","FH34","1","1970s",55,201,100
"FH35_1","Good","FH35","1","1970s",68,201,91.0442852837912
"FH36_1","Good","FH36","1","1970s",59,201,35.6946970945645
"FH42_1","Good","FH42","1","1970s",81,201,87.2475125975456
"FH43_1","Good","FH43","1","1970s",64,201,100
"FH44_1","Good","FH44","1","1970s",83,201,100
"FH45_1","Good","FH45","1","1970s",73,201,100
"FH46_1","Good","FH46","1","1970s",69,201,94.9124392999334
"FH52_1","Good","FH52","1","1970s",72,201,96.8721418951111
"FH54_1","Good","FH54","1","1970s",63,201,100
"FH55_1","Good","FH55","1","1970s",36,201,84.6401315772039
"FH56_1","Good","FH56","1","1970s",86,201,58.5142671307437
"FH58_1","Good","FH58","1","1970s",86,201,62.7313015856893
"FH62_1","Good","FH62","1","1970s",59,201,66.3060114282826
"FH65_1","Good","FH65","1","1970s",15,201,85.5773740636147
"FH66_1","Good","FH66","1","1970s",77,201,98.3061881647673
"FH68_1","Good","FH68","1","1970s",71,201,63.4640285464571
"FH71_1","Good","FH71","1","1970s",45,201,65.7867587159765
"FH72_1","Good","FH72","1","1970s",48,201,91.5997865486353
"FH73_1","Good","FH73","1","1970s",46,201,74.8841872675914
"FH74_1","Good","FH74","1","1970s",59,201,97.206687759511
"FH75_1","Good","FH75","1","1970s",62,201,100
"FH76_1","Good","FH76","1","1970s",54,201,100
"FH79_1","Good","FH79","1","1970s",48,201,31.7283339697247
"FH80_1","Good","FH80","1","1970s",66,201,37.5652435485497
"FH81_1","Good","FH81","1","1970s",54,201,28.2062283770447
"FH83_1","Good","FH83","1","1970s",31,201,67.4957157243843
"FH84_1","Good","FH84","1","1970s",45,201,100
"FH85_1","Good","FH85","1","1970s",54,201,100
"FH86_1","Good","FH86","1","1970s",55,201,100
"FH87_1","Good","FH87","1","1970s",57,201,64.500009491374
"FH95_1","Good","FH95","1","1970s",64,201,88.7598294289932
"FH96_1","Good","FH96","1","1970s",51,201,100
"FH98_1","Good","FH98","1","1970s",78,201,33.5167924547224
"GE00_1","Good","GE00","1","1970s",61,201,100
"GE01_1","Good","GE01","1","1970s",69,201,100
"GE02_1","Good","GE02","1","1970s",63,201,100
"GE03_1","Good","GE03","1","1970s",68,201,100
"GE04_1","Good","GE04","1","1970s",53,201,93.5453872733405
"GE10_1","Good","GE10","1","1970s",74,201,100
"GE11_1","Good","GE11","1","1970s",86,201,100
"GE12_1","Good","GE12","1","1970s",65,201,100
"GE13_1","Good","GE13","1","1970s",71,201,100
"GE14_1","Good","GE14","1","1970s",46,201,90.6073619752655
"GE20_1","Good","GE20","1","1970s",62,201,100
"GE21_1","Good","GE21","1","1970s",68,201,100
"GE24_1","Good","GE24","1","1970s",61,201,47.3458937305288
"GE30_1","Good","GE30","1","1970s",89,201,99.4274393275585
"GE31_1","Good","GE31","1","1970s",54,201,100
"GE32_1","Good","GE32","1","1970s",68,201,100
"GE34_1","Good","GE34","1","1970s",42,201,35.6199657097461
"GE43_1","Good","GE43","1","1970s",68,201,75.342020850832
"GF00_1","Good","GF00","1","1970s",74,201,44.1664638961888
"GF01_1","Good","GF01","1","1970s",60,201,67.4654291536724
"GF02_1","Good","GF02","1","1970s",52,201,98.8543753574924
"GF03_1","Good","GF03","1","1970s",38,201,100
"GF04_1","Good","GF04","1","1970s",54,201,100
"GF06_1","Good","GF06","1","1970s",67,201,100
"GF07_1","Good","GF07","1","1970s",66,201,100
"GF08_1","Good","GF08","1","1970s",68,201,100
"GF09_1","Good","GF09","1","1970s",65,201,100
"GF12_1","Good","GF12","1","1970s",37,201,33.0314489032631
"GF13_1","Good","GF13","1","1970s",44,201,99.8152499354782
"GF14_1","Good","GF14","1","1970s",48,201,100
"GF15_1","Good","GF15","1","1970s",60,201,100
"GF16_1","Good","GF16","1","1970s",53,201,100
"GF17_1","Good","GF17","1","1970s",72,201,100
"GF18_1","Good","GF18","1","1970s",58,201,100
"GF19_1","Good","GF19","1","1970s",63,201,100
"GF23_1","Good","GF23","1","1970s",63,201,62.2933403659254
"GF25_1","Good","GF25","1","1970s",50,201,100
"GF26_1","Good","GF26","1","1970s",59,201,100
"GF27_1","Good","GF27","1","1970s",73,201,100
"GF28_1","Good","GF28","1","1970s",58,201,100
"GF29_1","Good","GF29","1","1970s",72,201,100
"GF33_1","Good","GF33","1","1970s",51,201,42.2636306633703
"GF34_1","Good","GF34","1","1970s",57,201,100
"GF35_1","Good","GF35","1","1970s",62,201,100
"GF36_1","Good","GF36","1","1970s",65,201,100
"GF37_1","Good","GF37","1","1970s",67,201,100
"GF38_1","Good","GF38","1","1970s",80,201,100
"GF39_1","Good","GF39","1","1970s",73,201,100
"GF43_1","Good","GF43","1","1970s",58,201,72.2181414040788
"GF44_1","Good","GF44","1","1970s",60,201,84.9433709696846
"GF45_1","Good","GF45","1","1970s",52,201,99.6954269476727
"GF46_1","Good","GF46","1","1970s",61,201,99.9207256744518
"GF47_1","Good","GF47","1","1970s",95,201,99.9733465857925
"GF48_1","Good","GF48","1","1970s",72,201,82.1998105339413
"GF49_1","Good","GF49","1","1970s",69,201,51.2021220988655
"GF52_1","Good","GF52","1","1970s",76,201,25.6027864817836
"GF53_1","Good","GF53","1","1970s",69,201,98.7286620279293
"GF54_1","Good","GF54","1","1970s",57,201,93.4387792855835
"GF55_1","Good","GF55","1","1970s",36,201,50.3573385187571
"GF63_1","Good","GF63","1","1970s",41,201,27.1645104475245
"GF74_1","Good","GF74","1","1970s",48,201,53.8041828110792
"GG05_1","Good","GG05","1","1970s",61,201,99.6443402610512
"GG06_1","Good","GG06","1","1970s",60,201,100
"GG08_1","Good","GG08","1","1970s",63,201,100
"GG09_1","Good","GG09","1","1970s",82,201,72.8942695415134
"GG10_1","Good","GG10","1","1970s",74,201,27.4964454073353
"GG15_1","Good","GG15","1","1970s",55,201,71.8812063867855
"GG16_1","Good","GG16","1","1970s",59,201,100
"GG20_1","Good","GG20","1","1970s",42,201,64.3406338770775
"GG25_1","Good","GG25","1","1970s",66,201,59.9130145782223
"GG27_1","Good","GG27","1","1970s",53,201,100
"GG28_1","Good","GG28","1","1970s",72,201,82.1214247948237
"GG30_1","Good","GG30","1","1970s",59,201,60.4192052615995
"GG36_1","Good","GG36","1","1970s",57,201,76.7143533326759
"GG37_1","Good","GG37","1","1970s",46,201,72.8680880138893
"GG40_1","Good","GG40","1","1970s",54,201,48.2723521513839
"GH06_1","Good","GH06","1","1970s",59,201,45.1153158998299
"GH07_1","Good","GH07","1","1970s",65,201,65.25391089664
"GH08_1","Good","GH08","1","1970s",62,201,93.0682691387086
"GH09_1","Good","GH09","1","1970s",52,201,41.0140317226033
"GH17_1","Good","GH17","1","1970s",54,201,29.1777534192057
"GH18_1","Good","GH18","1","1970s",50,201,91.0715749702473
"GH19_1","Good","GH19","1","1970s",52,201,41.7388113288261
"GH29_1","Good","GH29","1","1970s",47,201,74.8254556601347
"GH39_1","Good","GH39","1","1970s",52,201,74.9095001749392
"GH49_1","Good","GH49","1","1970s",84,201,93.6062967780905
"GH59_1","Good","GH59","1","1970s",83,201,41.9982412987518
"HA03_1","Good","HA03","1","1970s",52,201,30.8000036681348
"HA04_1","Good","HA04","1","1970s",67,201,82.5817143255517
"HA05_1","Good","HA05","1","1970s",50,201,73.4349821325788
"HA06_1","Good","HA06","1","1970s",46,201,73.060836960117
"HA07_1","Good","HA07","1","1970s",58,201,36.7855116804629
"HA13_1","Good","HA13","1","1970s",51,201,87.7616761986896
"HA14_1","Good","HA14","1","1970s",49,201,100
"HA15_1","Good","HA15","1","1970s",41,201,100.000000000002
"HA17_1","Good","HA17","1","1970s",51,201,87.1896604181935
"HA22_1","Good","HA22","1","1970s",31,201,29.7284472736769
"HA23_1","Good","HA23","1","1970s",35,201,99.9999999999985
"HA24_1","Good","HA24","1","1970s",67,201,99.9999999999989
"HA25_1","Good","HA25","1","1970s",68,201,100
"HA26_1","Good","HA26","1","1970s",67,201,97.9631182516847
"HA32_1","Good","HA32","1","1970s",53,201,84.1745708559556
"HA33_1","Good","HA33","1","1970s",49,201,100.000000000002
"HA34_1","Good","HA34","1","1970s",68,201,100.000000000004
"HA35_1","Good","HA35","1","1970s",57,201,100.000000000003
"HA36_1","Good","HA36","1","1970s",65,201,63.9659163579741
"HA42_1","Good","HA42","1","1970s",43,201,99.9999999999998
"HA43_1","Good","HA43","1","1970s",57,201,100.000000000001
"HA44_1","Good","HA44","1","1970s",63,201,99.9999999999996
"HA45_1","Good","HA45","1","1970s",41,201,78.3401684551325
"HA52_1","Good","HA52","1","1970s",68,201,45.811345274696
"HA53_1","Good","HA53","1","1970s",71,201,80.6764505025248
"HA54_1","Good","HA54","1","1970s",67,201,91.8739672983499
"AD93_2","Good","AD93","2","1990s",64,201,79.2863502418833
"AD94_2","Good","AD94","2","1990s",56,201,56.3423318019154
"AD95_2","Good","AD95","2","1990s",67,201,31.4374353690826
"AE93_2","Good","AE93","2","1990s",54,201,48.4772576569921
"AE97_2","Good","AE97","2","1990s",58,201,79.36724942786
"AE98_2","Good","AE98","2","1990s",77,201,60.1013027143366
"AF91_2","Good","AF91","2","1990s",68,201,96.0224708397579
"AF92_2","Good","AF92","2","1990s",67,201,100
"AF93_2","Good","AF93","2","1990s",70,201,93.5680064039386
"AF94_2","Good","AF94","2","1990s",67,201,64.920690383459
"AF95_2","Good","AF95","2","1990s",59,201,41.0971612601692
"AF98_2","Good","AF98","2","1990s",50,201,35.8703357062038
"AF99_2","Good","AF99","2","1990s",39,201,29.1649009559219
"BC20_2","Good","BC20","2","1990s",60,201,100
"BC21_2","Good","BC21","2","1990s",59,201,100
"BC22_2","Good","BC22","2","1990s",86,201,73.8808477487643
"BC32_2","Good","BC32","2","1990s",75,201,100
"BC33_2","Good","BC33","2","1990s",71,201,90.0083396025285
"BC42_2","Good","BC42","2","1990s",69,201,100
"BC44_2","Good","BC44","2","1990s",74,201,92.8996909142348
"BC54_2","Good","BC54","2","1990s",85,201,100
"BC55_2","Good","BC55","2","1990s",81,201,100
"BC60_2","Good","BC60","2","1990s",56,201,100
"BC64_2","Good","BC64","2","1990s",71,201,100
"BC65_2","Good","BC65","2","1990s",67,201,87.6511598551178
"BC72_2","Good","BC72","2","1990s",56,201,42.2227095505843
"BC75_2","Good","BC75","2","1990s",66,201,83.1903167381744
"BC82_2","Good","BC82","2","1990s",62,201,38.2382493245741
"BC83_2","Good","BC83","2","1990s",91,201,59.2589059914817
"BC84_2","Good","BC84","2","1990s",88,201,98.1573092073059
"BC85_2","Good","BC85","2","1990s",52,201,99.9184959464101
"BC94_2","Good","BC94","2","1990s",96,201,100
"BC95_2","Good","BC95","2","1990s",62,201,100
"BC96_2","Good","BC96","2","1990s",67,201,84.0788044916003
"BD02_2","Good","BD02","2","1990s",42,201,100
"BD04_2","Good","BD04","2","1990s",60,201,85.2947582504692
"BD05_2","Good","BD05","2","1990s",64,201,29.8095786966688
"BD06_2","Good","BD06","2","1990s",46,201,36.9793034371852
"BD07_2","Good","BD07","2","1990s",61,201,27.8918391533683
"BD08_2","Good","BD08","2","1990s",70,201,34.2154392038693
"BD11_2","Good","BD11","2","1990s",64,201,100
"BD12_2","Good","BD12","2","1990s",48,201,100
"BD13_2","Good","BD13","2","1990s",73,201,94.1767054329643
"BD19_2","Good","BD19","2","1990s",49,201,100
"BD21_2","Good","BD21","2","1990s",63,201,100
"BD22_2","Good","BD22","2","1990s",55,201,100
"BD23_2","Good","BD23","2","1990s",43,201,99.7363810468903
"BD30_2","Good","BD30","2","1990s",50,201,100
"BD31_2","Good","BD31","2","1990s",56,201,100
"BD32_2","Good","BD32","2","1990s",67,201,100
"BD33_2","Good","BD33","2","1990s",50,201,66.4813017926648
"BD35_2","Good","BD35","2","1990s",62,201,47.2858626474541
"BD36_2","Good","BD36","2","1990s",62,201,66.9227163233266
"BD39_2","Good","BD39","2","1990s",76,201,98.2806491818695
"BD40_2","Good","BD40","2","1990s",48,201,100
"BD42_2","Good","BD42","2","1990s",86,201,83.6433301424189
"BD43_2","Good","BD43","2","1990s",62,201,51.9751064518396
"BD44_2","Good","BD44","2","1990s",65,201,46.7534223249041
"BD45_2","Good","BD45","2","1990s",71,201,91.5697689701455
"BD46_2","Good","BD46","2","1990s",50,201,45.8239324691135
"BD49_2","Good","BD49","2","1990s",58,201,57.6911318923478
"BD50_2","Good","BD50","2","1990s",42,201,100
"BD51_2","Good","BD51","2","1990s",65,201,79.9539888757725
"BD56_2","Good","BD56","2","1990s",51,201,39.8797191099966
"BD57_2","Good","BD57","2","1990s",65,201,87.1031476010498
"BD60_2","Good","BD60","2","1990s",63,201,100
"BD61_2","Good","BD61","2","1990s",77,201,86.1028611707534
"BD64_2","Good","BD64","2","1990s",56,201,68.7402584561678
"BD66_2","Good","BD66","2","1990s",57,201,57.0495874789028
"BD68_2","Good","BD68","2","1990s",57,201,100
"BD70_2","Good","BD70","2","1990s",65,201,100
"BD71_2","Good","BD71","2","1990s",60,201,100
"BD72_2","Good","BD72","2","1990s",63,201,100
"BD73_2","Good","BD73","2","1990s",96,201,97.6213372857504
"BD74_2","Good","BD74","2","1990s",51,201,100
"BD75_2","Good","BD75","2","1990s",57,201,90.6018934311642
"BD76_2","Good","BD76","2","1990s",59,201,44.6876418573642
"BD77_2","Good","BD77","2","1990s",73,201,66.4189847768357
"BD80_2","Good","BD80","2","1990s",64,201,100
"BD81_2","Good","BD81","2","1990s",70,201,100
"BD82_2","Good","BD82","2","1990s",82,201,100
"BD83_2","Good","BD83","2","1990s",81,201,100
"BD88_2","Good","BD88","2","1990s",66,201,39.718526470875
"BD90_2","Good","BD90","2","1990s",58,201,100
"BD91_2","Good","BD91","2","1990s",58,201,100
"BD92_2","Good","BD92","2","1990s",63,201,100
"BD94_2","Good","BD94","2","1990s",24,201,100
"BE03_2","Good","BE03","2","1990s",68,201,71.4720010768625
"BE04_2","Good","BE04","2","1990s",68,201,100
"BE06_2","Good","BE06","2","1990s",76,201,100
"BE07_2","Good","BE07","2","1990s",78,201,91.2639291465244
"BE08_2","Good","BE08","2","1990s",78,201,38.7987616335452
"BE09_2","Good","BE09","2","1990s",48,201,68.4932976221032
"BE11_2","Good","BE11","2","1990s",70,201,59.4235802014122
"BE12_2","Good","BE12","2","1990s",67,201,74.8183395242528
"BE13_2","Good","BE13","2","1990s",61,201,100
"BE14_2","Good","BE14","2","1990s",63,201,100
"BE15_2","Good","BE15","2","1990s",57,201,100
"BE16_2","Good","BE16","2","1990s",63,201,100
"BE17_2","Good","BE17","2","1990s",72,201,99.2996588061194
"BE19_2","Good","BE19","2","1990s",55,201,100
"BE20_2","Good","BE20","2","1990s",63,201,95.4598068353035
"BE22_2","Good","BE22","2","1990s",57,201,100
"BE24_2","Good","BE24","2","1990s",67,201,100
"BE26_2","Good","BE26","2","1990s",51,201,100
"BE27_2","Good","BE27","2","1990s",54,201,100
"BE30_2","Good","BE30","2","1990s",57,201,100
"BE32_2","Good","BE32","2","1990s",56,201,100
"BE34_2","Good","BE34","2","1990s",69,201,100
"BE35_2","Good","BE35","2","1990s",57,201,100
"BE36_2","Good","BE36","2","1990s",62,201,100
"BE37_2","Good","BE37","2","1990s",69,201,100
"BE44_2","Good","BE44","2","1990s",56,201,100
"BE45_2","Good","BE45","2","1990s",52,201,100
"BE46_2","Good","BE46","2","1990s",58,201,100
"BE47_2","Good","BE47","2","1990s",62,201,100
"BE55_2","Good","BE55","2","1990s",47,201,100
"BE58_2","Good","BE58","2","1990s",74,201,100
"BE59_2","Good","BE59","2","1990s",54,201,100
"BE61_2","Good","BE61","2","1990s",49,201,100
"BE62_2","Good","BE62","2","1990s",55,201,100
"BE63_2","Good","BE63","2","1990s",63,201,100
"BE66_2","Good","BE66","2","1990s",54,201,100
"BE69_2","Good","BE69","2","1990s",76,201,100
"BE73_2","Good","BE73","2","1990s",62,201,100
"BE76_2","Good","BE76","2","1990s",54,201,100
"BE77_2","Good","BE77","2","1990s",63,201,100
"BE78_2","Good","BE78","2","1990s",58,201,100
"BE79_2","Good","BE79","2","1990s",49,201,100
"BE80_2","Good","BE80","2","1990s",79,201,100
"BE82_2","Good","BE82","2","1990s",72,201,100
"BE83_2","Good","BE83","2","1990s",66,201,100
"BE84_2","Good","BE84","2","1990s",57,201,100
"BE86_2","Good","BE86","2","1990s",56,201,100
"BE87_2","Good","BE87","2","1990s",66,201,100
"BE88_2","Good","BE88","2","1990s",73,201,100
"BE89_2","Good","BE89","2","1990s",48,201,100
"BE92_2","Good","BE92","2","1990s",70,201,100
"BE93_2","Good","BE93","2","1990s",49,201,100
"BE94_2","Good","BE94","2","1990s",69,201,100
"BE95_2","Good","BE95","2","1990s",55,201,100
"BE96_2","Good","BE96","2","1990s",56,201,100
"BE98_2","Good","BE98","2","1990s",68,201,100
"BE99_2","Good","BE99","2","1990s",80,201,100
"BF01_2","Good","BF01","2","1990s",58,201,44.9031532347507
"BF02_2","Good","BF02","2","1990s",84,201,90.0620386642933
"BF03_2","Good","BF03","2","1990s",85,201,100
"BF04_2","Good","BF04","2","1990s",93,201,100
"BF05_2","Good","BF05","2","1990s",91,201,100
"BF06_2","Good","BF06","2","1990s",64,201,100
"BF07_2","Good","BF07","2","1990s",59,201,95.872277152451
"BF08_2","Good","BF08","2","1990s",58,201,64.9344661919674
"BF11_2","Good","BF11","2","1990s",77,201,70.0185889959049
"BF13_2","Good","BF13","2","1990s",53,201,100
"BF16_2","Good","BF16","2","1990s",57,201,100
"BF18_2","Good","BF18","2","1990s",48,201,38.3930891877643
"BF20_2","Good","BF20","2","1990s",72,201,87.4214932964661
"BF21_2","Good","BF21","2","1990s",65,201,100
"BF25_2","Good","BF25","2","1990s",56,201,100
"BF27_2","Good","BF27","2","1990s",43,201,100
"BF28_2","Good","BF28","2","1990s",66,201,99.385934891127
"BF31_2","Good","BF31","2","1990s",61,201,100
"BF32_2","Good","BF32","2","1990s",79,201,100
"BF33_2","Good","BF33","2","1990s",73,201,100
"BF34_2","Good","BF34","2","1990s",61,201,100
"BF38_2","Good","BF38","2","1990s",73,201,100
"BF48_2","Good","BF48","2","1990s",53,201,100
"BF49_2","Good","BF49","2","1990s",69,201,100
"BF50_2","Good","BF50","2","1990s",58,201,100
"BF51_2","Good","BF51","2","1990s",61,201,100
"BF56_2","Good","BF56","2","1990s",47,201,100
"BF57_2","Good","BF57","2","1990s",47,201,100
"BF58_2","Good","BF58","2","1990s",44,201,100
"BF59_2","Good","BF59","2","1990s",59,201,100
"BF60_2","Good","BF60","2","1990s",68,201,100
"BF61_2","Good","BF61","2","1990s",60,201,100
"BF66_2","Good","BF66","2","1990s",59,201,100
"BF70_2","Good","BF70","2","1990s",49,201,100
"BF72_2","Good","BF72","2","1990s",69,201,100
"BF73_2","Good","BF73","2","1990s",54,201,100
"BF76_2","Good","BF76","2","1990s",59,201,100
"BF80_2","Good","BF80","2","1990s",56,201,100
"BF81_2","Good","BF81","2","1990s",60,201,100
"BF83_2","Good","BF83","2","1990s",69,201,100
"BF85_2","Good","BF85","2","1990s",59,201,100
"BF86_2","Good","BF86","2","1990s",63,201,100
"BF87_2","Good","BF87","2","1990s",51,201,100
"BF90_2","Good","BF90","2","1990s",71,201,100
"BF91_2","Good","BF91","2","1990s",58,201,100
"BF92_2","Good","BF92","2","1990s",68,201,100
"BF93_2","Good","BF93","2","1990s",64,201,100
"BF96_2","Good","BF96","2","1990s",60,201,100
"BF97_2","Good","BF97","2","1990s",64,201,100
"BF98_2","Good","BF98","2","1990s",54,201,100
"BF99_2","Good","BF99","2","1990s",63,201,100
"BG27_2","Good","BG27","2","1990s",61,201,49.8379213582154
"BG28_2","Good","BG28","2","1990s",69,201,72.4785331288395
"BG29_2","Good","BG29","2","1990s",77,201,45.2829931338949
"BG30_2","Good","BG30","2","1990s",28,201,33.5351059999925
"BG31_2","Good","BG31","2","1990s",102,201,78.6841263949782
"BG32_2","Good","BG32","2","1990s",88,201,68.5141514097215
"BG33_2","Good","BG33","2","1990s",23,201,36.8837338130741
"BG41_2","Good","BG41","2","1990s",68,201,34.9995711224918
"BG42_2","Good","BG42","2","1990s",65,201,45.4397723268083
"BG43_2","Good","BG43","2","1990s",39,201,36.7732424325284
"BG49_2","Good","BG49","2","1990s",64,201,94.2709071021557
"BG55_2","Good","BG55","2","1990s",79,201,36.9332843715852
"BG57_2","Good","BG57","2","1990s",44,201,50.4937704239225
"BG58_2","Good","BG58","2","1990s",78,201,83.7259982046824
"BG59_2","Good","BG59","2","1990s",47,201,100
"BG64_2","Good","BG64","2","1990s",66,201,100
"BG65_2","Good","BG65","2","1990s",73,201,100
"BG66_2","Good","BG66","2","1990s",73,201,100
"BG67_2","Good","BG67","2","1990s",55,201,100
"BG68_2","Good","BG68","2","1990s",56,201,100
"BG70_2","Good","BG70","2","1990s",57,201,100
"BG72_2","Good","BG72","2","1990s",54,201,100
