"","order","family","genus","species","ssp"
"12717","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens","Thamnophilus caerulescens melanchrous"
"12718","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens","Thamnophilus caerulescens aspersiventer"
"12719","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens","Thamnophilus caerulescens dinellii"
"12720","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens","Thamnophilus caerulescens paraguayensis"
"12721","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens","Thamnophilus caerulescens gilvigaster"
"12722","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens","Thamnophilus caerulescens caerulescens"
"12723","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens","Thamnophilus caerulescens ochraceiventer"
"12724","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens","Thamnophilus caerulescens cearensis"
"12725","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus torquatus",NA
"12726","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus ruficapillus",NA
"12727","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus ruficapillus","Thamnophilus ruficapillus jaczewskii"
"12728","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus ruficapillus","Thamnophilus ruficapillus marcapatae"
"12729","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus ruficapillus","Thamnophilus ruficapillus subfasciatus"
"12730","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus ruficapillus","Thamnophilus ruficapillus cochabambae"
"12731","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus ruficapillus","Thamnophilus ruficapillus ruficapillus"
"12732","Passeriformes","Thamnophilidae","Sakesphorus","Sakesphorus canadensis",NA
"12733","Passeriformes","Thamnophilidae","Sakesphorus","Sakesphorus canadensis","Sakesphorus canadensis pulchellus"
"12734","Passeriformes","Thamnophilidae","Sakesphorus","Sakesphorus canadensis","Sakesphorus canadensis intermedius"
"12735","Passeriformes","Thamnophilidae","Sakesphorus","Sakesphorus canadensis","Sakesphorus canadensis fumosus"
"12736","Passeriformes","Thamnophilidae","Sakesphorus","Sakesphorus canadensis","Sakesphorus canadensis trinitatis"
"12737","Passeriformes","Thamnophilidae","Sakesphorus","Sakesphorus canadensis","Sakesphorus canadensis canadensis"
"12738","Passeriformes","Thamnophilidae","Sakesphorus","Sakesphorus canadensis","Sakesphorus canadensis loretoyacuensis"
"12739","Passeriformes","Thamnophilidae","Sakesphorus","Sakesphorus luctuosus",NA
"12740","Passeriformes","Thamnophilidae","Radinopsyche","Radinopsyche sellowi",NA
"12741","Passeriformes","Thamnophilidae","Biatas","Biatas nigropectus",NA
"12742","Passeriformes","Thamnophilidae","Cymbilaimus","Cymbilaimus lineatus",NA
"12743","Passeriformes","Thamnophilidae","Cymbilaimus","Cymbilaimus lineatus","Cymbilaimus lineatus fasciatus"
"12744","Passeriformes","Thamnophilidae","Cymbilaimus","Cymbilaimus lineatus","Cymbilaimus lineatus intermedius"
"12745","Passeriformes","Thamnophilidae","Cymbilaimus","Cymbilaimus lineatus","Cymbilaimus lineatus lineatus"
"12746","Passeriformes","Thamnophilidae","Cymbilaimus","Cymbilaimus sanctaemariae",NA
"12747","Passeriformes","Thamnophilidae","Taraba","Taraba major",NA
"12748","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major melanocrissus"
"12749","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major obscurus"
"12750","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major transandeanus"
"12751","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major granadensis"
"12752","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major semifasciatus"
"12753","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major duidae"
"12754","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major melanurus"
"12755","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major borbae"
"12756","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major stagurus"
"12757","Passeriformes","Thamnophilidae","Taraba","Taraba major","Taraba major major"
"12758","Passeriformes","Thamnophilidae","Mackenziaena","Mackenziaena leachii",NA
"12759","Passeriformes","Thamnophilidae","Mackenziaena","Mackenziaena severa",NA
"12760","Passeriformes","Thamnophilidae","Frederickena","Frederickena viridis",NA
"12761","Passeriformes","Thamnophilidae","Frederickena","Frederickena unduliger",NA
"12762","Passeriformes","Thamnophilidae","Frederickena","Frederickena unduliger","Frederickena unduliger diversa"
"12763","Passeriformes","Thamnophilidae","Frederickena","Frederickena unduliger","Frederickena unduliger unduliger"
"12764","Passeriformes","Thamnophilidae","Frederickena","Frederickena unduliger","Frederickena unduliger pallida"
"12765","Passeriformes","Thamnophilidae","Frederickena","Frederickena fulva",NA
"12766","Passeriformes","Thamnophilidae","Hypoedaleus","Hypoedaleus guttatus",NA
"12767","Passeriformes","Thamnophilidae","Batara","Batara cinerea",NA
"12768","Passeriformes","Thamnophilidae","Batara","Batara cinerea","Batara cinerea excubitor"
"12769","Passeriformes","Thamnophilidae","Batara","Batara cinerea","Batara cinerea argentina"
"12770","Passeriformes","Thamnophilidae","Batara","Batara cinerea","Batara cinerea cinerea"
"12771","Passeriformes","Thamnophilidae","Xenornis","Xenornis setifrons",NA
"12772","Passeriformes","Thamnophilidae","Pithys","Pithys albifrons",NA
"12773","Passeriformes","Thamnophilidae","Pithys","Pithys albifrons","Pithys albifrons albifrons"
"12774","Passeriformes","Thamnophilidae","Pithys","Pithys albifrons","Pithys albifrons peruvianus"
"12775","Passeriformes","Thamnophilidae","Pithys","Pithys castaneus",NA
"12776","Passeriformes","Thamnophilidae","Phaenostictus","Phaenostictus mcleannani",NA
"12777","Passeriformes","Thamnophilidae","Phaenostictus","Phaenostictus mcleannani","Phaenostictus mcleannani saturatus"
"12778","Passeriformes","Thamnophilidae","Phaenostictus","Phaenostictus mcleannani","Phaenostictus mcleannani mcleannani"
"12779","Passeriformes","Thamnophilidae","Phaenostictus","Phaenostictus mcleannani","Phaenostictus mcleannani pacificus"
"12780","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys bicolor",NA
"12781","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys bicolor","Gymnopithys bicolor olivascens"
"12782","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys bicolor","Gymnopithys bicolor bicolor"
"12783","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys bicolor","Gymnopithys bicolor daguae"
"12784","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys bicolor","Gymnopithys bicolor aequatorialis"
"12785","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys bicolor","Gymnopithys bicolor ruficeps"
"12786","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys leucaspis",NA
"12787","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys leucaspis","Gymnopithys leucaspis leucaspis"
"12788","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys leucaspis","Gymnopithys leucaspis castaneus"
"12789","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys leucaspis","Gymnopithys leucaspis peruanus"
"12790","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys leucaspis","Gymnopithys leucaspis lateralis"
"12791","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys rufigula",NA
"12792","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys rufigula","Gymnopithys rufigula pallidus"
"12793","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys rufigula","Gymnopithys rufigula pallidigula"
"12794","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys rufigula","Gymnopithys rufigula rufigula"
"12795","Passeriformes","Thamnophilidae","Oneillornis","Oneillornis salvini",NA
"12796","Passeriformes","Thamnophilidae","Oneillornis","Oneillornis lunulatus",NA
"12797","Passeriformes","Thamnophilidae","Rhegmatorhina","Rhegmatorhina gymnops",NA
"12798","Passeriformes","Thamnophilidae","Rhegmatorhina","Rhegmatorhina berlepschi",NA
"12799","Passeriformes","Thamnophilidae","Rhegmatorhina","Rhegmatorhina hoffmannsi",NA
"12800","Passeriformes","Thamnophilidae","Rhegmatorhina","Rhegmatorhina cristata",NA
"12801","Passeriformes","Thamnophilidae","Rhegmatorhina","Rhegmatorhina melanosticta",NA
"12802","Passeriformes","Thamnophilidae","Rhegmatorhina","Rhegmatorhina melanosticta","Rhegmatorhina melanosticta melanosticta"
"12803","Passeriformes","Thamnophilidae","Rhegmatorhina","Rhegmatorhina melanosticta","Rhegmatorhina melanosticta brunneiceps"
"12804","Passeriformes","Thamnophilidae","Rhegmatorhina","Rhegmatorhina melanosticta","Rhegmatorhina melanosticta purusiana"
"12805","Passeriformes","Thamnophilidae","Rhegmatorhina","Rhegmatorhina melanosticta","Rhegmatorhina melanosticta badia"
"12806","Passeriformes","Thamnophilidae","Phlegopsis","Phlegopsis nigromaculata",NA
"12807","Passeriformes","Thamnophilidae","Phlegopsis","Phlegopsis nigromaculata","Phlegopsis nigromaculata nigromaculata"
"12808","Passeriformes","Thamnophilidae","Phlegopsis","Phlegopsis nigromaculata","Phlegopsis nigromaculata bowmani"
"12809","Passeriformes","Thamnophilidae","Phlegopsis","Phlegopsis nigromaculata","Phlegopsis nigromaculata confinis"
"12810","Passeriformes","Thamnophilidae","Phlegopsis","Phlegopsis nigromaculata","Phlegopsis nigromaculata paraensis"
"12811","Passeriformes","Thamnophilidae","Phlegopsis","Phlegopsis erythroptera",NA
"12812","Passeriformes","Thamnophilidae","Phlegopsis","Phlegopsis erythroptera","Phlegopsis erythroptera erythroptera"
"12813","Passeriformes","Thamnophilidae","Phlegopsis","Phlegopsis erythroptera","Phlegopsis erythroptera ustulata"
"12814","Passeriformes","Thamnophilidae","Phlegopsis","Phlegopsis borbae",NA
"12815","Passeriformes","Thamnophilidae","Willisornis","Willisornis poecilinotus",NA
"12816","Passeriformes","Thamnophilidae","Willisornis","Willisornis poecilinotus","Willisornis poecilinotus poecilinotus"
"12817","Passeriformes","Thamnophilidae","Willisornis","Willisornis poecilinotus","Willisornis poecilinotus duidae"
"12818","Passeriformes","Thamnophilidae","Willisornis","Willisornis poecilinotus","Willisornis poecilinotus lepidonota"
"12819","Passeriformes","Thamnophilidae","Willisornis","Willisornis poecilinotus","Willisornis poecilinotus griseiventris"
"12820","Passeriformes","Thamnophilidae","Willisornis","Willisornis poecilinotus","Willisornis poecilinotus gutturalis"
"12821","Passeriformes","Thamnophilidae","Willisornis","Willisornis vidua",NA
"12822","Passeriformes","Thamnophilidae","Willisornis","Willisornis vidua","Willisornis vidua nigrigula"
"12823","Passeriformes","Thamnophilidae","Willisornis","Willisornis vidua","Willisornis vidua vidua"
"12824","Passeriformes","Thamnophilidae","Drymophila","Drymophila ferruginea",NA
"12825","Passeriformes","Thamnophilidae","Drymophila","Drymophila rubricollis",NA
"12826","Passeriformes","Thamnophilidae","Drymophila","Drymophila genei",NA
"12827","Passeriformes","Thamnophilidae","Drymophila","Drymophila ochropyga",NA
"12828","Passeriformes","Thamnophilidae","Drymophila","Drymophila malura",NA
"12829","Passeriformes","Thamnophilidae","Drymophila","Drymophila squamata",NA
"12830","Passeriformes","Thamnophilidae","Drymophila","Drymophila squamata","Drymophila squamata squamata"
"12831","Passeriformes","Thamnophilidae","Drymophila","Drymophila squamata","Drymophila squamata stictocorypha"
"12832","Passeriformes","Thamnophilidae","Drymophila","Drymophila devillei",NA
"12833","Passeriformes","Thamnophilidae","Drymophila","Drymophila devillei","Drymophila devillei devillei"
"12834","Passeriformes","Thamnophilidae","Drymophila","Drymophila devillei","Drymophila devillei subochracea"
"12835","Passeriformes","Thamnophilidae","Drymophila","Drymophila hellmayri",NA
"12836","Passeriformes","Thamnophilidae","Drymophila","Drymophila klagesi",NA
"12837","Passeriformes","Thamnophilidae","Drymophila","Drymophila caudata",NA
"12838","Passeriformes","Thamnophilidae","Drymophila","Drymophila striaticeps",NA
"12839","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis cantator",NA
"12840","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis flavescens",NA
"12841","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis flavescens","Hypocnemis flavescens flavescens"
"12842","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis flavescens","Hypocnemis flavescens perflava"
"12843","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis peruviana",NA
"12844","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis peruviana","Hypocnemis peruviana saturata"
"12845","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis peruviana","Hypocnemis peruviana peruviana"
"12846","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis subflava",NA
"12847","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis subflava","Hypocnemis subflava collinsi"
"12848","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis subflava","Hypocnemis subflava subflava"
"12849","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis ochrogyna",NA
"12850","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis striata",NA
"12851","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis striata","Hypocnemis striata implicata"
"12852","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis striata","Hypocnemis striata striata"
"12853","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis striata","Hypocnemis striata affinis"
"12854","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis rondoni",NA
"12855","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis hypoxantha",NA
"12856","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis hypoxantha","Hypocnemis hypoxantha hypoxantha"
"12857","Passeriformes","Thamnophilidae","Hypocnemis","Hypocnemis hypoxantha","Hypocnemis hypoxantha ochraceiventris"
"12858","Passeriformes","Thamnophilidae","Sciaphylax","Sciaphylax hemimelaena",NA
"12859","Passeriformes","Thamnophilidae","Sciaphylax","Sciaphylax hemimelaena","Sciaphylax hemimelaena hemimelaena"
"12860","Passeriformes","Thamnophilidae","Sciaphylax","Sciaphylax hemimelaena","Sciaphylax hemimelaena pallens"
"12861","Passeriformes","Thamnophilidae","Sciaphylax","Sciaphylax castanea",NA
"12862","Passeriformes","Thamnophilidae","Sciaphylax","Sciaphylax castanea","Sciaphylax castanea castanea"
"12863","Passeriformes","Thamnophilidae","Sciaphylax","Sciaphylax castanea","Sciaphylax castanea centunculorum"
"12864","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides laeta",NA
"12865","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides laeta","Cercomacroides laeta waimiri"
"12866","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides laeta","Cercomacroides laeta laeta"
"12867","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides laeta","Cercomacroides laeta sabinoi"
"12868","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides parkeri",NA
"12869","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides nigrescens",NA
"12870","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides nigrescens","Cercomacroides nigrescens nigrescens"
"12871","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides nigrescens","Cercomacroides nigrescens aequatorialis"
"12872","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides nigrescens","Cercomacroides nigrescens notata"
"12873","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides nigrescens","Cercomacroides nigrescens approximans"
"12874","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides nigrescens","Cercomacroides nigrescens ochrogyna"
"12875","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides fuscicauda",NA
"12876","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides tyrannina",NA
"12877","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides tyrannina","Cercomacroides tyrannina crepera"
"12878","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides tyrannina","Cercomacroides tyrannina tyrannina"
"12879","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides tyrannina","Cercomacroides tyrannina vicina"
"12880","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides tyrannina","Cercomacroides tyrannina saturatior"
"12881","Passeriformes","Thamnophilidae","Cercomacroides","Cercomacroides serva",NA
"12882","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra manu",NA
"12883","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra brasiliana",NA
"12884","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra cinerascens",NA
"12885","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra cinerascens","Cercomacra cinerascens cinerascens"
"12886","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra cinerascens","Cercomacra cinerascens immaculata"
"12887","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra cinerascens","Cercomacra cinerascens sclateri"
"12888","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra cinerascens","Cercomacra cinerascens iterata"
"12889","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra melanaria",NA
"12890","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra ferdinandi",NA
"12891","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra nigricans",NA
"12892","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra carbonaria",NA
"12893","Passeriformes","Thamnophilidae","Myrmoderus","Myrmoderus ferrugineus",NA
"12894","Passeriformes","Thamnophilidae","Myrmoderus","Myrmoderus ferrugineus","Myrmoderus ferrugineus ferrugineus"
"12895","Passeriformes","Thamnophilidae","Myrmoderus","Myrmoderus ferrugineus","Myrmoderus ferrugineus elutus"
"12896","Passeriformes","Thamnophilidae","Myrmoderus","Myrmoderus eowilsoni",NA
"12897","Passeriformes","Thamnophilidae","Myrmoderus","Myrmoderus ruficauda",NA
"12898","Passeriformes","Thamnophilidae","Myrmoderus","Myrmoderus ruficauda","Myrmoderus ruficauda soror"
"12899","Passeriformes","Thamnophilidae","Myrmoderus","Myrmoderus ruficauda","Myrmoderus ruficauda ruficauda"
"12900","Passeriformes","Thamnophilidae","Myrmoderus","Myrmoderus loricatus",NA
"12901","Passeriformes","Thamnophilidae","Myrmoderus","Myrmoderus squamosus",NA
"12902","Passeriformes","Thamnophilidae","Hypocnemoides","Hypocnemoides melanopogon",NA
"12903","Passeriformes","Thamnophilidae","Hypocnemoides","Hypocnemoides melanopogon","Hypocnemoides melanopogon occidentalis"
"12904","Passeriformes","Thamnophilidae","Hypocnemoides","Hypocnemoides melanopogon","Hypocnemoides melanopogon melanopogon"
"12905","Passeriformes","Thamnophilidae","Hypocnemoides","Hypocnemoides melanopogon","Hypocnemoides melanopogon minor"
"12906","Passeriformes","Thamnophilidae","Hypocnemoides","Hypocnemoides maculicauda",NA
"12907","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax naevioides",NA
"12908","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax naevioides","Hylophylax naevioides capnitis"
"12909","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax naevioides","Hylophylax naevioides naevioides"
"12910","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax naevius",NA
"12911","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax naevius","Hylophylax naevius theresae"
"12912","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax naevius","Hylophylax naevius peruvianus"
"12913","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax naevius","Hylophylax naevius inexpectatus"
"12914","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax naevius","Hylophylax naevius naevius"
"12915","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax naevius","Hylophylax naevius ochraceus"
"12916","Passeriformes","Thamnophilidae","Hylophylax","Hylophylax punctulatus",NA
"12917","Passeriformes","Thamnophilidae","Sclateria","Sclateria naevia",NA
"12918","Passeriformes","Thamnophilidae","Sclateria","Sclateria naevia","Sclateria naevia naevia"
"12919","Passeriformes","Thamnophilidae","Sclateria","Sclateria naevia","Sclateria naevia diaphora"
"12920","Passeriformes","Thamnophilidae","Sclateria","Sclateria naevia","Sclateria naevia argentata"
"12921","Passeriformes","Thamnophilidae","Sclateria","Sclateria naevia","Sclateria naevia toddi"
"12922","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes hyperythrus",NA
"12923","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes schistaceus",NA
"12924","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes leucostigma",NA
"12925","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes leucostigma","Myrmelastes leucostigma subplumbeus"
"12926","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes leucostigma","Myrmelastes leucostigma leucostigma"
"12927","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes leucostigma","Myrmelastes leucostigma intensus"
"12928","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes leucostigma","Myrmelastes leucostigma infuscatus"
"12929","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes humaythae",NA
"12930","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes brunneiceps",NA
"12931","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes rufifacies",NA
"12932","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes saturatus",NA
"12933","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes saturatus","Myrmelastes saturatus obscurus"
"12934","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes saturatus","Myrmelastes saturatus saturatus"
"12935","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes caurensis",NA
"12936","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes caurensis","Myrmelastes caurensis caurensis"
"12937","Passeriformes","Thamnophilidae","Myrmelastes","Myrmelastes caurensis","Myrmelastes caurensis australis"
"12938","Passeriformes","Thamnophilidae","Poliocrania","Poliocrania exsul",NA
"12939","Passeriformes","Thamnophilidae","Poliocrania","Poliocrania exsul","Poliocrania exsul exsul"
"12940","Passeriformes","Thamnophilidae","Poliocrania","Poliocrania exsul","Poliocrania exsul occidentalis"
"12941","Passeriformes","Thamnophilidae","Poliocrania","Poliocrania exsul","Poliocrania exsul cassini"
"12942","Passeriformes","Thamnophilidae","Poliocrania","Poliocrania exsul","Poliocrania exsul niglarus"
"12943","Passeriformes","Thamnophilidae","Poliocrania","Poliocrania exsul","Poliocrania exsul maculifer"
"12944","Passeriformes","Thamnophilidae","Ampelornis","Ampelornis griseiceps",NA
"12945","Passeriformes","Thamnophilidae","Sipia","Sipia berlepschi",NA
"12946","Passeriformes","Thamnophilidae","Sipia","Sipia nigricauda",NA
"12947","Passeriformes","Thamnophilidae","Sipia","Sipia palliata",NA
"12948","Passeriformes","Thamnophilidae","Sipia","Sipia laemosticta",NA
"12949","Passeriformes","Thamnophilidae","Myrmeciza","Myrmeciza longipes",NA
"12950","Passeriformes","Thamnophilidae","Myrmeciza","Myrmeciza longipes","Myrmeciza longipes panamensis"
"12951","Passeriformes","Thamnophilidae","Myrmeciza","Myrmeciza longipes","Myrmeciza longipes longipes"
"12952","Passeriformes","Thamnophilidae","Myrmeciza","Myrmeciza longipes","Myrmeciza longipes boucardi"
"12953","Passeriformes","Thamnophilidae","Myrmeciza","Myrmeciza longipes","Myrmeciza longipes griseipectus"
"12954","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus melanurus",NA
"12955","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus lophotes",NA
"12956","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus myotherinus",NA
"12957","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus myotherinus","Myrmoborus myotherinus elegans"
"12958","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus myotherinus","Myrmoborus myotherinus myotherinus"
"12959","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus myotherinus","Myrmoborus myotherinus incanus"
"12960","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus myotherinus","Myrmoborus myotherinus ardesiacus"
"12961","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus myotherinus","Myrmoborus myotherinus proximus"
"12962","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus myotherinus","Myrmoborus myotherinus ochrolaemus"
"12963","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus myotherinus","Myrmoborus myotherinus sororius"
"12964","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus leucophrys",NA
"12965","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus leucophrys","Myrmoborus leucophrys erythrophrys"
"12966","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus leucophrys","Myrmoborus leucophrys leucophrys"
"12967","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus leucophrys","Myrmoborus leucophrys angustirostris"
"12968","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus leucophrys","Myrmoborus leucophrys koenigorum"
"12969","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus lugubris",NA
"12970","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus lugubris","Myrmoborus lugubris berlepschi"
"12971","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus lugubris","Myrmoborus lugubris stictopterus"
"12972","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus lugubris","Myrmoborus lugubris femininus"
"12973","Passeriformes","Thamnophilidae","Myrmoborus","Myrmoborus lugubris","Myrmoborus lugubris lugubris"
"12974","Passeriformes","Thamnophilidae","Gymnocichla","Gymnocichla nudiceps",NA
"12975","Passeriformes","Thamnophilidae","Gymnocichla","Gymnocichla nudiceps","Gymnocichla nudiceps chiroleuca"
"12976","Passeriformes","Thamnophilidae","Gymnocichla","Gymnocichla nudiceps","Gymnocichla nudiceps erratilis"
"12977","Passeriformes","Thamnophilidae","Gymnocichla","Gymnocichla nudiceps","Gymnocichla nudiceps nudiceps"
"12978","Passeriformes","Thamnophilidae","Gymnocichla","Gymnocichla nudiceps","Gymnocichla nudiceps sanctamartae"
"12979","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena maura",NA
"12980","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena maura","Pyriglena maura pacifica"
"12981","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena maura","Pyriglena maura castanoptera"
"12982","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena maura","Pyriglena maura picea"
"12983","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena maura","Pyriglena maura marcapatensis"
"12984","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena maura","Pyriglena maura hellmayri"
"12985","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena maura","Pyriglena maura maura"
"12986","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena similis",NA
"12987","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena leuconota",NA
"12988","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena leuconota","Pyriglena leuconota interposita"
"12989","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena leuconota","Pyriglena leuconota leuconota"
"12990","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena leuconota","Pyriglena leuconota pernambucensis"
"12991","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena atra",NA
"12992","Passeriformes","Thamnophilidae","Pyriglena","Pyriglena leucoptera",NA
"12993","Passeriformes","Thamnophilidae","Rhopornis","Rhopornis ardesiacus",NA
