bioregion,species,species_label,species_weight,rank_in_cluster,thermal_group,migratory_strategy,foraging_guild,variable,scaled_vp,variable_label,effect_size,supported,effect_sign,effect_direction,weighted_scaled_vp,weighted_supported_vp,weighted_signed_vp,effect_sign_label
Cluster 2,Garrulus_glandarius,Garrulus glandarius,0.010706688547601408,44,warm,sedentary,Omnivorous corvids,tmean_breeding,0.005554265510216213,Temperature,-0.7460488486534985,TRUE,-1,Negative,5.9467790928569416e-5,5.9467790928569416e-5,-5.9467790928569416e-5,-
Cluster 2,Garrulus_glandarius,Garrulus glandarius,0.010706688547601408,44,warm,sedentary,Omnivorous corvids,perc_cropland,0.009424036773494612,Cropland (% coverage),0.62173023041169,TRUE,1,Positive,1.0090022659494929e-4,1.0090022659494929e-4,1.0090022659494929e-4,+
Cluster 2,Garrulus_glandarius,Garrulus glandarius,0.010706688547601408,44,warm,sedentary,Omnivorous corvids,perc_forest,0.028810099009951913,Forest (% coverage),2.214492474835389,TRUE,1,Positive,3.084607571251148e-4,3.084607571251148e-4,3.084607571251148e-4,+
Cluster 2,Phylloscopus_collybita,Phylloscopus collybita,0.010266358304303294,45,medium,short-distance,Foliage gleaners,prec_breeding,0.004851389910227929,Precipitation,0.009674736246047087,TRUE,1,Positive,4.980610709228171e-5,4.980610709228171e-5,4.980610709228171e-5,+
Cluster 2,Phylloscopus_collybita,Phylloscopus collybita,0.010266358304303294,45,medium,short-distance,Foliage gleaners,hh,0.005338315881563942,Land-use heterogeneity,0.5678728809533793,TRUE,1,Positive,5.480506358168814e-5,5.480506358168814e-5,5.480506358168814e-5,+
Cluster 2,Phylloscopus_collybita,Phylloscopus collybita,0.010266358304303294,45,medium,short-distance,Foliage gleaners,perc_urban,0.003460795087240476,Urban (% coverage),0.771768328681751,TRUE,1,Positive,3.55297623833833e-5,3.55297623833833e-5,3.55297623833833e-5,+
Cluster 2,Phylloscopus_collybita,Phylloscopus collybita,0.010266358304303294,45,medium,short-distance,Foliage gleaners,perc_forest,0.026779119424158858,Forest (% coverage),1.9707250741156,TRUE,1,Positive,2.7492403508214293e-4,2.7492403508214293e-4,2.7492403508214293e-4,+
Cluster 2,Riparia_riparia,Riparia riparia,0.008930240871940205,46,medium,long-distance,Aerial insectivores,prec_breeding,0.010613302030554467,Precipitation,-0.01543143507012954,TRUE,-1,Negative,9.477934357950347e-5,9.477934357950347e-5,-9.477934357950347e-5,-
Cluster 2,Riparia_riparia,Riparia riparia,0.008930240871940205,46,medium,long-distance,Aerial insectivores,hh,0.004517359184701809,Land-use heterogeneity,0.5175174198135284,TRUE,1,Positive,4.0341105624458573e-5,4.0341105624458573e-5,4.0341105624458573e-5,+
Cluster 2,Riparia_riparia,Riparia riparia,0.008930240871940205,46,medium,long-distance,Aerial insectivores,perc_cropland,0.0037324047140626718,Cropland (% coverage),0.3221897643063914,TRUE,1,Positive,3.3331273128144765e-5,3.3331273128144765e-5,3.3331273128144765e-5,+
Cluster 2,Riparia_riparia,Riparia riparia,0.008930240871940205,46,medium,long-distance,Aerial insectivores,perc_pasture,0.004063735860775776,Pasture (% coverage),-1.10925383010186,TRUE,-1,Negative,3.6290140076668946e-5,3.6290140076668946e-5,-3.6290140076668946e-5,-
Cluster 2,Riparia_riparia,Riparia riparia,0.008930240871940205,46,medium,long-distance,Aerial insectivores,perc_grass_shrub,0.0033378441619034,Grass/Shrubland (% coverage),1.31364959976377,TRUE,1,Positive,2.980775235879674e-5,2.980775235879674e-5,2.980775235879674e-5,+
Cluster 2,Fulica_atra,Fulica atra,0.008779485627639938,47,warm,sedentary and short-distance,Rails,prec_breeding,0.02028816524403223,Precipitation,-0.03162785163659206,TRUE,-1,Negative,1.7811965517116506e-4,1.7811965517116506e-4,-1.7811965517116506e-4,-
Cluster 2,Fulica_atra,Fulica atra,0.008779485627639938,47,warm,sedentary and short-distance,Rails,hh,0.0033224123981782784,Land-use heterogeneity,0.62635406545492045,TRUE,1,Positive,2.9169071898898935e-5,2.9169071898898935e-5,2.9169071898898935e-5,+
Cluster 2,Fulica_atra,Fulica atra,0.008779485627639938,47,warm,sedentary and short-distance,Rails,perc_urban,0.00286213695630483,Urban (% coverage),0.9833950704249325,TRUE,1,Positive,2.5128090272215373e-5,2.5128090272215373e-5,2.5128090272215373e-5,+
Cluster 2,Fulica_atra,Fulica atra,0.008779485627639938,47,warm,sedentary and short-distance,Rails,perc_cropland,0.010955986842999447,Cropland (% coverage),0.8801034117042126,TRUE,1,Positive,9.61879290247259e-5,9.61879290247259e-5,9.61879290247259e-5,+
Cluster 2,Fulica_atra,Fulica atra,0.008779485627639938,47,warm,sedentary and short-distance,Rails,perc_pasture,0.0021965028077115985,Pasture (% coverage),1.196904095742525,TRUE,1,Positive,1.928416483137475e-5,1.928416483137475e-5,1.928416483137475e-5,+
Cluster 2,Fulica_atra,Fulica atra,0.008779485627639938,47,warm,sedentary and short-distance,Rails,perc_forest,0.004993666683550646,Forest (% coverage),1.164817843714164,TRUE,1,Positive,4.384182487745729e-5,4.384182487745729e-5,4.384182487745729e-5,+
Cluster 2,Fulica_atra,Fulica atra,0.008779485627639938,47,warm,sedentary and short-distance,Rails,perc_grass_shrub,0.001857195259468949,Grass/Shrubland (% coverage),1.385851804862365,TRUE,1,Positive,1.6305219088228662e-5,1.6305219088228662e-5,1.6305219088228662e-5,+
Cluster 2,Gallinago_gallinago,Gallinago gallinago,0.008653111187310268,48,very cold,short-distance,Scolopacids,tmean_breeding,0.005313618550863673,Temperature,0.8823563539143527,TRUE,1,Positive,4.597933212757782e-5,4.597933212757782e-5,4.597933212757782e-5,+
Cluster 2,Gallinago_gallinago,Gallinago gallinago,0.008653111187310268,48,very cold,short-distance,Scolopacids,prec_breeding,0.0026259436610604576,Precipitation,-0.008814501113252283,TRUE,-1,Negative,2.2722582470768727e-5,2.2722582470768727e-5,-2.2722582470768727e-5,-
Cluster 2,Gallinago_gallinago,Gallinago gallinago,0.008653111187310268,48,very cold,short-distance,Scolopacids,hh,0.0032313786825096955,Land-use heterogeneity,0.553278216460306,TRUE,1,Positive,2.796147902806056e-5,2.796147902806056e-5,2.796147902806056e-5,+
Cluster 2,Gallinago_gallinago,Gallinago gallinago,0.008653111187310268,48,very cold,short-distance,Scolopacids,perc_cropland,0.01249699553381852,Cropland (% coverage),0.8304925638204183,TRUE,1,Positive,1.0813789186145148e-4,1.0813789186145148e-4,1.0813789186145148e-4,+
Cluster 2,Gallinago_gallinago,Gallinago gallinago,0.008653111187310268,48,very cold,short-distance,Scolopacids,perc_pasture,0.006040842291110972,Pasture (% coverage),1.829565067135004,TRUE,1,Positive,5.227208000998935e-5,5.227208000998935e-5,5.227208000998935e-5,+
Cluster 2,Gallinago_gallinago,Gallinago gallinago,0.008653111187310268,48,very cold,short-distance,Scolopacids,perc_grass_shrub,0.004828518280898269,Grass/Shrubland (% coverage),2.083684291690241,TRUE,1,Positive,4.178170555457295e-5,4.178170555457295e-5,4.178170555457295e-5,+
Cluster 2,Buteo_buteo,Buteo buteo,0.008366992487076895,49,warm,sedentary and short-distance,Diurnal raptors,prec_breeding,0.0072363020117670205,Precipitation,0.01404855563350859,TRUE,1,Positive,6.054608456667408e-5,6.054608456667408e-5,6.054608456667408e-5,+
Cluster 2,Buteo_buteo,Buteo buteo,0.008366992487076895,49,warm,sedentary and short-distance,Diurnal raptors,hh,0.0030753480899149,Land-use heterogeneity,0.4511918225504749,TRUE,1,Positive,2.5731414363464247e-5,2.5731414363464247e-5,2.5731414363464247e-5,+
Cluster 2,Buteo_buteo,Buteo buteo,0.008366992487076895,49,warm,sedentary and short-distance,Diurnal raptors,perc_cropland,0.025114653034948,Cropland (% coverage),1.051198854756433,TRUE,1,Positive,2.1013411325895284e-4,2.1013411325895284e-4,2.1013411325895284e-4,+
Cluster 2,Buteo_buteo,Buteo buteo,0.008366992487076895,49,warm,sedentary and short-distance,Diurnal raptors,perc_pasture,0.0030926819200593385,Pasture (% coverage),1.131261657186248,TRUE,1,Positive,2.587644639005503e-5,2.587644639005503e-5,2.587644639005503e-5,+
Cluster 2,Buteo_buteo,Buteo buteo,0.008366992487076895,49,warm,sedentary and short-distance,Diurnal raptors,perc_forest,0.09848327723407846,Forest (% coverage),4.21214252225318,TRUE,1,Positive,8.240088407202455e-4,8.240088407202455e-4,8.240088407202455e-4,+
Cluster 2,Buteo_buteo,Buteo buteo,0.008366992487076895,49,warm,sedentary and short-distance,Diurnal raptors,perc_grass_shrub,0.0028751961484811857,Grass/Shrubland (% coverage),1.397760263201138,TRUE,1,Positive,2.4056744573214504e-5,2.4056744573214504e-5,2.4056744573214504e-5,+
Cluster 2,Acrocephalus_schoenobaenus,Acrocephalus schoenobaenus,0.008111612786120843,50,cold,long-distance,Marsh warblers,tmean_breeding,0.01244985100657366,Temperature,1.248518687211632,TRUE,1,Positive,1.0098837061022234e-4,1.0098837061022234e-4,1.0098837061022234e-4,+
Cluster 2,Acrocephalus_schoenobaenus,Acrocephalus schoenobaenus,0.008111612786120843,50,cold,long-distance,Marsh warblers,prec_breeding,0.03298491700211976,Precipitation,-0.03260574346934073,TRUE,-1,Negative,2.675608745035294e-4,2.675608745035294e-4,-2.675608745035294e-4,-
Cluster 2,Acrocephalus_schoenobaenus,Acrocephalus schoenobaenus,0.008111612786120843,50,cold,long-distance,Marsh warblers,hh,0.005794067992638958,Land-use heterogeneity,0.6781017720556609,TRUE,1,Positive,4.69992360127437e-5,4.69992360127437e-5,4.69992360127437e-5,+
Cluster 2,Carduelis_carduelis,Carduelis carduelis,0.007949446092769557,51,very warm,sedentary and short-distance,Passerine seedeaters,tmean_breeding,0.0016687487561872075,Temperature,0.5043512278911737,TRUE,1,Positive,1.3265628279686454e-5,1.3265628279686454e-5,1.3265628279686454e-5,+
Cluster 2,Carduelis_carduelis,Carduelis carduelis,0.007949446092769557,51,very warm,sedentary and short-distance,Passerine seedeaters,perc_urban,0.0044479460297053445,Urban (% coverage),1.191407475733339,TRUE,1,Positive,3.535870718669101e-5,3.535870718669101e-5,3.535870718669101e-5,+
Cluster 2,Carduelis_carduelis,Carduelis carduelis,0.007949446092769557,51,very warm,sedentary and short-distance,Passerine seedeaters,perc_cropland,0.00948054704521266,Cropland (% coverage),0.776333246041286,TRUE,1,Positive,7.536509766588374e-5,7.536509766588374e-5,7.536509766588374e-5,+
Cluster 2,Carduelis_carduelis,Carduelis carduelis,0.007949446092769557,51,very warm,sedentary and short-distance,Passerine seedeaters,perc_forest,0.0025973953303230404,Forest (% coverage),0.7879795189009717,TRUE,1,Positive,2.0647854160014383e-5,2.0647854160014383e-5,2.0647854160014383e-5,+
Cluster 2,Falco_tinnunculus,Falco tinnunculus,0.00791540194110588,52,warm,sedentary and short-distance,Diurnal raptors,tmean_breeding,0.0026060212804847665,Temperature,0.4905904136149224,TRUE,1,Positive,2.062770590211235e-5,2.062770590211235e-5,2.062770590211235e-5,+
Cluster 2,Falco_tinnunculus,Falco tinnunculus,0.00791540194110588,52,warm,sedentary and short-distance,Diurnal raptors,perc_urban,0.004358606335360705,Urban (% coverage),0.9279038907909911,TRUE,1,Positive,3.450012104743051e-5,3.450012104743051e-5,3.450012104743051e-5,+
Cluster 2,Falco_tinnunculus,Falco tinnunculus,0.00791540194110588,52,warm,sedentary and short-distance,Diurnal raptors,perc_pasture,0.006204512742799619,Pasture (% coverage),1.555638812386764,TRUE,1,Positive,4.9111212207972275e-5,4.9111212207972275e-5,4.9111212207972275e-5,+
Cluster 2,Falco_tinnunculus,Falco tinnunculus,0.00791540194110588,52,warm,sedentary and short-distance,Diurnal raptors,perc_forest,0.007046184900322437,Forest (% coverage),1.032662683730159,TRUE,1,Positive,5.577338563740316e-5,5.577338563740316e-5,5.577338563740316e-5,+
Cluster 2,Accipiter_nisus,Accipiter nisus,0.007031594919575508,53,medium,sedentary and short-distance,Diurnal raptors,tmean_breeding,0.004773555239699325,Temperature,-0.58656305305038,TRUE,-1,Negative,3.3565706771782824e-5,3.3565706771782824e-5,-3.3565706771782824e-5,-
Cluster 2,Accipiter_nisus,Accipiter nisus,0.007031594919575508,53,medium,sedentary and short-distance,Diurnal raptors,perc_cropland,0.007058859212967114,Cropland (% coverage),0.4430905334573409,TRUE,1,Positive,4.963503857989833e-5,4.963503857989833e-5,4.963503857989833e-5,+
Cluster 2,Accipiter_nisus,Accipiter nisus,0.007031594919575508,53,medium,sedentary and short-distance,Diurnal raptors,perc_forest,0.052501428617920766,Forest (% coverage),2.585640008739882,TRUE,1,Positive,3.6916877874022786e-4,3.6916877874022786e-4,3.6916877874022786e-4,+
Cluster 2,Accipiter_nisus,Accipiter nisus,0.007031594919575508,53,medium,sedentary and short-distance,Diurnal raptors,perc_grass_shrub,0.004031985681903343,Grass/Shrubland (% coverage),1.427862860194557,TRUE,1,Positive,2.8351290036672735e-5,2.8351290036672735e-5,2.8351290036672735e-5,+
Cluster 2,Poecile_palustris,Poecile palustris,0.006967870650619601,54,medium,sedentary,Tit-like birds,tmean_breeding,0.0026759724405865074,Temperature,0.6692836560131855,TRUE,1,Positive,1.864582983062963e-5,1.864582983062963e-5,1.864582983062963e-5,+
Cluster 2,Poecile_palustris,Poecile palustris,0.006967870650619601,54,medium,sedentary,Tit-like birds,prec_breeding,0.003617908723990671,Precipitation,-0.01211682968733689,TRUE,-1,Negative,2.5209120014515208e-5,2.5209120014515208e-5,-2.5209120014515208e-5,-
Cluster 2,Poecile_palustris,Poecile palustris,0.006967870650619601,54,medium,sedentary,Tit-like birds,hh,0.0023240152045295513,Land-use heterogeneity,0.5003906932718687,TRUE,1,Positive,1.619343733523517e-5,1.619343733523517e-5,1.619343733523517e-5,+
Cluster 2,Poecile_palustris,Poecile palustris,0.006967870650619601,54,medium,sedentary,Tit-like birds,perc_urban,0.004092405983974159,Urban (% coverage),1.198623737271132,TRUE,1,Positive,2.8515355546153568e-5,2.8515355546153568e-5,2.8515355546153568e-5,+
Cluster 2,Poecile_palustris,Poecile palustris,0.006967870650619601,54,medium,sedentary,Tit-like birds,perc_cropland,0.01192430990661793,Cropland (% coverage),0.9062517686302174,TRUE,1,Positive,8.308704902721562e-5,8.308704902721562e-5,8.308704902721562e-5,+
Cluster 2,Poecile_palustris,Poecile palustris,0.006967870650619601,54,medium,sedentary,Tit-like birds,perc_forest,0.01976754104608167,Forest (% coverage),2.332155728220061,TRUE,1,Positive,1.3773766908991075e-4,1.3773766908991075e-4,1.3773766908991075e-4,+
Cluster 2,Muscicapa_striata,Muscicapa striata,0.0064821463582954144,55,medium,long-distance,Flycatchers,tmean_breeding,0.002161888822351638,Temperature,0.531116872341054,TRUE,1,Positive,1.4013679756846233e-5,1.4013679756846233e-5,1.4013679756846233e-5,+
Cluster 2,Muscicapa_striata,Muscicapa striata,0.0064821463582954144,55,medium,long-distance,Flycatchers,perc_urban,0.004955467551697465,Urban (% coverage),1.178955074336288,TRUE,1,Positive,3.212206594388682e-5,3.212206594388682e-5,3.212206594388682e-5,+
Cluster 2,Muscicapa_striata,Muscicapa striata,0.0064821463582954144,55,medium,long-distance,Flycatchers,perc_cropland,0.003918847556872688,Cropland (% coverage),0.4356207939361549,TRUE,1,Positive,2.5402543419497177e-5,2.5402543419497177e-5,2.5402543419497177e-5,+
Cluster 2,Muscicapa_striata,Muscicapa striata,0.0064821463582954144,55,medium,long-distance,Flycatchers,perc_forest,0.013954447562380417,Forest (% coverage),1.749616179745473,TRUE,1,Positive,9.045477144850853e-5,9.045477144850853e-5,9.045477144850853e-5,+
Cluster 2,Turdus_viscivorus,Turdus viscivorus,0.006416505096600369,56,medium,short-distance,Thrushes,tmean_breeding,0.00570381395960709,Temperature,0.6586249607561024,TRUE,1,Positive,3.6598551341879226e-5,3.6598551341879226e-5,3.6598551341879226e-5,+
Cluster 2,Turdus_viscivorus,Turdus viscivorus,0.006416505096600369,56,medium,short-distance,Thrushes,prec_breeding,0.017728098409288528,Precipitation,0.01882665364893241,TRUE,1,Positive,1.1375243379623273e-4,1.1375243379623273e-4,1.1375243379623273e-4,+
Cluster 2,Turdus_viscivorus,Turdus viscivorus,0.006416505096600369,56,medium,short-distance,Thrushes,perc_forest,0.04790578947575391,Forest (% coverage),2.41225561201663,TRUE,1,Positive,3.073877423278393e-4,3.073877423278393e-4,3.073877423278393e-4,+
Cluster 2,Picus_viridis,Picus viridis,0.006059838490448431,57,warm,sedentary,Woodpeckers,hh,0.014356860319433062,Land-use heterogeneity,1.153835380019523,TRUE,1,Positive,8.700025476569223e-5,8.700025476569223e-5,8.700025476569223e-5,+
Cluster 2,Picus_viridis,Picus viridis,0.006059838490448431,57,warm,sedentary,Woodpeckers,perc_forest,0.06669827371553393,Forest (% coverage),3.647165508126777,TRUE,1,Positive,4.0418076630785736e-4,4.0418076630785736e-4,4.0418076630785736e-4,+
Cluster 2,Asio_otus,Asio otus,0.006001733704555352,58,medium,sedentary,Owls,perc_cropland,0.007774977171359172,Cropland (% coverage),0.7038928974467271,TRUE,1,Positive,4.666334254149478e-5,4.666334254149478e-5,4.666334254149478e-5,+
Cluster 2,Asio_otus,Asio otus,0.006001733704555352,58,medium,sedentary,Owls,perc_pasture,0.0023294412279707567,Pasture (% coverage),1.19475475902875,TRUE,1,Positive,1.3980685930692898e-5,1.3980685930692898e-5,1.3980685930692898e-5,+
Cluster 2,Asio_otus,Asio otus,0.006001733704555352,58,medium,sedentary,Owls,perc_forest,0.008720060576257026,Forest (% coverage),1.46521673651968,TRUE,1,Positive,5.233548146628616e-5,5.233548146628616e-5,5.233548146628616e-5,+
Cluster 2,Phoenicurus_phoenicurus,Phoenicurus phoenicurus,0.005768858642350406,59,cold,long-distance,Low flycatching feeders,tmean_breeding,0.004617120299624275,Temperature,0.5409098846136986,TRUE,1,Positive,2.6635514343258995e-5,2.6635514343258995e-5,2.6635514343258995e-5,+
Cluster 2,Phoenicurus_phoenicurus,Phoenicurus phoenicurus,0.005768858642350406,59,cold,long-distance,Low flycatching feeders,perc_urban,0.009371933856778744,Urban (% coverage),1.126833202389127,TRUE,1,Positive,5.406536162521443e-5,5.406536162521443e-5,5.406536162521443e-5,+
Cluster 2,Phoenicurus_phoenicurus,Phoenicurus phoenicurus,0.005768858642350406,59,cold,long-distance,Low flycatching feeders,perc_forest,0.01864288586528371,Forest (% coverage),1.401323056426437,TRUE,1,Positive,1.0754817324229416e-4,1.0754817324229416e-4,1.0754817324229416e-4,+
Cluster 2,Acrocephalus_scirpaceus,Acrocephalus scirpaceus,0.005711531729111154,60,very warm,long-distance,Marsh warblers,tmean_breeding,0.013789388750068136,Temperature,1.239521772052547,TRUE,1,Positive,7.875853137106256e-5,7.875853137106256e-5,7.875853137106256e-5,+
Cluster 2,Acrocephalus_scirpaceus,Acrocephalus scirpaceus,0.005711531729111154,60,very warm,long-distance,Marsh warblers,prec_breeding,0.04036037742591079,Precipitation,-0.03418342259506042,TRUE,-1,Negative,2.3051957626699104e-4,2.3051957626699104e-4,-2.3051957626699104e-4,-
Cluster 2,Acrocephalus_scirpaceus,Acrocephalus scirpaceus,0.005711531729111154,60,very warm,long-distance,Marsh warblers,hh,0.005617037024592938,Land-use heterogeneity,0.6265960244131759,TRUE,1,Positive,3.208188518955467e-5,3.208188518955467e-5,3.208188518955467e-5,+
Cluster 2,Tadorna_tadorna,Tadorna tadorna,0.005636174295540196,61,medium,short-distance,Dabbling ducks,tmean_breeding,0.009935465843530653,Temperature,0.9152983152697525,TRUE,1,Positive,5.599801720152506e-5,5.599801720152506e-5,5.599801720152506e-5,+
Cluster 2,Tadorna_tadorna,Tadorna tadorna,0.005636174295540196,61,medium,short-distance,Dabbling ducks,prec_breeding,0.029348238825431534,Precipitation,-0.02539638014634348,TRUE,-1,Negative,1.65411789287272e-4,1.65411789287272e-4,-1.65411789287272e-4,-
Cluster 2,Tadorna_tadorna,Tadorna tadorna,0.005636174295540196,61,medium,short-distance,Dabbling ducks,hh,0.020373491901176072,Land-use heterogeneity,1.121100041503688,TRUE,1,Positive,1.1482855136380495e-4,1.1482855136380495e-4,1.1482855136380495e-4,+
Cluster 2,Tadorna_tadorna,Tadorna tadorna,0.005636174295540196,61,medium,short-distance,Dabbling ducks,perc_urban,0.02125921793494712,Urban (% coverage),-1.902341939147035,TRUE,-1,Negative,1.1982065766823609e-4,1.1982065766823609e-4,-1.1982065766823609e-4,-
Cluster 2,Tadorna_tadorna,Tadorna tadorna,0.005636174295540196,61,medium,short-distance,Dabbling ducks,perc_cropland,0.021616609319285836,Cropland (% coverage),-0.8125441940823966,TRUE,-1,Negative,1.2183497780209348e-4,1.2183497780209348e-4,-1.2183497780209348e-4,-
Cluster 2,Tadorna_tadorna,Tadorna tadorna,0.005636174295540196,61,medium,short-distance,Dabbling ducks,perc_pasture,0.005197026743080541,Pasture (% coverage),-1.287355693184856,TRUE,-1,Negative,2.929134854258553e-5,2.929134854258553e-5,-2.929134854258553e-5,-
Cluster 2,Tadorna_tadorna,Tadorna tadorna,0.005636174295540196,61,medium,short-distance,Dabbling ducks,perc_forest,0.0072313916893316605,Forest (% coverage),-0.9360828289043063,TRUE,-1,Negative,4.07573839603941e-5,4.07573839603941e-5,-4.07573839603941e-5,-
Cluster 2,Athene_noctua,Athene noctua,0.005253950152382277,62,very warm,sedentary,Owls,tmean_breeding,0.003947644302833149,Temperature,0.7683104418031179,TRUE,1,Positive,2.0740726386421252e-5,2.0740726386421252e-5,2.0740726386421252e-5,+
Cluster 2,Athene_noctua,Athene noctua,0.005253950152382277,62,very warm,sedentary,Owls,prec_breeding,0.0018051319090232462,Precipitation,-0.007339576031172633,TRUE,-1,Negative,9.484073068482796e-6,9.484073068482796e-6,-9.484073068482796e-6,-
Cluster 2,Athene_noctua,Athene noctua,0.005253950152382277,62,very warm,sedentary,Owls,perc_urban,0.004035366584916268,Urban (% coverage),1.082554300921507,TRUE,1,Positive,2.1201614883739173e-5,2.1201614883739173e-5,2.1201614883739173e-5,+
Cluster 2,Athene_noctua,Athene noctua,0.005253950152382277,62,very warm,sedentary,Owls,perc_cropland,0.015581440076743181,Cropland (% coverage),0.9584586832497148,TRUE,1,Positive,8.186410946554016e-5,8.186410946554016e-5,8.186410946554016e-5,+
Cluster 2,Chroicocephalus_ridibundus,Chroicocephalus ridibundus,0.004400083657091775,63,cold,short-distance,Gulls,perc_urban,0.006584418852397176,Urban (% coverage),-0.8517385148713038,TRUE,-1,Negative,2.8971993783879794e-5,2.8971993783879794e-5,-2.8971993783879794e-5,-
Cluster 2,Chroicocephalus_ridibundus,Chroicocephalus ridibundus,0.004400083657091775,63,cold,short-distance,Gulls,perc_cropland,0.011564106253951,Cropland (% coverage),-0.491884343807744,TRUE,-1,Negative,5.0883034936882584e-5,5.0883034936882584e-5,-5.0883034936882584e-5,-
Cluster 2,Chroicocephalus_ridibundus,Chroicocephalus ridibundus,0.004400083657091775,63,cold,short-distance,Gulls,perc_grass_shrub,0.008477073484352875,Grass/Shrubland (% coverage),1.714855360526643,TRUE,1,Positive,3.729983249846712e-5,3.729983249846712e-5,3.729983249846712e-5,+
Cluster 2,Acrocephalus_palustris,Acrocephalus palustris,0.004272967552718217,64,medium,long-distance,Marsh warblers,tmean_breeding,0.0029960796452138333,Temperature,0.5341440626180693,TRUE,1,Positive,1.2802151109358217e-5,1.2802151109358217e-5,1.2802151109358217e-5,+
Cluster 2,Acrocephalus_palustris,Acrocephalus palustris,0.004272967552718217,64,medium,long-distance,Marsh warblers,prec_breeding,0.014517788415470764,Precipitation,-0.02000125130558254,TRUE,-1,Negative,6.203403883653499e-5,6.203403883653499e-5,-6.203403883653499e-5,-
Cluster 2,Acrocephalus_palustris,Acrocephalus palustris,0.004272967552718217,64,medium,long-distance,Marsh warblers,perc_urban,0.009026020021391573,Urban (% coverage),1.381831613245768,TRUE,1,Positive,3.8567890681591177e-5,3.8567890681591177e-5,3.8567890681591177e-5,+
Cluster 2,Acrocephalus_palustris,Acrocephalus palustris,0.004272967552718217,64,medium,long-distance,Marsh warblers,perc_cropland,0.007512133039133504,Cropland (% coverage),0.5407618643486521,TRUE,1,Positive,3.209910072791995e-5,3.209910072791995e-5,3.209910072791995e-5,+
Cluster 2,Phylloscopus_sibilatrix,Phylloscopus sibilatrix,0.004109295488241611,65,cold,long-distance,Foliage gleaners,tmean_breeding,0.00746248090828781,Temperature,-0.6914768624643167,TRUE,-1,Negative,3.0665539127516256e-5,3.0665539127516256e-5,-3.0665539127516256e-5,-
Cluster 2,Phylloscopus_sibilatrix,Phylloscopus sibilatrix,0.004109295488241611,65,cold,long-distance,Foliage gleaners,prec_breeding,0.007183149442542961,Precipitation,-0.01078350756673943,TRUE,-1,Negative,2.9517683595607033e-5,2.9517683595607033e-5,-2.9517683595607033e-5,-
Cluster 2,Phylloscopus_sibilatrix,Phylloscopus sibilatrix,0.004109295488241611,65,cold,long-distance,Foliage gleaners,hh,0.006118353826046605,Land-use heterogeneity,0.5200656693418834,TRUE,1,Positive,2.5142123772839113e-5,2.5142123772839113e-5,2.5142123772839113e-5,+
Cluster 2,Phylloscopus_sibilatrix,Phylloscopus sibilatrix,0.004109295488241611,65,cold,long-distance,Foliage gleaners,perc_urban,0.004014987761580812,Urban (% coverage),0.7081750157524729,TRUE,1,Positive,1.6498771094009313e-5,1.6498771094009313e-5,1.6498771094009313e-5,+
Cluster 2,Phylloscopus_sibilatrix,Phylloscopus sibilatrix,0.004109295488241611,65,cold,long-distance,Foliage gleaners,perc_forest,0.04727720063490522,Forest (% coverage),2.247908315347105,TRUE,1,Positive,1.9427598726570944e-4,1.9427598726570944e-4,1.9427598726570944e-4,+
Cluster 2,Pyrrhula_pyrrhula,Pyrrhula pyrrhula,0.0037316284693292316,66,very cold,short-distance,Passerine seedeaters,tmean_breeding,0.007126061617689441,Temperature,-0.8232415702622093,TRUE,-1,Negative,2.6591814406764236e-5,2.6591814406764236e-5,-2.6591814406764236e-5,-
Cluster 2,Pyrrhula_pyrrhula,Pyrrhula pyrrhula,0.0037316284693292316,66,very cold,short-distance,Passerine seedeaters,prec_breeding,0.017421517898479986,Precipitation,-0.02159619421886994,TRUE,-1,Negative,6.501063216889669e-5,6.501063216889669e-5,-6.501063216889669e-5,-
Cluster 2,Pyrrhula_pyrrhula,Pyrrhula pyrrhula,0.0037316284693292316,66,very cold,short-distance,Passerine seedeaters,hh,0.004378699272224429,Land-use heterogeneity,0.5176260632291942,TRUE,1,Positive,1.6339678862863866e-5,1.6339678862863866e-5,1.6339678862863866e-5,+
Cluster 2,Pyrrhula_pyrrhula,Pyrrhula pyrrhula,0.0037316284693292316,66,very cold,short-distance,Passerine seedeaters,perc_urban,0.006516427035182403,Urban (% coverage),1.134347121571821,TRUE,1,Positive,2.4316884642793334e-5,2.4316884642793334e-5,2.4316884642793334e-5,+
Cluster 2,Pyrrhula_pyrrhula,Pyrrhula pyrrhula,0.0037316284693292316,66,very cold,short-distance,Passerine seedeaters,perc_cropland,0.010559372779789886,Cropland (% coverage),0.628221762524015,TRUE,1,Positive,3.9403656083324084e-5,3.9403656083324084e-5,3.9403656083324084e-5,+
Cluster 2,Pyrrhula_pyrrhula,Pyrrhula pyrrhula,0.0037316284693292316,66,very cold,short-distance,Passerine seedeaters,perc_forest,0.039377409086261625,Forest (% coverage),2.493053743473901,TRUE,1,Positive,1.4694186079471745e-4,1.4694186079471745e-4,1.4694186079471745e-4,+
Cluster 2,Pyrrhula_pyrrhula,Pyrrhula pyrrhula,0.0037316284693292316,66,very cold,short-distance,Passerine seedeaters,perc_grass_shrub,0.003161286139013464,Grass/Shrubland (% coverage),1.3589881104746,TRUE,1,Positive,1.1796745356038529e-5,1.1796745356038529e-5,1.1796745356038529e-5,+
