bioregion,species,species_label,species_weight,rank_in_cluster,thermal_group,migratory_strategy,foraging_guild,variable,scaled_vp,variable_label,effect_size,supported,effect_sign,effect_direction,weighted_scaled_vp,weighted_supported_vp,weighted_signed_vp,effect_sign_label
Cluster 2,Strix_aluco,Strix aluco,0.003494828034919937,67,warm,sedentary,Owls,tmean_breeding,0.006695940182588219,Temperature,0.967061265350911,TRUE,1,Positive,2.340115947025623e-5,2.340115947025623e-5,2.340115947025623e-5,+
Cluster 2,Strix_aluco,Strix aluco,0.003494828034919937,67,warm,sedentary,Owls,prec_breeding,0.032375785593328446,Precipitation,-0.03433219527646455,TRUE,-1,Negative,1.1314780314412126e-4,1.1314780314412126e-4,-1.1314780314412126e-4,-
Cluster 2,Strix_aluco,Strix aluco,0.003494828034919937,67,warm,sedentary,Owls,perc_urban,0.014929484238264436,Urban (% coverage),2.034503993946929,TRUE,1,Positive,5.217598006278187e-5,5.217598006278187e-5,5.217598006278187e-5,+
Cluster 2,Strix_aluco,Strix aluco,0.003494828034919937,67,warm,sedentary,Owls,perc_cropland,0.010237998588921056,Cropland (% coverage),0.7143202790596827,TRUE,1,Positive,3.578004449003206e-5,3.578004449003206e-5,3.578004449003206e-5,+
Cluster 2,Strix_aluco,Strix aluco,0.003494828034919937,67,warm,sedentary,Owls,perc_forest,0.029198042634229558,Forest (% coverage),2.481062135881755,TRUE,1,Positive,1.0204213796289302e-4,1.0204213796289302e-4,1.0204213796289302e-4,+
Cluster 2,Oenanthe_oenanthe,Oenanthe oenanthe,0.0032035053504442016,68,cold,long-distance,Low flycatching feeders,tmean_breeding,0.003995857349514107,Temperature,-0.4724741780583065,TRUE,-1,Negative,1.2800750398780228e-5,1.2800750398780228e-5,-1.2800750398780228e-5,-
Cluster 2,Oenanthe_oenanthe,Oenanthe oenanthe,0.0032035053504442016,68,cold,long-distance,Low flycatching feeders,prec_breeding,0.023521335660332685,Precipitation,-0.01922832427870576,TRUE,-1,Negative,7.535072463746975e-5,7.535072463746975e-5,-7.535072463746975e-5,-
Cluster 2,Oenanthe_oenanthe,Oenanthe oenanthe,0.0032035053504442016,68,cold,long-distance,Low flycatching feeders,perc_urban,0.008189515937168,Urban (% coverage),0.9451914445188756,TRUE,1,Positive,2.623515812226575e-5,2.623515812226575e-5,2.623515812226575e-5,+
Cluster 2,Oenanthe_oenanthe,Oenanthe oenanthe,0.0032035053504442016,68,cold,long-distance,Low flycatching feeders,perc_cropland,0.020325983033780057,Cropland (% coverage),-0.6684764685318672,TRUE,-1,Negative,6.511439540175248e-5,6.511439540175248e-5,-6.511439540175248e-5,-
Cluster 2,Oenanthe_oenanthe,Oenanthe oenanthe,0.0032035053504442016,68,cold,long-distance,Low flycatching feeders,perc_pasture,0.0066796502818959784,Pasture (% coverage),1.197134331157317,TRUE,1,Positive,2.1398295417149887e-5,2.1398295417149887e-5,2.1398295417149887e-5,+
Cluster 2,Oenanthe_oenanthe,Oenanthe oenanthe,0.0032035053504442016,68,cold,long-distance,Low flycatching feeders,perc_forest,0.005408053017369756,Forest (% coverage),-0.6548654624243078,TRUE,-1,Negative,1.732472677662992e-5,1.732472677662992e-5,-1.732472677662992e-5,-
Cluster 2,Tringa_totanus,Tringa totanus,0.0030841241244222153,69,cold,short-distance,Scolopacids,tmean_breeding,0.06426743661115486,Temperature,2.634270196519683,TRUE,1,Positive,1.982087516672382e-4,1.982087516672382e-4,1.982087516672382e-4,+
Cluster 2,Tringa_totanus,Tringa totanus,0.0030841241244222153,69,cold,short-distance,Scolopacids,prec_breeding,0.048555210373984886,Precipitation,-0.0357158851739873,TRUE,-1,Negative,1.497502956808026e-4,1.497502956808026e-4,-1.497502956808026e-4,-
Cluster 2,Tringa_totanus,Tringa totanus,0.0030841241244222153,69,cold,short-distance,Scolopacids,hh,0.02848671566989618,Land-use heterogeneity,1.454605643298853,TRUE,1,Positive,8.785656702308316e-5,8.785656702308316e-5,8.785656702308316e-5,+
Cluster 2,Tringa_totanus,Tringa totanus,0.0030841241244222153,69,cold,short-distance,Scolopacids,perc_urban,0.015780024220369174,Urban (% coverage),-1.761514212078621,TRUE,-1,Negative,4.8667553382007434e-5,4.8667553382007434e-5,-4.8667553382007434e-5,-
Cluster 2,Tringa_totanus,Tringa totanus,0.0030841241244222153,69,cold,short-distance,Scolopacids,perc_cropland,0.019231225767261023,Cropland (% coverage),-0.8116721838979988,TRUE,-1,Negative,5.9311487331019846e-5,5.9311487331019846e-5,-5.9311487331019846e-5,-
Cluster 2,Tringa_totanus,Tringa totanus,0.0030841241244222153,69,cold,short-distance,Scolopacids,perc_pasture,0.003619575138325323,Pasture (% coverage),1.063607181821004,TRUE,1,Positive,1.1163219004268005e-5,1.1163219004268005e-5,1.1163219004268005e-5,+
Cluster 2,Tringa_totanus,Tringa totanus,0.0030841241244222153,69,cold,short-distance,Scolopacids,perc_forest,0.021821552689603535,Forest (% coverage),-1.796787409440811,TRUE,-1,Negative,6.730037708235674e-5,6.730037708235674e-5,-6.730037708235674e-5,-
Cluster 2,Tringa_totanus,Tringa totanus,0.0030841241244222153,69,cold,short-distance,Scolopacids,perc_grass_shrub,0.004337250806457625,Grass/Shrubland (% coverage),-1.597913302274686,TRUE,-1,Negative,1.3376619845865668e-5,1.3376619845865668e-5,-1.3376619845865668e-5,-
Cluster 2,Cygnus_olor,Cygnus olor,0.0030644967201056946,70,medium,sedentary and short-distance,Grazing waterfowl,tmean_breeding,0.019610522759694507,Temperature,1.487235401696009,TRUE,1,Positive,6.009638267664189e-5,6.009638267664189e-5,6.009638267664189e-5,+
Cluster 2,Cygnus_olor,Cygnus olor,0.0030644967201056946,70,medium,sedentary and short-distance,Grazing waterfowl,prec_breeding,0.010729600716660447,Precipitation,-0.01664416647141733,TRUE,-1,Negative,3.288082620424965e-5,3.288082620424965e-5,-3.288082620424965e-5,-
Cluster 2,Cygnus_olor,Cygnus olor,0.0030644967201056946,70,medium,sedentary and short-distance,Grazing waterfowl,hh,0.02257929123751813,Land-use heterogeneity,1.344626526925599,TRUE,1,Positive,6.919416393968556e-5,6.919416393968556e-5,6.919416393968556e-5,+
Cluster 2,Acanthis_flammea,Acanthis flammea,0.002986654814090681,71,very cold,short-distance,Passerine seedeaters,hh,0.006073034067418757,Land-use heterogeneity,0.6471888705305414,TRUE,1,Positive,1.813805643359294e-5,1.813805643359294e-5,1.813805643359294e-5,+
Cluster 2,Acanthis_flammea,Acanthis flammea,0.002986654814090681,71,very cold,short-distance,Passerine seedeaters,perc_urban,0.01982534034198221,Urban (% coverage),-2.199320470307525,TRUE,-1,Negative,5.921144817336736e-5,5.921144817336736e-5,-5.921144817336736e-5,-
Cluster 2,Acanthis_flammea,Acanthis flammea,0.002986654814090681,71,very cold,short-distance,Passerine seedeaters,perc_cropland,0.024869454381423847,Cropland (% coverage),-1.048353974005763,TRUE,-1,Negative,7.427647565208812e-5,7.427647565208812e-5,-7.427647565208812e-5,-
Cluster 2,Lanius_collurio,Lanius collurio,0.0029625116743999392,72,warm,long-distance,Shrikes,tmean_breeding,0.006979533788794066,Temperature,-0.6241230199993947,TRUE,-1,Negative,2.067695033117126e-5,2.067695033117126e-5,-2.067695033117126e-5,-
Cluster 2,Lanius_collurio,Lanius collurio,0.0029625116743999392,72,warm,long-distance,Shrikes,prec_breeding,0.02364182172788681,Precipitation,-0.01915466329780471,TRUE,-1,Negative,7.003917287294682e-5,7.003917287294682e-5,-7.003917287294682e-5,-
Cluster 2,Lanius_collurio,Lanius collurio,0.0029625116743999392,72,warm,long-distance,Shrikes,hh,0.0118256443620554,Land-use heterogeneity,0.7053759072596517,TRUE,1,Positive,3.503360947989094e-5,3.503360947989094e-5,3.503360947989094e-5,+
Cluster 2,Lanius_collurio,Lanius collurio,0.0029625116743999392,72,warm,long-distance,Shrikes,perc_urban,0.006565740148439604,Urban (% coverage),-0.7995455384737484,TRUE,-1,Negative,1.9451081840828718e-5,1.9451081840828718e-5,-1.9451081840828718e-5,-
Cluster 2,Lanius_collurio,Lanius collurio,0.0029625116743999392,72,warm,long-distance,Shrikes,perc_pasture,0.0031314883933124442,Pasture (% coverage),0.7608744213382479,TRUE,1,Positive,9.277070923436025e-6,9.277070923436025e-6,9.277070923436025e-6,+
Cluster 2,Lanius_collurio,Lanius collurio,0.0029625116743999392,72,warm,long-distance,Shrikes,perc_forest,0.030096936315927986,Forest (% coverage),1.643597331338816,TRUE,1,Positive,8.916252519960815e-5,8.916252519960815e-5,8.916252519960815e-5,+
Cluster 2,Haematopus_ostralegus,Haematopus ostralegus,0.0028746130995433985,73,very cold,short-distance,Plovers,tmean_breeding,0.07330089635763573,Temperature,3.686758245560947,TRUE,1,Positive,2.1071171687793265e-4,2.1071171687793265e-4,2.1071171687793265e-4,+
Cluster 2,Haematopus_ostralegus,Haematopus ostralegus,0.0028746130995433985,73,very cold,short-distance,Plovers,prec_breeding,0.0275537164805032,Precipitation,-0.03490180222370256,TRUE,-1,Negative,7.920627433595932e-5,7.920627433595932e-5,-7.920627433595932e-5,-
Cluster 2,Haematopus_ostralegus,Haematopus ostralegus,0.0028746130995433985,73,very cold,short-distance,Plovers,hh,0.06170028116044283,Land-use heterogeneity,2.839104477449228,TRUE,1,Positive,1.773644364693197e-4,1.773644364693197e-4,1.773644364693197e-4,+
Cluster 2,Haematopus_ostralegus,Haematopus ostralegus,0.0028746130995433985,73,very cold,short-distance,Plovers,perc_urban,0.03867977521282217,Urban (% coverage),-3.669827276696258,TRUE,-1,Negative,1.1118938851417265e-4,1.1118938851417265e-4,-1.1118938851417265e-4,-
Cluster 2,Haematopus_ostralegus,Haematopus ostralegus,0.0028746130995433985,73,very cold,short-distance,Plovers,perc_cropland,0.06012614742387045,Cropland (% coverage),-1.959220219487043,TRUE,-1,Negative,1.7283941100973557e-4,1.7283941100973557e-4,-1.7283941100973557e-4,-
Cluster 2,Haematopus_ostralegus,Haematopus ostralegus,0.0028746130995433985,73,very cold,short-distance,Plovers,perc_pasture,0.005550619166737744,Pasture (% coverage),-1.892105447663738,TRUE,-1,Negative,1.5955882567280982e-5,1.5955882567280982e-5,-1.5955882567280982e-5,-
Cluster 2,Haematopus_ostralegus,Haematopus ostralegus,0.0028746130995433985,73,very cold,short-distance,Plovers,perc_forest,0.03399357070609287,Forest (% coverage),-2.972972595780699,TRUE,-1,Negative,9.77183636519893e-5,9.77183636519893e-5,-9.77183636519893e-5,-
Cluster 2,Haematopus_ostralegus,Haematopus ostralegus,0.0028746130995433985,73,very cold,short-distance,Plovers,perc_grass_shrub,0.019022695118432565,Grass/Shrubland (% coverage),-4.699043595682355,TRUE,-1,Negative,5.468288857606651e-5,5.468288857606651e-5,-5.468288857606651e-5,-
Cluster 2,Caprimulgus_europaeus,Caprimulgus europaeus,0.002609697732857002,74,very warm,long-distance,Nigthjars,prec_breeding,0.017028796090376136,Precipitation,0.01565505885280557,TRUE,1,Positive,4.444001055033878e-5,4.444001055033878e-5,4.444001055033878e-5,+
Cluster 2,Caprimulgus_europaeus,Caprimulgus europaeus,0.002609697732857002,74,very warm,long-distance,Nigthjars,perc_pasture,0.007641627734532334,Pasture (% coverage),1.260544344429604,TRUE,1,Positive,1.994233857414622e-5,1.994233857414622e-5,1.994233857414622e-5,+
Cluster 2,Caprimulgus_europaeus,Caprimulgus europaeus,0.002609697732857002,74,very warm,long-distance,Nigthjars,perc_forest,0.0934710087360091,Forest (% coverage),2.906466999047404,TRUE,1,Positive,2.4393107958621996e-4,2.4393107958621996e-4,2.4393107958621996e-4,+
Cluster 2,Motacilla_flava,Motacilla flava,0.0025980280693692205,75,medium,long-distance,Open-land insectivores,tmean_breeding,0.04293295954942295,Temperature,1.798152528675597,TRUE,1,Positive,1.1154103401049415e-4,1.1154103401049415e-4,1.1154103401049415e-4,+
Cluster 2,Motacilla_flava,Motacilla flava,0.0025980280693692205,75,medium,long-distance,Open-land insectivores,prec_breeding,0.015583656289575698,Precipitation,-0.01653607794591795,TRUE,-1,Negative,4.0486776463719864e-5,4.0486776463719864e-5,-4.0486776463719864e-5,-
Cluster 2,Motacilla_flava,Motacilla flava,0.0025980280693692205,75,medium,long-distance,Open-land insectivores,hh,0.011633458163193796,Land-use heterogeneity,0.7549661321509314,TRUE,1,Positive,3.0224050851809977e-5,3.0224050851809977e-5,3.0224050851809977e-5,+
Cluster 2,Motacilla_flava,Motacilla flava,0.0025980280693692205,75,medium,long-distance,Open-land insectivores,perc_forest,0.01896536373838748,Forest (% coverage),-1.375466757363115,TRUE,-1,Negative,4.927254733812784e-5,4.927254733812784e-5,-4.927254733812784e-5,-
Cluster 2,Apus_apus,Apus apus,0.002593884433892812,76,warm,long-distance,Aerial insectivores,tmean_breeding,0.002404784108854153,Temperature,0.5064379001097064,TRUE,1,Positive,6.237732066829586e-6,6.237732066829586e-6,6.237732066829586e-6,+
Cluster 2,Apus_apus,Apus apus,0.002593884433892812,76,warm,long-distance,Aerial insectivores,hh,0.004925896916109992,Land-use heterogeneity,-0.6125149956447554,TRUE,-1,Negative,1.2777207333658315e-5,1.2777207333658315e-5,-1.2777207333658315e-5,-
Cluster 2,Apus_apus,Apus apus,0.002593884433892812,76,warm,long-distance,Aerial insectivores,perc_urban,0.04124783975057954,Urban (% coverage),3.15345318054991,TRUE,1,Positive,1.0699212946073344e-4,1.0699212946073344e-4,1.0699212946073344e-4,+
Cluster 2,Apus_apus,Apus apus,0.002593884433892812,76,warm,long-distance,Aerial insectivores,perc_cropland,0.009066852745691929,Cropland (% coverage),0.6177349432736039,TRUE,1,Positive,2.3518368201448596e-5,2.3518368201448596e-5,2.3518368201448596e-5,+
Cluster 2,Apus_apus,Apus apus,0.002593884433892812,76,warm,long-distance,Aerial insectivores,perc_forest,0.005583195205121032,Forest (% coverage),0.9902248773277185,TRUE,1,Positive,1.4482163133948432e-5,1.4482163133948432e-5,1.4482163133948432e-5,+
Cluster 2,Numenius_arquata,Numenius arquata,0.0025425132753618823,77,very cold,short-distance,Scolopacids,tmean_breeding,0.023450560663436284,Temperature,1.128774968529854,TRUE,1,Positive,5.9623361801465904e-5,5.9623361801465904e-5,5.9623361801465904e-5,+
Cluster 2,Numenius_arquata,Numenius arquata,0.0025425132753618823,77,very cold,short-distance,Scolopacids,prec_breeding,0.04693779651601001,Precipitation,0.02569400962126767,TRUE,1,Positive,1.1933997075819016e-4,1.1933997075819016e-4,1.1933997075819016e-4,+
Cluster 2,Numenius_arquata,Numenius arquata,0.0025425132753618823,77,very cold,short-distance,Scolopacids,perc_urban,0.017126961005426277,Urban (% coverage),-1.227644644637056,TRUE,-1,Negative,4.3545525722901604e-5,4.3545525722901604e-5,-4.3545525722901604e-5,-
Cluster 2,Numenius_arquata,Numenius arquata,0.0025425132753618823,77,very cold,short-distance,Scolopacids,perc_pasture,0.04701237845871568,Pasture (% coverage),3.191976391674757,TRUE,1,Positive,1.1952959633762159e-4,1.1952959633762159e-4,1.1952959633762159e-4,+
Cluster 2,Numenius_arquata,Numenius arquata,0.0025425132753618823,77,very cold,short-distance,Scolopacids,perc_forest,0.008116342856704947,Forest (% coverage),0.7428941129793906,TRUE,1,Positive,2.0635909460560912e-5,2.0635909460560912e-5,2.0635909460560912e-5,+
Cluster 2,Numenius_arquata,Numenius arquata,0.0025425132753618823,77,very cold,short-distance,Scolopacids,perc_grass_shrub,0.02651745552035727,Grass/Shrubland (% coverage),3.080580465450115,TRUE,1,Positive,6.742098268932659e-5,6.742098268932659e-5,6.742098268932659e-5,+
Cluster 2,Sitta_europaea,Sitta europaea,0.002511447205161579,78,warm,sedentary,Tit-like birds,prec_breeding,0.005404695968001097,Precipitation,-0.01657470921063358,TRUE,-1,Negative,1.357360858358441e-5,1.357360858358441e-5,-1.357360858358441e-5,-
Cluster 2,Sitta_europaea,Sitta europaea,0.002511447205161579,78,warm,sedentary,Tit-like birds,hh,0.005700581587951346,Land-use heterogeneity,0.9378771522651099,TRUE,1,Positive,1.4316709696855965e-5,1.4316709696855965e-5,1.4316709696855965e-5,+
Cluster 2,Sitta_europaea,Sitta europaea,0.002511447205161579,78,warm,sedentary,Tit-like birds,perc_urban,0.005711183923185909,Urban (% coverage),1.565498365185822,TRUE,1,Positive,1.4343336902048993e-5,1.4343336902048993e-5,1.4343336902048993e-5,+
Cluster 2,Sitta_europaea,Sitta europaea,0.002511447205161579,78,warm,sedentary,Tit-like birds,perc_cropland,0.015758639287895327,Cropland (% coverage),1.150808609708723,TRUE,1,Positive,3.957699059673418e-5,3.957699059673418e-5,3.957699059673418e-5,+
Cluster 2,Sitta_europaea,Sitta europaea,0.002511447205161579,78,warm,sedentary,Tit-like birds,perc_forest,0.019532283512578703,Forest (% coverage),2.549449596542108,TRUE,1,Positive,4.9054298838089374e-5,4.9054298838089374e-5,4.9054298838089374e-5,+
Cluster 2,Luscinia_luscinia,Luscinia luscinia,0.0024907596794464973,79,cold,long-distance,Low flycatching feeders,tmean_breeding,0.01700058125796429,Temperature,-1.15347805510907,TRUE,-1,Negative,4.2344362324491265e-5,4.2344362324491265e-5,-4.2344362324491265e-5,-
Cluster 2,Luscinia_luscinia,Luscinia luscinia,0.0024907596794464973,79,cold,long-distance,Low flycatching feeders,prec_breeding,0.06891883805360198,Precipitation,-0.03745240398736559,TRUE,-1,Negative,1.7166026297821472e-4,1.7166026297821472e-4,-1.7166026297821472e-4,-
Cluster 2,Luscinia_luscinia,Luscinia luscinia,0.0024907596794464973,79,cold,long-distance,Low flycatching feeders,perc_urban,0.013003056740698207,Urban (% coverage),1.387836653984187,TRUE,1,Positive,3.2387489439286084e-5,3.2387489439286084e-5,3.2387489439286084e-5,+
Cluster 2,Luscinia_luscinia,Luscinia luscinia,0.0024907596794464973,79,cold,long-distance,Low flycatching feeders,perc_cropland,0.016720042957328932,Cropland (% coverage),0.6703953668231712,TRUE,1,Positive,4.164560883672828e-5,4.164560883672828e-5,4.164560883672828e-5,+
Cluster 2,Luscinia_luscinia,Luscinia luscinia,0.0024907596794464973,79,cold,long-distance,Low flycatching feeders,perc_grass_shrub,0.008376160791129655,Grass/Shrubland (% coverage),1.992324641170987,TRUE,1,Positive,2.086300356710642e-5,2.086300356710642e-5,2.086300356710642e-5,+
Cluster 2,Lullula_arborea,Lullula arborea,0.002429153218750111,80,very warm,short-distance,Open-land insectivores,tmean_breeding,0.007923962355593506,Temperature,0.6637746754237941,TRUE,1,Positive,1.9248518661344677e-5,1.9248518661344677e-5,1.9248518661344677e-5,+
Cluster 2,Lullula_arborea,Lullula arborea,0.002429153218750111,80,very warm,short-distance,Open-land insectivores,prec_breeding,0.02136520403455092,Precipitation,0.01847358122380952,TRUE,1,Positive,5.189935414978223e-5,5.189935414978223e-5,5.189935414978223e-5,+
Cluster 2,Lullula_arborea,Lullula arborea,0.002429153218750111,80,very warm,short-distance,Open-land insectivores,perc_forest,0.03224382319988109,Forest (% coverage),1.722529445090854,TRUE,1,Positive,7.832518691080066e-5,7.832518691080066e-5,7.832518691080066e-5,+
Cluster 2,Tachybaptus_ruficollis,Tachybaptus ruficollis,0.002409607235725135,81,very warm,sedentary and short-distance,Aquatic pursuers,perc_urban,0.012474146743232184,Urban (% coverage),1.491763668661494,TRUE,1,Positive,3.0057794251989397e-5,3.0057794251989397e-5,3.0057794251989397e-5,+
Cluster 2,Tachybaptus_ruficollis,Tachybaptus ruficollis,0.002409607235725135,81,very warm,sedentary and short-distance,Aquatic pursuers,perc_pasture,0.0033228731233715123,Pasture (% coverage),1.012655956880604,TRUE,1,Positive,8.006819121472574e-6,8.006819121472574e-6,8.006819121472574e-6,+
Cluster 2,Tachybaptus_ruficollis,Tachybaptus ruficollis,0.002409607235725135,81,very warm,sedentary and short-distance,Aquatic pursuers,perc_forest,0.0145487674543866,Forest (% coverage),1.399014711954157,TRUE,1,Positive,3.50568153289723e-5,3.50568153289723e-5,3.50568153289723e-5,+
